#########Federated Learning using Rankings############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 4 | test acc 0.0957 test loss 2.302271 best test_acc 0.0957
e 1 | malicious users: 9 | test acc 0.0999 test loss 2.301240 best test_acc 0.0999
e 2 | malicious users: 9 | test acc 0.1180 test loss 2.300922 best test_acc 0.1180
e 3 | malicious users: 7 | test acc 0.1000 test loss 2.298985 best test_acc 0.1180
e 4 | malicious users: 9 | test acc 0.1000 test loss 2.295406 best test_acc 0.1180
e 5 | malicious users: 7 | test acc 0.1308 test loss 2.297624 best test_acc 0.1308
e 6 | malicious users: 7 | test acc 0.1383 test loss 2.277930 best test_acc 0.1383
e 7 | malicious users: 4 | test acc 0.1768 test loss 2.285878 best test_acc 0.1768
e 8 | malicious users: 9 | test acc 0.1807 test loss 2.257021 best test_acc 0.1807
e 9 | malicious users: 10 | test acc 0.1679 test loss 2.241733 best test_acc 0.1807
e 10 | malicious users: 10 | test acc 0.1203 test loss 2.297712 best test_acc 0.1807
e 11 | malicious users: 10 | test acc 0.1630 test loss 2.284880 best test_acc 0.1807
e 12 | malicious users: 10 | test acc 0.1690 test loss 2.248830 best test_acc 0.1807
e 13 | malicious users: 6 | test acc 0.1033 test loss 2.285821 best test_acc 0.1807
e 14 | malicious users: 11 | test acc 0.1751 test loss 2.268778 best test_acc 0.1807
e 15 | malicious users: 9 | test acc 0.2076 test loss 2.229467 best test_acc 0.2076
e 16 | malicious users: 5 | test acc 0.1967 test loss 2.264436 best test_acc 0.2076
e 17 | malicious users: 8 | test acc 0.1914 test loss 2.188041 best test_acc 0.2076
e 18 | malicious users: 9 | test acc 0.1472 test loss 2.255384 best test_acc 0.2076
e 19 | malicious users: 6 | test acc 0.1858 test loss 2.162761 best test_acc 0.2076
e 20 | malicious users: 8 | test acc 0.1964 test loss 2.178218 best test_acc 0.2076
e 21 | malicious users: 10 | test acc 0.1870 test loss 2.224323 best test_acc 0.2076
e 22 | malicious users: 11 | test acc 0.1960 test loss 2.173628 best test_acc 0.2076
e 23 | malicious users: 9 | test acc 0.1965 test loss 2.207098 best test_acc 0.2076
e 24 | malicious users: 9 | test acc 0.2367 test loss 2.171371 best test_acc 0.2367
e 25 | malicious users: 5 | test acc 0.2064 test loss 2.145336 best test_acc 0.2367
e 26 | malicious users: 9 | test acc 0.1773 test loss 2.176733 best test_acc 0.2367
e 27 | malicious users: 7 | test acc 0.2368 test loss 2.106714 best test_acc 0.2368
e 28 | malicious users: 6 | test acc 0.2332 test loss 2.221550 best test_acc 0.2368
e 29 | malicious users: 7 | test acc 0.2194 test loss 2.078252 best test_acc 0.2368
e 30 | malicious users: 7 | test acc 0.2648 test loss 2.107602 best test_acc 0.2648
e 31 | malicious users: 9 | test acc 0.2271 test loss 2.120046 best test_acc 0.2648
e 32 | malicious users: 8 | test acc 0.2534 test loss 2.078495 best test_acc 0.2648
