#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.1143 test loss 2.301813 best test_acc 0.1143
e 1 | malicious users: 6 | test acc 0.1142 test loss 2.299907 best test_acc 0.1143
e 2 | malicious users: 5 | test acc 0.1175 test loss 2.295945 best test_acc 0.1175
e 3 | malicious users: 4 | test acc 0.1001 test loss 2.299365 best test_acc 0.1175
e 4 | malicious users: 5 | test acc 0.1378 test loss 2.288803 best test_acc 0.1378
e 5 | malicious users: 4 | test acc 0.1431 test loss 2.281929 best test_acc 0.1431
e 6 | malicious users: 12 | test acc 0.1669 test loss 2.289425 best test_acc 0.1669
e 7 | malicious users: 4 | test acc 0.1597 test loss 2.202311 best test_acc 0.1669
e 8 | malicious users: 3 | test acc 0.1540 test loss 2.284715 best test_acc 0.1669
e 9 | malicious users: 5 | test acc 0.2042 test loss 2.224601 best test_acc 0.2042
e 10 | malicious users: 5 | test acc 0.1967 test loss 2.278615 best test_acc 0.2042
e 11 | malicious users: 4 | test acc 0.2191 test loss 2.173924 best test_acc 0.2191
e 12 | malicious users: 0 | test acc 0.1290 test loss 2.250880 best test_acc 0.2191
e 13 | malicious users: 8 | test acc 0.1990 test loss 2.237535 best test_acc 0.2191
e 14 | malicious users: 3 | test acc 0.1567 test loss 2.235534 best test_acc 0.2191
e 15 | malicious users: 4 | test acc 0.2322 test loss 2.222672 best test_acc 0.2322
e 16 | malicious users: 6 | test acc 0.1786 test loss 2.231792 best test_acc 0.2322
e 17 | malicious users: 4 | test acc 0.2024 test loss 2.132875 best test_acc 0.2322
e 18 | malicious users: 2 | test acc 0.1776 test loss 2.211761 best test_acc 0.2322
e 19 | malicious users: 7 | test acc 0.2300 test loss 2.101556 best test_acc 0.2322
e 20 | malicious users: 6 | test acc 0.2135 test loss 2.158817 best test_acc 0.2322
e 21 | malicious users: 7 | test acc 0.2437 test loss 2.072084 best test_acc 0.2437
e 22 | malicious users: 7 | test acc 0.2261 test loss 2.232033 best test_acc 0.2437
e 23 | malicious users: 7 | test acc 0.2344 test loss 2.133706 best test_acc 0.2437
e 24 | malicious users: 6 | test acc 0.1944 test loss 2.121747 best test_acc 0.2437
e 25 | malicious users: 4 | test acc 0.2007 test loss 2.110876 best test_acc 0.2437
e 26 | malicious users: 7 | test acc 0.2131 test loss 2.097923 best test_acc 0.2437
e 27 | malicious users: 3 | test acc 0.2442 test loss 2.135123 best test_acc 0.2442
e 28 | malicious users: 4 | test acc 0.2210 test loss 2.074556 best test_acc 0.2442
e 29 | malicious users: 2 | test acc 0.2396 test loss 2.100942 best test_acc 0.2442
e 30 | malicious users: 5 | test acc 0.2237 test loss 2.134343 best test_acc 0.2442
e 31 | malicious users: 6 | test acc 0.2638 test loss 2.020691 best test_acc 0.2638
e 32 | malicious users: 9 | test acc 0.2568 test loss 2.052117 best test_acc 0.2638
e 33 | malicious users: 10 | test acc 0.2813 test loss 2.002432 best test_acc 0.2813
e 34 | malicious users: 6 | test acc 0.2486 test loss 2.102957 best test_acc 0.2813
