
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 5 | test acc 0.5155 test loss 2.135010 best test_acc 0.5155
e 1 | malicious users: 3 | test acc 0.7655 test loss 1.209168 best test_acc 0.7655
e 2 | malicious users: 0 | test acc 0.7728 test loss 0.921628 best test_acc 0.7728
e 3 | malicious users: 4 | test acc 0.8091 test loss 0.643166 best test_acc 0.8091
e 4 | malicious users: 2 | test acc 0.8774 test loss 0.421615 best test_acc 0.8774
e 5 | malicious users: 1 | test acc 0.9088 test loss 0.341303 best test_acc 0.9088
e 6 | malicious users: 3 | test acc 0.9151 test loss 0.321596 best test_acc 0.9151
e 7 | malicious users: 1 | test acc 0.9237 test loss 0.286187 best test_acc 0.9237
e 8 | malicious users: 2 | test acc 0.9328 test loss 0.247683 best test_acc 0.9328
e 9 | malicious users: 3 | test acc 0.9362 test loss 0.226947 best test_acc 0.9362
e 10 | malicious users: 1 | test acc 0.9383 test loss 0.232795 best test_acc 0.9383
e 11 | malicious users: 1 | test acc 0.9452 test loss 0.193239 best test_acc 0.9452
e 12 | malicious users: 5 | test acc 0.9420 test loss 0.216147 best test_acc 0.9452
e 13 | malicious users: 3 | test acc 0.9400 test loss 0.214943 best test_acc 0.9452
e 14 | malicious users: 2 | test acc 0.9452 test loss 0.213007 best test_acc 0.9452
e 15 | malicious users: 3 | test acc 0.9507 test loss 0.217438 best test_acc 0.9507
e 16 | malicious users: 3 | test acc 0.9543 test loss 0.172952 best test_acc 0.9543
e 17 | malicious users: 2 | test acc 0.9520 test loss 0.175146 best test_acc 0.9543
e 18 | malicious users: 2 | test acc 0.9499 test loss 0.206620 best test_acc 0.9543
e 19 | malicious users: 3 | test acc 0.9528 test loss 0.170436 best test_acc 0.9543
e 20 | malicious users: 4 | test acc 0.9497 test loss 0.243760 best test_acc 0.9543
e 21 | malicious users: 2 | test acc 0.9520 test loss 0.181234 best test_acc 0.9543
e 22 | malicious users: 3 | test acc 0.9509 test loss 0.206443 best test_acc 0.9543
e 23 | malicious users: 1 | test acc 0.9543 test loss 0.174565 best test_acc 0.9543
e 24 | malicious users: 3 | test acc 0.9537 test loss 0.178015 best test_acc 0.9543
e 25 | malicious users: 4 | test acc 0.9418 test loss 0.239374 best test_acc 0.9543
e 26 | malicious users: 2 | test acc 0.9504 test loss 0.211412 best test_acc 0.9543
e 27 | malicious users: 2 | test acc 0.9410 test loss 0.223566 best test_acc 0.9543
e 28 | malicious users: 1 | test acc 0.9465 test loss 0.186150 best test_acc 0.9543
e 29 | malicious users: 1 | test acc 0.9535 test loss 0.197268 best test_acc 0.9543
e 30 | malicious users: 5 | test acc 0.9512 test loss 0.247959 best test_acc 0.9543
e 31 | malicious users: 4 | test acc 0.9358 test loss 0.310825 best test_acc 0.9543
e 32 | malicious users: 0 | test acc 0.9401 test loss 0.211479 best test_acc 0.9543
e 33 | malicious users: 3 | test acc 0.9485 test loss 0.247272 best test_acc 0.9543
e 34 | malicious users: 4 | test acc 0.9460 test loss 0.239221 best test_acc 0.9543
e 35 | malicious users: 4 | test acc 0.9275 test loss 0.427603 best test_acc 0.9543
e 36 | malicious users: 1 | test acc 0.9288 test loss 0.239173 best test_acc 0.9543
e 37 | malicious users: 3 | test acc 0.9488 test loss 0.278800 best test_acc 0.9543
e 38 | malicious users: 0 | test acc 0.9538 test loss 0.167063 best test_acc 0.9543
e 39 | malicious users: 3 | test acc 0.9344 test loss 0.306083 best test_acc 0.9543
e 40 | malicious users: 2 | test acc 0.9499 test loss 0.223392 best test_acc 0.9543
e 41 | malicious users: 1 | test acc 0.9563 test loss 0.180517 best test_acc 0.9563
e 42 | malicious users: 4 | test acc 0.9478 test loss 0.235289 best test_acc 0.9563
e 43 | malicious users: 6 | test acc 0.9407 test loss 0.420467 best test_acc 0.9563
e 44 | malicious users: 3 | test acc 0.9215 test loss 0.347329 best test_acc 0.9563
e 45 | malicious users: 2 | test acc 0.9349 test loss 0.256131 best test_acc 0.9563
e 46 | malicious users: 1 | test acc 0.9363 test loss 0.229041 best test_acc 0.9563
e 47 | malicious users: 5 | test acc 0.9463 test loss 0.271157 best test_acc 0.9563
e 48 | malicious users: 1 | test acc 0.9376 test loss 0.230718 best test_acc 0.9563
e 49 | malicious users: 2 | test acc 0.9481 test loss 0.243727 best test_acc 0.9563
e 50 | malicious users: 2 | test acc 0.9487 test loss 0.201860 best test_acc 0.9563
e 51 | malicious users: 2 | test acc 0.9491 test loss 0.199763 best test_acc 0.9563
e 52 | malicious users: 2 | test acc 0.9461 test loss 0.216216 best test_acc 0.9563
e 53 | malicious users: 2 | test acc 0.9493 test loss 0.202398 best test_acc 0.9563
e 54 | malicious users: 2 | test acc 0.9530 test loss 0.200916 best test_acc 0.9563
e 55 | malicious users: 5 | test acc 0.9457 test loss 0.307246 best test_acc 0.9563
e 56 | malicious users: 5 | test acc 0.9392 test loss 0.412371 best test_acc 0.9563
e 57 | malicious users: 0 | test acc 0.9499 test loss 0.200657 best test_acc 0.9563
e 58 | malicious users: 2 | test acc 0.9435 test loss 0.222647 best test_acc 0.9563
e 59 | malicious users: 4 | test acc 0.9492 test loss 0.251879 best test_acc 0.9563
e 60 | malicious users: 1 | test acc 0.9466 test loss 0.204105 best test_acc 0.9563
e 61 | malicious users: 4 | test acc 0.9502 test loss 0.249579 best test_acc 0.9563
e 62 | malicious users: 2 | test acc 0.9453 test loss 0.228027 best test_acc 0.9563
e 63 | malicious users: 1 | test acc 0.9547 test loss 0.166627 best test_acc 0.9563
e 64 | malicious users: 1 | test acc 0.9537 test loss 0.165393 best test_acc 0.9563
e 65 | malicious users: 4 | test acc 0.9453 test loss 0.239204 best test_acc 0.9563
e 66 | malicious users: 0 | test acc 0.9545 test loss 0.168573 best test_acc 0.9563
e 67 | malicious users: 4 | test acc 0.9536 test loss 0.197702 best test_acc 0.9563
e 68 | malicious users: 1 | test acc 0.9506 test loss 0.168333 best test_acc 0.9563
e 69 | malicious users: 2 | test acc 0.9542 test loss 0.190770 best test_acc 0.9563
e 70 | malicious users: 3 | test acc 0.9542 test loss 0.183490 best test_acc 0.9563
e 71 | malicious users: 2 | test acc 0.9510 test loss 0.194307 best test_acc 0.9563
e 72 | malicious users: 1 | test acc 0.9560 test loss 0.151399 best test_acc 0.9563
e 73 | malicious users: 1 | test acc 0.9497 test loss 0.179635 best test_acc 0.9563
e 74 | malicious users: 2 | test acc 0.9592 test loss 0.153741 best test_acc 0.9592
e 75 | malicious users: 6 | test acc 0.9598 test loss 0.211487 best test_acc 0.9598
e 76 | malicious users: 1 | test acc 0.9547 test loss 0.184357 best test_acc 0.9598
e 77 | malicious users: 1 | test acc 0.9543 test loss 0.165240 best test_acc 0.9598
e 78 | malicious users: 4 | test acc 0.9569 test loss 0.199979 best test_acc 0.9598
e 79 | malicious users: 4 | test acc 0.9489 test loss 0.222108 best test_acc 0.9598
e 80 | malicious users: 3 | test acc 0.9507 test loss 0.202323 best test_acc 0.9598
e 81 | malicious users: 2 | test acc 0.9529 test loss 0.196915 best test_acc 0.9598
e 82 | malicious users: 1 | test acc 0.9495 test loss 0.211830 best test_acc 0.9598
e 83 | malicious users: 3 | test acc 0.9570 test loss 0.177780 best test_acc 0.9598
e 84 | malicious users: 3 | test acc 0.9534 test loss 0.215911 best test_acc 0.9598
e 85 | malicious users: 2 | test acc 0.9508 test loss 0.188133 best test_acc 0.9598
e 86 | malicious users: 2 | test acc 0.9546 test loss 0.210796 best test_acc 0.9598
e 87 | malicious users: 0 | test acc 0.9582 test loss 0.150395 best test_acc 0.9598
e 88 | malicious users: 2 | test acc 0.9564 test loss 0.163731 best test_acc 0.9598
e 89 | malicious users: 4 | test acc 0.9585 test loss 0.199417 best test_acc 0.9598
e 90 | malicious users: 3 | test acc 0.9477 test loss 0.249001 best test_acc 0.9598
e 91 | malicious users: 0 | test acc 0.9519 test loss 0.168817 best test_acc 0.9598
e 92 | malicious users: 4 | test acc 0.9557 test loss 0.193588 best test_acc 0.9598
e 93 | malicious users: 7 | test acc 0.9470 test loss 0.385283 best test_acc 0.9598
