
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.6043 test loss 2.073824 best test_acc 0.6043
e 1 | malicious users: 0 | test acc 0.6226 test loss 1.466485 best test_acc 0.6226
e 2 | malicious users: 0 | test acc 0.6719 test loss 1.428113 best test_acc 0.6719
e 3 | malicious users: 0 | test acc 0.7381 test loss 1.096490 best test_acc 0.7381
e 4 | malicious users: 0 | test acc 0.8526 test loss 0.621767 best test_acc 0.8526
e 5 | malicious users: 0 | test acc 0.7780 test loss 0.631909 best test_acc 0.8526
e 6 | malicious users: 0 | test acc 0.8313 test loss 0.508447 best test_acc 0.8526
e 7 | malicious users: 0 | test acc 0.7800 test loss 0.632671 best test_acc 0.8526
e 8 | malicious users: 0 | test acc 0.8766 test loss 0.401364 best test_acc 0.8766
e 9 | malicious users: 0 | test acc 0.9066 test loss 0.411235 best test_acc 0.9066
e 10 | malicious users: 0 | test acc 0.9064 test loss 0.324090 best test_acc 0.9066
e 11 | malicious users: 0 | test acc 0.9097 test loss 0.377160 best test_acc 0.9097
e 12 | malicious users: 0 | test acc 0.9265 test loss 0.266761 best test_acc 0.9265
e 13 | malicious users: 0 | test acc 0.9051 test loss 0.326919 best test_acc 0.9265
e 14 | malicious users: 0 | test acc 0.9143 test loss 0.313985 best test_acc 0.9265
e 15 | malicious users: 0 | test acc 0.9337 test loss 0.242070 best test_acc 0.9337
e 16 | malicious users: 0 | test acc 0.9376 test loss 0.261302 best test_acc 0.9376
e 17 | malicious users: 0 | test acc 0.9454 test loss 0.208624 best test_acc 0.9454
e 18 | malicious users: 0 | test acc 0.9463 test loss 0.191240 best test_acc 0.9463
e 19 | malicious users: 0 | test acc 0.9336 test loss 0.259265 best test_acc 0.9463
e 20 | malicious users: 0 | test acc 0.9390 test loss 0.218904 best test_acc 0.9463
e 21 | malicious users: 0 | test acc 0.9459 test loss 0.187049 best test_acc 0.9463
e 22 | malicious users: 0 | test acc 0.9519 test loss 0.176924 best test_acc 0.9519
e 23 | malicious users: 0 | test acc 0.9510 test loss 0.181467 best test_acc 0.9519
e 24 | malicious users: 0 | test acc 0.9473 test loss 0.178892 best test_acc 0.9519
e 25 | malicious users: 0 | test acc 0.9509 test loss 0.189504 best test_acc 0.9519
e 26 | malicious users: 0 | test acc 0.9538 test loss 0.171682 best test_acc 0.9538
e 27 | malicious users: 0 | test acc 0.9527 test loss 0.166216 best test_acc 0.9538
e 28 | malicious users: 0 | test acc 0.9470 test loss 0.181971 best test_acc 0.9538
e 29 | malicious users: 0 | test acc 0.9510 test loss 0.182428 best test_acc 0.9538
e 30 | malicious users: 0 | test acc 0.9437 test loss 0.195979 best test_acc 0.9538
