=> Saving data in Logs/FRL~try=960
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.4215 test loss 2.212680 best test_acc 0.4215
e 1 | malicious users: 5 | test acc 0.5962 test loss 1.823973 best test_acc 0.5962
e 2 | malicious users: 5 | test acc 0.5411 test loss 1.953190 best test_acc 0.5962
e 3 | malicious users: 5 | test acc 0.5898 test loss 1.551925 best test_acc 0.5962
e 4 | malicious users: 5 | test acc 0.6921 test loss 1.362807 best test_acc 0.6921
e 5 | malicious users: 5 | test acc 0.6008 test loss 1.731525 best test_acc 0.6921
e 6 | malicious users: 5 | test acc 0.7605 test loss 1.079924 best test_acc 0.7605
e 7 | malicious users: 5 | test acc 0.7503 test loss 0.934014 best test_acc 0.7605
e 8 | malicious users: 5 | test acc 0.8147 test loss 0.844600 best test_acc 0.8147
e 9 | malicious users: 5 | test acc 0.7572 test loss 1.047795 best test_acc 0.8147
e 10 | malicious users: 5 | test acc 0.7911 test loss 0.805800 best test_acc 0.8147
e 11 | malicious users: 5 | test acc 0.6524 test loss 1.109190 best test_acc 0.8147
e 12 | malicious users: 5 | test acc 0.8737 test loss 0.639903 best test_acc 0.8737
e 13 | malicious users: 5 | test acc 0.6053 test loss 1.412019 best test_acc 0.8737
e 14 | malicious users: 5 | test acc 0.5969 test loss 1.310048 best test_acc 0.8737
e 15 | malicious users: 5 | test acc 0.6090 test loss 1.595332 best test_acc 0.8737
e 16 | malicious users: 5 | test acc 0.8944 test loss 0.558800 best test_acc 0.8944
e 17 | malicious users: 5 | test acc 0.7694 test loss 1.246073 best test_acc 0.8944
e 18 | malicious users: 5 | test acc 0.7778 test loss 0.706722 best test_acc 0.8944
e 19 | malicious users: 5 | test acc 0.8124 test loss 0.663865 best test_acc 0.8944
e 20 | malicious users: 5 | test acc 0.8240 test loss 0.601506 best test_acc 0.8944
e 21 | malicious users: 5 | test acc 0.8363 test loss 0.576308 best test_acc 0.8944
e 22 | malicious users: 5 | test acc 0.8194 test loss 0.700728 best test_acc 0.8944
e 23 | malicious users: 5 | test acc 0.7462 test loss 0.841525 best test_acc 0.8944
e 24 | malicious users: 5 | test acc 0.7055 test loss 1.107103 best test_acc 0.8944
e 25 | malicious users: 5 | test acc 0.6023 test loss 1.319033 best test_acc 0.8944
e 26 | malicious users: 5 | test acc 0.7264 test loss 1.287402 best test_acc 0.8944
e 27 | malicious users: 5 | test acc 0.9001 test loss 0.614025 best test_acc 0.9001
e 28 | malicious users: 5 | test acc 0.8318 test loss 0.648717 best test_acc 0.9001
e 29 | malicious users: 5 | test acc 0.7244 test loss 0.832612 best test_acc 0.9001
e 30 | malicious users: 5 | test acc 0.8211 test loss 1.097185 best test_acc 0.9001
e 31 | malicious users: 5 | test acc 0.8747 test loss 0.559402 best test_acc 0.9001
e 32 | malicious users: 5 | test acc 0.8568 test loss 0.559544 best test_acc 0.9001
e 33 | malicious users: 5 | test acc 0.8633 test loss 0.554720 best test_acc 0.9001
e 34 | malicious users: 5 | test acc 0.6721 test loss 1.273600 best test_acc 0.9001
e 35 | malicious users: 5 | test acc 0.6095 test loss 1.259851 best test_acc 0.9001
e 36 | malicious users: 5 | test acc 0.7572 test loss 0.778058 best test_acc 0.9001
e 37 | malicious users: 5 | test acc 0.7187 test loss 0.854190 best test_acc 0.9001
e 38 | malicious users: 5 | test acc 0.6941 test loss 1.003634 best test_acc 0.9001
e 39 | malicious users: 5 | test acc 0.7822 test loss 1.025586 best test_acc 0.9001
e 40 | malicious users: 5 | test acc 0.8137 test loss 0.951686 best test_acc 0.9001
e 41 | malicious users: 5 | test acc 0.8573 test loss 0.813296 best test_acc 0.9001
e 42 | malicious users: 5 | test acc 0.7132 test loss 1.339230 best test_acc 0.9001
e 43 | malicious users: 5 | test acc 0.8639 test loss 0.954051 best test_acc 0.9001
e 44 | malicious users: 5 | test acc 0.8550 test loss 0.623212 best test_acc 0.9001
e 45 | malicious users: 5 | test acc 0.7368 test loss 0.925512 best test_acc 0.9001
e 46 | malicious users: 5 | test acc 0.8774 test loss 0.625123 best test_acc 0.9001
e 47 | malicious users: 5 | test acc 0.8849 test loss 0.450525 best test_acc 0.9001
e 48 | malicious users: 5 | test acc 0.7819 test loss 1.056092 best test_acc 0.9001
e 49 | malicious users: 5 | test acc 0.8872 test loss 0.398966 best test_acc 0.9001
e 50 | malicious users: 5 | test acc 0.8754 test loss 1.007376 best test_acc 0.9001
e 51 | malicious users: 5 | test acc 0.8432 test loss 0.738978 best test_acc 0.9001
e 52 | malicious users: 5 | test acc 0.8052 test loss 1.139610 best test_acc 0.9001
