=> Saving data in Logs/FRL~try=368
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 6 | test acc 0.1871 test loss 2.289348 best test_acc 0.1871
e 1 | malicious users: 6 | test acc 0.4366 test loss 2.051032 best test_acc 0.4366
e 2 | malicious users: 3 | test acc 0.3920 test loss 1.640651 best test_acc 0.4366
e 3 | malicious users: 7 | test acc 0.3796 test loss 1.740112 best test_acc 0.4366
e 4 | malicious users: 5 | test acc 0.4933 test loss 1.403586 best test_acc 0.4933
e 5 | malicious users: 7 | test acc 0.4884 test loss 1.420573 best test_acc 0.4933
e 6 | malicious users: 2 | test acc 0.6440 test loss 1.316408 best test_acc 0.6440
e 7 | malicious users: 6 | test acc 0.6258 test loss 1.141018 best test_acc 0.6440
e 8 | malicious users: 2 | test acc 0.7067 test loss 1.063182 best test_acc 0.7067
e 9 | malicious users: 5 | test acc 0.6738 test loss 0.924208 best test_acc 0.7067
e 10 | malicious users: 4 | test acc 0.6837 test loss 0.987421 best test_acc 0.7067
e 11 | malicious users: 6 | test acc 0.6543 test loss 1.061725 best test_acc 0.7067
e 12 | malicious users: 3 | test acc 0.6904 test loss 0.954926 best test_acc 0.7067
e 13 | malicious users: 3 | test acc 0.6969 test loss 0.807942 best test_acc 0.7067
e 14 | malicious users: 5 | test acc 0.6092 test loss 1.134062 best test_acc 0.7067
e 15 | malicious users: 6 | test acc 0.7985 test loss 0.781072 best test_acc 0.7985
e 16 | malicious users: 5 | test acc 0.7693 test loss 0.737198 best test_acc 0.7985
e 17 | malicious users: 8 | test acc 0.2371 test loss 3.443970 best test_acc 0.7985
e 18 | malicious users: 4 | test acc 0.3673 test loss 2.159289 best test_acc 0.7985
e 19 | malicious users: 4 | test acc 0.5155 test loss 1.491120 best test_acc 0.7985
e 20 | malicious users: 3 | test acc 0.6337 test loss 1.243650 best test_acc 0.7985
e 21 | malicious users: 4 | test acc 0.6206 test loss 1.214866 best test_acc 0.7985
e 22 | malicious users: 5 | test acc 0.7669 test loss 1.026736 best test_acc 0.7985
e 23 | malicious users: 11 | test acc 0.6876 test loss 1.227106 best test_acc 0.7985
e 24 | malicious users: 5 | test acc 0.6352 test loss 1.005788 best test_acc 0.7985
e 25 | malicious users: 7 | test acc 0.4846 test loss 1.781096 best test_acc 0.7985
e 26 | malicious users: 5 | test acc 0.5240 test loss 1.414696 best test_acc 0.7985
e 27 | malicious users: 9 | test acc 0.3676 test loss 1.812808 best test_acc 0.7985
e 28 | malicious users: 6 | test acc 0.6904 test loss 0.907951 best test_acc 0.7985
