=> Saving data in Logs/FRL~try=832
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.1239 test loss 2.252043 best test_acc 0.1239
e 1 | malicious users: 4 | test acc 0.2571 test loss 2.201794 best test_acc 0.2571
e 2 | malicious users: 3 | test acc 0.4264 test loss 1.977973 best test_acc 0.4264
e 3 | malicious users: 9 | test acc 0.5332 test loss 1.911110 best test_acc 0.5332
e 4 | malicious users: 9 | test acc 0.5682 test loss 1.878632 best test_acc 0.5682
e 5 | malicious users: 3 | test acc 0.6182 test loss 1.542850 best test_acc 0.6182
e 6 | malicious users: 3 | test acc 0.6487 test loss 1.526041 best test_acc 0.6487
e 7 | malicious users: 5 | test acc 0.6138 test loss 1.414850 best test_acc 0.6487
e 8 | malicious users: 3 | test acc 0.6794 test loss 1.119127 best test_acc 0.6794
e 9 | malicious users: 6 | test acc 0.6186 test loss 1.269649 best test_acc 0.6794
e 10 | malicious users: 3 | test acc 0.6321 test loss 1.116460 best test_acc 0.6794
e 11 | malicious users: 7 | test acc 0.5476 test loss 1.509133 best test_acc 0.6794
e 12 | malicious users: 5 | test acc 0.6663 test loss 1.118729 best test_acc 0.6794
e 13 | malicious users: 7 | test acc 0.6199 test loss 1.241158 best test_acc 0.6794
e 14 | malicious users: 4 | test acc 0.8111 test loss 0.806351 best test_acc 0.8111
e 15 | malicious users: 8 | test acc 0.5548 test loss 1.476349 best test_acc 0.8111
e 16 | malicious users: 6 | test acc 0.7161 test loss 0.906800 best test_acc 0.8111
e 17 | malicious users: 7 | test acc 0.7598 test loss 0.952268 best test_acc 0.8111
e 18 | malicious users: 6 | test acc 0.7119 test loss 1.002804 best test_acc 0.8111
e 19 | malicious users: 4 | test acc 0.7873 test loss 0.739973 best test_acc 0.8111
e 20 | malicious users: 5 | test acc 0.7527 test loss 0.924222 best test_acc 0.8111
e 21 | malicious users: 7 | test acc 0.4859 test loss 1.276827 best test_acc 0.8111
e 22 | malicious users: 2 | test acc 0.8061 test loss 0.793305 best test_acc 0.8111
e 23 | malicious users: 5 | test acc 0.7985 test loss 0.923231 best test_acc 0.8111
e 24 | malicious users: 3 | test acc 0.8448 test loss 0.511613 best test_acc 0.8448
e 25 | malicious users: 3 | test acc 0.8739 test loss 0.704382 best test_acc 0.8739
e 26 | malicious users: 9 | test acc 0.6235 test loss 1.367258 best test_acc 0.8739
e 27 | malicious users: 3 | test acc 0.8453 test loss 0.619849 best test_acc 0.8739
e 28 | malicious users: 6 | test acc 0.8045 test loss 0.842063 best test_acc 0.8739
e 29 | malicious users: 5 | test acc 0.7664 test loss 0.764680 best test_acc 0.8739
e 30 | malicious users: 7 | test acc 0.6271 test loss 1.139374 best test_acc 0.8739
e 31 | malicious users: 5 | test acc 0.9037 test loss 0.413047 best test_acc 0.9037
e 32 | malicious users: 5 | test acc 0.7242 test loss 0.745043 best test_acc 0.9037
e 33 | malicious users: 8 | test acc 0.6671 test loss 1.141788 best test_acc 0.9037
e 34 | malicious users: 7 | test acc 0.7117 test loss 0.939935 best test_acc 0.9037
e 35 | malicious users: 6 | test acc 0.6500 test loss 0.972856 best test_acc 0.9037
e 36 | malicious users: 4 | test acc 0.7645 test loss 0.683880 best test_acc 0.9037
e 37 | malicious users: 5 | test acc 0.6707 test loss 1.017000 best test_acc 0.9037
e 38 | malicious users: 3 | test acc 0.8031 test loss 0.664251 best test_acc 0.9037
e 39 | malicious users: 4 | test acc 0.7014 test loss 0.981098 best test_acc 0.9037
e 40 | malicious users: 6 | test acc 0.8077 test loss 0.680194 best test_acc 0.9037
e 41 | malicious users: 4 | test acc 0.7677 test loss 0.658239 best test_acc 0.9037
e 42 | malicious users: 5 | test acc 0.8657 test loss 0.491490 best test_acc 0.9037
e 43 | malicious users: 3 | test acc 0.8437 test loss 0.457005 best test_acc 0.9037
e 44 | malicious users: 3 | test acc 0.9236 test loss 0.443516 best test_acc 0.9236
e 45 | malicious users: 3 | test acc 0.7640 test loss 0.926580 best test_acc 0.9236
e 46 | malicious users: 5 | test acc 0.7674 test loss 0.894904 best test_acc 0.9236
e 47 | malicious users: 2 | test acc 0.8000 test loss 0.551904 best test_acc 0.9236
e 48 | malicious users: 6 | test acc 0.8302 test loss 0.630198 best test_acc 0.9236
e 49 | malicious users: 5 | test acc 0.8547 test loss 0.402750 best test_acc 0.9236
e 50 | malicious users: 4 | test acc 0.8654 test loss 0.660569 best test_acc 0.9236
