=> Saving data in Logs/FRL~try=626
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.1943 test loss 2.233506 best test_acc 0.1943
e 1 | malicious users: 3 | test acc 0.4144 test loss 2.018053 best test_acc 0.4144
e 2 | malicious users: 4 | test acc 0.4135 test loss 1.829264 best test_acc 0.4144
e 3 | malicious users: 0 | test acc 0.5570 test loss 1.669081 best test_acc 0.5570
e 4 | malicious users: 1 | test acc 0.6797 test loss 1.526141 best test_acc 0.6797
e 5 | malicious users: 1 | test acc 0.6307 test loss 1.177295 best test_acc 0.6797
e 6 | malicious users: 4 | test acc 0.6662 test loss 1.020213 best test_acc 0.6797
e 7 | malicious users: 3 | test acc 0.7102 test loss 0.961199 best test_acc 0.7102
e 8 | malicious users: 3 | test acc 0.7696 test loss 0.733087 best test_acc 0.7696
e 9 | malicious users: 3 | test acc 0.7951 test loss 0.784567 best test_acc 0.7951
e 10 | malicious users: 3 | test acc 0.7546 test loss 0.738953 best test_acc 0.7951
e 11 | malicious users: 2 | test acc 0.7399 test loss 0.748060 best test_acc 0.7951
e 12 | malicious users: 3 | test acc 0.7517 test loss 0.795355 best test_acc 0.7951
e 13 | malicious users: 2 | test acc 0.8613 test loss 0.744439 best test_acc 0.8613
e 14 | malicious users: 3 | test acc 0.8679 test loss 0.512701 best test_acc 0.8679
e 15 | malicious users: 4 | test acc 0.8400 test loss 0.612722 best test_acc 0.8679
e 16 | malicious users: 4 | test acc 0.8942 test loss 0.461946 best test_acc 0.8942
e 17 | malicious users: 2 | test acc 0.8582 test loss 0.548938 best test_acc 0.8942
e 18 | malicious users: 1 | test acc 0.8597 test loss 0.524780 best test_acc 0.8942
e 19 | malicious users: 2 | test acc 0.8248 test loss 0.595670 best test_acc 0.8942
e 20 | malicious users: 5 | test acc 0.8995 test loss 0.372089 best test_acc 0.8995
e 21 | malicious users: 4 | test acc 0.8356 test loss 0.568998 best test_acc 0.8995
e 22 | malicious users: 1 | test acc 0.9125 test loss 0.349680 best test_acc 0.9125
e 23 | malicious users: 1 | test acc 0.8970 test loss 0.540963 best test_acc 0.9125
e 24 | malicious users: 2 | test acc 0.8645 test loss 0.377693 best test_acc 0.9125
e 25 | malicious users: 5 | test acc 0.7366 test loss 0.716179 best test_acc 0.9125
e 26 | malicious users: 1 | test acc 0.7855 test loss 0.586589 best test_acc 0.9125
e 27 | malicious users: 1 | test acc 0.8437 test loss 0.598859 best test_acc 0.9125
e 28 | malicious users: 1 | test acc 0.8859 test loss 0.442260 best test_acc 0.9125
e 29 | malicious users: 4 | test acc 0.8148 test loss 0.631386 best test_acc 0.9125
e 30 | malicious users: 2 | test acc 0.8811 test loss 0.477980 best test_acc 0.9125
e 31 | malicious users: 1 | test acc 0.9194 test loss 0.381678 best test_acc 0.9194
e 32 | malicious users: 4 | test acc 0.6428 test loss 0.914368 best test_acc 0.9194
e 33 | malicious users: 1 | test acc 0.8623 test loss 0.510193 best test_acc 0.9194
e 34 | malicious users: 1 | test acc 0.8389 test loss 0.534494 best test_acc 0.9194
e 35 | malicious users: 4 | test acc 0.7595 test loss 0.617238 best test_acc 0.9194
e 36 | malicious users: 3 | test acc 0.9039 test loss 0.406439 best test_acc 0.9194
e 37 | malicious users: 3 | test acc 0.9054 test loss 0.393858 best test_acc 0.9194
e 38 | malicious users: 1 | test acc 0.8604 test loss 0.383716 best test_acc 0.9194
e 39 | malicious users: 2 | test acc 0.9013 test loss 0.460650 best test_acc 0.9194
e 40 | malicious users: 3 | test acc 0.8383 test loss 0.474371 best test_acc 0.9194
e 41 | malicious users: 1 | test acc 0.8604 test loss 0.438306 best test_acc 0.9194
