#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.0997 test loss 2.301901 best test_acc 0.0997
e 1 | malicious users: 2 | test acc 0.1006 test loss 2.299238 best test_acc 0.1006
e 2 | malicious users: 4 | test acc 0.1010 test loss 2.298052 best test_acc 0.1010
e 3 | malicious users: 3 | test acc 0.1182 test loss 2.298396 best test_acc 0.1182
e 4 | malicious users: 2 | test acc 0.1014 test loss 2.289582 best test_acc 0.1182
e 5 | malicious users: 2 | test acc 0.1935 test loss 2.268067 best test_acc 0.1935
e 6 | malicious users: 5 | test acc 0.1319 test loss 2.266524 best test_acc 0.1935
e 7 | malicious users: 5 | test acc 0.1332 test loss 2.260771 best test_acc 0.1935
e 8 | malicious users: 1 | test acc 0.1533 test loss 2.229604 best test_acc 0.1935
e 9 | malicious users: 1 | test acc 0.1681 test loss 2.270460 best test_acc 0.1935
e 10 | malicious users: 1 | test acc 0.1431 test loss 2.203710 best test_acc 0.1935
e 11 | malicious users: 0 | test acc 0.2124 test loss 2.171428 best test_acc 0.2124
e 12 | malicious users: 0 | test acc 0.1649 test loss 2.212514 best test_acc 0.2124
e 13 | malicious users: 2 | test acc 0.2359 test loss 2.223696 best test_acc 0.2359
e 14 | malicious users: 3 | test acc 0.2096 test loss 2.115271 best test_acc 0.2359
e 15 | malicious users: 1 | test acc 0.1933 test loss 2.213328 best test_acc 0.2359
e 16 | malicious users: 3 | test acc 0.1899 test loss 2.189059 best test_acc 0.2359
e 17 | malicious users: 5 | test acc 0.2489 test loss 2.132766 best test_acc 0.2489
e 18 | malicious users: 2 | test acc 0.2330 test loss 2.094262 best test_acc 0.2489
e 19 | malicious users: 3 | test acc 0.2260 test loss 2.088017 best test_acc 0.2489
e 20 | malicious users: 2 | test acc 0.2359 test loss 2.099405 best test_acc 0.2489
e 21 | malicious users: 4 | test acc 0.2369 test loss 2.108642 best test_acc 0.2489
e 22 | malicious users: 2 | test acc 0.2554 test loss 2.068064 best test_acc 0.2554
e 23 | malicious users: 2 | test acc 0.2756 test loss 2.101964 best test_acc 0.2756
e 24 | malicious users: 2 | test acc 0.2346 test loss 2.026294 best test_acc 0.2756
e 25 | malicious users: 2 | test acc 0.2724 test loss 2.065291 best test_acc 0.2756
e 26 | malicious users: 0 | test acc 0.2203 test loss 2.019010 best test_acc 0.2756
e 27 | malicious users: 2 | test acc 0.2595 test loss 2.162475 best test_acc 0.2756
e 28 | malicious users: 2 | test acc 0.2741 test loss 1.997282 best test_acc 0.2756
e 29 | malicious users: 1 | test acc 0.2803 test loss 1.928605 best test_acc 0.2803
e 30 | malicious users: 2 | test acc 0.2483 test loss 2.063501 best test_acc 0.2803
e 31 | malicious users: 3 | test acc 0.3082 test loss 1.939175 best test_acc 0.3082
e 32 | malicious users: 1 | test acc 0.2882 test loss 1.983197 best test_acc 0.3082
e 33 | malicious users: 4 | test acc 0.2844 test loss 1.976675 best test_acc 0.3082
e 34 | malicious users: 4 | test acc 0.2809 test loss 1.944126 best test_acc 0.3082
e 35 | malicious users: 4 | test acc 0.2811 test loss 1.879624 best test_acc 0.3082
e 36 | malicious users: 3 | test acc 0.3148 test loss 1.967584 best test_acc 0.3148
e 37 | malicious users: 2 | test acc 0.2656 test loss 2.018784 best test_acc 0.3148
e 38 | malicious users: 1 | test acc 0.2918 test loss 1.873532 best test_acc 0.3148
e 39 | malicious users: 2 | test acc 0.2395 test loss 1.984778 best test_acc 0.3148
e 40 | malicious users: 4 | test acc 0.3138 test loss 1.919189 best test_acc 0.3148
e 41 | malicious users: 5 | test acc 0.3163 test loss 1.901373 best test_acc 0.3163
e 42 | malicious users: 1 | test acc 0.3107 test loss 2.002059 best test_acc 0.3163
e 43 | malicious users: 3 | test acc 0.3134 test loss 1.843763 best test_acc 0.3163
e 44 | malicious users: 4 | test acc 0.2844 test loss 2.088094 best test_acc 0.3163
e 45 | malicious users: 4 | test acc 0.3497 test loss 1.888503 best test_acc 0.3497
e 46 | malicious users: 6 | test acc 0.2921 test loss 2.001341 best test_acc 0.3497
e 47 | malicious users: 2 | test acc 0.3467 test loss 1.772949 best test_acc 0.3497
e 48 | malicious users: 4 | test acc 0.3331 test loss 1.860924 best test_acc 0.3497
e 49 | malicious users: 3 | test acc 0.3230 test loss 1.817910 best test_acc 0.3497
e 50 | malicious users: 3 | test acc 0.3280 test loss 1.823856 best test_acc 0.3497
e 51 | malicious users: 4 | test acc 0.3415 test loss 1.799000 best test_acc 0.3497
e 52 | malicious users: 0 | test acc 0.3402 test loss 1.805296 best test_acc 0.3497
e 53 | malicious users: 1 | test acc 0.2885 test loss 1.903499 best test_acc 0.3497
e 54 | malicious users: 3 | test acc 0.3511 test loss 1.797850 best test_acc 0.3511
e 55 | malicious users: 1 | test acc 0.3556 test loss 1.787472 best test_acc 0.3556
e 56 | malicious users: 3 | test acc 0.3713 test loss 1.734701 best test_acc 0.3713
e 57 | malicious users: 5 | test acc 0.3303 test loss 1.800724 best test_acc 0.3713
e 58 | malicious users: 1 | test acc 0.3200 test loss 1.812658 best test_acc 0.3713
e 59 | malicious users: 2 | test acc 0.3599 test loss 1.744573 best test_acc 0.3713
e 60 | malicious users: 0 | test acc 0.3558 test loss 1.753421 best test_acc 0.3713
e 61 | malicious users: 3 | test acc 0.3718 test loss 1.714392 best test_acc 0.3718
e 62 | malicious users: 2 | test acc 0.3807 test loss 1.732766 best test_acc 0.3807
e 63 | malicious users: 1 | test acc 0.3422 test loss 1.750494 best test_acc 0.3807
e 64 | malicious users: 3 | test acc 0.3579 test loss 1.781914 best test_acc 0.3807
e 65 | malicious users: 3 | test acc 0.3689 test loss 1.692696 best test_acc 0.3807
e 66 | malicious users: 1 | test acc 0.3659 test loss 1.744172 best test_acc 0.3807
e 67 | malicious users: 4 | test acc 0.3618 test loss 1.752065 best test_acc 0.3807
e 68 | malicious users: 6 | test acc 0.3783 test loss 1.707387 best test_acc 0.3807
