=> Saving data in Logs/FRL~try=869
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.3451 test loss 2.204687 best test_acc 0.3451
e 1 | malicious users: 5 | test acc 0.6681 test loss 1.729992 best test_acc 0.6681
e 2 | malicious users: 5 | test acc 0.5662 test loss 1.525341 best test_acc 0.6681
e 3 | malicious users: 5 | test acc 0.6520 test loss 1.213947 best test_acc 0.6681
e 4 | malicious users: 5 | test acc 0.7047 test loss 0.945123 best test_acc 0.7047
e 5 | malicious users: 5 | test acc 0.7033 test loss 0.970847 best test_acc 0.7047
e 6 | malicious users: 5 | test acc 0.8344 test loss 0.612910 best test_acc 0.8344
e 7 | malicious users: 5 | test acc 0.7643 test loss 1.012650 best test_acc 0.8344
e 8 | malicious users: 5 | test acc 0.8119 test loss 0.571877 best test_acc 0.8344
e 9 | malicious users: 5 | test acc 0.8390 test loss 0.767750 best test_acc 0.8390
e 10 | malicious users: 5 | test acc 0.8568 test loss 0.548239 best test_acc 0.8568
e 11 | malicious users: 5 | test acc 0.8315 test loss 0.619946 best test_acc 0.8568
e 12 | malicious users: 5 | test acc 0.7843 test loss 0.680317 best test_acc 0.8568
e 13 | malicious users: 5 | test acc 0.8152 test loss 0.668511 best test_acc 0.8568
e 14 | malicious users: 5 | test acc 0.8341 test loss 0.613248 best test_acc 0.8568
e 15 | malicious users: 5 | test acc 0.8269 test loss 0.644370 best test_acc 0.8568
e 16 | malicious users: 5 | test acc 0.8003 test loss 0.709199 best test_acc 0.8568
e 17 | malicious users: 5 | test acc 0.8097 test loss 0.610732 best test_acc 0.8568
e 18 | malicious users: 5 | test acc 0.8663 test loss 0.545256 best test_acc 0.8663
e 19 | malicious users: 5 | test acc 0.8433 test loss 0.575990 best test_acc 0.8663
e 20 | malicious users: 5 | test acc 0.8100 test loss 0.675217 best test_acc 0.8663
e 21 | malicious users: 5 | test acc 0.8505 test loss 0.564972 best test_acc 0.8663
e 22 | malicious users: 5 | test acc 0.6941 test loss 0.916660 best test_acc 0.8663
e 23 | malicious users: 5 | test acc 0.8247 test loss 0.559656 best test_acc 0.8663
e 24 | malicious users: 5 | test acc 0.8226 test loss 0.566842 best test_acc 0.8663
e 25 | malicious users: 5 | test acc 0.7494 test loss 0.764640 best test_acc 0.8663
e 26 | malicious users: 5 | test acc 0.8539 test loss 0.514695 best test_acc 0.8663
e 27 | malicious users: 5 | test acc 0.8787 test loss 0.586356 best test_acc 0.8787
e 28 | malicious users: 5 | test acc 0.8084 test loss 0.555621 best test_acc 0.8787
e 29 | malicious users: 5 | test acc 0.8431 test loss 0.546615 best test_acc 0.8787
e 30 | malicious users: 5 | test acc 0.8751 test loss 0.511389 best test_acc 0.8787
e 31 | malicious users: 5 | test acc 0.7827 test loss 0.700491 best test_acc 0.8787
e 32 | malicious users: 5 | test acc 0.7488 test loss 0.761766 best test_acc 0.8787
e 33 | malicious users: 5 | test acc 0.8087 test loss 0.628397 best test_acc 0.8787
e 34 | malicious users: 5 | test acc 0.8030 test loss 0.573166 best test_acc 0.8787
e 35 | malicious users: 5 | test acc 0.8572 test loss 0.630872 best test_acc 0.8787
e 36 | malicious users: 5 | test acc 0.6975 test loss 0.726873 best test_acc 0.8787
e 37 | malicious users: 5 | test acc 0.8515 test loss 0.693368 best test_acc 0.8787
e 38 | malicious users: 5 | test acc 0.8689 test loss 0.479309 best test_acc 0.8787
e 39 | malicious users: 5 | test acc 0.7641 test loss 0.757307 best test_acc 0.8787
e 40 | malicious users: 5 | test acc 0.8657 test loss 0.497487 best test_acc 0.8787
e 41 | malicious users: 5 | test acc 0.7558 test loss 0.877883 best test_acc 0.8787
e 42 | malicious users: 5 | test acc 0.8968 test loss 0.408740 best test_acc 0.8968
e 43 | malicious users: 5 | test acc 0.7351 test loss 0.805937 best test_acc 0.8968
e 44 | malicious users: 5 | test acc 0.7706 test loss 0.627568 best test_acc 0.8968
e 45 | malicious users: 5 | test acc 0.7955 test loss 0.798015 best test_acc 0.8968
e 46 | malicious users: 5 | test acc 0.8052 test loss 0.593236 best test_acc 0.8968
e 47 | malicious users: 5 | test acc 0.7370 test loss 0.717404 best test_acc 0.8968
e 48 | malicious users: 5 | test acc 0.6699 test loss 0.865104 best test_acc 0.8968
e 49 | malicious users: 5 | test acc 0.8616 test loss 0.525034 best test_acc 0.8968
e 50 | malicious users: 5 | test acc 0.7809 test loss 0.773167 best test_acc 0.8968
e 51 | malicious users: 5 | test acc 0.7925 test loss 0.536137 best test_acc 0.8968
e 52 | malicious users: 5 | test acc 0.6598 test loss 1.069859 best test_acc 0.8968
e 53 | malicious users: 5 | test acc 0.7899 test loss 0.635883 best test_acc 0.8968
e 54 | malicious users: 5 | test acc 0.8647 test loss 0.594107 best test_acc 0.8968
e 55 | malicious users: 5 | test acc 0.8041 test loss 0.627889 best test_acc 0.8968
e 56 | malicious users: 5 | test acc 0.8608 test loss 0.558450 best test_acc 0.8968
e 57 | malicious users: 5 | test acc 0.8137 test loss 0.676423 best test_acc 0.8968
e 58 | malicious users: 5 | test acc 0.8642 test loss 0.476611 best test_acc 0.8968
e 59 | malicious users: 5 | test acc 0.7673 test loss 0.698863 best test_acc 0.8968
e 60 | malicious users: 5 | test acc 0.8145 test loss 0.553206 best test_acc 0.8968
e 61 | malicious users: 5 | test acc 0.8098 test loss 0.652277 best test_acc 0.8968
e 62 | malicious users: 5 | test acc 0.8968 test loss 0.374198 best test_acc 0.8968
e 63 | malicious users: 5 | test acc 0.7230 test loss 0.852920 best test_acc 0.8968
e 64 | malicious users: 5 | test acc 0.9192 test loss 0.382779 best test_acc 0.9192
e 65 | malicious users: 5 | test acc 0.8451 test loss 0.573716 best test_acc 0.9192
e 66 | malicious users: 5 | test acc 0.8352 test loss 0.559294 best test_acc 0.9192
e 67 | malicious users: 5 | test acc 0.8402 test loss 0.588897 best test_acc 0.9192
e 68 | malicious users: 5 | test acc 0.8336 test loss 0.547408 best test_acc 0.9192
