=> Saving data in Logs/FRL~try=809
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1879 test loss 2.220894 best test_acc 0.1879
e 1 | malicious users: 5 | test acc 0.5174 test loss 1.874849 best test_acc 0.5174
e 2 | malicious users: 5 | test acc 0.5797 test loss 1.588480 best test_acc 0.5797
e 3 | malicious users: 5 | test acc 0.6153 test loss 1.512383 best test_acc 0.6153
e 4 | malicious users: 5 | test acc 0.7110 test loss 1.197674 best test_acc 0.7110
e 5 | malicious users: 5 | test acc 0.6788 test loss 1.092714 best test_acc 0.7110
e 6 | malicious users: 5 | test acc 0.7374 test loss 0.875999 best test_acc 0.7374
e 7 | malicious users: 5 | test acc 0.7540 test loss 0.882204 best test_acc 0.7540
e 8 | malicious users: 5 | test acc 0.7781 test loss 0.795032 best test_acc 0.7781
e 9 | malicious users: 5 | test acc 0.7683 test loss 0.748573 best test_acc 0.7781
e 10 | malicious users: 5 | test acc 0.7629 test loss 0.705501 best test_acc 0.7781
e 11 | malicious users: 5 | test acc 0.8747 test loss 0.611207 best test_acc 0.8747
e 12 | malicious users: 5 | test acc 0.8742 test loss 0.738342 best test_acc 0.8747
e 13 | malicious users: 5 | test acc 0.8829 test loss 0.629771 best test_acc 0.8829
e 14 | malicious users: 5 | test acc 0.8978 test loss 0.422199 best test_acc 0.8978
e 15 | malicious users: 5 | test acc 0.7662 test loss 0.782946 best test_acc 0.8978
e 16 | malicious users: 5 | test acc 0.8485 test loss 0.563553 best test_acc 0.8978
e 17 | malicious users: 5 | test acc 0.8818 test loss 0.487598 best test_acc 0.8978
e 18 | malicious users: 5 | test acc 0.8908 test loss 0.457510 best test_acc 0.8978
e 19 | malicious users: 5 | test acc 0.7789 test loss 0.834243 best test_acc 0.8978
e 20 | malicious users: 5 | test acc 0.8545 test loss 0.449479 best test_acc 0.8978
e 21 | malicious users: 5 | test acc 0.8760 test loss 0.557924 best test_acc 0.8978
e 22 | malicious users: 5 | test acc 0.8724 test loss 0.448940 best test_acc 0.8978
e 23 | malicious users: 5 | test acc 0.7961 test loss 0.633417 best test_acc 0.8978
e 24 | malicious users: 5 | test acc 0.8583 test loss 0.535226 best test_acc 0.8978
e 25 | malicious users: 5 | test acc 0.8945 test loss 0.447109 best test_acc 0.8978
