
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 4 | test acc 0.4989 test loss 2.073182 best test_acc 0.4989
e 1 | malicious users: 1 | test acc 0.7210 test loss 1.064392 best test_acc 0.7210
e 2 | malicious users: 1 | test acc 0.7766 test loss 0.849950 best test_acc 0.7766
e 3 | malicious users: 0 | test acc 0.8520 test loss 0.541861 best test_acc 0.8520
e 4 | malicious users: 1 | test acc 0.8829 test loss 0.388280 best test_acc 0.8829
e 5 | malicious users: 4 | test acc 0.9002 test loss 0.348622 best test_acc 0.9002
e 6 | malicious users: 0 | test acc 0.9096 test loss 0.294006 best test_acc 0.9096
e 7 | malicious users: 2 | test acc 0.8967 test loss 0.336787 best test_acc 0.9096
e 8 | malicious users: 4 | test acc 0.9339 test loss 0.245435 best test_acc 0.9339
e 9 | malicious users: 3 | test acc 0.9426 test loss 0.213461 best test_acc 0.9426
e 10 | malicious users: 4 | test acc 0.9395 test loss 0.219028 best test_acc 0.9426
e 11 | malicious users: 5 | test acc 0.9400 test loss 0.210682 best test_acc 0.9426
e 12 | malicious users: 4 | test acc 0.9390 test loss 0.227497 best test_acc 0.9426
e 13 | malicious users: 0 | test acc 0.9432 test loss 0.181495 best test_acc 0.9432
e 14 | malicious users: 4 | test acc 0.9474 test loss 0.191406 best test_acc 0.9474
e 15 | malicious users: 3 | test acc 0.9520 test loss 0.166953 best test_acc 0.9520
e 16 | malicious users: 2 | test acc 0.9475 test loss 0.172503 best test_acc 0.9520
e 17 | malicious users: 2 | test acc 0.9508 test loss 0.170488 best test_acc 0.9520
e 18 | malicious users: 4 | test acc 0.9576 test loss 0.170265 best test_acc 0.9576
e 19 | malicious users: 3 | test acc 0.9485 test loss 0.182135 best test_acc 0.9576
e 20 | malicious users: 2 | test acc 0.9466 test loss 0.189624 best test_acc 0.9576
e 21 | malicious users: 1 | test acc 0.9499 test loss 0.188098 best test_acc 0.9576
e 22 | malicious users: 3 | test acc 0.9580 test loss 0.169961 best test_acc 0.9580
e 23 | malicious users: 2 | test acc 0.9531 test loss 0.167501 best test_acc 0.9580
e 24 | malicious users: 3 | test acc 0.9492 test loss 0.196872 best test_acc 0.9580
e 25 | malicious users: 4 | test acc 0.9502 test loss 0.188906 best test_acc 0.9580
e 26 | malicious users: 3 | test acc 0.9478 test loss 0.257292 best test_acc 0.9580
e 27 | malicious users: 2 | test acc 0.9378 test loss 0.216265 best test_acc 0.9580
e 28 | malicious users: 4 | test acc 0.9423 test loss 0.246788 best test_acc 0.9580
e 29 | malicious users: 1 | test acc 0.9525 test loss 0.188953 best test_acc 0.9580
e 30 | malicious users: 1 | test acc 0.9485 test loss 0.173376 best test_acc 0.9580
e 31 | malicious users: 1 | test acc 0.9556 test loss 0.156401 best test_acc 0.9580
e 32 | malicious users: 1 | test acc 0.9624 test loss 0.128638 best test_acc 0.9624
e 33 | malicious users: 4 | test acc 0.9628 test loss 0.155212 best test_acc 0.9628
e 34 | malicious users: 2 | test acc 0.9563 test loss 0.173304 best test_acc 0.9628
e 35 | malicious users: 3 | test acc 0.9564 test loss 0.159583 best test_acc 0.9628
e 36 | malicious users: 5 | test acc 0.9394 test loss 0.341316 best test_acc 0.9628
e 37 | malicious users: 5 | test acc 0.9429 test loss 0.275057 best test_acc 0.9628
