=> Saving data in Logs/FRL~try=625
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.1110 test loss 2.250771 best test_acc 0.1110
e 1 | malicious users: 2 | test acc 0.4676 test loss 2.130145 best test_acc 0.4676
e 2 | malicious users: 4 | test acc 0.5233 test loss 1.901183 best test_acc 0.5233
e 3 | malicious users: 5 | test acc 0.5263 test loss 1.611217 best test_acc 0.5263
e 4 | malicious users: 4 | test acc 0.5604 test loss 1.494239 best test_acc 0.5604
e 5 | malicious users: 1 | test acc 0.6692 test loss 1.242073 best test_acc 0.6692
e 6 | malicious users: 5 | test acc 0.6441 test loss 1.121602 best test_acc 0.6692
e 7 | malicious users: 1 | test acc 0.7851 test loss 0.944058 best test_acc 0.7851
e 8 | malicious users: 2 | test acc 0.7694 test loss 0.789969 best test_acc 0.7851
e 9 | malicious users: 2 | test acc 0.8407 test loss 0.771117 best test_acc 0.8407
e 10 | malicious users: 2 | test acc 0.8026 test loss 0.644425 best test_acc 0.8407
e 11 | malicious users: 2 | test acc 0.7989 test loss 0.700957 best test_acc 0.8407
e 12 | malicious users: 3 | test acc 0.8844 test loss 0.570493 best test_acc 0.8844
e 13 | malicious users: 2 | test acc 0.8209 test loss 0.564905 best test_acc 0.8844
e 14 | malicious users: 1 | test acc 0.7827 test loss 0.646344 best test_acc 0.8844
e 15 | malicious users: 1 | test acc 0.7894 test loss 0.612312 best test_acc 0.8844
e 16 | malicious users: 3 | test acc 0.7626 test loss 0.703831 best test_acc 0.8844
e 17 | malicious users: 0 | test acc 0.8794 test loss 0.531178 best test_acc 0.8844
e 18 | malicious users: 3 | test acc 0.8906 test loss 0.532047 best test_acc 0.8906
e 19 | malicious users: 3 | test acc 0.8378 test loss 0.483846 best test_acc 0.8906
e 20 | malicious users: 1 | test acc 0.8816 test loss 0.473033 best test_acc 0.8906
e 21 | malicious users: 4 | test acc 0.8836 test loss 0.453220 best test_acc 0.8906
e 22 | malicious users: 4 | test acc 0.8383 test loss 0.555738 best test_acc 0.8906
e 23 | malicious users: 4 | test acc 0.9076 test loss 0.467914 best test_acc 0.9076
e 24 | malicious users: 4 | test acc 0.9034 test loss 0.397343 best test_acc 0.9076
e 25 | malicious users: 1 | test acc 0.9204 test loss 0.389053 best test_acc 0.9204
e 26 | malicious users: 0 | test acc 0.9020 test loss 0.390321 best test_acc 0.9204
e 27 | malicious users: 3 | test acc 0.8808 test loss 0.548603 best test_acc 0.9204
e 28 | malicious users: 5 | test acc 0.9111 test loss 0.312169 best test_acc 0.9204
e 29 | malicious users: 2 | test acc 0.7692 test loss 0.748129 best test_acc 0.9204
e 30 | malicious users: 1 | test acc 0.9245 test loss 0.269538 best test_acc 0.9245
e 31 | malicious users: 3 | test acc 0.6928 test loss 0.748839 best test_acc 0.9245
e 32 | malicious users: 2 | test acc 0.8524 test loss 0.561175 best test_acc 0.9245
e 33 | malicious users: 3 | test acc 0.8843 test loss 0.402038 best test_acc 0.9245
e 34 | malicious users: 2 | test acc 0.8094 test loss 0.579906 best test_acc 0.9245
e 35 | malicious users: 3 | test acc 0.9258 test loss 0.290679 best test_acc 0.9258
e 36 | malicious users: 0 | test acc 0.8677 test loss 0.459993 best test_acc 0.9258
e 37 | malicious users: 2 | test acc 0.8755 test loss 0.448183 best test_acc 0.9258
e 38 | malicious users: 2 | test acc 0.9292 test loss 0.341426 best test_acc 0.9292
e 39 | malicious users: 1 | test acc 0.8438 test loss 0.439957 best test_acc 0.9292
e 40 | malicious users: 2 | test acc 0.7627 test loss 0.777458 best test_acc 0.9292
e 41 | malicious users: 2 | test acc 0.9113 test loss 0.393966 best test_acc 0.9292
e 42 | malicious users: 2 | test acc 0.9280 test loss 0.382227 best test_acc 0.9292
e 43 | malicious users: 1 | test acc 0.9319 test loss 0.349217 best test_acc 0.9319
e 44 | malicious users: 5 | test acc 0.9359 test loss 0.257093 best test_acc 0.9359
e 45 | malicious users: 4 | test acc 0.9223 test loss 0.364164 best test_acc 0.9359
e 46 | malicious users: 0 | test acc 0.9228 test loss 0.294849 best test_acc 0.9359
e 47 | malicious users: 2 | test acc 0.8663 test loss 0.604767 best test_acc 0.9359
e 48 | malicious users: 2 | test acc 0.9121 test loss 0.315234 best test_acc 0.9359
e 49 | malicious users: 2 | test acc 0.8770 test loss 0.374552 best test_acc 0.9359
e 50 | malicious users: 3 | test acc 0.9352 test loss 0.257131 best test_acc 0.9359
e 51 | malicious users: 3 | test acc 0.8181 test loss 0.519653 best test_acc 0.9359
e 52 | malicious users: 2 | test acc 0.8536 test loss 0.467348 best test_acc 0.9359
e 53 | malicious users: 3 | test acc 0.8380 test loss 0.489973 best test_acc 0.9359
e 54 | malicious users: 7 | test acc 0.9229 test loss 0.326435 best test_acc 0.9359
e 55 | malicious users: 3 | test acc 0.7762 test loss 0.581690 best test_acc 0.9359
e 56 | malicious users: 1 | test acc 0.9371 test loss 0.276066 best test_acc 0.9371
e 57 | malicious users: 1 | test acc 0.9263 test loss 0.337060 best test_acc 0.9371
e 58 | malicious users: 1 | test acc 0.8999 test loss 0.409530 best test_acc 0.9371
