
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 6 | test acc 0.4720 test loss 2.043820 best test_acc 0.4720
e 1 | malicious users: 3 | test acc 0.7979 test loss 0.881144 best test_acc 0.7979
e 2 | malicious users: 2 | test acc 0.8475 test loss 0.679418 best test_acc 0.8475
e 3 | malicious users: 4 | test acc 0.8753 test loss 0.398508 best test_acc 0.8753
e 4 | malicious users: 0 | test acc 0.8926 test loss 0.379462 best test_acc 0.8926
e 5 | malicious users: 2 | test acc 0.8950 test loss 0.351831 best test_acc 0.8950
e 6 | malicious users: 2 | test acc 0.9195 test loss 0.286784 best test_acc 0.9195
e 7 | malicious users: 8 | test acc 0.9310 test loss 0.250305 best test_acc 0.9310
e 8 | malicious users: 1 | test acc 0.9261 test loss 0.248796 best test_acc 0.9310
e 9 | malicious users: 1 | test acc 0.9344 test loss 0.234032 best test_acc 0.9344
e 10 | malicious users: 2 | test acc 0.9462 test loss 0.200585 best test_acc 0.9462
e 11 | malicious users: 4 | test acc 0.9465 test loss 0.204386 best test_acc 0.9465
e 12 | malicious users: 3 | test acc 0.9494 test loss 0.179259 best test_acc 0.9494
e 13 | malicious users: 1 | test acc 0.9485 test loss 0.175316 best test_acc 0.9494
e 14 | malicious users: 0 | test acc 0.9545 test loss 0.162745 best test_acc 0.9545
e 15 | malicious users: 1 | test acc 0.9509 test loss 0.166355 best test_acc 0.9545
e 16 | malicious users: 5 | test acc 0.9567 test loss 0.167190 best test_acc 0.9567
e 17 | malicious users: 4 | test acc 0.9537 test loss 0.164789 best test_acc 0.9567
e 18 | malicious users: 2 | test acc 0.9558 test loss 0.169474 best test_acc 0.9567
e 19 | malicious users: 2 | test acc 0.9601 test loss 0.145995 best test_acc 0.9601
e 20 | malicious users: 4 | test acc 0.9579 test loss 0.170920 best test_acc 0.9601
e 21 | malicious users: 3 | test acc 0.9551 test loss 0.183725 best test_acc 0.9601
e 22 | malicious users: 2 | test acc 0.9497 test loss 0.199026 best test_acc 0.9601
e 23 | malicious users: 3 | test acc 0.9578 test loss 0.200067 best test_acc 0.9601
e 24 | malicious users: 1 | test acc 0.9453 test loss 0.186896 best test_acc 0.9601
e 25 | malicious users: 1 | test acc 0.9575 test loss 0.158296 best test_acc 0.9601
e 26 | malicious users: 4 | test acc 0.9524 test loss 0.168224 best test_acc 0.9601
e 27 | malicious users: 6 | test acc 0.9476 test loss 0.333915 best test_acc 0.9601
e 28 | malicious users: 2 | test acc 0.9427 test loss 0.226674 best test_acc 0.9601
e 29 | malicious users: 1 | test acc 0.9554 test loss 0.181433 best test_acc 0.9601
e 30 | malicious users: 0 | test acc 0.9545 test loss 0.151476 best test_acc 0.9601
e 31 | malicious users: 4 | test acc 0.9524 test loss 0.188157 best test_acc 0.9601
e 32 | malicious users: 3 | test acc 0.9462 test loss 0.217652 best test_acc 0.9601
e 33 | malicious users: 3 | test acc 0.9476 test loss 0.207653 best test_acc 0.9601
e 34 | malicious users: 3 | test acc 0.9438 test loss 0.212260 best test_acc 0.9601
e 35 | malicious users: 3 | test acc 0.9413 test loss 0.253839 best test_acc 0.9601
e 36 | malicious users: 0 | test acc 0.9473 test loss 0.180889 best test_acc 0.9601
e 37 | malicious users: 2 | test acc 0.9544 test loss 0.164959 best test_acc 0.9601
e 38 | malicious users: 4 | test acc 0.9378 test loss 0.266790 best test_acc 0.9601
e 39 | malicious users: 1 | test acc 0.9452 test loss 0.187935 best test_acc 0.9601
e 40 | malicious users: 1 | test acc 0.9586 test loss 0.155509 best test_acc 0.9601
e 41 | malicious users: 0 | test acc 0.9583 test loss 0.145145 best test_acc 0.9601
e 42 | malicious users: 3 | test acc 0.9536 test loss 0.180514 best test_acc 0.9601
e 43 | malicious users: 3 | test acc 0.9587 test loss 0.161286 best test_acc 0.9601
e 44 | malicious users: 3 | test acc 0.9552 test loss 0.200950 best test_acc 0.9601
e 45 | malicious users: 2 | test acc 0.9545 test loss 0.182465 best test_acc 0.9601
e 46 | malicious users: 2 | test acc 0.9598 test loss 0.158410 best test_acc 0.9601
e 47 | malicious users: 4 | test acc 0.9579 test loss 0.229522 best test_acc 0.9601
e 48 | malicious users: 5 | test acc 0.9438 test loss 0.256631 best test_acc 0.9601
e 49 | malicious users: 1 | test acc 0.9489 test loss 0.201735 best test_acc 0.9601
e 50 | malicious users: 3 | test acc 0.9578 test loss 0.173586 best test_acc 0.9601
e 51 | malicious users: 2 | test acc 0.9548 test loss 0.187944 best test_acc 0.9601
e 52 | malicious users: 2 | test acc 0.9448 test loss 0.235211 best test_acc 0.9601
e 53 | malicious users: 3 | test acc 0.9535 test loss 0.206872 best test_acc 0.9601
e 54 | malicious users: 5 | test acc 0.9423 test loss 0.261368 best test_acc 0.9601
e 55 | malicious users: 2 | test acc 0.9464 test loss 0.237590 best test_acc 0.9601
e 56 | malicious users: 0 | test acc 0.9500 test loss 0.175746 best test_acc 0.9601
e 57 | malicious users: 0 | test acc 0.9600 test loss 0.153242 best test_acc 0.9601
e 58 | malicious users: 1 | test acc 0.9602 test loss 0.133871 best test_acc 0.9602
e 59 | malicious users: 2 | test acc 0.9568 test loss 0.176584 best test_acc 0.9602
e 60 | malicious users: 3 | test acc 0.9600 test loss 0.159679 best test_acc 0.9602
e 61 | malicious users: 6 | test acc 0.9553 test loss 0.257310 best test_acc 0.9602
e 62 | malicious users: 1 | test acc 0.9502 test loss 0.186616 best test_acc 0.9602
e 63 | malicious users: 1 | test acc 0.9586 test loss 0.143540 best test_acc 0.9602
e 64 | malicious users: 5 | test acc 0.9571 test loss 0.204837 best test_acc 0.9602
e 65 | malicious users: 1 | test acc 0.9576 test loss 0.142668 best test_acc 0.9602
e 66 | malicious users: 4 | test acc 0.9537 test loss 0.229419 best test_acc 0.9602
e 67 | malicious users: 1 | test acc 0.9570 test loss 0.164037 best test_acc 0.9602
e 68 | malicious users: 3 | test acc 0.9587 test loss 0.176297 best test_acc 0.9602
e 69 | malicious users: 6 | test acc 0.9434 test loss 0.279761 best test_acc 0.9602
e 70 | malicious users: 1 | test acc 0.9423 test loss 0.217669 best test_acc 0.9602
