
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.1000 test loss 2.301888 best test_acc 0.1000
e 1 | malicious users: 0 | test acc 0.1000 test loss 2.300065 best test_acc 0.1000
e 2 | malicious users: 4 | test acc 0.1006 test loss 2.301476 best test_acc 0.1006
e 3 | malicious users: 4 | test acc 0.1000 test loss 2.300290 best test_acc 0.1006
e 4 | malicious users: 3 | test acc 0.1000 test loss 2.300382 best test_acc 0.1006
e 5 | malicious users: 3 | test acc 0.1000 test loss 2.297816 best test_acc 0.1006
e 6 | malicious users: 3 | test acc 0.1000 test loss 2.295383 best test_acc 0.1006
e 7 | malicious users: 3 | test acc 0.1620 test loss 2.276754 best test_acc 0.1620
e 8 | malicious users: 1 | test acc 0.1512 test loss 2.296469 best test_acc 0.1620
e 9 | malicious users: 1 | test acc 0.1846 test loss 2.255271 best test_acc 0.1846
e 10 | malicious users: 2 | test acc 0.1829 test loss 2.252239 best test_acc 0.1846
e 11 | malicious users: 2 | test acc 0.1441 test loss 2.265923 best test_acc 0.1846
e 12 | malicious users: 1 | test acc 0.2206 test loss 2.168106 best test_acc 0.2206
e 13 | malicious users: 3 | test acc 0.1529 test loss 2.273112 best test_acc 0.2206
e 14 | malicious users: 3 | test acc 0.1819 test loss 2.171795 best test_acc 0.2206
e 15 | malicious users: 2 | test acc 0.1351 test loss 2.266383 best test_acc 0.2206
e 16 | malicious users: 5 | test acc 0.2156 test loss 2.192719 best test_acc 0.2206
e 17 | malicious users: 1 | test acc 0.1785 test loss 2.169584 best test_acc 0.2206
e 18 | malicious users: 3 | test acc 0.1827 test loss 2.203106 best test_acc 0.2206
e 19 | malicious users: 3 | test acc 0.1985 test loss 2.226501 best test_acc 0.2206
e 20 | malicious users: 4 | test acc 0.2033 test loss 2.180236 best test_acc 0.2206
e 21 | malicious users: 4 | test acc 0.1929 test loss 2.235697 best test_acc 0.2206
e 22 | malicious users: 3 | test acc 0.1655 test loss 2.215615 best test_acc 0.2206
e 23 | malicious users: 2 | test acc 0.1955 test loss 2.161638 best test_acc 0.2206
e 24 | malicious users: 2 | test acc 0.2130 test loss 2.210328 best test_acc 0.2206
e 25 | malicious users: 3 | test acc 0.1924 test loss 2.207552 best test_acc 0.2206
e 26 | malicious users: 3 | test acc 0.2535 test loss 2.142603 best test_acc 0.2535
e 27 | malicious users: 4 | test acc 0.2170 test loss 2.215006 best test_acc 0.2535
e 28 | malicious users: 1 | test acc 0.1740 test loss 2.185015 best test_acc 0.2535
e 29 | malicious users: 2 | test acc 0.1951 test loss 2.168623 best test_acc 0.2535
e 30 | malicious users: 2 | test acc 0.2019 test loss 2.208288 best test_acc 0.2535
e 31 | malicious users: 3 | test acc 0.2404 test loss 2.144239 best test_acc 0.2535
e 32 | malicious users: 2 | test acc 0.2038 test loss 2.122916 best test_acc 0.2535
e 33 | malicious users: 5 | test acc 0.1692 test loss 2.280292 best test_acc 0.2535
e 34 | malicious users: 7 | test acc 0.2005 test loss 2.228469 best test_acc 0.2535
e 35 | malicious users: 3 | test acc 0.1824 test loss 2.259699 best test_acc 0.2535
e 36 | malicious users: 3 | test acc 0.1965 test loss 2.161822 best test_acc 0.2535
e 37 | malicious users: 2 | test acc 0.1539 test loss 2.195935 best test_acc 0.2535
e 38 | malicious users: 2 | test acc 0.2227 test loss 2.110508 best test_acc 0.2535
e 39 | malicious users: 2 | test acc 0.1566 test loss 2.217246 best test_acc 0.2535
e 40 | malicious users: 3 | test acc 0.1425 test loss 2.224621 best test_acc 0.2535
e 41 | malicious users: 3 | test acc 0.2000 test loss 2.166238 best test_acc 0.2535
e 42 | malicious users: 0 | test acc 0.1974 test loss 2.161139 best test_acc 0.2535
e 43 | malicious users: 4 | test acc 0.2010 test loss 2.168889 best test_acc 0.2535
e 44 | malicious users: 2 | test acc 0.1893 test loss 2.192136 best test_acc 0.2535
e 45 | malicious users: 3 | test acc 0.2205 test loss 2.163662 best test_acc 0.2535
e 46 | malicious users: 1 | test acc 0.1812 test loss 2.116962 best test_acc 0.2535
e 47 | malicious users: 3 | test acc 0.1872 test loss 2.135616 best test_acc 0.2535
e 48 | malicious users: 1 | test acc 0.2302 test loss 2.117783 best test_acc 0.2535
e 49 | malicious users: 8 | test acc 0.1723 test loss 2.260663 best test_acc 0.2535
e 50 | malicious users: 2 | test acc 0.2284 test loss 2.134126 best test_acc 0.2535
e 51 | malicious users: 1 | test acc 0.2214 test loss 2.132261 best test_acc 0.2535
e 52 | malicious users: 0 | test acc 0.2078 test loss 2.100199 best test_acc 0.2535
e 53 | malicious users: 3 | test acc 0.2264 test loss 2.093894 best test_acc 0.2535
e 54 | malicious users: 2 | test acc 0.2479 test loss 2.111356 best test_acc 0.2535
e 55 | malicious users: 3 | test acc 0.2253 test loss 2.166067 best test_acc 0.2535
e 56 | malicious users: 3 | test acc 0.2311 test loss 2.078366 best test_acc 0.2535
e 57 | malicious users: 0 | test acc 0.2269 test loss 2.054358 best test_acc 0.2535
e 58 | malicious users: 5 | test acc 0.2110 test loss 2.159893 best test_acc 0.2535
e 59 | malicious users: 1 | test acc 0.2329 test loss 2.114491 best test_acc 0.2535
e 60 | malicious users: 3 | test acc 0.2564 test loss 2.117519 best test_acc 0.2564
e 61 | malicious users: 2 | test acc 0.1799 test loss 2.127414 best test_acc 0.2564
e 62 | malicious users: 3 | test acc 0.2302 test loss 2.141532 best test_acc 0.2564
e 63 | malicious users: 3 | test acc 0.2147 test loss 2.112727 best test_acc 0.2564
e 64 | malicious users: 1 | test acc 0.2248 test loss 2.141877 best test_acc 0.2564
e 65 | malicious users: 1 | test acc 0.2518 test loss 1.984968 best test_acc 0.2564
e 66 | malicious users: 3 | test acc 0.2393 test loss 2.070682 best test_acc 0.2564
e 67 | malicious users: 2 | test acc 0.2447 test loss 2.080377 best test_acc 0.2564
e 68 | malicious users: 3 | test acc 0.2367 test loss 2.104055 best test_acc 0.2564
e 69 | malicious users: 3 | test acc 0.2173 test loss 2.126889 best test_acc 0.2564
e 70 | malicious users: 4 | test acc 0.2440 test loss 2.148281 best test_acc 0.2564
e 71 | malicious users: 3 | test acc 0.2387 test loss 2.067192 best test_acc 0.2564
e 72 | malicious users: 5 | test acc 0.2264 test loss 2.117213 best test_acc 0.2564
e 73 | malicious users: 4 | test acc 0.2349 test loss 2.135510 best test_acc 0.2564
e 74 | malicious users: 4 | test acc 0.2225 test loss 2.098629 best test_acc 0.2564
e 75 | malicious users: 3 | test acc 0.2306 test loss 2.198956 best test_acc 0.2564
e 76 | malicious users: 3 | test acc 0.2169 test loss 2.082486 best test_acc 0.2564
e 77 | malicious users: 2 | test acc 0.2373 test loss 2.153697 best test_acc 0.2564
e 78 | malicious users: 2 | test acc 0.2391 test loss 2.132017 best test_acc 0.2564
e 79 | malicious users: 0 | test acc 0.2731 test loss 2.029428 best test_acc 0.2731
e 80 | malicious users: 1 | test acc 0.2685 test loss 2.033355 best test_acc 0.2731
e 81 | malicious users: 1 | test acc 0.2699 test loss 1.946795 best test_acc 0.2731
e 82 | malicious users: 1 | test acc 0.2489 test loss 2.011839 best test_acc 0.2731
e 83 | malicious users: 1 | test acc 0.2678 test loss 1.969808 best test_acc 0.2731
e 84 | malicious users: 2 | test acc 0.2380 test loss 2.019859 best test_acc 0.2731
e 85 | malicious users: 3 | test acc 0.2699 test loss 2.011255 best test_acc 0.2731
e 86 | malicious users: 2 | test acc 0.2553 test loss 2.088013 best test_acc 0.2731
e 87 | malicious users: 3 | test acc 0.2893 test loss 1.969978 best test_acc 0.2893
e 88 | malicious users: 1 | test acc 0.2629 test loss 2.033166 best test_acc 0.2893
e 89 | malicious users: 1 | test acc 0.2512 test loss 2.027222 best test_acc 0.2893
e 90 | malicious users: 4 | test acc 0.2847 test loss 1.993429 best test_acc 0.2893
e 91 | malicious users: 4 | test acc 0.2689 test loss 2.081045 best test_acc 0.2893
e 92 | malicious users: 1 | test acc 0.2576 test loss 2.026687 best test_acc 0.2893
e 93 | malicious users: 4 | test acc 0.2610 test loss 2.001395 best test_acc 0.2893
e 94 | malicious users: 1 | test acc 0.2505 test loss 2.128483 best test_acc 0.2893
e 95 | malicious users: 0 | test acc 0.2581 test loss 1.937099 best test_acc 0.2893
e 96 | malicious users: 4 | test acc 0.2861 test loss 2.020785 best test_acc 0.2893
e 97 | malicious users: 4 | test acc 0.2895 test loss 2.039739 best test_acc 0.2895
e 98 | malicious users: 2 | test acc 0.2782 test loss 1.939357 best test_acc 0.2895
e 99 | malicious users: 4 | test acc 0.2816 test loss 2.022875 best test_acc 0.2895
e 100 | malicious users: 3 | test acc 0.2893 test loss 2.098246 best test_acc 0.2895
e 101 | malicious users: 0 | test acc 0.2952 test loss 2.072117 best test_acc 0.2952
e 102 | malicious users: 3 | test acc 0.2640 test loss 2.000177 best test_acc 0.2952
e 103 | malicious users: 4 | test acc 0.2484 test loss 2.058269 best test_acc 0.2952
e 104 | malicious users: 2 | test acc 0.2937 test loss 2.009471 best test_acc 0.2952
e 105 | malicious users: 2 | test acc 0.2378 test loss 2.073023 best test_acc 0.2952
e 106 | malicious users: 3 | test acc 0.2893 test loss 2.029934 best test_acc 0.2952
e 107 | malicious users: 4 | test acc 0.2581 test loss 2.076133 best test_acc 0.2952
e 108 | malicious users: 1 | test acc 0.2770 test loss 1.967249 best test_acc 0.2952
e 109 | malicious users: 1 | test acc 0.2648 test loss 1.982498 best test_acc 0.2952
e 110 | malicious users: 0 | test acc 0.2921 test loss 1.961118 best test_acc 0.2952
e 111 | malicious users: 2 | test acc 0.3029 test loss 1.973140 best test_acc 0.3029
e 112 | malicious users: 2 | test acc 0.3103 test loss 1.964569 best test_acc 0.3103
e 113 | malicious users: 3 | test acc 0.3074 test loss 1.981005 best test_acc 0.3103
e 114 | malicious users: 3 | test acc 0.3061 test loss 2.020044 best test_acc 0.3103
e 115 | malicious users: 2 | test acc 0.3055 test loss 1.949564 best test_acc 0.3103
e 116 | malicious users: 4 | test acc 0.2934 test loss 2.062555 best test_acc 0.3103
e 117 | malicious users: 2 | test acc 0.2903 test loss 2.045720 best test_acc 0.3103
e 118 | malicious users: 2 | test acc 0.2877 test loss 2.006753 best test_acc 0.3103
e 119 | malicious users: 2 | test acc 0.3103 test loss 2.054524 best test_acc 0.3103
e 120 | malicious users: 2 | test acc 0.3283 test loss 2.000061 best test_acc 0.3283
e 121 | malicious users: 2 | test acc 0.3032 test loss 2.024621 best test_acc 0.3283
e 122 | malicious users: 2 | test acc 0.3160 test loss 1.890222 best test_acc 0.3283
e 123 | malicious users: 1 | test acc 0.3142 test loss 1.908602 best test_acc 0.3283
e 124 | malicious users: 2 | test acc 0.2854 test loss 1.985868 best test_acc 0.3283
e 125 | malicious users: 1 | test acc 0.3298 test loss 1.935650 best test_acc 0.3298
e 126 | malicious users: 2 | test acc 0.3303 test loss 1.924989 best test_acc 0.3303
e 127 | malicious users: 2 | test acc 0.3010 test loss 1.969163 best test_acc 0.3303
e 128 | malicious users: 1 | test acc 0.3292 test loss 1.945871 best test_acc 0.3303
e 129 | malicious users: 3 | test acc 0.3513 test loss 1.925375 best test_acc 0.3513
e 130 | malicious users: 6 | test acc 0.2997 test loss 2.049843 best test_acc 0.3513
e 131 | malicious users: 0 | test acc 0.3203 test loss 1.921192 best test_acc 0.3513
e 132 | malicious users: 6 | test acc 0.3096 test loss 2.081905 best test_acc 0.3513
e 133 | malicious users: 5 | test acc 0.2990 test loss 2.062258 best test_acc 0.3513
e 134 | malicious users: 4 | test acc 0.2958 test loss 2.135407 best test_acc 0.3513
e 135 | malicious users: 4 | test acc 0.3108 test loss 2.102116 best test_acc 0.3513
e 136 | malicious users: 1 | test acc 0.2987 test loss 1.996737 best test_acc 0.3513
e 137 | malicious users: 2 | test acc 0.3329 test loss 2.023721 best test_acc 0.3513
e 138 | malicious users: 1 | test acc 0.2974 test loss 1.987170 best test_acc 0.3513
e 139 | malicious users: 1 | test acc 0.3173 test loss 1.907490 best test_acc 0.3513
e 140 | malicious users: 4 | test acc 0.2603 test loss 2.065497 best test_acc 0.3513
e 141 | malicious users: 3 | test acc 0.3291 test loss 1.952917 best test_acc 0.3513
e 142 | malicious users: 4 | test acc 0.2770 test loss 2.018246 best test_acc 0.3513
