
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.4120 test loss 2.126953 best test_acc 0.4120
e 1 | malicious users: 5 | test acc 0.7736 test loss 1.061783 best test_acc 0.7736
e 2 | malicious users: 7 | test acc 0.7741 test loss 0.802486 best test_acc 0.7741
e 3 | malicious users: 5 | test acc 0.8548 test loss 0.596673 best test_acc 0.8548
e 4 | malicious users: 7 | test acc 0.8927 test loss 0.425144 best test_acc 0.8927
e 5 | malicious users: 4 | test acc 0.8721 test loss 0.488710 best test_acc 0.8927
e 6 | malicious users: 5 | test acc 0.9180 test loss 0.326521 best test_acc 0.9180
e 7 | malicious users: 5 | test acc 0.9214 test loss 0.325622 best test_acc 0.9214
e 8 | malicious users: 7 | test acc 0.8993 test loss 0.450259 best test_acc 0.9214
e 9 | malicious users: 4 | test acc 0.8978 test loss 0.387618 best test_acc 0.9214
e 10 | malicious users: 5 | test acc 0.9109 test loss 0.407589 best test_acc 0.9214
e 11 | malicious users: 3 | test acc 0.9335 test loss 0.326400 best test_acc 0.9335
e 12 | malicious users: 8 | test acc 0.9303 test loss 0.374111 best test_acc 0.9335
e 13 | malicious users: 3 | test acc 0.9156 test loss 0.379718 best test_acc 0.9335
e 14 | malicious users: 6 | test acc 0.9190 test loss 0.355582 best test_acc 0.9335
e 15 | malicious users: 7 | test acc 0.8939 test loss 0.517999 best test_acc 0.9335
e 16 | malicious users: 2 | test acc 0.9210 test loss 0.416746 best test_acc 0.9335
e 17 | malicious users: 7 | test acc 0.9308 test loss 0.364641 best test_acc 0.9335
e 18 | malicious users: 6 | test acc 0.9169 test loss 0.460284 best test_acc 0.9335
e 19 | malicious users: 7 | test acc 0.9068 test loss 0.533582 best test_acc 0.9335
e 20 | malicious users: 6 | test acc 0.9084 test loss 0.422045 best test_acc 0.9335
e 21 | malicious users: 4 | test acc 0.9015 test loss 0.406506 best test_acc 0.9335
e 22 | malicious users: 5 | test acc 0.9239 test loss 0.354539 best test_acc 0.9335
e 23 | malicious users: 5 | test acc 0.9358 test loss 0.294806 best test_acc 0.9358
e 24 | malicious users: 4 | test acc 0.9394 test loss 0.275690 best test_acc 0.9394
e 25 | malicious users: 7 | test acc 0.8760 test loss 0.535417 best test_acc 0.9394
e 26 | malicious users: 4 | test acc 0.9333 test loss 0.340538 best test_acc 0.9394
e 27 | malicious users: 10 | test acc 0.9000 test loss 0.501486 best test_acc 0.9394
e 28 | malicious users: 5 | test acc 0.9106 test loss 0.388500 best test_acc 0.9394
e 29 | malicious users: 5 | test acc 0.9238 test loss 0.373221 best test_acc 0.9394
e 30 | malicious users: 8 | test acc 0.9136 test loss 0.478533 best test_acc 0.9394
e 31 | malicious users: 5 | test acc 0.9289 test loss 0.450778 best test_acc 0.9394
e 32 | malicious users: 4 | test acc 0.9243 test loss 0.304587 best test_acc 0.9394
e 33 | malicious users: 5 | test acc 0.9212 test loss 0.318002 best test_acc 0.9394
e 34 | malicious users: 8 | test acc 0.9359 test loss 0.414086 best test_acc 0.9394
e 35 | malicious users: 7 | test acc 0.8865 test loss 0.670325 best test_acc 0.9394
e 36 | malicious users: 8 | test acc 0.8973 test loss 0.430484 best test_acc 0.9394
e 37 | malicious users: 4 | test acc 0.9052 test loss 0.491206 best test_acc 0.9394
e 38 | malicious users: 5 | test acc 0.9316 test loss 0.285835 best test_acc 0.9394
e 39 | malicious users: 3 | test acc 0.9375 test loss 0.290208 best test_acc 0.9394
e 40 | malicious users: 5 | test acc 0.9344 test loss 0.300607 best test_acc 0.9394
e 41 | malicious users: 7 | test acc 0.9320 test loss 0.385123 best test_acc 0.9394
e 42 | malicious users: 6 | test acc 0.9262 test loss 0.353827 best test_acc 0.9394
e 43 | malicious users: 3 | test acc 0.9225 test loss 0.334590 best test_acc 0.9394
e 44 | malicious users: 6 | test acc 0.9398 test loss 0.305938 best test_acc 0.9398
e 45 | malicious users: 9 | test acc 0.9181 test loss 0.623117 best test_acc 0.9398
e 46 | malicious users: 5 | test acc 0.9228 test loss 0.455986 best test_acc 0.9398
e 47 | malicious users: 4 | test acc 0.9388 test loss 0.266999 best test_acc 0.9398
e 48 | malicious users: 9 | test acc 0.9308 test loss 0.438366 best test_acc 0.9398
e 49 | malicious users: 6 | test acc 0.9310 test loss 0.517680 best test_acc 0.9398
e 50 | malicious users: 2 | test acc 0.9156 test loss 0.361776 best test_acc 0.9398
e 51 | malicious users: 8 | test acc 0.9227 test loss 0.411703 best test_acc 0.9398
e 52 | malicious users: 7 | test acc 0.8975 test loss 0.504919 best test_acc 0.9398
e 53 | malicious users: 5 | test acc 0.9148 test loss 0.350531 best test_acc 0.9398
e 54 | malicious users: 6 | test acc 0.9341 test loss 0.392440 best test_acc 0.9398
e 55 | malicious users: 9 | test acc 0.8925 test loss 0.587338 best test_acc 0.9398
