=> Saving data in Logs/FRL~try=478
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 8 | test acc 0.2385 test loss 2.258765 best test_acc 0.2385
e 1 | malicious users: 5 | test acc 0.3095 test loss 2.176421 best test_acc 0.3095
e 2 | malicious users: 7 | test acc 0.3884 test loss 2.024210 best test_acc 0.3884
e 3 | malicious users: 9 | test acc 0.3319 test loss 1.987148 best test_acc 0.3884
e 4 | malicious users: 6 | test acc 0.5111 test loss 1.854686 best test_acc 0.5111
e 5 | malicious users: 9 | test acc 0.5246 test loss 1.727800 best test_acc 0.5246
e 6 | malicious users: 3 | test acc 0.4791 test loss 1.623644 best test_acc 0.5246
e 7 | malicious users: 3 | test acc 0.5995 test loss 1.294025 best test_acc 0.5995
e 8 | malicious users: 5 | test acc 0.6435 test loss 1.558766 best test_acc 0.6435
e 9 | malicious users: 5 | test acc 0.7513 test loss 1.261944 best test_acc 0.7513
e 10 | malicious users: 4 | test acc 0.6363 test loss 1.267726 best test_acc 0.7513
e 11 | malicious users: 8 | test acc 0.6206 test loss 1.414844 best test_acc 0.7513
e 12 | malicious users: 7 | test acc 0.6806 test loss 1.325522 best test_acc 0.7513
e 13 | malicious users: 6 | test acc 0.7474 test loss 1.255998 best test_acc 0.7513
e 14 | malicious users: 6 | test acc 0.6750 test loss 1.161938 best test_acc 0.7513
e 15 | malicious users: 5 | test acc 0.6907 test loss 1.167422 best test_acc 0.7513
e 16 | malicious users: 6 | test acc 0.7452 test loss 1.056258 best test_acc 0.7513
e 17 | malicious users: 8 | test acc 0.7523 test loss 1.244196 best test_acc 0.7523
e 18 | malicious users: 6 | test acc 0.6696 test loss 1.034935 best test_acc 0.7523
e 19 | malicious users: 5 | test acc 0.7260 test loss 1.062849 best test_acc 0.7523
e 20 | malicious users: 4 | test acc 0.7299 test loss 1.102761 best test_acc 0.7523
e 21 | malicious users: 9 | test acc 0.7070 test loss 1.517817 best test_acc 0.7523
e 22 | malicious users: 7 | test acc 0.7782 test loss 1.112259 best test_acc 0.7782
e 23 | malicious users: 7 | test acc 0.8127 test loss 0.959095 best test_acc 0.8127
e 24 | malicious users: 10 | test acc 0.7562 test loss 1.002704 best test_acc 0.8127
e 25 | malicious users: 5 | test acc 0.7466 test loss 1.158849 best test_acc 0.8127
e 26 | malicious users: 6 | test acc 0.7827 test loss 1.055813 best test_acc 0.8127
e 27 | malicious users: 9 | test acc 0.7552 test loss 1.298535 best test_acc 0.8127
e 28 | malicious users: 5 | test acc 0.7775 test loss 1.082855 best test_acc 0.8127
e 29 | malicious users: 6 | test acc 0.8021 test loss 1.003555 best test_acc 0.8127
e 30 | malicious users: 4 | test acc 0.8875 test loss 0.774300 best test_acc 0.8875
e 31 | malicious users: 2 | test acc 0.8275 test loss 0.748387 best test_acc 0.8875
e 32 | malicious users: 3 | test acc 0.8841 test loss 0.616670 best test_acc 0.8875
e 33 | malicious users: 4 | test acc 0.8701 test loss 0.547431 best test_acc 0.8875
e 34 | malicious users: 6 | test acc 0.7622 test loss 0.976053 best test_acc 0.8875
e 35 | malicious users: 9 | test acc 0.7849 test loss 0.865593 best test_acc 0.8875
e 36 | malicious users: 6 | test acc 0.7762 test loss 1.047479 best test_acc 0.8875
e 37 | malicious users: 3 | test acc 0.7459 test loss 0.745497 best test_acc 0.8875
e 38 | malicious users: 5 | test acc 0.7244 test loss 1.073845 best test_acc 0.8875
e 39 | malicious users: 9 | test acc 0.7535 test loss 1.009944 best test_acc 0.8875
e 40 | malicious users: 3 | test acc 0.7251 test loss 0.889033 best test_acc 0.8875
e 41 | malicious users: 7 | test acc 0.8500 test loss 1.239237 best test_acc 0.8875
e 42 | malicious users: 2 | test acc 0.8719 test loss 0.609042 best test_acc 0.8875
e 43 | malicious users: 6 | test acc 0.8235 test loss 0.665100 best test_acc 0.8875
e 44 | malicious users: 6 | test acc 0.8608 test loss 1.072563 best test_acc 0.8875
e 45 | malicious users: 5 | test acc 0.7653 test loss 0.989475 best test_acc 0.8875
e 46 | malicious users: 7 | test acc 0.7390 test loss 0.939904 best test_acc 0.8875
e 47 | malicious users: 8 | test acc 0.8498 test loss 1.205265 best test_acc 0.8875
e 48 | malicious users: 9 | test acc 0.8988 test loss 0.946726 best test_acc 0.8988
e 49 | malicious users: 5 | test acc 0.7959 test loss 0.891077 best test_acc 0.8988
e 50 | malicious users: 6 | test acc 0.8059 test loss 0.935540 best test_acc 0.8988
e 51 | malicious users: 6 | test acc 0.7590 test loss 0.870867 best test_acc 0.8988
e 52 | malicious users: 7 | test acc 0.7467 test loss 0.949704 best test_acc 0.8988
e 53 | malicious users: 11 | test acc 0.7514 test loss 1.111760 best test_acc 0.8988
e 54 | malicious users: 6 | test acc 0.8429 test loss 0.787417 best test_acc 0.8988
e 55 | malicious users: 6 | test acc 0.8474 test loss 0.713319 best test_acc 0.8988
e 56 | malicious users: 4 | test acc 0.8031 test loss 0.895795 best test_acc 0.8988
e 57 | malicious users: 5 | test acc 0.8904 test loss 0.684235 best test_acc 0.8988
e 58 | malicious users: 5 | test acc 0.7861 test loss 0.604708 best test_acc 0.8988
e 59 | malicious users: 8 | test acc 0.8011 test loss 1.131180 best test_acc 0.8988
e 60 | malicious users: 8 | test acc 0.7986 test loss 1.083481 best test_acc 0.8988
e 61 | malicious users: 6 | test acc 0.8279 test loss 0.646572 best test_acc 0.8988
e 62 | malicious users: 7 | test acc 0.7464 test loss 1.041531 best test_acc 0.8988
e 63 | malicious users: 8 | test acc 0.8926 test loss 0.939762 best test_acc 0.8988
e 64 | malicious users: 6 | test acc 0.8286 test loss 0.881010 best test_acc 0.8988
e 65 | malicious users: 3 | test acc 0.8807 test loss 0.668758 best test_acc 0.8988
e 66 | malicious users: 5 | test acc 0.8294 test loss 0.862673 best test_acc 0.8988
e 67 | malicious users: 4 | test acc 0.8883 test loss 0.576042 best test_acc 0.8988
e 68 | malicious users: 7 | test acc 0.7609 test loss 0.812951 best test_acc 0.8988
e 69 | malicious users: 9 | test acc 0.8600 test loss 0.900744 best test_acc 0.8988
e 70 | malicious users: 10 | test acc 0.8669 test loss 0.933163 best test_acc 0.8988
e 71 | malicious users: 7 | test acc 0.8611 test loss 0.826237 best test_acc 0.8988
e 72 | malicious users: 5 | test acc 0.7997 test loss 0.772786 best test_acc 0.8988
e 73 | malicious users: 7 | test acc 0.7923 test loss 1.225541 best test_acc 0.8988
e 74 | malicious users: 6 | test acc 0.8240 test loss 0.729088 best test_acc 0.8988
e 75 | malicious users: 7 | test acc 0.7732 test loss 0.762780 best test_acc 0.8988
e 76 | malicious users: 7 | test acc 0.8783 test loss 0.774557 best test_acc 0.8988
e 77 | malicious users: 4 | test acc 0.7919 test loss 0.612316 best test_acc 0.8988
e 78 | malicious users: 5 | test acc 0.8182 test loss 0.846639 best test_acc 0.8988
e 79 | malicious users: 4 | test acc 0.8429 test loss 0.768051 best test_acc 0.8988
e 80 | malicious users: 7 | test acc 0.8650 test loss 0.861466 best test_acc 0.8988
e 81 | malicious users: 7 | test acc 0.8800 test loss 0.809148 best test_acc 0.8988
e 82 | malicious users: 11 | test acc 0.8626 test loss 1.203952 best test_acc 0.8988
e 83 | malicious users: 6 | test acc 0.8681 test loss 0.807573 best test_acc 0.8988
e 84 | malicious users: 8 | test acc 0.8595 test loss 0.856939 best test_acc 0.8988
e 85 | malicious users: 4 | test acc 0.8213 test loss 0.917731 best test_acc 0.8988
e 86 | malicious users: 4 | test acc 0.8655 test loss 0.610455 best test_acc 0.8988
e 87 | malicious users: 5 | test acc 0.7944 test loss 0.867761 best test_acc 0.8988
e 88 | malicious users: 7 | test acc 0.7819 test loss 1.092194 best test_acc 0.8988
e 89 | malicious users: 5 | test acc 0.8870 test loss 0.856023 best test_acc 0.8988
e 90 | malicious users: 8 | test acc 0.7489 test loss 0.890017 best test_acc 0.8988
e 91 | malicious users: 7 | test acc 0.7582 test loss 0.849314 best test_acc 0.8988
e 92 | malicious users: 8 | test acc 0.8847 test loss 0.818173 best test_acc 0.8988
e 93 | malicious users: 7 | test acc 0.7636 test loss 1.133421 best test_acc 0.8988
e 94 | malicious users: 6 | test acc 0.8396 test loss 0.661979 best test_acc 0.8988
e 95 | malicious users: 6 | test acc 0.7865 test loss 0.964182 best test_acc 0.8988
e 96 | malicious users: 5 | test acc 0.8289 test loss 0.623500 best test_acc 0.8988
e 97 | malicious users: 5 | test acc 0.8119 test loss 0.882943 best test_acc 0.8988
e 98 | malicious users: 9 | test acc 0.8418 test loss 0.878176 best test_acc 0.8988
e 99 | malicious users: 6 | test acc 0.7470 test loss 0.937672 best test_acc 0.8988
e 100 | malicious users: 10 | test acc 0.8367 test loss 0.866633 best test_acc 0.8988
e 101 | malicious users: 10 | test acc 0.8738 test loss 1.214424 best test_acc 0.8988
e 102 | malicious users: 5 | test acc 0.7625 test loss 0.737223 best test_acc 0.8988
e 103 | malicious users: 7 | test acc 0.7200 test loss 0.878620 best test_acc 0.8988
e 104 | malicious users: 4 | test acc 0.7966 test loss 0.776162 best test_acc 0.8988
e 105 | malicious users: 2 | test acc 0.8157 test loss 0.551231 best test_acc 0.8988
e 106 | malicious users: 5 | test acc 0.7300 test loss 0.955472 best test_acc 0.8988
e 107 | malicious users: 1 | test acc 0.8340 test loss 0.550366 best test_acc 0.8988
e 108 | malicious users: 4 | test acc 0.7985 test loss 0.644742 best test_acc 0.8988
e 109 | malicious users: 3 | test acc 0.8660 test loss 0.510503 best test_acc 0.8988
e 110 | malicious users: 1 | test acc 0.9055 test loss 0.406394 best test_acc 0.9055
e 111 | malicious users: 5 | test acc 0.8094 test loss 0.784478 best test_acc 0.9055
e 112 | malicious users: 6 | test acc 0.9041 test loss 0.464117 best test_acc 0.9055
e 113 | malicious users: 8 | test acc 0.8388 test loss 0.722257 best test_acc 0.9055
e 114 | malicious users: 6 | test acc 0.8483 test loss 0.565307 best test_acc 0.9055
e 115 | malicious users: 5 | test acc 0.8391 test loss 0.675295 best test_acc 0.9055
e 116 | malicious users: 3 | test acc 0.8399 test loss 0.567310 best test_acc 0.9055
e 117 | malicious users: 4 | test acc 0.8511 test loss 0.635484 best test_acc 0.9055
e 118 | malicious users: 6 | test acc 0.7744 test loss 0.791088 best test_acc 0.9055
e 119 | malicious users: 5 | test acc 0.8692 test loss 0.524791 best test_acc 0.9055
e 120 | malicious users: 8 | test acc 0.8360 test loss 0.709635 best test_acc 0.9055
e 121 | malicious users: 7 | test acc 0.8800 test loss 0.683802 best test_acc 0.9055
e 122 | malicious users: 4 | test acc 0.9133 test loss 0.483492 best test_acc 0.9133
e 123 | malicious users: 6 | test acc 0.8458 test loss 0.936662 best test_acc 0.9133
e 124 | malicious users: 4 | test acc 0.8333 test loss 0.606518 best test_acc 0.9133
e 125 | malicious users: 7 | test acc 0.8830 test loss 1.011064 best test_acc 0.9133
e 126 | malicious users: 8 | test acc 0.8743 test loss 0.727400 best test_acc 0.9133
e 127 | malicious users: 8 | test acc 0.8185 test loss 0.820660 best test_acc 0.9133
e 128 | malicious users: 8 | test acc 0.7895 test loss 1.009250 best test_acc 0.9133
e 129 | malicious users: 8 | test acc 0.7884 test loss 0.884260 best test_acc 0.9133
e 130 | malicious users: 6 | test acc 0.7702 test loss 0.832547 best test_acc 0.9133
e 131 | malicious users: 9 | test acc 0.8362 test loss 0.928272 best test_acc 0.9133
e 132 | malicious users: 7 | test acc 0.7893 test loss 1.242880 best test_acc 0.9133
e 133 | malicious users: 6 | test acc 0.8009 test loss 0.717453 best test_acc 0.9133
e 134 | malicious users: 8 | test acc 0.8302 test loss 0.976353 best test_acc 0.9133
e 135 | malicious users: 9 | test acc 0.8691 test loss 0.927769 best test_acc 0.9133
e 136 | malicious users: 5 | test acc 0.7800 test loss 0.718165 best test_acc 0.9133
e 137 | malicious users: 6 | test acc 0.8247 test loss 0.894641 best test_acc 0.9133
e 138 | malicious users: 9 | test acc 0.7790 test loss 0.918890 best test_acc 0.9133
e 139 | malicious users: 3 | test acc 0.8101 test loss 0.949933 best test_acc 0.9133
e 140 | malicious users: 8 | test acc 0.7535 test loss 0.762475 best test_acc 0.9133
e 141 | malicious users: 5 | test acc 0.7928 test loss 0.785061 best test_acc 0.9133
e 142 | malicious users: 6 | test acc 0.8379 test loss 0.710671 best test_acc 0.9133
e 143 | malicious users: 9 | test acc 0.8435 test loss 0.912064 best test_acc 0.9133
e 144 | malicious users: 7 | test acc 0.8613 test loss 0.770810 best test_acc 0.9133
e 145 | malicious users: 9 | test acc 0.8195 test loss 1.101130 best test_acc 0.9133
e 146 | malicious users: 8 | test acc 0.8343 test loss 0.949229 best test_acc 0.9133
e 147 | malicious users: 4 | test acc 0.8382 test loss 0.650982 best test_acc 0.9133
