=> Saving data in Logs/FRL~try=520
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 2 | test acc 0.2792 test loss 2.240916 best test_acc 0.2792
e 1 | malicious users: 5 | test acc 0.4747 test loss 2.098032 best test_acc 0.4747
e 2 | malicious users: 3 | test acc 0.4317 test loss 1.888643 best test_acc 0.4747
e 3 | malicious users: 4 | test acc 0.5178 test loss 1.714905 best test_acc 0.5178
e 4 | malicious users: 2 | test acc 0.5672 test loss 1.463927 best test_acc 0.5672
e 5 | malicious users: 5 | test acc 0.6464 test loss 1.663138 best test_acc 0.6464
e 6 | malicious users: 3 | test acc 0.6112 test loss 1.299206 best test_acc 0.6464
e 7 | malicious users: 3 | test acc 0.6739 test loss 1.451030 best test_acc 0.6739
e 8 | malicious users: 5 | test acc 0.6225 test loss 1.401582 best test_acc 0.6739
e 9 | malicious users: 3 | test acc 0.6424 test loss 1.172012 best test_acc 0.6739
e 10 | malicious users: 4 | test acc 0.6397 test loss 1.078271 best test_acc 0.6739
e 11 | malicious users: 5 | test acc 0.4767 test loss 1.369167 best test_acc 0.6739
e 12 | malicious users: 4 | test acc 0.6027 test loss 1.206126 best test_acc 0.6739
e 13 | malicious users: 5 | test acc 0.6696 test loss 1.256793 best test_acc 0.6739
e 14 | malicious users: 6 | test acc 0.6191 test loss 1.327011 best test_acc 0.6739
e 15 | malicious users: 3 | test acc 0.7025 test loss 1.060482 best test_acc 0.7025
e 16 | malicious users: 4 | test acc 0.5913 test loss 1.300184 best test_acc 0.7025
e 17 | malicious users: 5 | test acc 0.7464 test loss 0.801110 best test_acc 0.7464
e 18 | malicious users: 5 | test acc 0.5684 test loss 1.413026 best test_acc 0.7464
e 19 | malicious users: 3 | test acc 0.7655 test loss 0.646871 best test_acc 0.7655
e 20 | malicious users: 2 | test acc 0.7199 test loss 0.827260 best test_acc 0.7655
e 21 | malicious users: 4 | test acc 0.6825 test loss 0.952327 best test_acc 0.7655
e 22 | malicious users: 4 | test acc 0.7974 test loss 0.939726 best test_acc 0.7974
e 23 | malicious users: 5 | test acc 0.7393 test loss 1.295129 best test_acc 0.7974
e 24 | malicious users: 7 | test acc 0.6091 test loss 1.411560 best test_acc 0.7974
e 25 | malicious users: 6 | test acc 0.6802 test loss 1.277841 best test_acc 0.7974
e 26 | malicious users: 3 | test acc 0.8017 test loss 0.822261 best test_acc 0.8017
e 27 | malicious users: 6 | test acc 0.7686 test loss 0.933734 best test_acc 0.8017
e 28 | malicious users: 4 | test acc 0.6898 test loss 1.214786 best test_acc 0.8017
e 29 | malicious users: 5 | test acc 0.7206 test loss 1.213416 best test_acc 0.8017
e 30 | malicious users: 6 | test acc 0.5796 test loss 1.456917 best test_acc 0.8017
e 31 | malicious users: 2 | test acc 0.7947 test loss 0.820528 best test_acc 0.8017
e 32 | malicious users: 0 | test acc 0.9123 test loss 0.398782 best test_acc 0.9123
e 33 | malicious users: 6 | test acc 0.7488 test loss 0.736744 best test_acc 0.9123
e 34 | malicious users: 4 | test acc 0.7469 test loss 1.289708 best test_acc 0.9123
e 35 | malicious users: 3 | test acc 0.7673 test loss 0.795802 best test_acc 0.9123
e 36 | malicious users: 4 | test acc 0.7073 test loss 0.913909 best test_acc 0.9123
e 37 | malicious users: 5 | test acc 0.6724 test loss 0.994474 best test_acc 0.9123
e 38 | malicious users: 2 | test acc 0.7774 test loss 0.654158 best test_acc 0.9123
e 39 | malicious users: 6 | test acc 0.6080 test loss 1.091049 best test_acc 0.9123
e 40 | malicious users: 6 | test acc 0.7455 test loss 1.144307 best test_acc 0.9123
e 41 | malicious users: 2 | test acc 0.7166 test loss 0.793486 best test_acc 0.9123
