=> Saving data in Logs/FRL~try=438
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.1909 test loss 2.233697 best test_acc 0.1909
e 1 | malicious users: 5 | test acc 0.4270 test loss 2.003787 best test_acc 0.4270
e 2 | malicious users: 6 | test acc 0.4643 test loss 2.003067 best test_acc 0.4643
e 3 | malicious users: 3 | test acc 0.5736 test loss 1.515219 best test_acc 0.5736
e 4 | malicious users: 7 | test acc 0.5062 test loss 1.597910 best test_acc 0.5736
e 5 | malicious users: 5 | test acc 0.5850 test loss 1.211578 best test_acc 0.5850
e 6 | malicious users: 8 | test acc 0.6601 test loss 1.176110 best test_acc 0.6601
e 7 | malicious users: 2 | test acc 0.7398 test loss 0.918262 best test_acc 0.7398
e 8 | malicious users: 7 | test acc 0.6731 test loss 1.026695 best test_acc 0.7398
e 9 | malicious users: 3 | test acc 0.5816 test loss 1.186562 best test_acc 0.7398
e 10 | malicious users: 8 | test acc 0.6239 test loss 1.041641 best test_acc 0.7398
e 11 | malicious users: 7 | test acc 0.6438 test loss 1.098333 best test_acc 0.7398
e 12 | malicious users: 4 | test acc 0.7541 test loss 0.895717 best test_acc 0.7541
e 13 | malicious users: 6 | test acc 0.7494 test loss 0.774995 best test_acc 0.7541
e 14 | malicious users: 4 | test acc 0.7908 test loss 0.741154 best test_acc 0.7908
e 15 | malicious users: 5 | test acc 0.8495 test loss 0.714937 best test_acc 0.8495
e 16 | malicious users: 6 | test acc 0.8656 test loss 0.675375 best test_acc 0.8656
e 17 | malicious users: 8 | test acc 0.8563 test loss 0.580419 best test_acc 0.8656
e 18 | malicious users: 8 | test acc 0.8758 test loss 0.529277 best test_acc 0.8758
e 19 | malicious users: 5 | test acc 0.7869 test loss 0.806208 best test_acc 0.8758
e 20 | malicious users: 6 | test acc 0.6484 test loss 0.852172 best test_acc 0.8758
e 21 | malicious users: 7 | test acc 0.7758 test loss 0.763889 best test_acc 0.8758
e 22 | malicious users: 6 | test acc 0.8616 test loss 0.655754 best test_acc 0.8758
e 23 | malicious users: 4 | test acc 0.8001 test loss 0.664559 best test_acc 0.8758
e 24 | malicious users: 1 | test acc 0.8823 test loss 0.597862 best test_acc 0.8823
e 25 | malicious users: 3 | test acc 0.7903 test loss 0.645447 best test_acc 0.8823
e 26 | malicious users: 4 | test acc 0.7646 test loss 0.696492 best test_acc 0.8823
e 27 | malicious users: 5 | test acc 0.7561 test loss 0.673301 best test_acc 0.8823
e 28 | malicious users: 3 | test acc 0.7942 test loss 0.640021 best test_acc 0.8823
e 29 | malicious users: 5 | test acc 0.8793 test loss 0.650812 best test_acc 0.8823
e 30 | malicious users: 7 | test acc 0.7994 test loss 0.648835 best test_acc 0.8823
e 31 | malicious users: 7 | test acc 0.7931 test loss 0.592345 best test_acc 0.8823
e 32 | malicious users: 3 | test acc 0.8050 test loss 0.613683 best test_acc 0.8823
e 33 | malicious users: 4 | test acc 0.8309 test loss 0.828049 best test_acc 0.8823
e 34 | malicious users: 3 | test acc 0.8525 test loss 0.487925 best test_acc 0.8823
