=> Saving data in Logs/FRL~try=624
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 3 | test acc 0.1903 test loss 2.246960 best test_acc 0.1903
e 1 | malicious users: 1 | test acc 0.4375 test loss 2.034869 best test_acc 0.4375
e 2 | malicious users: 3 | test acc 0.5336 test loss 1.705828 best test_acc 0.5336
e 3 | malicious users: 3 | test acc 0.5709 test loss 1.443901 best test_acc 0.5709
e 4 | malicious users: 1 | test acc 0.6061 test loss 1.278786 best test_acc 0.6061
e 5 | malicious users: 4 | test acc 0.5097 test loss 1.458992 best test_acc 0.6061
e 6 | malicious users: 5 | test acc 0.6839 test loss 0.994488 best test_acc 0.6839
e 7 | malicious users: 1 | test acc 0.7598 test loss 0.952109 best test_acc 0.7598
e 8 | malicious users: 1 | test acc 0.7229 test loss 0.834637 best test_acc 0.7598
e 9 | malicious users: 0 | test acc 0.6794 test loss 0.901714 best test_acc 0.7598
e 10 | malicious users: 2 | test acc 0.7342 test loss 1.009480 best test_acc 0.7598
e 11 | malicious users: 6 | test acc 0.7922 test loss 0.664444 best test_acc 0.7922
e 12 | malicious users: 2 | test acc 0.7177 test loss 0.799421 best test_acc 0.7922
e 13 | malicious users: 2 | test acc 0.7874 test loss 0.732379 best test_acc 0.7922
e 14 | malicious users: 3 | test acc 0.7642 test loss 0.678885 best test_acc 0.7922
e 15 | malicious users: 1 | test acc 0.7655 test loss 0.757433 best test_acc 0.7922
e 16 | malicious users: 4 | test acc 0.8329 test loss 0.575014 best test_acc 0.8329
e 17 | malicious users: 2 | test acc 0.8585 test loss 0.574905 best test_acc 0.8585
e 18 | malicious users: 5 | test acc 0.9049 test loss 0.410740 best test_acc 0.9049
e 19 | malicious users: 2 | test acc 0.7593 test loss 0.698338 best test_acc 0.9049
e 20 | malicious users: 3 | test acc 0.9072 test loss 0.489617 best test_acc 0.9072
e 21 | malicious users: 6 | test acc 0.7965 test loss 0.711844 best test_acc 0.9072
e 22 | malicious users: 1 | test acc 0.8697 test loss 0.475645 best test_acc 0.9072
e 23 | malicious users: 3 | test acc 0.8368 test loss 0.497473 best test_acc 0.9072
e 24 | malicious users: 2 | test acc 0.8956 test loss 0.475221 best test_acc 0.9072
e 25 | malicious users: 2 | test acc 0.9095 test loss 0.366145 best test_acc 0.9095
