=> Saving data in Logs/FRL~try=845
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 7 | test acc 0.2890 test loss 2.247857 best test_acc 0.2890
e 1 | malicious users: 4 | test acc 0.4786 test loss 1.965927 best test_acc 0.4786
e 2 | malicious users: 6 | test acc 0.5499 test loss 1.743707 best test_acc 0.5499
e 3 | malicious users: 3 | test acc 0.6268 test loss 1.496524 best test_acc 0.6268
e 4 | malicious users: 3 | test acc 0.6528 test loss 1.263625 best test_acc 0.6528
e 5 | malicious users: 4 | test acc 0.7783 test loss 0.848994 best test_acc 0.7783
e 6 | malicious users: 6 | test acc 0.7380 test loss 1.126864 best test_acc 0.7783
e 7 | malicious users: 3 | test acc 0.8291 test loss 0.661135 best test_acc 0.8291
e 8 | malicious users: 4 | test acc 0.7933 test loss 0.753467 best test_acc 0.8291
e 9 | malicious users: 5 | test acc 0.7938 test loss 0.620970 best test_acc 0.8291
e 10 | malicious users: 7 | test acc 0.6294 test loss 1.256395 best test_acc 0.8291
e 11 | malicious users: 2 | test acc 0.8947 test loss 0.489429 best test_acc 0.8947
e 12 | malicious users: 4 | test acc 0.8435 test loss 0.607111 best test_acc 0.8947
e 13 | malicious users: 4 | test acc 0.9000 test loss 0.431495 best test_acc 0.9000
e 14 | malicious users: 7 | test acc 0.6861 test loss 1.202409 best test_acc 0.9000
e 15 | malicious users: 4 | test acc 0.9195 test loss 0.327009 best test_acc 0.9195
e 16 | malicious users: 11 | test acc 0.1762 test loss 2.250736 best test_acc 0.9195
e 17 | malicious users: 11 | test acc 0.5632 test loss 1.725599 best test_acc 0.9195
e 18 | malicious users: 3 | test acc 0.7667 test loss 0.760867 best test_acc 0.9195
e 19 | malicious users: 5 | test acc 0.8124 test loss 0.718147 best test_acc 0.9195
e 20 | malicious users: 7 | test acc 0.7807 test loss 1.081529 best test_acc 0.9195
e 21 | malicious users: 4 | test acc 0.8961 test loss 0.459199 best test_acc 0.9195
e 22 | malicious users: 7 | test acc 0.6765 test loss 1.616613 best test_acc 0.9195
e 23 | malicious users: 4 | test acc 0.8987 test loss 0.412238 best test_acc 0.9195
e 24 | malicious users: 9 | test acc 0.5038 test loss 2.016094 best test_acc 0.9195
e 25 | malicious users: 5 | test acc 0.8842 test loss 0.447431 best test_acc 0.9195
e 26 | malicious users: 8 | test acc 0.6034 test loss 1.877751 best test_acc 0.9195
e 27 | malicious users: 3 | test acc 0.8803 test loss 0.483968 best test_acc 0.9195
e 28 | malicious users: 4 | test acc 0.8838 test loss 0.582448 best test_acc 0.9195
e 29 | malicious users: 4 | test acc 0.9040 test loss 0.375775 best test_acc 0.9195
e 30 | malicious users: 7 | test acc 0.6236 test loss 1.845185 best test_acc 0.9195
e 31 | malicious users: 6 | test acc 0.8825 test loss 0.595348 best test_acc 0.9195
e 32 | malicious users: 6 | test acc 0.8500 test loss 0.677216 best test_acc 0.9195
e 33 | malicious users: 3 | test acc 0.8267 test loss 0.535639 best test_acc 0.9195
e 34 | malicious users: 4 | test acc 0.8966 test loss 0.447019 best test_acc 0.9195
e 35 | malicious users: 6 | test acc 0.8583 test loss 0.633407 best test_acc 0.9195
e 36 | malicious users: 0 | test acc 0.9091 test loss 0.381690 best test_acc 0.9195
e 37 | malicious users: 3 | test acc 0.8502 test loss 0.485673 best test_acc 0.9195
e 38 | malicious users: 3 | test acc 0.8838 test loss 0.398302 best test_acc 0.9195
e 39 | malicious users: 6 | test acc 0.9025 test loss 0.471918 best test_acc 0.9195
e 40 | malicious users: 8 | test acc 0.4808 test loss 1.611792 best test_acc 0.9195
e 41 | malicious users: 3 | test acc 0.9143 test loss 0.379668 best test_acc 0.9195
e 42 | malicious users: 3 | test acc 0.8591 test loss 0.505600 best test_acc 0.9195
e 43 | malicious users: 3 | test acc 0.9123 test loss 0.394822 best test_acc 0.9195
e 44 | malicious users: 3 | test acc 0.9131 test loss 0.392446 best test_acc 0.9195
e 45 | malicious users: 3 | test acc 0.8946 test loss 0.430520 best test_acc 0.9195
e 46 | malicious users: 6 | test acc 0.8976 test loss 0.490459 best test_acc 0.9195
e 47 | malicious users: 6 | test acc 0.8589 test loss 0.410741 best test_acc 0.9195
e 48 | malicious users: 5 | test acc 0.9248 test loss 0.357426 best test_acc 0.9248
e 49 | malicious users: 7 | test acc 0.7438 test loss 1.017667 best test_acc 0.9248
e 50 | malicious users: 5 | test acc 0.9279 test loss 0.328012 best test_acc 0.9279
e 51 | malicious users: 2 | test acc 0.9264 test loss 0.308974 best test_acc 0.9279
e 52 | malicious users: 5 | test acc 0.9137 test loss 0.403858 best test_acc 0.9279
e 53 | malicious users: 4 | test acc 0.9197 test loss 0.317421 best test_acc 0.9279
e 54 | malicious users: 3 | test acc 0.8902 test loss 0.434162 best test_acc 0.9279
e 55 | malicious users: 6 | test acc 0.8377 test loss 0.573834 best test_acc 0.9279
e 56 | malicious users: 8 | test acc 0.7044 test loss 1.574356 best test_acc 0.9279
e 57 | malicious users: 3 | test acc 0.9280 test loss 0.295337 best test_acc 0.9280
e 58 | malicious users: 7 | test acc 0.6121 test loss 1.583226 best test_acc 0.9280
e 59 | malicious users: 6 | test acc 0.8963 test loss 0.578614 best test_acc 0.9280
e 60 | malicious users: 5 | test acc 0.9208 test loss 0.522632 best test_acc 0.9280
e 61 | malicious users: 4 | test acc 0.9058 test loss 0.487787 best test_acc 0.9280
e 62 | malicious users: 8 | test acc 0.6197 test loss 1.797794 best test_acc 0.9280
e 63 | malicious users: 8 | test acc 0.7745 test loss 0.788427 best test_acc 0.9280
e 64 | malicious users: 3 | test acc 0.8885 test loss 0.495937 best test_acc 0.9280
e 65 | malicious users: 4 | test acc 0.9094 test loss 0.379777 best test_acc 0.9280
e 66 | malicious users: 4 | test acc 0.8894 test loss 0.445460 best test_acc 0.9280
e 67 | malicious users: 6 | test acc 0.9188 test loss 0.389613 best test_acc 0.9280
e 68 | malicious users: 8 | test acc 0.6878 test loss 1.643400 best test_acc 0.9280
e 69 | malicious users: 6 | test acc 0.9055 test loss 0.657418 best test_acc 0.9280
e 70 | malicious users: 5 | test acc 0.9059 test loss 0.632593 best test_acc 0.9280
e 71 | malicious users: 4 | test acc 0.9027 test loss 0.593436 best test_acc 0.9280
e 72 | malicious users: 2 | test acc 0.8993 test loss 0.566597 best test_acc 0.9280
e 73 | malicious users: 1 | test acc 0.9073 test loss 0.569174 best test_acc 0.9280
e 74 | malicious users: 2 | test acc 0.8749 test loss 0.602376 best test_acc 0.9280
e 75 | malicious users: 4 | test acc 0.8975 test loss 0.563572 best test_acc 0.9280
e 76 | malicious users: 6 | test acc 0.9053 test loss 0.578292 best test_acc 0.9280
e 77 | malicious users: 5 | test acc 0.8932 test loss 0.538006 best test_acc 0.9280
e 78 | malicious users: 2 | test acc 0.8984 test loss 0.534279 best test_acc 0.9280
e 79 | malicious users: 6 | test acc 0.8930 test loss 0.581690 best test_acc 0.9280
e 80 | malicious users: 6 | test acc 0.8765 test loss 0.655617 best test_acc 0.9280
e 81 | malicious users: 5 | test acc 0.9076 test loss 0.500688 best test_acc 0.9280
e 82 | malicious users: 3 | test acc 0.8944 test loss 0.517179 best test_acc 0.9280
e 83 | malicious users: 6 | test acc 0.8846 test loss 0.660457 best test_acc 0.9280
e 84 | malicious users: 4 | test acc 0.9128 test loss 0.457574 best test_acc 0.9280
e 85 | malicious users: 4 | test acc 0.9091 test loss 0.512518 best test_acc 0.9280
e 86 | malicious users: 5 | test acc 0.9121 test loss 0.445254 best test_acc 0.9280
e 87 | malicious users: 5 | test acc 0.9021 test loss 0.467146 best test_acc 0.9280
e 88 | malicious users: 9 | test acc 0.5246 test loss 1.892608 best test_acc 0.9280
e 89 | malicious users: 3 | test acc 0.9096 test loss 0.350833 best test_acc 0.9280
e 90 | malicious users: 7 | test acc 0.7732 test loss 1.252249 best test_acc 0.9280
e 91 | malicious users: 3 | test acc 0.9189 test loss 0.309766 best test_acc 0.9280
e 92 | malicious users: 0 | test acc 0.8808 test loss 0.465362 best test_acc 0.9280
e 93 | malicious users: 4 | test acc 0.9087 test loss 0.370188 best test_acc 0.9280
e 94 | malicious users: 4 | test acc 0.9144 test loss 0.353411 best test_acc 0.9280
e 95 | malicious users: 1 | test acc 0.9218 test loss 0.343391 best test_acc 0.9280
e 96 | malicious users: 8 | test acc 0.6722 test loss 1.436381 best test_acc 0.9280
e 97 | malicious users: 3 | test acc 0.9174 test loss 0.331942 best test_acc 0.9280
e 98 | malicious users: 3 | test acc 0.9167 test loss 0.395947 best test_acc 0.9280
e 99 | malicious users: 3 | test acc 0.9037 test loss 0.369943 best test_acc 0.9280
e 100 | malicious users: 6 | test acc 0.8997 test loss 0.455298 best test_acc 0.9280
e 101 | malicious users: 7 | test acc 0.7883 test loss 0.957483 best test_acc 0.9280
e 102 | malicious users: 5 | test acc 0.9228 test loss 0.326959 best test_acc 0.9280
e 103 | malicious users: 3 | test acc 0.9075 test loss 0.379918 best test_acc 0.9280
e 104 | malicious users: 3 | test acc 0.9200 test loss 0.347762 best test_acc 0.9280
e 105 | malicious users: 2 | test acc 0.9126 test loss 0.374629 best test_acc 0.9280
e 106 | malicious users: 5 | test acc 0.9120 test loss 0.342003 best test_acc 0.9280
e 107 | malicious users: 9 | test acc 0.5590 test loss 1.811749 best test_acc 0.9280
e 108 | malicious users: 4 | test acc 0.9242 test loss 0.268407 best test_acc 0.9280
e 109 | malicious users: 6 | test acc 0.8383 test loss 0.807784 best test_acc 0.9280
e 110 | malicious users: 4 | test acc 0.9266 test loss 0.267726 best test_acc 0.9280
e 111 | malicious users: 5 | test acc 0.8983 test loss 0.416209 best test_acc 0.9280
e 112 | malicious users: 7 | test acc 0.7375 test loss 0.810660 best test_acc 0.9280
e 113 | malicious users: 4 | test acc 0.9093 test loss 0.341438 best test_acc 0.9280
e 114 | malicious users: 8 | test acc 0.6582 test loss 1.770311 best test_acc 0.9280
e 115 | malicious users: 2 | test acc 0.9203 test loss 0.298207 best test_acc 0.9280
e 116 | malicious users: 4 | test acc 0.8487 test loss 0.544488 best test_acc 0.9280
e 117 | malicious users: 5 | test acc 0.9238 test loss 0.332429 best test_acc 0.9280
e 118 | malicious users: 6 | test acc 0.9174 test loss 0.443330 best test_acc 0.9280
e 119 | malicious users: 4 | test acc 0.9259 test loss 0.281342 best test_acc 0.9280
e 120 | malicious users: 0 | test acc 0.9165 test loss 0.361532 best test_acc 0.9280
e 121 | malicious users: 7 | test acc 0.8553 test loss 1.097914 best test_acc 0.9280
e 122 | malicious users: 3 | test acc 0.9294 test loss 0.291378 best test_acc 0.9294
