=> Saving data in Logs/FRL~try=415
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.1996 test loss 2.196720 best test_acc 0.1996
e 1 | malicious users: 0 | test acc 0.3734 test loss 2.037261 best test_acc 0.3734
e 2 | malicious users: 0 | test acc 0.4709 test loss 1.568838 best test_acc 0.4709
e 3 | malicious users: 0 | test acc 0.4872 test loss 1.646819 best test_acc 0.4872
e 4 | malicious users: 0 | test acc 0.6413 test loss 1.190630 best test_acc 0.6413
e 5 | malicious users: 0 | test acc 0.6253 test loss 1.227609 best test_acc 0.6413
e 6 | malicious users: 0 | test acc 0.6394 test loss 1.079705 best test_acc 0.6413
e 7 | malicious users: 0 | test acc 0.5424 test loss 1.263145 best test_acc 0.6413
e 8 | malicious users: 0 | test acc 0.6811 test loss 0.933268 best test_acc 0.6811
e 9 | malicious users: 0 | test acc 0.7472 test loss 0.895378 best test_acc 0.7472
e 10 | malicious users: 0 | test acc 0.7434 test loss 0.909657 best test_acc 0.7472
e 11 | malicious users: 0 | test acc 0.7367 test loss 0.840132 best test_acc 0.7472
e 12 | malicious users: 0 | test acc 0.7788 test loss 0.888906 best test_acc 0.7788
e 13 | malicious users: 0 | test acc 0.7191 test loss 1.068521 best test_acc 0.7788
e 14 | malicious users: 0 | test acc 0.8230 test loss 0.786031 best test_acc 0.8230
e 15 | malicious users: 0 | test acc 0.8149 test loss 0.580604 best test_acc 0.8230
e 16 | malicious users: 0 | test acc 0.7894 test loss 0.717515 best test_acc 0.8230
e 17 | malicious users: 0 | test acc 0.8383 test loss 0.580467 best test_acc 0.8383
e 18 | malicious users: 0 | test acc 0.8933 test loss 0.505929 best test_acc 0.8933
e 19 | malicious users: 0 | test acc 0.8211 test loss 0.617591 best test_acc 0.8933
e 20 | malicious users: 0 | test acc 0.8521 test loss 0.580475 best test_acc 0.8933
e 21 | malicious users: 0 | test acc 0.7596 test loss 0.725614 best test_acc 0.8933
e 22 | malicious users: 0 | test acc 0.8304 test loss 0.607064 best test_acc 0.8933
e 23 | malicious users: 0 | test acc 0.8447 test loss 0.458864 best test_acc 0.8933
e 24 | malicious users: 0 | test acc 0.8326 test loss 0.725853 best test_acc 0.8933
e 25 | malicious users: 0 | test acc 0.7889 test loss 0.584919 best test_acc 0.8933
e 26 | malicious users: 0 | test acc 0.8319 test loss 0.598606 best test_acc 0.8933
e 27 | malicious users: 0 | test acc 0.8434 test loss 0.478522 best test_acc 0.8933
e 28 | malicious users: 0 | test acc 0.8180 test loss 0.641173 best test_acc 0.8933
e 29 | malicious users: 0 | test acc 0.7810 test loss 0.627113 best test_acc 0.8933
e 30 | malicious users: 0 | test acc 0.8882 test loss 0.529419 best test_acc 0.8933
e 31 | malicious users: 0 | test acc 0.8220 test loss 0.602649 best test_acc 0.8933
e 32 | malicious users: 0 | test acc 0.8668 test loss 0.506834 best test_acc 0.8933
e 33 | malicious users: 0 | test acc 0.8489 test loss 0.516907 best test_acc 0.8933
e 34 | malicious users: 0 | test acc 0.9248 test loss 0.365318 best test_acc 0.9248
e 35 | malicious users: 0 | test acc 0.8183 test loss 0.534756 best test_acc 0.9248
e 36 | malicious users: 0 | test acc 0.8778 test loss 0.441481 best test_acc 0.9248
e 37 | malicious users: 0 | test acc 0.8530 test loss 0.539152 best test_acc 0.9248
e 38 | malicious users: 0 | test acc 0.8945 test loss 0.414476 best test_acc 0.9248
e 39 | malicious users: 0 | test acc 0.8516 test loss 0.537760 best test_acc 0.9248
e 40 | malicious users: 0 | test acc 0.8851 test loss 0.429513 best test_acc 0.9248
e 41 | malicious users: 0 | test acc 0.9108 test loss 0.393917 best test_acc 0.9248
e 42 | malicious users: 0 | test acc 0.8729 test loss 0.389530 best test_acc 0.9248
e 43 | malicious users: 0 | test acc 0.9010 test loss 0.357904 best test_acc 0.9248
e 44 | malicious users: 0 | test acc 0.7562 test loss 0.651805 best test_acc 0.9248
e 45 | malicious users: 0 | test acc 0.9204 test loss 0.422886 best test_acc 0.9248
e 46 | malicious users: 0 | test acc 0.9224 test loss 0.309578 best test_acc 0.9248
e 47 | malicious users: 0 | test acc 0.8611 test loss 0.566559 best test_acc 0.9248
e 48 | malicious users: 0 | test acc 0.8823 test loss 0.424054 best test_acc 0.9248
e 49 | malicious users: 0 | test acc 0.7452 test loss 0.666733 best test_acc 0.9248
e 50 | malicious users: 0 | test acc 0.9047 test loss 0.412714 best test_acc 0.9248
e 51 | malicious users: 0 | test acc 0.8573 test loss 0.535374 best test_acc 0.9248
e 52 | malicious users: 0 | test acc 0.8198 test loss 0.530267 best test_acc 0.9248
e 53 | malicious users: 0 | test acc 0.7923 test loss 0.618288 best test_acc 0.9248
e 54 | malicious users: 0 | test acc 0.9096 test loss 0.409433 best test_acc 0.9248
e 55 | malicious users: 0 | test acc 0.8842 test loss 0.384563 best test_acc 0.9248
e 56 | malicious users: 0 | test acc 0.8032 test loss 0.620438 best test_acc 0.9248
e 57 | malicious users: 0 | test acc 0.7383 test loss 0.701441 best test_acc 0.9248
e 58 | malicious users: 0 | test acc 0.8947 test loss 0.698538 best test_acc 0.9248
e 59 | malicious users: 0 | test acc 0.9191 test loss 0.386776 best test_acc 0.9248
e 60 | malicious users: 0 | test acc 0.8514 test loss 0.429724 best test_acc 0.9248
e 61 | malicious users: 0 | test acc 0.8406 test loss 0.549218 best test_acc 0.9248
e 62 | malicious users: 0 | test acc 0.9326 test loss 0.290173 best test_acc 0.9326
e 63 | malicious users: 0 | test acc 0.7848 test loss 0.630939 best test_acc 0.9326
e 64 | malicious users: 0 | test acc 0.8837 test loss 0.555170 best test_acc 0.9326
e 65 | malicious users: 0 | test acc 0.8216 test loss 0.502990 best test_acc 0.9326
e 66 | malicious users: 0 | test acc 0.9237 test loss 0.274049 best test_acc 0.9326
e 67 | malicious users: 0 | test acc 0.9205 test loss 0.305304 best test_acc 0.9326
e 68 | malicious users: 0 | test acc 0.7957 test loss 0.685007 best test_acc 0.9326
e 69 | malicious users: 0 | test acc 0.8559 test loss 0.615286 best test_acc 0.9326
e 70 | malicious users: 0 | test acc 0.9307 test loss 0.253364 best test_acc 0.9326
e 71 | malicious users: 0 | test acc 0.8491 test loss 0.472308 best test_acc 0.9326
e 72 | malicious users: 0 | test acc 0.8034 test loss 0.613065 best test_acc 0.9326
e 73 | malicious users: 0 | test acc 0.8561 test loss 0.474992 best test_acc 0.9326
e 74 | malicious users: 0 | test acc 0.8685 test loss 0.501224 best test_acc 0.9326
e 75 | malicious users: 0 | test acc 0.7456 test loss 0.784582 best test_acc 0.9326
e 76 | malicious users: 0 | test acc 0.8374 test loss 0.506004 best test_acc 0.9326
e 77 | malicious users: 0 | test acc 0.8780 test loss 0.347041 best test_acc 0.9326
e 78 | malicious users: 0 | test acc 0.9193 test loss 0.306773 best test_acc 0.9326
e 79 | malicious users: 0 | test acc 0.7707 test loss 0.753175 best test_acc 0.9326
e 80 | malicious users: 0 | test acc 0.8224 test loss 0.485833 best test_acc 0.9326
e 81 | malicious users: 0 | test acc 0.9447 test loss 0.251605 best test_acc 0.9447
e 82 | malicious users: 0 | test acc 0.9132 test loss 0.420950 best test_acc 0.9447
e 83 | malicious users: 0 | test acc 0.9064 test loss 0.356210 best test_acc 0.9447
e 84 | malicious users: 0 | test acc 0.9371 test loss 0.286662 best test_acc 0.9447
e 85 | malicious users: 0 | test acc 0.9122 test loss 0.318226 best test_acc 0.9447
e 86 | malicious users: 0 | test acc 0.8606 test loss 0.510577 best test_acc 0.9447
e 87 | malicious users: 0 | test acc 0.8966 test loss 0.369265 best test_acc 0.9447
e 88 | malicious users: 0 | test acc 0.8800 test loss 0.433954 best test_acc 0.9447
e 89 | malicious users: 0 | test acc 0.9210 test loss 0.358676 best test_acc 0.9447
e 90 | malicious users: 0 | test acc 0.9269 test loss 0.292960 best test_acc 0.9447
e 91 | malicious users: 0 | test acc 0.8261 test loss 0.483784 best test_acc 0.9447
e 92 | malicious users: 0 | test acc 0.7827 test loss 0.673325 best test_acc 0.9447
e 93 | malicious users: 0 | test acc 0.9078 test loss 0.425165 best test_acc 0.9447
e 94 | malicious users: 0 | test acc 0.7930 test loss 0.533766 best test_acc 0.9447
e 95 | malicious users: 0 | test acc 0.8925 test loss 0.367051 best test_acc 0.9447
e 96 | malicious users: 0 | test acc 0.8763 test loss 0.473413 best test_acc 0.9447
e 97 | malicious users: 0 | test acc 0.9307 test loss 0.321666 best test_acc 0.9447
e 98 | malicious users: 0 | test acc 0.8391 test loss 0.442375 best test_acc 0.9447
e 99 | malicious users: 0 | test acc 0.8838 test loss 0.460295 best test_acc 0.9447
e 100 | malicious users: 0 | test acc 0.9497 test loss 0.202280 best test_acc 0.9497
e 101 | malicious users: 0 | test acc 0.8797 test loss 0.545720 best test_acc 0.9497
e 102 | malicious users: 0 | test acc 0.9429 test loss 0.277305 best test_acc 0.9497
e 103 | malicious users: 0 | test acc 0.8869 test loss 0.421001 best test_acc 0.9497
e 104 | malicious users: 0 | test acc 0.8840 test loss 0.380866 best test_acc 0.9497
e 105 | malicious users: 0 | test acc 0.9463 test loss 0.210243 best test_acc 0.9497
e 106 | malicious users: 0 | test acc 0.8970 test loss 0.328386 best test_acc 0.9497
e 107 | malicious users: 0 | test acc 0.8591 test loss 0.624359 best test_acc 0.9497
e 108 | malicious users: 0 | test acc 0.8957 test loss 0.393555 best test_acc 0.9497
e 109 | malicious users: 0 | test acc 0.8662 test loss 0.483928 best test_acc 0.9497
e 110 | malicious users: 0 | test acc 0.9071 test loss 0.382157 best test_acc 0.9497
e 111 | malicious users: 0 | test acc 0.9274 test loss 0.378594 best test_acc 0.9497
e 112 | malicious users: 0 | test acc 0.9106 test loss 0.381108 best test_acc 0.9497
e 113 | malicious users: 0 | test acc 0.9478 test loss 0.250364 best test_acc 0.9497
e 114 | malicious users: 0 | test acc 0.9070 test loss 0.304761 best test_acc 0.9497
e 115 | malicious users: 0 | test acc 0.8682 test loss 0.455287 best test_acc 0.9497
e 116 | malicious users: 0 | test acc 0.7375 test loss 0.739438 best test_acc 0.9497
e 117 | malicious users: 0 | test acc 0.8639 test loss 0.460186 best test_acc 0.9497
e 118 | malicious users: 0 | test acc 0.8654 test loss 0.433063 best test_acc 0.9497
e 119 | malicious users: 0 | test acc 0.8538 test loss 0.524062 best test_acc 0.9497
e 120 | malicious users: 0 | test acc 0.9357 test loss 0.308597 best test_acc 0.9497
e 121 | malicious users: 0 | test acc 0.9253 test loss 0.317236 best test_acc 0.9497
e 122 | malicious users: 0 | test acc 0.8867 test loss 0.478194 best test_acc 0.9497
e 123 | malicious users: 0 | test acc 0.9221 test loss 0.423834 best test_acc 0.9497
e 124 | malicious users: 0 | test acc 0.9511 test loss 0.211378 best test_acc 0.9511
e 125 | malicious users: 0 | test acc 0.8748 test loss 0.365947 best test_acc 0.9511
e 126 | malicious users: 0 | test acc 0.7923 test loss 0.616592 best test_acc 0.9511
e 127 | malicious users: 0 | test acc 0.8511 test loss 0.452390 best test_acc 0.9511
e 128 | malicious users: 0 | test acc 0.9402 test loss 0.285611 best test_acc 0.9511
e 129 | malicious users: 0 | test acc 0.9203 test loss 0.312774 best test_acc 0.9511
e 130 | malicious users: 0 | test acc 0.9238 test loss 0.331778 best test_acc 0.9511
e 131 | malicious users: 0 | test acc 0.9256 test loss 0.326120 best test_acc 0.9511
e 132 | malicious users: 0 | test acc 0.9194 test loss 0.292635 best test_acc 0.9511
e 133 | malicious users: 0 | test acc 0.8405 test loss 0.421305 best test_acc 0.9511
e 134 | malicious users: 0 | test acc 0.8619 test loss 0.444569 best test_acc 0.9511
e 135 | malicious users: 0 | test acc 0.8907 test loss 0.359775 best test_acc 0.9511
e 136 | malicious users: 0 | test acc 0.8563 test loss 0.395652 best test_acc 0.9511
e 137 | malicious users: 0 | test acc 0.9087 test loss 0.327965 best test_acc 0.9511
e 138 | malicious users: 0 | test acc 0.9355 test loss 0.291191 best test_acc 0.9511
e 139 | malicious users: 0 | test acc 0.9071 test loss 0.423471 best test_acc 0.9511
e 140 | malicious users: 0 | test acc 0.8804 test loss 0.341992 best test_acc 0.9511
e 141 | malicious users: 0 | test acc 0.8641 test loss 0.548471 best test_acc 0.9511
e 142 | malicious users: 0 | test acc 0.8661 test loss 0.336397 best test_acc 0.9511
e 143 | malicious users: 0 | test acc 0.8898 test loss 0.507882 best test_acc 0.9511
e 144 | malicious users: 0 | test acc 0.7997 test loss 0.672782 best test_acc 0.9511
e 145 | malicious users: 0 | test acc 0.8994 test loss 0.429467 best test_acc 0.9511
e 146 | malicious users: 0 | test acc 0.8514 test loss 0.446865 best test_acc 0.9511
e 147 | malicious users: 0 | test acc 0.9308 test loss 0.322287 best test_acc 0.9511
e 148 | malicious users: 0 | test acc 0.9318 test loss 0.259933 best test_acc 0.9511
e 149 | malicious users: 0 | test acc 0.9182 test loss 0.303351 best test_acc 0.9511
e 150 | malicious users: 0 | test acc 0.9151 test loss 0.377203 best test_acc 0.9511
e 151 | malicious users: 0 | test acc 0.8610 test loss 0.380268 best test_acc 0.9511
e 152 | malicious users: 0 | test acc 0.9198 test loss 0.395747 best test_acc 0.9511
e 153 | malicious users: 0 | test acc 0.8607 test loss 0.423782 best test_acc 0.9511
e 154 | malicious users: 0 | test acc 0.9201 test loss 0.295737 best test_acc 0.9511
e 155 | malicious users: 0 | test acc 0.9069 test loss 0.406617 best test_acc 0.9511
e 156 | malicious users: 0 | test acc 0.9337 test loss 0.285404 best test_acc 0.9511
e 157 | malicious users: 0 | test acc 0.9365 test loss 0.258117 best test_acc 0.9511
e 158 | malicious users: 0 | test acc 0.8625 test loss 0.327053 best test_acc 0.9511
e 159 | malicious users: 0 | test acc 0.9425 test loss 0.235738 best test_acc 0.9511
e 160 | malicious users: 0 | test acc 0.8902 test loss 0.377994 best test_acc 0.9511
e 161 | malicious users: 0 | test acc 0.9053 test loss 0.357355 best test_acc 0.9511
e 162 | malicious users: 0 | test acc 0.9057 test loss 0.377213 best test_acc 0.9511
e 163 | malicious users: 0 | test acc 0.9525 test loss 0.197329 best test_acc 0.9525
e 164 | malicious users: 0 | test acc 0.9442 test loss 0.241054 best test_acc 0.9525
e 165 | malicious users: 0 | test acc 0.9097 test loss 0.308103 best test_acc 0.9525
e 166 | malicious users: 0 | test acc 0.8499 test loss 0.468784 best test_acc 0.9525
e 167 | malicious users: 0 | test acc 0.8401 test loss 0.493100 best test_acc 0.9525
e 168 | malicious users: 0 | test acc 0.7912 test loss 0.533170 best test_acc 0.9525
e 169 | malicious users: 0 | test acc 0.9283 test loss 0.334413 best test_acc 0.9525
e 170 | malicious users: 0 | test acc 0.9491 test loss 0.247431 best test_acc 0.9525
e 171 | malicious users: 0 | test acc 0.9405 test loss 0.262144 best test_acc 0.9525
e 172 | malicious users: 0 | test acc 0.8336 test loss 0.508146 best test_acc 0.9525
e 173 | malicious users: 0 | test acc 0.8711 test loss 0.331476 best test_acc 0.9525
e 174 | malicious users: 0 | test acc 0.9013 test loss 0.424072 best test_acc 0.9525
e 175 | malicious users: 0 | test acc 0.9320 test loss 0.276505 best test_acc 0.9525
e 176 | malicious users: 0 | test acc 0.9374 test loss 0.255239 best test_acc 0.9525
e 177 | malicious users: 0 | test acc 0.8743 test loss 0.437710 best test_acc 0.9525
e 178 | malicious users: 0 | test acc 0.8630 test loss 0.332718 best test_acc 0.9525
e 179 | malicious users: 0 | test acc 0.9112 test loss 0.289690 best test_acc 0.9525
e 180 | malicious users: 0 | test acc 0.9344 test loss 0.287293 best test_acc 0.9525
e 181 | malicious users: 0 | test acc 0.9537 test loss 0.208352 best test_acc 0.9537
e 182 | malicious users: 0 | test acc 0.8643 test loss 0.401965 best test_acc 0.9537
e 183 | malicious users: 0 | test acc 0.8349 test loss 0.511403 best test_acc 0.9537
e 184 | malicious users: 0 | test acc 0.8725 test loss 0.405462 best test_acc 0.9537
e 185 | malicious users: 0 | test acc 0.9448 test loss 0.289348 best test_acc 0.9537
e 186 | malicious users: 0 | test acc 0.9373 test loss 0.243763 best test_acc 0.9537
e 187 | malicious users: 0 | test acc 0.8875 test loss 0.308924 best test_acc 0.9537
e 188 | malicious users: 0 | test acc 0.9431 test loss 0.250780 best test_acc 0.9537
e 189 | malicious users: 0 | test acc 0.9411 test loss 0.260763 best test_acc 0.9537
e 190 | malicious users: 0 | test acc 0.9548 test loss 0.185380 best test_acc 0.9548
e 191 | malicious users: 0 | test acc 0.8994 test loss 0.294260 best test_acc 0.9548
e 192 | malicious users: 0 | test acc 0.8600 test loss 0.349034 best test_acc 0.9548
e 193 | malicious users: 0 | test acc 0.9144 test loss 0.371693 best test_acc 0.9548
e 194 | malicious users: 0 | test acc 0.9454 test loss 0.233142 best test_acc 0.9548
e 195 | malicious users: 0 | test acc 0.8810 test loss 0.375616 best test_acc 0.9548
e 196 | malicious users: 0 | test acc 0.9057 test loss 0.297547 best test_acc 0.9548
e 197 | malicious users: 0 | test acc 0.8907 test loss 0.385674 best test_acc 0.9548
e 198 | malicious users: 0 | test acc 0.9496 test loss 0.235411 best test_acc 0.9548
e 199 | malicious users: 0 | test acc 0.9043 test loss 0.389168 best test_acc 0.9548
e 200 | malicious users: 0 | test acc 0.9333 test loss 0.269686 best test_acc 0.9548
e 201 | malicious users: 0 | test acc 0.9302 test loss 0.268418 best test_acc 0.9548
e 202 | malicious users: 0 | test acc 0.8989 test loss 0.303877 best test_acc 0.9548
e 203 | malicious users: 0 | test acc 0.9395 test loss 0.229848 best test_acc 0.9548
e 204 | malicious users: 0 | test acc 0.9160 test loss 0.312150 best test_acc 0.9548
e 205 | malicious users: 0 | test acc 0.9012 test loss 0.330265 best test_acc 0.9548
e 206 | malicious users: 0 | test acc 0.9010 test loss 0.375729 best test_acc 0.9548
e 207 | malicious users: 0 | test acc 0.9020 test loss 0.326426 best test_acc 0.9548
e 208 | malicious users: 0 | test acc 0.8891 test loss 0.501555 best test_acc 0.9548
e 209 | malicious users: 0 | test acc 0.9536 test loss 0.204732 best test_acc 0.9548
e 210 | malicious users: 0 | test acc 0.8871 test loss 0.370812 best test_acc 0.9548
e 211 | malicious users: 0 | test acc 0.9561 test loss 0.224648 best test_acc 0.9561
