=> Saving data in Logs/FRL~try=655
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.2975 test loss 2.236652 best test_acc 0.2975
e 1 | malicious users: 2 | test acc 0.3843 test loss 2.079489 best test_acc 0.3843
e 2 | malicious users: 2 | test acc 0.5967 test loss 1.765746 best test_acc 0.5967
e 3 | malicious users: 0 | test acc 0.4886 test loss 1.927837 best test_acc 0.5967
e 4 | malicious users: 2 | test acc 0.6196 test loss 1.252660 best test_acc 0.6196
e 5 | malicious users: 2 | test acc 0.6614 test loss 1.325041 best test_acc 0.6614
e 6 | malicious users: 2 | test acc 0.7519 test loss 1.086369 best test_acc 0.7519
e 7 | malicious users: 0 | test acc 0.7362 test loss 0.964632 best test_acc 0.7519
e 8 | malicious users: 5 | test acc 0.7252 test loss 0.876334 best test_acc 0.7519
e 9 | malicious users: 2 | test acc 0.7871 test loss 0.815108 best test_acc 0.7871
e 10 | malicious users: 2 | test acc 0.7974 test loss 0.737382 best test_acc 0.7974
e 11 | malicious users: 1 | test acc 0.7447 test loss 0.834810 best test_acc 0.7974
e 12 | malicious users: 2 | test acc 0.8142 test loss 0.615492 best test_acc 0.8142
e 13 | malicious users: 3 | test acc 0.8001 test loss 0.768563 best test_acc 0.8142
e 14 | malicious users: 3 | test acc 0.7966 test loss 0.669670 best test_acc 0.8142
e 15 | malicious users: 2 | test acc 0.8347 test loss 0.529380 best test_acc 0.8347
e 16 | malicious users: 0 | test acc 0.8074 test loss 0.687430 best test_acc 0.8347
e 17 | malicious users: 3 | test acc 0.8580 test loss 0.506833 best test_acc 0.8580
e 18 | malicious users: 1 | test acc 0.9032 test loss 0.481226 best test_acc 0.9032
e 19 | malicious users: 2 | test acc 0.8019 test loss 0.727023 best test_acc 0.9032
e 20 | malicious users: 1 | test acc 0.9009 test loss 0.395941 best test_acc 0.9032
e 21 | malicious users: 4 | test acc 0.8325 test loss 0.528865 best test_acc 0.9032
e 22 | malicious users: 3 | test acc 0.8668 test loss 0.462006 best test_acc 0.9032
e 23 | malicious users: 3 | test acc 0.8809 test loss 0.449729 best test_acc 0.9032
e 24 | malicious users: 1 | test acc 0.8357 test loss 0.478677 best test_acc 0.9032
e 25 | malicious users: 1 | test acc 0.8387 test loss 0.543599 best test_acc 0.9032
e 26 | malicious users: 3 | test acc 0.9245 test loss 0.352475 best test_acc 0.9245
e 27 | malicious users: 3 | test acc 0.8997 test loss 0.406197 best test_acc 0.9245
e 28 | malicious users: 4 | test acc 0.8315 test loss 0.519066 best test_acc 0.9245
e 29 | malicious users: 3 | test acc 0.8919 test loss 0.423938 best test_acc 0.9245
e 30 | malicious users: 3 | test acc 0.8636 test loss 0.520199 best test_acc 0.9245
e 31 | malicious users: 5 | test acc 0.8472 test loss 0.497882 best test_acc 0.9245
e 32 | malicious users: 0 | test acc 0.8215 test loss 0.562421 best test_acc 0.9245
e 33 | malicious users: 2 | test acc 0.9332 test loss 0.305287 best test_acc 0.9332
e 34 | malicious users: 0 | test acc 0.9202 test loss 0.368338 best test_acc 0.9332
e 35 | malicious users: 2 | test acc 0.9362 test loss 0.268246 best test_acc 0.9362
e 36 | malicious users: 3 | test acc 0.9211 test loss 0.316476 best test_acc 0.9362
e 37 | malicious users: 4 | test acc 0.7908 test loss 0.566485 best test_acc 0.9362
e 38 | malicious users: 3 | test acc 0.9286 test loss 0.286344 best test_acc 0.9362
e 39 | malicious users: 4 | test acc 0.8454 test loss 0.464673 best test_acc 0.9362
e 40 | malicious users: 2 | test acc 0.8872 test loss 0.450024 best test_acc 0.9362
e 41 | malicious users: 2 | test acc 0.9012 test loss 0.391037 best test_acc 0.9362
e 42 | malicious users: 1 | test acc 0.8493 test loss 0.520621 best test_acc 0.9362
e 43 | malicious users: 2 | test acc 0.9093 test loss 0.333720 best test_acc 0.9362
e 44 | malicious users: 2 | test acc 0.7065 test loss 0.719354 best test_acc 0.9362
e 45 | malicious users: 2 | test acc 0.8800 test loss 0.460243 best test_acc 0.9362
e 46 | malicious users: 2 | test acc 0.9377 test loss 0.292013 best test_acc 0.9377
e 47 | malicious users: 5 | test acc 0.9040 test loss 0.349464 best test_acc 0.9377
e 48 | malicious users: 2 | test acc 0.8346 test loss 0.513895 best test_acc 0.9377
e 49 | malicious users: 1 | test acc 0.9296 test loss 0.242457 best test_acc 0.9377
e 50 | malicious users: 3 | test acc 0.7599 test loss 0.599831 best test_acc 0.9377
e 51 | malicious users: 2 | test acc 0.7914 test loss 0.577735 best test_acc 0.9377
e 52 | malicious users: 4 | test acc 0.9228 test loss 0.296944 best test_acc 0.9377
e 53 | malicious users: 3 | test acc 0.9436 test loss 0.273160 best test_acc 0.9436
e 54 | malicious users: 2 | test acc 0.9422 test loss 0.220035 best test_acc 0.9436
e 55 | malicious users: 0 | test acc 0.8546 test loss 0.515381 best test_acc 0.9436
e 56 | malicious users: 1 | test acc 0.9462 test loss 0.272508 best test_acc 0.9462
e 57 | malicious users: 3 | test acc 0.9420 test loss 0.237596 best test_acc 0.9462
e 58 | malicious users: 1 | test acc 0.8106 test loss 0.592525 best test_acc 0.9462
e 59 | malicious users: 1 | test acc 0.9030 test loss 0.363589 best test_acc 0.9462
e 60 | malicious users: 1 | test acc 0.8728 test loss 0.519340 best test_acc 0.9462
e 61 | malicious users: 2 | test acc 0.8872 test loss 0.467421 best test_acc 0.9462
e 62 | malicious users: 3 | test acc 0.8770 test loss 0.550804 best test_acc 0.9462
e 63 | malicious users: 3 | test acc 0.9329 test loss 0.352919 best test_acc 0.9462
e 64 | malicious users: 1 | test acc 0.9371 test loss 0.260703 best test_acc 0.9462
e 65 | malicious users: 3 | test acc 0.9097 test loss 0.372522 best test_acc 0.9462
e 66 | malicious users: 2 | test acc 0.8380 test loss 0.464539 best test_acc 0.9462
e 67 | malicious users: 3 | test acc 0.9390 test loss 0.243182 best test_acc 0.9462
e 68 | malicious users: 2 | test acc 0.9456 test loss 0.236032 best test_acc 0.9462
