=> Saving data in Logs/FRL~try=828
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.7
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1838 test loss 2.261039 best test_acc 0.1838
e 1 | malicious users: 8 | test acc 0.2239 test loss 2.181587 best test_acc 0.2239
e 2 | malicious users: 5 | test acc 0.4379 test loss 1.942526 best test_acc 0.4379
e 3 | malicious users: 5 | test acc 0.4002 test loss 1.892302 best test_acc 0.4379
e 4 | malicious users: 5 | test acc 0.6353 test loss 1.409110 best test_acc 0.6353
e 5 | malicious users: 7 | test acc 0.6336 test loss 1.580220 best test_acc 0.6353
e 6 | malicious users: 3 | test acc 0.6605 test loss 1.293243 best test_acc 0.6605
e 7 | malicious users: 2 | test acc 0.6195 test loss 1.054700 best test_acc 0.6605
e 8 | malicious users: 1 | test acc 0.6283 test loss 1.068727 best test_acc 0.6605
e 9 | malicious users: 4 | test acc 0.7354 test loss 0.851220 best test_acc 0.7354
e 10 | malicious users: 4 | test acc 0.7484 test loss 0.886830 best test_acc 0.7484
e 11 | malicious users: 6 | test acc 0.7956 test loss 0.897399 best test_acc 0.7956
e 12 | malicious users: 6 | test acc 0.6551 test loss 0.951734 best test_acc 0.7956
e 13 | malicious users: 4 | test acc 0.7801 test loss 0.791950 best test_acc 0.7956
e 14 | malicious users: 5 | test acc 0.7757 test loss 0.848659 best test_acc 0.7956
e 15 | malicious users: 3 | test acc 0.8417 test loss 0.665707 best test_acc 0.8417
e 16 | malicious users: 1 | test acc 0.7830 test loss 0.707225 best test_acc 0.8417
e 17 | malicious users: 5 | test acc 0.7478 test loss 0.690182 best test_acc 0.8417
e 18 | malicious users: 2 | test acc 0.7939 test loss 0.783966 best test_acc 0.8417
e 19 | malicious users: 7 | test acc 0.6677 test loss 1.133573 best test_acc 0.8417
e 20 | malicious users: 1 | test acc 0.8598 test loss 0.573280 best test_acc 0.8598
e 21 | malicious users: 5 | test acc 0.8601 test loss 0.572987 best test_acc 0.8601
e 22 | malicious users: 3 | test acc 0.8458 test loss 0.643491 best test_acc 0.8601
e 23 | malicious users: 3 | test acc 0.7888 test loss 0.666211 best test_acc 0.8601
e 24 | malicious users: 8 | test acc 0.5575 test loss 1.557985 best test_acc 0.8601
e 25 | malicious users: 5 | test acc 0.8791 test loss 0.470822 best test_acc 0.8791
e 26 | malicious users: 4 | test acc 0.8169 test loss 0.600149 best test_acc 0.8791
e 27 | malicious users: 3 | test acc 0.8311 test loss 0.506350 best test_acc 0.8791
e 28 | malicious users: 6 | test acc 0.7877 test loss 0.734459 best test_acc 0.8791
e 29 | malicious users: 3 | test acc 0.8396 test loss 0.565034 best test_acc 0.8791
e 30 | malicious users: 4 | test acc 0.8971 test loss 0.431721 best test_acc 0.8971
e 31 | malicious users: 2 | test acc 0.8888 test loss 0.509192 best test_acc 0.8971
e 32 | malicious users: 4 | test acc 0.9186 test loss 0.368049 best test_acc 0.9186
e 33 | malicious users: 9 | test acc 0.5966 test loss 1.633508 best test_acc 0.9186
e 34 | malicious users: 5 | test acc 0.8459 test loss 0.543463 best test_acc 0.9186
e 35 | malicious users: 5 | test acc 0.7539 test loss 0.724443 best test_acc 0.9186
e 36 | malicious users: 7 | test acc 0.7914 test loss 0.913198 best test_acc 0.9186
e 37 | malicious users: 4 | test acc 0.7745 test loss 0.726093 best test_acc 0.9186
e 38 | malicious users: 8 | test acc 0.5655 test loss 1.217141 best test_acc 0.9186
e 39 | malicious users: 5 | test acc 0.8715 test loss 0.455173 best test_acc 0.9186
e 40 | malicious users: 9 | test acc 0.6500 test loss 1.593539 best test_acc 0.9186
e 41 | malicious users: 5 | test acc 0.8285 test loss 0.611054 best test_acc 0.9186
e 42 | malicious users: 3 | test acc 0.8356 test loss 0.553018 best test_acc 0.9186
e 43 | malicious users: 4 | test acc 0.8373 test loss 0.577805 best test_acc 0.9186
e 44 | malicious users: 4 | test acc 0.8389 test loss 0.457106 best test_acc 0.9186
e 45 | malicious users: 3 | test acc 0.8415 test loss 0.536492 best test_acc 0.9186
e 46 | malicious users: 4 | test acc 0.8297 test loss 0.530186 best test_acc 0.9186
e 47 | malicious users: 5 | test acc 0.8570 test loss 0.429404 best test_acc 0.9186
e 48 | malicious users: 7 | test acc 0.7666 test loss 1.001502 best test_acc 0.9186
e 49 | malicious users: 4 | test acc 0.9236 test loss 0.288233 best test_acc 0.9236
e 50 | malicious users: 5 | test acc 0.8477 test loss 0.569278 best test_acc 0.9236
e 51 | malicious users: 5 | test acc 0.9227 test loss 0.298948 best test_acc 0.9236
e 52 | malicious users: 3 | test acc 0.8902 test loss 0.441134 best test_acc 0.9236
e 53 | malicious users: 4 | test acc 0.8035 test loss 0.569297 best test_acc 0.9236
e 54 | malicious users: 5 | test acc 0.8603 test loss 0.484270 best test_acc 0.9236
e 55 | malicious users: 4 | test acc 0.8064 test loss 0.584608 best test_acc 0.9236
e 56 | malicious users: 7 | test acc 0.8155 test loss 1.313027 best test_acc 0.9236
e 57 | malicious users: 4 | test acc 0.9387 test loss 0.232879 best test_acc 0.9387
e 58 | malicious users: 5 | test acc 0.8109 test loss 0.614824 best test_acc 0.9387
e 59 | malicious users: 5 | test acc 0.6627 test loss 0.814787 best test_acc 0.9387
e 60 | malicious users: 3 | test acc 0.8415 test loss 0.469026 best test_acc 0.9387
e 61 | malicious users: 1 | test acc 0.9274 test loss 0.409719 best test_acc 0.9387
e 62 | malicious users: 4 | test acc 0.8731 test loss 0.414834 best test_acc 0.9387
e 63 | malicious users: 7 | test acc 0.6580 test loss 1.184460 best test_acc 0.9387
e 64 | malicious users: 7 | test acc 0.8388 test loss 0.488567 best test_acc 0.9387
e 65 | malicious users: 5 | test acc 0.8827 test loss 0.546228 best test_acc 0.9387
e 66 | malicious users: 3 | test acc 0.9193 test loss 0.323264 best test_acc 0.9387
e 67 | malicious users: 3 | test acc 0.8689 test loss 0.664954 best test_acc 0.9387
e 68 | malicious users: 5 | test acc 0.8380 test loss 0.471634 best test_acc 0.9387
e 69 | malicious users: 5 | test acc 0.8397 test loss 0.472355 best test_acc 0.9387
e 70 | malicious users: 4 | test acc 0.8490 test loss 0.451444 best test_acc 0.9387
e 71 | malicious users: 7 | test acc 0.7843 test loss 0.701921 best test_acc 0.9387
e 72 | malicious users: 7 | test acc 0.7457 test loss 0.908626 best test_acc 0.9387
e 73 | malicious users: 8 | test acc 0.6876 test loss 0.952624 best test_acc 0.9387
e 74 | malicious users: 3 | test acc 0.8733 test loss 0.403937 best test_acc 0.9387
e 75 | malicious users: 5 | test acc 0.9219 test loss 0.320772 best test_acc 0.9387
e 76 | malicious users: 8 | test acc 0.5944 test loss 1.457168 best test_acc 0.9387
e 77 | malicious users: 4 | test acc 0.9215 test loss 0.318463 best test_acc 0.9387
e 78 | malicious users: 2 | test acc 0.8891 test loss 0.438996 best test_acc 0.9387
e 79 | malicious users: 4 | test acc 0.8096 test loss 0.582315 best test_acc 0.9387
e 80 | malicious users: 8 | test acc 0.5811 test loss 1.536157 best test_acc 0.9387
e 81 | malicious users: 4 | test acc 0.9014 test loss 0.386306 best test_acc 0.9387
e 82 | malicious users: 2 | test acc 0.8334 test loss 0.635275 best test_acc 0.9387
e 83 | malicious users: 7 | test acc 0.6339 test loss 1.123895 best test_acc 0.9387
e 84 | malicious users: 5 | test acc 0.8614 test loss 0.483274 best test_acc 0.9387
e 85 | malicious users: 5 | test acc 0.8333 test loss 0.526480 best test_acc 0.9387
e 86 | malicious users: 10 | test acc 0.6431 test loss 1.543207 best test_acc 0.9387
e 87 | malicious users: 8 | test acc 0.7794 test loss 0.908858 best test_acc 0.9387
