=> Saving data in Logs/FRL~try=658
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 4 | test acc 0.1914 test loss 2.269495 best test_acc 0.1914
e 1 | malicious users: 4 | test acc 0.4251 test loss 2.214981 best test_acc 0.4251
e 2 | malicious users: 8 | test acc 0.4769 test loss 2.081885 best test_acc 0.4769
e 3 | malicious users: 5 | test acc 0.5515 test loss 1.956172 best test_acc 0.5515
e 4 | malicious users: 3 | test acc 0.5204 test loss 1.714300 best test_acc 0.5515
e 5 | malicious users: 3 | test acc 0.6897 test loss 1.374831 best test_acc 0.6897
e 6 | malicious users: 4 | test acc 0.6068 test loss 1.339488 best test_acc 0.6897
e 7 | malicious users: 4 | test acc 0.6960 test loss 1.202345 best test_acc 0.6960
e 8 | malicious users: 2 | test acc 0.7571 test loss 0.880040 best test_acc 0.7571
e 9 | malicious users: 4 | test acc 0.7592 test loss 0.818250 best test_acc 0.7592
e 10 | malicious users: 3 | test acc 0.8131 test loss 1.093763 best test_acc 0.8131
e 11 | malicious users: 3 | test acc 0.7616 test loss 0.809682 best test_acc 0.8131
e 12 | malicious users: 3 | test acc 0.8352 test loss 0.631205 best test_acc 0.8352
e 13 | malicious users: 1 | test acc 0.8232 test loss 0.652331 best test_acc 0.8352
e 14 | malicious users: 6 | test acc 0.8749 test loss 0.523877 best test_acc 0.8749
e 15 | malicious users: 3 | test acc 0.7476 test loss 0.925595 best test_acc 0.8749
e 16 | malicious users: 2 | test acc 0.8896 test loss 0.474270 best test_acc 0.8896
e 17 | malicious users: 5 | test acc 0.7192 test loss 0.825240 best test_acc 0.8896
e 18 | malicious users: 1 | test acc 0.7624 test loss 0.712355 best test_acc 0.8896
e 19 | malicious users: 3 | test acc 0.8783 test loss 0.580920 best test_acc 0.8896
e 20 | malicious users: 5 | test acc 0.7354 test loss 0.772413 best test_acc 0.8896
e 21 | malicious users: 1 | test acc 0.8752 test loss 0.491194 best test_acc 0.8896
e 22 | malicious users: 4 | test acc 0.7825 test loss 0.623846 best test_acc 0.8896
e 23 | malicious users: 7 | test acc 0.8926 test loss 0.445780 best test_acc 0.8926
e 24 | malicious users: 3 | test acc 0.9055 test loss 0.431328 best test_acc 0.9055
e 25 | malicious users: 1 | test acc 0.8362 test loss 0.528699 best test_acc 0.9055
e 26 | malicious users: 4 | test acc 0.8952 test loss 0.467930 best test_acc 0.9055
e 27 | malicious users: 3 | test acc 0.8954 test loss 0.492547 best test_acc 0.9055
e 28 | malicious users: 2 | test acc 0.8830 test loss 0.423718 best test_acc 0.9055
e 29 | malicious users: 6 | test acc 0.7799 test loss 0.676974 best test_acc 0.9055
e 30 | malicious users: 3 | test acc 0.7775 test loss 0.629929 best test_acc 0.9055
e 31 | malicious users: 2 | test acc 0.7411 test loss 0.715914 best test_acc 0.9055
e 32 | malicious users: 7 | test acc 0.8671 test loss 0.471449 best test_acc 0.9055
e 33 | malicious users: 5 | test acc 0.8528 test loss 0.430669 best test_acc 0.9055
e 34 | malicious users: 3 | test acc 0.9041 test loss 0.383871 best test_acc 0.9055
e 35 | malicious users: 6 | test acc 0.9137 test loss 0.398995 best test_acc 0.9137
e 36 | malicious users: 4 | test acc 0.8618 test loss 0.446322 best test_acc 0.9137
e 37 | malicious users: 3 | test acc 0.8619 test loss 0.416704 best test_acc 0.9137
