=> Saving data in Logs/FRL~try=354
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_Euclidean
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1561 test loss 2.269473 best test_acc 0.1561
e 1 | malicious users: 5 | test acc 0.3248 test loss 2.243229 best test_acc 0.3248
e 2 | malicious users: 5 | test acc 0.2278 test loss 2.210570 best test_acc 0.3248
e 3 | malicious users: 5 | test acc 0.5510 test loss 2.067657 best test_acc 0.5510
e 4 | malicious users: 5 | test acc 0.4278 test loss 2.052739 best test_acc 0.5510
e 5 | malicious users: 5 | test acc 0.5289 test loss 2.021527 best test_acc 0.5510
e 6 | malicious users: 5 | test acc 0.4549 test loss 2.048478 best test_acc 0.5510
e 7 | malicious users: 5 | test acc 0.6154 test loss 1.985718 best test_acc 0.6154
e 8 | malicious users: 5 | test acc 0.6425 test loss 2.019587 best test_acc 0.6425
e 9 | malicious users: 5 | test acc 0.5665 test loss 2.076975 best test_acc 0.6425
e 10 | malicious users: 5 | test acc 0.4689 test loss 2.076552 best test_acc 0.6425
e 11 | malicious users: 5 | test acc 0.3992 test loss 2.081923 best test_acc 0.6425
e 12 | malicious users: 5 | test acc 0.5462 test loss 2.011227 best test_acc 0.6425
e 13 | malicious users: 5 | test acc 0.5880 test loss 2.068561 best test_acc 0.6425
e 14 | malicious users: 5 | test acc 0.6034 test loss 2.001399 best test_acc 0.6425
e 15 | malicious users: 5 | test acc 0.6581 test loss 1.997669 best test_acc 0.6581
e 16 | malicious users: 5 | test acc 0.6258 test loss 1.880263 best test_acc 0.6581
e 17 | malicious users: 5 | test acc 0.5637 test loss 1.818166 best test_acc 0.6581
e 18 | malicious users: 5 | test acc 0.5055 test loss 2.002078 best test_acc 0.6581
e 19 | malicious users: 5 | test acc 0.4738 test loss 1.972949 best test_acc 0.6581
e 20 | malicious users: 5 | test acc 0.6445 test loss 1.824495 best test_acc 0.6581
e 21 | malicious users: 5 | test acc 0.6257 test loss 1.858712 best test_acc 0.6581
e 22 | malicious users: 5 | test acc 0.6077 test loss 1.898204 best test_acc 0.6581
e 23 | malicious users: 5 | test acc 0.5070 test loss 1.952516 best test_acc 0.6581
e 24 | malicious users: 5 | test acc 0.5880 test loss 1.984654 best test_acc 0.6581
e 25 | malicious users: 5 | test acc 0.6079 test loss 1.663923 best test_acc 0.6581
e 26 | malicious users: 5 | test acc 0.5532 test loss 1.850124 best test_acc 0.6581
e 27 | malicious users: 5 | test acc 0.6742 test loss 2.054364 best test_acc 0.6742
e 28 | malicious users: 5 | test acc 0.5106 test loss 1.918991 best test_acc 0.6742
e 29 | malicious users: 5 | test acc 0.5709 test loss 1.835336 best test_acc 0.6742
e 30 | malicious users: 5 | test acc 0.6257 test loss 1.731209 best test_acc 0.6742
e 31 | malicious users: 5 | test acc 0.5012 test loss 2.031427 best test_acc 0.6742
e 32 | malicious users: 5 | test acc 0.7102 test loss 1.689610 best test_acc 0.7102
e 33 | malicious users: 5 | test acc 0.6360 test loss 1.770926 best test_acc 0.7102
e 34 | malicious users: 5 | test acc 0.6419 test loss 1.831084 best test_acc 0.7102
e 35 | malicious users: 5 | test acc 0.5851 test loss 1.920123 best test_acc 0.7102
e 36 | malicious users: 5 | test acc 0.7046 test loss 1.627593 best test_acc 0.7102
e 37 | malicious users: 5 | test acc 0.7129 test loss 1.317512 best test_acc 0.7129
e 38 | malicious users: 5 | test acc 0.6796 test loss 1.542315 best test_acc 0.7129
e 39 | malicious users: 5 | test acc 0.6825 test loss 1.617436 best test_acc 0.7129
e 40 | malicious users: 5 | test acc 0.6873 test loss 1.638094 best test_acc 0.7129
e 41 | malicious users: 5 | test acc 0.7067 test loss 1.634873 best test_acc 0.7129
e 42 | malicious users: 5 | test acc 0.6128 test loss 1.667688 best test_acc 0.7129
e 43 | malicious users: 5 | test acc 0.6384 test loss 1.712374 best test_acc 0.7129
e 44 | malicious users: 5 | test acc 0.6446 test loss 1.822037 best test_acc 0.7129
e 45 | malicious users: 5 | test acc 0.6642 test loss 1.537757 best test_acc 0.7129
e 46 | malicious users: 5 | test acc 0.5718 test loss 1.703986 best test_acc 0.7129
e 47 | malicious users: 5 | test acc 0.6797 test loss 1.831973 best test_acc 0.7129
e 48 | malicious users: 5 | test acc 0.7279 test loss 1.870982 best test_acc 0.7279
e 49 | malicious users: 5 | test acc 0.6792 test loss 1.559987 best test_acc 0.7279
e 50 | malicious users: 5 | test acc 0.7220 test loss 1.716093 best test_acc 0.7279
e 51 | malicious users: 5 | test acc 0.6237 test loss 1.499297 best test_acc 0.7279
e 52 | malicious users: 5 | test acc 0.5678 test loss 1.902220 best test_acc 0.7279
e 53 | malicious users: 5 | test acc 0.6336 test loss 1.780133 best test_acc 0.7279
e 54 | malicious users: 5 | test acc 0.5908 test loss 1.654387 best test_acc 0.7279
e 55 | malicious users: 5 | test acc 0.6245 test loss 1.875711 best test_acc 0.7279
e 56 | malicious users: 5 | test acc 0.6548 test loss 1.491899 best test_acc 0.7279
e 57 | malicious users: 5 | test acc 0.6367 test loss 1.959134 best test_acc 0.7279
e 58 | malicious users: 5 | test acc 0.6335 test loss 1.580667 best test_acc 0.7279
e 59 | malicious users: 5 | test acc 0.6156 test loss 1.633551 best test_acc 0.7279
e 60 | malicious users: 5 | test acc 0.7169 test loss 1.420998 best test_acc 0.7279
e 61 | malicious users: 5 | test acc 0.7414 test loss 1.659115 best test_acc 0.7414
e 62 | malicious users: 5 | test acc 0.6992 test loss 1.338065 best test_acc 0.7414
e 63 | malicious users: 5 | test acc 0.6589 test loss 1.768431 best test_acc 0.7414
e 64 | malicious users: 5 | test acc 0.7023 test loss 1.524613 best test_acc 0.7414
e 65 | malicious users: 5 | test acc 0.6894 test loss 1.639028 best test_acc 0.7414
e 66 | malicious users: 5 | test acc 0.7154 test loss 1.607771 best test_acc 0.7414
e 67 | malicious users: 5 | test acc 0.7126 test loss 1.437094 best test_acc 0.7414
e 68 | malicious users: 5 | test acc 0.6429 test loss 1.670951 best test_acc 0.7414
e 69 | malicious users: 5 | test acc 0.7345 test loss 1.323937 best test_acc 0.7414
e 70 | malicious users: 5 | test acc 0.6562 test loss 1.372138 best test_acc 0.7414
e 71 | malicious users: 5 | test acc 0.6936 test loss 1.869171 best test_acc 0.7414
e 72 | malicious users: 5 | test acc 0.6793 test loss 1.697823 best test_acc 0.7414
e 73 | malicious users: 5 | test acc 0.6876 test loss 1.512803 best test_acc 0.7414
e 74 | malicious users: 5 | test acc 0.5065 test loss 1.709712 best test_acc 0.7414
e 75 | malicious users: 5 | test acc 0.7232 test loss 1.555948 best test_acc 0.7414
e 76 | malicious users: 5 | test acc 0.7019 test loss 1.694059 best test_acc 0.7414
e 77 | malicious users: 5 | test acc 0.6837 test loss 1.385939 best test_acc 0.7414
e 78 | malicious users: 5 | test acc 0.5492 test loss 1.840389 best test_acc 0.7414
e 79 | malicious users: 5 | test acc 0.6274 test loss 1.557422 best test_acc 0.7414
e 80 | malicious users: 5 | test acc 0.6624 test loss 1.304334 best test_acc 0.7414
e 81 | malicious users: 5 | test acc 0.6908 test loss 1.652115 best test_acc 0.7414
e 82 | malicious users: 5 | test acc 0.6543 test loss 1.393786 best test_acc 0.7414
e 83 | malicious users: 5 | test acc 0.6270 test loss 1.884584 best test_acc 0.7414
e 84 | malicious users: 5 | test acc 0.6090 test loss 1.617471 best test_acc 0.7414
e 85 | malicious users: 5 | test acc 0.6309 test loss 1.770353 best test_acc 0.7414
e 86 | malicious users: 5 | test acc 0.6332 test loss 1.266282 best test_acc 0.7414
e 87 | malicious users: 5 | test acc 0.6406 test loss 1.677909 best test_acc 0.7414
e 88 | malicious users: 5 | test acc 0.6886 test loss 1.545271 best test_acc 0.7414
e 89 | malicious users: 5 | test acc 0.7292 test loss 1.420177 best test_acc 0.7414
e 90 | malicious users: 5 | test acc 0.6892 test loss 1.464085 best test_acc 0.7414
e 91 | malicious users: 5 | test acc 0.6379 test loss 1.478224 best test_acc 0.7414
e 92 | malicious users: 5 | test acc 0.6959 test loss 1.456864 best test_acc 0.7414
e 93 | malicious users: 5 | test acc 0.6787 test loss 1.327959 best test_acc 0.7414
e 94 | malicious users: 5 | test acc 0.7438 test loss 1.606707 best test_acc 0.7438
e 95 | malicious users: 5 | test acc 0.6669 test loss 1.365912 best test_acc 0.7438
e 96 | malicious users: 5 | test acc 0.7383 test loss 1.690420 best test_acc 0.7438
e 97 | malicious users: 5 | test acc 0.5871 test loss 1.594033 best test_acc 0.7438
e 98 | malicious users: 5 | test acc 0.7170 test loss 1.217903 best test_acc 0.7438
e 99 | malicious users: 5 | test acc 0.6811 test loss 1.498412 best test_acc 0.7438
e 100 | malicious users: 5 | test acc 0.6367 test loss 1.669189 best test_acc 0.7438
e 101 | malicious users: 5 | test acc 0.7239 test loss 1.551288 best test_acc 0.7438
e 102 | malicious users: 5 | test acc 0.6718 test loss 1.514487 best test_acc 0.7438
e 103 | malicious users: 5 | test acc 0.7070 test loss 1.307978 best test_acc 0.7438
e 104 | malicious users: 5 | test acc 0.6939 test loss 1.558652 best test_acc 0.7438
e 105 | malicious users: 5 | test acc 0.6649 test loss 1.552276 best test_acc 0.7438
e 106 | malicious users: 5 | test acc 0.6676 test loss 1.650711 best test_acc 0.7438
e 107 | malicious users: 5 | test acc 0.6810 test loss 1.547027 best test_acc 0.7438
e 108 | malicious users: 5 | test acc 0.7038 test loss 1.324287 best test_acc 0.7438
e 109 | malicious users: 5 | test acc 0.6225 test loss 1.509418 best test_acc 0.7438
e 110 | malicious users: 5 | test acc 0.7541 test loss 1.533723 best test_acc 0.7541
e 111 | malicious users: 5 | test acc 0.6859 test loss 1.368213 best test_acc 0.7541
e 112 | malicious users: 5 | test acc 0.7329 test loss 1.373269 best test_acc 0.7541
e 113 | malicious users: 5 | test acc 0.6803 test loss 1.391397 best test_acc 0.7541
e 114 | malicious users: 5 | test acc 0.6523 test loss 1.466208 best test_acc 0.7541
e 115 | malicious users: 5 | test acc 0.5964 test loss 1.663960 best test_acc 0.7541
e 116 | malicious users: 5 | test acc 0.6577 test loss 1.335740 best test_acc 0.7541
e 117 | malicious users: 5 | test acc 0.7221 test loss 1.686415 best test_acc 0.7541
e 118 | malicious users: 5 | test acc 0.5820 test loss 1.552907 best test_acc 0.7541
e 119 | malicious users: 5 | test acc 0.7155 test loss 1.359746 best test_acc 0.7541
e 120 | malicious users: 5 | test acc 0.7006 test loss 1.357500 best test_acc 0.7541
e 121 | malicious users: 5 | test acc 0.6707 test loss 1.466996 best test_acc 0.7541
e 122 | malicious users: 5 | test acc 0.7184 test loss 1.572440 best test_acc 0.7541
e 123 | malicious users: 5 | test acc 0.8272 test loss 1.261530 best test_acc 0.8272
e 124 | malicious users: 5 | test acc 0.6836 test loss 1.606149 best test_acc 0.8272
e 125 | malicious users: 5 | test acc 0.7309 test loss 1.456087 best test_acc 0.8272
e 126 | malicious users: 5 | test acc 0.7298 test loss 1.683552 best test_acc 0.8272
e 127 | malicious users: 5 | test acc 0.6897 test loss 1.357380 best test_acc 0.8272
e 128 | malicious users: 5 | test acc 0.7351 test loss 1.778898 best test_acc 0.8272
e 129 | malicious users: 5 | test acc 0.7069 test loss 1.438113 best test_acc 0.8272
e 130 | malicious users: 5 | test acc 0.7000 test loss 1.578745 best test_acc 0.8272
e 131 | malicious users: 5 | test acc 0.6726 test loss 1.794315 best test_acc 0.8272
e 132 | malicious users: 5 | test acc 0.6903 test loss 1.538869 best test_acc 0.8272
e 133 | malicious users: 5 | test acc 0.6146 test loss 1.449996 best test_acc 0.8272
e 134 | malicious users: 5 | test acc 0.6360 test loss 1.458035 best test_acc 0.8272
e 135 | malicious users: 5 | test acc 0.6093 test loss 1.731998 best test_acc 0.8272
e 136 | malicious users: 5 | test acc 0.6842 test loss 1.374495 best test_acc 0.8272
e 137 | malicious users: 5 | test acc 0.6416 test loss 1.331782 best test_acc 0.8272
e 138 | malicious users: 5 | test acc 0.6081 test loss 1.497372 best test_acc 0.8272
e 139 | malicious users: 5 | test acc 0.6654 test loss 1.382765 best test_acc 0.8272
e 140 | malicious users: 5 | test acc 0.7304 test loss 1.712725 best test_acc 0.8272
e 141 | malicious users: 5 | test acc 0.6213 test loss 1.537243 best test_acc 0.8272
e 142 | malicious users: 5 | test acc 0.6517 test loss 1.714764 best test_acc 0.8272
e 143 | malicious users: 5 | test acc 0.6700 test loss 1.398162 best test_acc 0.8272
e 144 | malicious users: 5 | test acc 0.7322 test loss 1.572128 best test_acc 0.8272
e 145 | malicious users: 5 | test acc 0.6831 test loss 1.389160 best test_acc 0.8272
e 146 | malicious users: 5 | test acc 0.5944 test loss 1.581753 best test_acc 0.8272
e 147 | malicious users: 5 | test acc 0.7148 test loss 1.460990 best test_acc 0.8272
e 148 | malicious users: 5 | test acc 0.7139 test loss 1.811443 best test_acc 0.8272
e 149 | malicious users: 5 | test acc 0.7366 test loss 1.405404 best test_acc 0.8272
e 150 | malicious users: 5 | test acc 0.5936 test loss 1.817655 best test_acc 0.8272
e 151 | malicious users: 5 | test acc 0.6399 test loss 1.456734 best test_acc 0.8272
e 152 | malicious users: 5 | test acc 0.6155 test loss 1.486306 best test_acc 0.8272
e 153 | malicious users: 5 | test acc 0.6318 test loss 1.353346 best test_acc 0.8272
e 154 | malicious users: 5 | test acc 0.6013 test loss 1.390124 best test_acc 0.8272
e 155 | malicious users: 5 | test acc 0.7124 test loss 1.734572 best test_acc 0.8272
e 156 | malicious users: 5 | test acc 0.6477 test loss 1.265106 best test_acc 0.8272
e 157 | malicious users: 5 | test acc 0.6542 test loss 1.767404 best test_acc 0.8272
e 158 | malicious users: 5 | test acc 0.6861 test loss 1.493522 best test_acc 0.8272
e 159 | malicious users: 5 | test acc 0.7329 test loss 1.445561 best test_acc 0.8272
e 160 | malicious users: 5 | test acc 0.6813 test loss 1.398062 best test_acc 0.8272
e 161 | malicious users: 5 | test acc 0.6497 test loss 1.343529 best test_acc 0.8272
e 162 | malicious users: 5 | test acc 0.6996 test loss 1.451759 best test_acc 0.8272
e 163 | malicious users: 5 | test acc 0.6656 test loss 1.498881 best test_acc 0.8272
e 164 | malicious users: 5 | test acc 0.6154 test loss 1.291499 best test_acc 0.8272
e 165 | malicious users: 5 | test acc 0.6844 test loss 1.456975 best test_acc 0.8272
e 166 | malicious users: 5 | test acc 0.7135 test loss 1.440526 best test_acc 0.8272
e 167 | malicious users: 5 | test acc 0.6144 test loss 1.607018 best test_acc 0.8272
e 168 | malicious users: 5 | test acc 0.7738 test loss 1.404499 best test_acc 0.8272
e 169 | malicious users: 5 | test acc 0.7449 test loss 1.501285 best test_acc 0.8272
e 170 | malicious users: 5 | test acc 0.7845 test loss 1.186574 best test_acc 0.8272
e 171 | malicious users: 5 | test acc 0.6681 test loss 1.730625 best test_acc 0.8272
e 172 | malicious users: 5 | test acc 0.7911 test loss 1.365504 best test_acc 0.8272
e 173 | malicious users: 5 | test acc 0.6882 test loss 1.360521 best test_acc 0.8272
e 174 | malicious users: 5 | test acc 0.6180 test loss 1.448581 best test_acc 0.8272
e 175 | malicious users: 5 | test acc 0.7277 test loss 1.291549 best test_acc 0.8272
e 176 | malicious users: 5 | test acc 0.6978 test loss 1.415188 best test_acc 0.8272
e 177 | malicious users: 5 | test acc 0.7153 test loss 1.245485 best test_acc 0.8272
e 178 | malicious users: 5 | test acc 0.7726 test loss 1.324167 best test_acc 0.8272
e 179 | malicious users: 5 | test acc 0.6001 test loss 1.370973 best test_acc 0.8272
e 180 | malicious users: 5 | test acc 0.6659 test loss 1.411407 best test_acc 0.8272
e 181 | malicious users: 5 | test acc 0.6294 test loss 1.370289 best test_acc 0.8272
e 182 | malicious users: 5 | test acc 0.6946 test loss 1.338408 best test_acc 0.8272
e 183 | malicious users: 5 | test acc 0.5825 test loss 1.519745 best test_acc 0.8272
e 184 | malicious users: 5 | test acc 0.7173 test loss 1.451844 best test_acc 0.8272
e 185 | malicious users: 5 | test acc 0.5706 test loss 1.653255 best test_acc 0.8272
e 186 | malicious users: 5 | test acc 0.7546 test loss 1.380817 best test_acc 0.8272
e 187 | malicious users: 5 | test acc 0.6047 test loss 1.492532 best test_acc 0.8272
e 188 | malicious users: 5 | test acc 0.7594 test loss 1.481736 best test_acc 0.8272
e 189 | malicious users: 5 | test acc 0.6990 test loss 1.600172 best test_acc 0.8272
e 190 | malicious users: 5 | test acc 0.7000 test loss 1.487036 best test_acc 0.8272
e 191 | malicious users: 5 | test acc 0.6608 test loss 1.688163 best test_acc 0.8272
e 192 | malicious users: 5 | test acc 0.6521 test loss 1.308668 best test_acc 0.8272
e 193 | malicious users: 5 | test acc 0.7183 test loss 1.205023 best test_acc 0.8272
e 194 | malicious users: 5 | test acc 0.7747 test loss 1.571879 best test_acc 0.8272
e 195 | malicious users: 5 | test acc 0.5974 test loss 1.453141 best test_acc 0.8272
e 196 | malicious users: 5 | test acc 0.7282 test loss 1.454810 best test_acc 0.8272
e 197 | malicious users: 5 | test acc 0.6245 test loss 1.508038 best test_acc 0.8272
e 198 | malicious users: 5 | test acc 0.6592 test loss 1.446072 best test_acc 0.8272
e 199 | malicious users: 5 | test acc 0.6630 test loss 1.413876 best test_acc 0.8272
e 200 | malicious users: 5 | test acc 0.7194 test loss 1.317187 best test_acc 0.8272
e 201 | malicious users: 5 | test acc 0.5904 test loss 1.421269 best test_acc 0.8272
e 202 | malicious users: 5 | test acc 0.6472 test loss 1.350197 best test_acc 0.8272
e 203 | malicious users: 5 | test acc 0.7015 test loss 1.369843 best test_acc 0.8272
e 204 | malicious users: 5 | test acc 0.6060 test loss 1.557938 best test_acc 0.8272
e 205 | malicious users: 5 | test acc 0.7057 test loss 1.466184 best test_acc 0.8272
e 206 | malicious users: 5 | test acc 0.6965 test loss 1.458610 best test_acc 0.8272
e 207 | malicious users: 5 | test acc 0.6729 test loss 1.406519 best test_acc 0.8272
e 208 | malicious users: 5 | test acc 0.6924 test loss 1.403444 best test_acc 0.8272
e 209 | malicious users: 5 | test acc 0.6108 test loss 1.406523 best test_acc 0.8272
e 210 | malicious users: 5 | test acc 0.6959 test loss 1.615025 best test_acc 0.8272
e 211 | malicious users: 5 | test acc 0.7070 test loss 1.156687 best test_acc 0.8272
e 212 | malicious users: 5 | test acc 0.6472 test loss 1.315274 best test_acc 0.8272
e 213 | malicious users: 5 | test acc 0.7324 test loss 1.460038 best test_acc 0.8272
e 214 | malicious users: 5 | test acc 0.7397 test loss 1.291921 best test_acc 0.8272
e 215 | malicious users: 5 | test acc 0.6117 test loss 1.551963 best test_acc 0.8272
e 216 | malicious users: 5 | test acc 0.7060 test loss 1.574911 best test_acc 0.8272
e 217 | malicious users: 5 | test acc 0.5423 test loss 1.554136 best test_acc 0.8272
e 218 | malicious users: 5 | test acc 0.6853 test loss 1.574382 best test_acc 0.8272
e 219 | malicious users: 5 | test acc 0.7014 test loss 1.341473 best test_acc 0.8272
e 220 | malicious users: 5 | test acc 0.5580 test loss 1.565303 best test_acc 0.8272
e 221 | malicious users: 5 | test acc 0.6628 test loss 1.443964 best test_acc 0.8272
e 222 | malicious users: 5 | test acc 0.6396 test loss 1.645292 best test_acc 0.8272
e 223 | malicious users: 5 | test acc 0.7634 test loss 1.709552 best test_acc 0.8272
e 224 | malicious users: 5 | test acc 0.6784 test loss 1.642202 best test_acc 0.8272
e 225 | malicious users: 5 | test acc 0.7158 test loss 1.455052 best test_acc 0.8272
e 226 | malicious users: 5 | test acc 0.7369 test loss 1.459023 best test_acc 0.8272
e 227 | malicious users: 5 | test acc 0.6660 test loss 1.531230 best test_acc 0.8272
e 228 | malicious users: 5 | test acc 0.7092 test loss 1.481928 best test_acc 0.8272
e 229 | malicious users: 5 | test acc 0.6825 test loss 1.297131 best test_acc 0.8272
e 230 | malicious users: 5 | test acc 0.7411 test loss 1.435884 best test_acc 0.8272
e 231 | malicious users: 5 | test acc 0.7243 test loss 1.431868 best test_acc 0.8272
e 232 | malicious users: 5 | test acc 0.5955 test loss 1.365134 best test_acc 0.8272
e 233 | malicious users: 5 | test acc 0.6960 test loss 1.453419 best test_acc 0.8272
e 234 | malicious users: 5 | test acc 0.6456 test loss 1.448051 best test_acc 0.8272
e 235 | malicious users: 5 | test acc 0.6037 test loss 1.464540 best test_acc 0.8272
e 236 | malicious users: 5 | test acc 0.7068 test loss 1.387230 best test_acc 0.8272
e 237 | malicious users: 5 | test acc 0.5721 test loss 1.680071 best test_acc 0.8272
e 238 | malicious users: 5 | test acc 0.5958 test loss 1.326896 best test_acc 0.8272
e 239 | malicious users: 5 | test acc 0.6404 test loss 1.592980 best test_acc 0.8272
e 240 | malicious users: 5 | test acc 0.5921 test loss 1.447187 best test_acc 0.8272
e 241 | malicious users: 5 | test acc 0.6656 test loss 1.294224 best test_acc 0.8272
e 242 | malicious users: 5 | test acc 0.5833 test loss 1.506119 best test_acc 0.8272
e 243 | malicious users: 5 | test acc 0.7584 test loss 1.258509 best test_acc 0.8272
e 244 | malicious users: 5 | test acc 0.6875 test loss 1.319834 best test_acc 0.8272
e 245 | malicious users: 5 | test acc 0.7076 test loss 1.495759 best test_acc 0.8272
e 246 | malicious users: 5 | test acc 0.7052 test loss 1.432191 best test_acc 0.8272
e 247 | malicious users: 5 | test acc 0.7131 test loss 1.410487 best test_acc 0.8272
e 248 | malicious users: 5 | test acc 0.7132 test loss 1.510734 best test_acc 0.8272
