
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.1520 test loss 2.237740 best test_acc 0.1520
e 1 | malicious users: 2 | test acc 0.3924 test loss 2.096636 best test_acc 0.3924
e 2 | malicious users: 2 | test acc 0.5175 test loss 2.013264 best test_acc 0.5175
e 3 | malicious users: 2 | test acc 0.5949 test loss 1.503846 best test_acc 0.5949
e 4 | malicious users: 2 | test acc 0.6057 test loss 1.691931 best test_acc 0.6057
e 5 | malicious users: 2 | test acc 0.6430 test loss 1.417271 best test_acc 0.6430
e 6 | malicious users: 2 | test acc 0.6359 test loss 1.370514 best test_acc 0.6430
e 7 | malicious users: 2 | test acc 0.6426 test loss 1.063940 best test_acc 0.6430
e 8 | malicious users: 2 | test acc 0.6713 test loss 1.360398 best test_acc 0.6713
e 9 | malicious users: 2 | test acc 0.6996 test loss 0.977392 best test_acc 0.6996
e 10 | malicious users: 2 | test acc 0.7003 test loss 1.026574 best test_acc 0.7003
e 11 | malicious users: 2 | test acc 0.7307 test loss 0.952113 best test_acc 0.7307
e 12 | malicious users: 2 | test acc 0.6979 test loss 0.888942 best test_acc 0.7307
e 13 | malicious users: 2 | test acc 0.7579 test loss 1.031227 best test_acc 0.7579
e 14 | malicious users: 2 | test acc 0.7522 test loss 0.928857 best test_acc 0.7579
e 15 | malicious users: 2 | test acc 0.8524 test loss 0.751714 best test_acc 0.8524
e 16 | malicious users: 2 | test acc 0.8824 test loss 0.840204 best test_acc 0.8824
e 17 | malicious users: 2 | test acc 0.8429 test loss 0.838074 best test_acc 0.8824
e 18 | malicious users: 2 | test acc 0.8749 test loss 0.750382 best test_acc 0.8824
e 19 | malicious users: 2 | test acc 0.7711 test loss 0.902289 best test_acc 0.8824
e 20 | malicious users: 2 | test acc 0.7974 test loss 0.830386 best test_acc 0.8824
e 21 | malicious users: 2 | test acc 0.8807 test loss 0.760883 best test_acc 0.8824
e 22 | malicious users: 2 | test acc 0.8888 test loss 0.708510 best test_acc 0.8888
e 23 | malicious users: 2 | test acc 0.8011 test loss 0.928881 best test_acc 0.8888
e 24 | malicious users: 2 | test acc 0.8193 test loss 0.795406 best test_acc 0.8888
e 25 | malicious users: 2 | test acc 0.8390 test loss 0.938836 best test_acc 0.8888
e 26 | malicious users: 2 | test acc 0.8708 test loss 0.957762 best test_acc 0.8888
e 27 | malicious users: 2 | test acc 0.8628 test loss 0.848965 best test_acc 0.8888
e 28 | malicious users: 2 | test acc 0.8682 test loss 1.171783 best test_acc 0.8888
e 29 | malicious users: 2 | test acc 0.8711 test loss 0.898100 best test_acc 0.8888
e 30 | malicious users: 2 | test acc 0.7813 test loss 0.993511 best test_acc 0.8888
e 31 | malicious users: 2 | test acc 0.8686 test loss 0.865330 best test_acc 0.8888
e 32 | malicious users: 2 | test acc 0.7886 test loss 0.975869 best test_acc 0.8888
e 33 | malicious users: 2 | test acc 0.8949 test loss 0.846681 best test_acc 0.8949
e 34 | malicious users: 2 | test acc 0.8762 test loss 1.192417 best test_acc 0.8949
e 35 | malicious users: 2 | test acc 0.8686 test loss 0.868342 best test_acc 0.8949
e 36 | malicious users: 2 | test acc 0.7662 test loss 1.413867 best test_acc 0.8949
e 37 | malicious users: 2 | test acc 0.8374 test loss 0.945361 best test_acc 0.8949
e 38 | malicious users: 2 | test acc 0.8457 test loss 1.197032 best test_acc 0.8949
e 39 | malicious users: 2 | test acc 0.8880 test loss 0.872752 best test_acc 0.8949
e 40 | malicious users: 2 | test acc 0.8645 test loss 1.163725 best test_acc 0.8949
e 41 | malicious users: 2 | test acc 0.8257 test loss 1.050332 best test_acc 0.8949
e 42 | malicious users: 2 | test acc 0.7966 test loss 1.145385 best test_acc 0.8949
e 43 | malicious users: 2 | test acc 0.8983 test loss 0.934824 best test_acc 0.8983
e 44 | malicious users: 2 | test acc 0.8944 test loss 0.977129 best test_acc 0.8983
e 45 | malicious users: 2 | test acc 0.8656 test loss 1.094319 best test_acc 0.8983
e 46 | malicious users: 2 | test acc 0.7514 test loss 1.091734 best test_acc 0.8983
e 47 | malicious users: 2 | test acc 0.8061 test loss 1.195395 best test_acc 0.8983
e 48 | malicious users: 2 | test acc 0.8830 test loss 0.976609 best test_acc 0.8983
e 49 | malicious users: 2 | test acc 0.8225 test loss 0.851338 best test_acc 0.8983
e 50 | malicious users: 2 | test acc 0.8376 test loss 1.149440 best test_acc 0.8983
e 51 | malicious users: 2 | test acc 0.8728 test loss 0.750680 best test_acc 0.8983
e 52 | malicious users: 2 | test acc 0.8293 test loss 1.091378 best test_acc 0.8983
e 53 | malicious users: 2 | test acc 0.8473 test loss 0.952626 best test_acc 0.8983
e 54 | malicious users: 2 | test acc 0.8778 test loss 1.026948 best test_acc 0.8983
e 55 | malicious users: 2 | test acc 0.8567 test loss 0.870734 best test_acc 0.8983
e 56 | malicious users: 2 | test acc 0.8236 test loss 0.954626 best test_acc 0.8983
e 57 | malicious users: 2 | test acc 0.8335 test loss 1.134047 best test_acc 0.8983
e 58 | malicious users: 2 | test acc 0.8599 test loss 0.867242 best test_acc 0.8983
e 59 | malicious users: 2 | test acc 0.8143 test loss 1.100335 best test_acc 0.8983
e 60 | malicious users: 2 | test acc 0.8212 test loss 0.921085 best test_acc 0.8983
e 61 | malicious users: 2 | test acc 0.8598 test loss 1.146218 best test_acc 0.8983
e 62 | malicious users: 2 | test acc 0.8777 test loss 0.970662 best test_acc 0.8983
e 63 | malicious users: 2 | test acc 0.8791 test loss 0.807181 best test_acc 0.8983
e 64 | malicious users: 2 | test acc 0.8866 test loss 1.231503 best test_acc 0.8983
e 65 | malicious users: 2 | test acc 0.8772 test loss 0.773387 best test_acc 0.8983
e 66 | malicious users: 2 | test acc 0.8771 test loss 0.819888 best test_acc 0.8983
e 67 | malicious users: 2 | test acc 0.8903 test loss 0.976126 best test_acc 0.8983
e 68 | malicious users: 2 | test acc 0.9048 test loss 0.832785 best test_acc 0.9048
e 69 | malicious users: 2 | test acc 0.8602 test loss 0.909934 best test_acc 0.9048
e 70 | malicious users: 2 | test acc 0.8676 test loss 0.889171 best test_acc 0.9048
e 71 | malicious users: 2 | test acc 0.8138 test loss 1.155132 best test_acc 0.9048
e 72 | malicious users: 2 | test acc 0.8259 test loss 0.894579 best test_acc 0.9048
e 73 | malicious users: 2 | test acc 0.8164 test loss 0.958761 best test_acc 0.9048
e 74 | malicious users: 2 | test acc 0.8362 test loss 0.996311 best test_acc 0.9048
e 75 | malicious users: 2 | test acc 0.9011 test loss 0.792089 best test_acc 0.9048
e 76 | malicious users: 2 | test acc 0.8071 test loss 0.892527 best test_acc 0.9048
