2024-04-15 16:14:54,041 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Configure stats pid to 534601
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Loading settings from /home/test/.config/wandb/settings
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Loading settings from /home/test/FRL/wandb/settings
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'My-attack-sorted-0.3', 'entity': 'griffith', 'root_dir': '/home/test/FRL', 'run_id': '7ukmq9kd', 'sweep_param_path': '/home/test/FRL/wandb/sweep-zehnajq1/config-7ukmq9kd.yaml', 'sweep_id': 'zehnajq1'}
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/test/FRL/main.py', 'program': '/home/test/FRL/main.py'}
2024-04-15 16:14:54,042 INFO    Thread-27 (_run_job):534601 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:_log_setup():521] Logging user logs to /home/test/FRL/wandb/run-20240415_161454-7ukmq9kd/logs/debug.log
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:_log_setup():522] Logging internal logs to /home/test/FRL/wandb/run-20240415_161454-7ukmq9kd/logs/debug-internal.log
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():561] calling init triggers
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():568] wandb.init called with sweep_config: {'p': 0.9}
config: {}
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():611] starting backend
2024-04-15 16:14:54,043 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():615] setting up manager
2024-04-15 16:14:54,057 INFO    Thread-27 (_run_job):534601 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-04-15 16:14:54,058 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():623] backend started and connected
2024-04-15 16:14:54,073 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_config_callback():1347] config_cb None None {'p': 0.9}
2024-04-15 16:14:54,074 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():715] updated telemetry
2024-04-15 16:14:54,079 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-15 16:14:54,637 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_on_init():2357] communicating current version
2024-04-15 16:14:54,752 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_on_init():2366] got version response 
2024-04-15 16:14:54,753 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():799] starting run threads in backend
2024-04-15 16:14:56,309 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_console_start():2335] atexit reg
2024-04-15 16:14:56,310 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-15 16:14:56,310 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-15 16:14:56,310 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-15 16:14:56,310 INFO    Thread-27 (_run_job):534601 [wandb_init.py:init():842] run started, returning control to user process
2024-04-15 16:14:57,144 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_finish():2064] finishing run griffith/My-attack-sorted-0.3/7ukmq9kd
2024-04-15 16:14:57,144 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 1
2024-04-15 16:14:57,144 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_restore():2287] restore
2024-04-15 16:14:57,144 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_restore():2293] restore done
2024-04-15 16:15:02,183 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_footer_history_summary_info():3936] rendering history
2024-04-15 16:15:02,183 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_footer_history_summary_info():3968] rendering summary
2024-04-15 16:15:02,203 INFO    Thread-27 (_run_job):534601 [wandb_run.py:_footer_sync_info():3895] logging synced files
