#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 0 | test acc 0.1260 test loss 2.302126 best test_acc 0.1260
e 1 | malicious users: 0 | test acc 0.1103 test loss 2.295864 best test_acc 0.1260
e 2 | malicious users: 3 | test acc 0.1036 test loss 2.300391 best test_acc 0.1260
e 3 | malicious users: 4 | test acc 0.1000 test loss 2.290161 best test_acc 0.1260
e 4 | malicious users: 4 | test acc 0.1424 test loss 2.294231 best test_acc 0.1424
e 5 | malicious users: 3 | test acc 0.1425 test loss 2.241976 best test_acc 0.1425
e 6 | malicious users: 4 | test acc 0.1469 test loss 2.288775 best test_acc 0.1469
e 7 | malicious users: 2 | test acc 0.1698 test loss 2.194705 best test_acc 0.1698
e 8 | malicious users: 2 | test acc 0.1171 test loss 2.298972 best test_acc 0.1698
e 9 | malicious users: 3 | test acc 0.1003 test loss 2.280000 best test_acc 0.1698
e 10 | malicious users: 1 | test acc 0.1594 test loss 2.278970 best test_acc 0.1698
e 11 | malicious users: 1 | test acc 0.1952 test loss 2.219961 best test_acc 0.1952
e 12 | malicious users: 3 | test acc 0.1192 test loss 2.282845 best test_acc 0.1952
e 13 | malicious users: 1 | test acc 0.1700 test loss 2.228967 best test_acc 0.1952
e 14 | malicious users: 2 | test acc 0.2087 test loss 2.265671 best test_acc 0.2087
e 15 | malicious users: 0 | test acc 0.1847 test loss 2.194345 best test_acc 0.2087
e 16 | malicious users: 4 | test acc 0.1730 test loss 2.253694 best test_acc 0.2087
e 17 | malicious users: 3 | test acc 0.2216 test loss 2.150872 best test_acc 0.2216
e 18 | malicious users: 4 | test acc 0.2042 test loss 2.255953 best test_acc 0.2216
e 19 | malicious users: 5 | test acc 0.2192 test loss 2.171550 best test_acc 0.2216
e 20 | malicious users: 0 | test acc 0.1918 test loss 2.234779 best test_acc 0.2216
e 21 | malicious users: 1 | test acc 0.2086 test loss 2.052422 best test_acc 0.2216
e 22 | malicious users: 3 | test acc 0.2041 test loss 2.168762 best test_acc 0.2216
e 23 | malicious users: 0 | test acc 0.1857 test loss 2.135982 best test_acc 0.2216
e 24 | malicious users: 2 | test acc 0.2127 test loss 2.129631 best test_acc 0.2216
e 25 | malicious users: 2 | test acc 0.2301 test loss 2.104233 best test_acc 0.2301
e 26 | malicious users: 3 | test acc 0.2226 test loss 2.032789 best test_acc 0.2301
e 27 | malicious users: 3 | test acc 0.2101 test loss 2.059175 best test_acc 0.2301
e 28 | malicious users: 0 | test acc 0.2170 test loss 2.105118 best test_acc 0.2301
e 29 | malicious users: 1 | test acc 0.2078 test loss 2.104593 best test_acc 0.2301
e 30 | malicious users: 4 | test acc 0.2629 test loss 2.032458 best test_acc 0.2629
