
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 1 | test acc 0.2840 test loss 2.095644 best test_acc 0.2840
e 1 | malicious users: 3 | test acc 0.4107 test loss 1.925888 best test_acc 0.4107
e 2 | malicious users: 3 | test acc 0.5960 test loss 1.724737 best test_acc 0.5960
e 3 | malicious users: 1 | test acc 0.6105 test loss 1.564759 best test_acc 0.6105
e 4 | malicious users: 3 | test acc 0.7261 test loss 1.371853 best test_acc 0.7261
e 5 | malicious users: 3 | test acc 0.7650 test loss 1.145054 best test_acc 0.7650
e 6 | malicious users: 2 | test acc 0.7463 test loss 1.025529 best test_acc 0.7650
e 7 | malicious users: 3 | test acc 0.7990 test loss 0.876069 best test_acc 0.7990
e 8 | malicious users: 3 | test acc 0.8093 test loss 0.807712 best test_acc 0.8093
e 9 | malicious users: 1 | test acc 0.8345 test loss 0.682105 best test_acc 0.8345
e 10 | malicious users: 1 | test acc 0.8400 test loss 0.637875 best test_acc 0.8400
e 11 | malicious users: 5 | test acc 0.8519 test loss 0.565717 best test_acc 0.8519
e 12 | malicious users: 3 | test acc 0.8523 test loss 0.553343 best test_acc 0.8523
e 13 | malicious users: 2 | test acc 0.8621 test loss 0.509566 best test_acc 0.8621
e 14 | malicious users: 2 | test acc 0.8709 test loss 0.472170 best test_acc 0.8709
e 15 | malicious users: 3 | test acc 0.8670 test loss 0.472001 best test_acc 0.8709
e 16 | malicious users: 5 | test acc 0.8654 test loss 0.460786 best test_acc 0.8709
e 17 | malicious users: 3 | test acc 0.8717 test loss 0.452976 best test_acc 0.8717
e 18 | malicious users: 2 | test acc 0.8823 test loss 0.420836 best test_acc 0.8823
e 19 | malicious users: 4 | test acc 0.8915 test loss 0.411417 best test_acc 0.8915
e 20 | malicious users: 3 | test acc 0.8954 test loss 0.401383 best test_acc 0.8954
e 21 | malicious users: 3 | test acc 0.8903 test loss 0.395734 best test_acc 0.8954
e 22 | malicious users: 2 | test acc 0.8927 test loss 0.389622 best test_acc 0.8954
e 23 | malicious users: 8 | test acc 0.8794 test loss 0.410197 best test_acc 0.8954
e 24 | malicious users: 1 | test acc 0.8947 test loss 0.378738 best test_acc 0.8954
e 25 | malicious users: 4 | test acc 0.8805 test loss 0.401397 best test_acc 0.8954
e 26 | malicious users: 1 | test acc 0.8970 test loss 0.369319 best test_acc 0.8970
e 27 | malicious users: 3 | test acc 0.8966 test loss 0.378073 best test_acc 0.8970
e 28 | malicious users: 3 | test acc 0.8989 test loss 0.357683 best test_acc 0.8989
e 29 | malicious users: 1 | test acc 0.9036 test loss 0.349208 best test_acc 0.9036
e 30 | malicious users: 0 | test acc 0.8996 test loss 0.350358 best test_acc 0.9036
e 31 | malicious users: 0 | test acc 0.8972 test loss 0.361347 best test_acc 0.9036
e 32 | malicious users: 1 | test acc 0.9024 test loss 0.341465 best test_acc 0.9036
e 33 | malicious users: 0 | test acc 0.9033 test loss 0.340511 best test_acc 0.9036
e 34 | malicious users: 3 | test acc 0.9026 test loss 0.342104 best test_acc 0.9036
e 35 | malicious users: 3 | test acc 0.9028 test loss 0.343005 best test_acc 0.9036
e 36 | malicious users: 2 | test acc 0.9005 test loss 0.353617 best test_acc 0.9036
e 37 | malicious users: 4 | test acc 0.8965 test loss 0.358692 best test_acc 0.9036
e 38 | malicious users: 1 | test acc 0.9032 test loss 0.339875 best test_acc 0.9036
e 39 | malicious users: 2 | test acc 0.9017 test loss 0.347184 best test_acc 0.9036
e 40 | malicious users: 3 | test acc 0.9066 test loss 0.326114 best test_acc 0.9066
e 41 | malicious users: 2 | test acc 0.9114 test loss 0.326556 best test_acc 0.9114
e 42 | malicious users: 2 | test acc 0.9032 test loss 0.337867 best test_acc 0.9114
e 43 | malicious users: 1 | test acc 0.9089 test loss 0.321408 best test_acc 0.9114
e 44 | malicious users: 1 | test acc 0.9108 test loss 0.318737 best test_acc 0.9114
e 45 | malicious users: 4 | test acc 0.9030 test loss 0.327058 best test_acc 0.9114
e 46 | malicious users: 3 | test acc 0.9135 test loss 0.312676 best test_acc 0.9135
e 47 | malicious users: 2 | test acc 0.9137 test loss 0.309357 best test_acc 0.9137
e 48 | malicious users: 2 | test acc 0.9142 test loss 0.305410 best test_acc 0.9142
e 49 | malicious users: 4 | test acc 0.9074 test loss 0.315598 best test_acc 0.9142
e 50 | malicious users: 3 | test acc 0.9058 test loss 0.327735 best test_acc 0.9142
e 51 | malicious users: 2 | test acc 0.9045 test loss 0.330960 best test_acc 0.9142
e 52 | malicious users: 2 | test acc 0.9094 test loss 0.328821 best test_acc 0.9142
e 53 | malicious users: 1 | test acc 0.9143 test loss 0.308272 best test_acc 0.9143
e 54 | malicious users: 1 | test acc 0.9142 test loss 0.311019 best test_acc 0.9143
e 55 | malicious users: 4 | test acc 0.9091 test loss 0.314083 best test_acc 0.9143
e 56 | malicious users: 0 | test acc 0.9172 test loss 0.302002 best test_acc 0.9172
e 57 | malicious users: 2 | test acc 0.9160 test loss 0.299936 best test_acc 0.9172
e 58 | malicious users: 5 | test acc 0.9132 test loss 0.305042 best test_acc 0.9172
e 59 | malicious users: 3 | test acc 0.9115 test loss 0.312079 best test_acc 0.9172
e 60 | malicious users: 0 | test acc 0.9190 test loss 0.298219 best test_acc 0.9190
e 61 | malicious users: 2 | test acc 0.9175 test loss 0.294756 best test_acc 0.9190
e 62 | malicious users: 4 | test acc 0.9172 test loss 0.297548 best test_acc 0.9190
e 63 | malicious users: 6 | test acc 0.9016 test loss 0.329102 best test_acc 0.9190
e 64 | malicious users: 5 | test acc 0.9141 test loss 0.302588 best test_acc 0.9190
e 65 | malicious users: 4 | test acc 0.9133 test loss 0.295236 best test_acc 0.9190
e 66 | malicious users: 5 | test acc 0.9126 test loss 0.301254 best test_acc 0.9190
e 67 | malicious users: 1 | test acc 0.9174 test loss 0.291962 best test_acc 0.9190
e 68 | malicious users: 2 | test acc 0.9227 test loss 0.285516 best test_acc 0.9227
e 69 | malicious users: 6 | test acc 0.9163 test loss 0.294531 best test_acc 0.9227
e 70 | malicious users: 3 | test acc 0.9185 test loss 0.289624 best test_acc 0.9227
e 71 | malicious users: 3 | test acc 0.9125 test loss 0.300196 best test_acc 0.9227
e 72 | malicious users: 2 | test acc 0.9152 test loss 0.287715 best test_acc 0.9227
e 73 | malicious users: 1 | test acc 0.9230 test loss 0.271134 best test_acc 0.9230
e 74 | malicious users: 3 | test acc 0.9172 test loss 0.289665 best test_acc 0.9230
e 75 | malicious users: 3 | test acc 0.9207 test loss 0.275283 best test_acc 0.9230
e 76 | malicious users: 3 | test acc 0.9218 test loss 0.274405 best test_acc 0.9230
e 77 | malicious users: 1 | test acc 0.9237 test loss 0.267279 best test_acc 0.9237
e 78 | malicious users: 2 | test acc 0.9238 test loss 0.271135 best test_acc 0.9238
e 79 | malicious users: 5 | test acc 0.9217 test loss 0.270723 best test_acc 0.9238
e 80 | malicious users: 0 | test acc 0.9214 test loss 0.269982 best test_acc 0.9238
e 81 | malicious users: 4 | test acc 0.9222 test loss 0.270681 best test_acc 0.9238
e 82 | malicious users: 5 | test acc 0.9220 test loss 0.269241 best test_acc 0.9238
e 83 | malicious users: 2 | test acc 0.9226 test loss 0.266685 best test_acc 0.9238
e 84 | malicious users: 3 | test acc 0.9203 test loss 0.270083 best test_acc 0.9238
e 85 | malicious users: 2 | test acc 0.9253 test loss 0.263845 best test_acc 0.9253
e 86 | malicious users: 6 | test acc 0.9134 test loss 0.290503 best test_acc 0.9253
e 87 | malicious users: 4 | test acc 0.9177 test loss 0.277302 best test_acc 0.9253
e 88 | malicious users: 2 | test acc 0.9242 test loss 0.265673 best test_acc 0.9253
e 89 | malicious users: 3 | test acc 0.9226 test loss 0.264743 best test_acc 0.9253
e 90 | malicious users: 4 | test acc 0.9195 test loss 0.280535 best test_acc 0.9253
e 91 | malicious users: 2 | test acc 0.9246 test loss 0.262955 best test_acc 0.9253
e 92 | malicious users: 3 | test acc 0.9242 test loss 0.264752 best test_acc 0.9253
e 93 | malicious users: 3 | test acc 0.9183 test loss 0.276250 best test_acc 0.9253
e 94 | malicious users: 3 | test acc 0.9237 test loss 0.263474 best test_acc 0.9253
e 95 | malicious users: 2 | test acc 0.9244 test loss 0.260705 best test_acc 0.9253
e 96 | malicious users: 1 | test acc 0.9288 test loss 0.253981 best test_acc 0.9288
e 97 | malicious users: 0 | test acc 0.9282 test loss 0.255050 best test_acc 0.9288
e 98 | malicious users: 2 | test acc 0.9281 test loss 0.254369 best test_acc 0.9288
e 99 | malicious users: 1 | test acc 0.9283 test loss 0.250525 best test_acc 0.9288
e 100 | malicious users: 2 | test acc 0.9257 test loss 0.263198 best test_acc 0.9288
e 101 | malicious users: 1 | test acc 0.9256 test loss 0.255423 best test_acc 0.9288
e 102 | malicious users: 3 | test acc 0.9287 test loss 0.249921 best test_acc 0.9288
e 103 | malicious users: 4 | test acc 0.9248 test loss 0.257100 best test_acc 0.9288
e 104 | malicious users: 2 | test acc 0.9262 test loss 0.258758 best test_acc 0.9288
e 105 | malicious users: 5 | test acc 0.9280 test loss 0.251299 best test_acc 0.9288
e 106 | malicious users: 3 | test acc 0.9258 test loss 0.258887 best test_acc 0.9288
e 107 | malicious users: 2 | test acc 0.9304 test loss 0.248676 best test_acc 0.9304
e 108 | malicious users: 1 | test acc 0.9291 test loss 0.248410 best test_acc 0.9304
e 109 | malicious users: 1 | test acc 0.9314 test loss 0.242832 best test_acc 0.9314
e 110 | malicious users: 3 | test acc 0.9278 test loss 0.251636 best test_acc 0.9314
e 111 | malicious users: 3 | test acc 0.9300 test loss 0.245705 best test_acc 0.9314
e 112 | malicious users: 0 | test acc 0.9270 test loss 0.255704 best test_acc 0.9314
e 113 | malicious users: 4 | test acc 0.9295 test loss 0.245906 best test_acc 0.9314
e 114 | malicious users: 1 | test acc 0.9306 test loss 0.253306 best test_acc 0.9314
e 115 | malicious users: 0 | test acc 0.9320 test loss 0.245466 best test_acc 0.9320
e 116 | malicious users: 4 | test acc 0.9288 test loss 0.249125 best test_acc 0.9320
e 117 | malicious users: 2 | test acc 0.9303 test loss 0.246274 best test_acc 0.9320
e 118 | malicious users: 3 | test acc 0.9277 test loss 0.248817 best test_acc 0.9320
e 119 | malicious users: 1 | test acc 0.9292 test loss 0.251537 best test_acc 0.9320
e 120 | malicious users: 2 | test acc 0.9301 test loss 0.248256 best test_acc 0.9320
e 121 | malicious users: 2 | test acc 0.9305 test loss 0.251360 best test_acc 0.9320
e 122 | malicious users: 0 | test acc 0.9316 test loss 0.244506 best test_acc 0.9320
e 123 | malicious users: 3 | test acc 0.9278 test loss 0.256246 best test_acc 0.9320
e 124 | malicious users: 4 | test acc 0.9325 test loss 0.239127 best test_acc 0.9325
e 125 | malicious users: 3 | test acc 0.9270 test loss 0.248280 best test_acc 0.9325
e 126 | malicious users: 3 | test acc 0.9302 test loss 0.240808 best test_acc 0.9325
e 127 | malicious users: 1 | test acc 0.9298 test loss 0.239200 best test_acc 0.9325
e 128 | malicious users: 0 | test acc 0.9314 test loss 0.237668 best test_acc 0.9325
e 129 | malicious users: 2 | test acc 0.9229 test loss 0.260209 best test_acc 0.9325
e 130 | malicious users: 4 | test acc 0.9301 test loss 0.245770 best test_acc 0.9325
e 131 | malicious users: 2 | test acc 0.9311 test loss 0.239312 best test_acc 0.9325
e 132 | malicious users: 0 | test acc 0.9309 test loss 0.242512 best test_acc 0.9325
e 133 | malicious users: 5 | test acc 0.9300 test loss 0.247133 best test_acc 0.9325
e 134 | malicious users: 1 | test acc 0.9268 test loss 0.247518 best test_acc 0.9325
e 135 | malicious users: 3 | test acc 0.9319 test loss 0.237171 best test_acc 0.9325
e 136 | malicious users: 4 | test acc 0.9315 test loss 0.239553 best test_acc 0.9325
e 137 | malicious users: 4 | test acc 0.9276 test loss 0.244115 best test_acc 0.9325
e 138 | malicious users: 3 | test acc 0.9321 test loss 0.244437 best test_acc 0.9325
e 139 | malicious users: 1 | test acc 0.9297 test loss 0.242058 best test_acc 0.9325
e 140 | malicious users: 1 | test acc 0.9324 test loss 0.238019 best test_acc 0.9325
e 141 | malicious users: 3 | test acc 0.9309 test loss 0.240568 best test_acc 0.9325
e 142 | malicious users: 3 | test acc 0.9252 test loss 0.253986 best test_acc 0.9325
e 143 | malicious users: 3 | test acc 0.9302 test loss 0.242172 best test_acc 0.9325
e 144 | malicious users: 1 | test acc 0.9310 test loss 0.240133 best test_acc 0.9325
e 145 | malicious users: 4 | test acc 0.9314 test loss 0.242261 best test_acc 0.9325
e 146 | malicious users: 1 | test acc 0.9325 test loss 0.237657 best test_acc 0.9325
e 147 | malicious users: 3 | test acc 0.9309 test loss 0.245292 best test_acc 0.9325
e 148 | malicious users: 5 | test acc 0.9248 test loss 0.255612 best test_acc 0.9325
e 149 | malicious users: 2 | test acc 0.9348 test loss 0.239248 best test_acc 0.9348
e 150 | malicious users: 5 | test acc 0.9315 test loss 0.247560 best test_acc 0.9348
e 151 | malicious users: 1 | test acc 0.9299 test loss 0.249760 best test_acc 0.9348
e 152 | malicious users: 3 | test acc 0.9267 test loss 0.253382 best test_acc 0.9348
e 153 | malicious users: 2 | test acc 0.9309 test loss 0.242351 best test_acc 0.9348
e 154 | malicious users: 4 | test acc 0.9318 test loss 0.239664 best test_acc 0.9348
e 155 | malicious users: 2 | test acc 0.9324 test loss 0.233956 best test_acc 0.9348
e 156 | malicious users: 2 | test acc 0.9330 test loss 0.232602 best test_acc 0.9348
e 157 | malicious users: 2 | test acc 0.9356 test loss 0.233870 best test_acc 0.9356
e 158 | malicious users: 2 | test acc 0.9325 test loss 0.232872 best test_acc 0.9356
e 159 | malicious users: 2 | test acc 0.9363 test loss 0.231333 best test_acc 0.9363
e 160 | malicious users: 3 | test acc 0.9335 test loss 0.234008 best test_acc 0.9363
e 161 | malicious users: 6 | test acc 0.9278 test loss 0.246612 best test_acc 0.9363
e 162 | malicious users: 1 | test acc 0.9333 test loss 0.235431 best test_acc 0.9363
e 163 | malicious users: 3 | test acc 0.9325 test loss 0.229445 best test_acc 0.9363
e 164 | malicious users: 5 | test acc 0.9312 test loss 0.231891 best test_acc 0.9363
e 165 | malicious users: 4 | test acc 0.9354 test loss 0.223902 best test_acc 0.9363
e 166 | malicious users: 2 | test acc 0.9335 test loss 0.229101 best test_acc 0.9363
e 167 | malicious users: 3 | test acc 0.9323 test loss 0.227442 best test_acc 0.9363
e 168 | malicious users: 3 | test acc 0.9321 test loss 0.231151 best test_acc 0.9363
e 169 | malicious users: 1 | test acc 0.9313 test loss 0.228544 best test_acc 0.9363
e 170 | malicious users: 4 | test acc 0.9321 test loss 0.235067 best test_acc 0.9363
e 171 | malicious users: 2 | test acc 0.9314 test loss 0.232859 best test_acc 0.9363
e 172 | malicious users: 1 | test acc 0.9348 test loss 0.222816 best test_acc 0.9363
e 173 | malicious users: 0 | test acc 0.9348 test loss 0.231356 best test_acc 0.9363
e 174 | malicious users: 2 | test acc 0.9309 test loss 0.230789 best test_acc 0.9363
e 175 | malicious users: 4 | test acc 0.9351 test loss 0.234140 best test_acc 0.9363
e 176 | malicious users: 2 | test acc 0.9351 test loss 0.233609 best test_acc 0.9363
e 177 | malicious users: 6 | test acc 0.9348 test loss 0.230403 best test_acc 0.9363
e 178 | malicious users: 4 | test acc 0.9353 test loss 0.225765 best test_acc 0.9363
e 179 | malicious users: 3 | test acc 0.9318 test loss 0.233091 best test_acc 0.9363
e 180 | malicious users: 4 | test acc 0.9366 test loss 0.222004 best test_acc 0.9366
e 181 | malicious users: 4 | test acc 0.9327 test loss 0.233819 best test_acc 0.9366
e 182 | malicious users: 2 | test acc 0.9350 test loss 0.223809 best test_acc 0.9366
e 183 | malicious users: 1 | test acc 0.9353 test loss 0.224563 best test_acc 0.9366
e 184 | malicious users: 1 | test acc 0.9361 test loss 0.224602 best test_acc 0.9366
e 185 | malicious users: 2 | test acc 0.9336 test loss 0.226222 best test_acc 0.9366
e 186 | malicious users: 2 | test acc 0.9365 test loss 0.224133 best test_acc 0.9366
e 187 | malicious users: 2 | test acc 0.9345 test loss 0.226379 best test_acc 0.9366
e 188 | malicious users: 4 | test acc 0.9368 test loss 0.219510 best test_acc 0.9368
e 189 | malicious users: 5 | test acc 0.9309 test loss 0.232940 best test_acc 0.9368
e 190 | malicious users: 3 | test acc 0.9349 test loss 0.225722 best test_acc 0.9368
e 191 | malicious users: 3 | test acc 0.9348 test loss 0.227229 best test_acc 0.9368
e 192 | malicious users: 3 | test acc 0.9378 test loss 0.224273 best test_acc 0.9378
e 193 | malicious users: 2 | test acc 0.9389 test loss 0.215714 best test_acc 0.9389
e 194 | malicious users: 3 | test acc 0.9382 test loss 0.221308 best test_acc 0.9389
