=> Saving data in Logs/FRL~try=680
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 3 | test acc 0.1013 test loss 2.207342 best test_acc 0.1013
e 1 | malicious users: 6 | test acc 0.4677 test loss 1.848274 best test_acc 0.4677
e 2 | malicious users: 7 | test acc 0.1338 test loss 2.643413 best test_acc 0.4677
e 3 | malicious users: 6 | test acc 0.4789 test loss 1.992000 best test_acc 0.4789
e 4 | malicious users: 5 | test acc 0.6245 test loss 1.047412 best test_acc 0.6245
e 5 | malicious users: 9 | test acc 0.3691 test loss 3.754735 best test_acc 0.6245
e 6 | malicious users: 4 | test acc 0.1504 test loss 2.287674 best test_acc 0.6245
e 7 | malicious users: 7 | test acc 0.3944 test loss 1.990080 best test_acc 0.6245
e 8 | malicious users: 5 | test acc 0.4563 test loss 1.556325 best test_acc 0.6245
e 9 | malicious users: 5 | test acc 0.4908 test loss 1.652270 best test_acc 0.6245
e 10 | malicious users: 6 | test acc 0.6535 test loss 1.087784 best test_acc 0.6535
e 11 | malicious users: 8 | test acc 0.1134 test loss 7.273062 best test_acc 0.6535
e 12 | malicious users: 8 | test acc 0.1973 test loss 2.294484 best test_acc 0.6535
e 13 | malicious users: 6 | test acc 0.2810 test loss 2.231828 best test_acc 0.6535
e 14 | malicious users: 8 | test acc 0.1016 test loss 2.371775 best test_acc 0.6535
e 15 | malicious users: 9 | test acc 0.3283 test loss 2.120720 best test_acc 0.6535
e 16 | malicious users: 6 | test acc 0.3870 test loss 1.720182 best test_acc 0.6535
e 17 | malicious users: 11 | test acc 0.0976 test loss 5.564773 best test_acc 0.6535
e 18 | malicious users: 8 | test acc 0.1013 test loss 2.301873 best test_acc 0.6535
e 19 | malicious users: 4 | test acc 0.1811 test loss 2.248033 best test_acc 0.6535
e 20 | malicious users: 5 | test acc 0.4788 test loss 1.993330 best test_acc 0.6535
e 21 | malicious users: 9 | test acc 0.1210 test loss 2.493792 best test_acc 0.6535
e 22 | malicious users: 5 | test acc 0.3108 test loss 2.281322 best test_acc 0.6535
e 23 | malicious users: 6 | test acc 0.3979 test loss 1.975219 best test_acc 0.6535
e 24 | malicious users: 5 | test acc 0.3032 test loss 1.999280 best test_acc 0.6535
e 25 | malicious users: 8 | test acc 0.1837 test loss 2.326065 best test_acc 0.6535
e 26 | malicious users: 5 | test acc 0.1751 test loss 2.275097 best test_acc 0.6535
e 27 | malicious users: 4 | test acc 0.3729 test loss 2.153323 best test_acc 0.6535
e 28 | malicious users: 5 | test acc 0.4099 test loss 1.915778 best test_acc 0.6535
e 29 | malicious users: 5 | test acc 0.3878 test loss 1.834517 best test_acc 0.6535
e 30 | malicious users: 7 | test acc 0.3579 test loss 1.872481 best test_acc 0.6535
e 31 | malicious users: 6 | test acc 0.4264 test loss 1.984630 best test_acc 0.6535
e 32 | malicious users: 6 | test acc 0.5027 test loss 1.650097 best test_acc 0.6535
e 33 | malicious users: 2 | test acc 0.5843 test loss 1.639783 best test_acc 0.6535
e 34 | malicious users: 10 | test acc 0.1326 test loss 2.449708 best test_acc 0.6535
e 35 | malicious users: 5 | test acc 0.4187 test loss 2.112627 best test_acc 0.6535
e 36 | malicious users: 5 | test acc 0.3686 test loss 1.694457 best test_acc 0.6535
e 37 | malicious users: 6 | test acc 0.4393 test loss 1.806709 best test_acc 0.6535
e 38 | malicious users: 8 | test acc 0.4059 test loss 1.937699 best test_acc 0.6535
e 39 | malicious users: 10 | test acc 0.2253 test loss 2.414539 best test_acc 0.6535
e 40 | malicious users: 5 | test acc 0.4557 test loss 1.895678 best test_acc 0.6535
e 41 | malicious users: 9 | test acc 0.3917 test loss 1.685973 best test_acc 0.6535
e 42 | malicious users: 9 | test acc 0.0953 test loss 2.305249 best test_acc 0.6535
e 43 | malicious users: 6 | test acc 0.0984 test loss 2.305878 best test_acc 0.6535
e 44 | malicious users: 9 | test acc 0.1442 test loss 2.306677 best test_acc 0.6535
e 45 | malicious users: 6 | test acc 0.2911 test loss 2.215025 best test_acc 0.6535
e 46 | malicious users: 2 | test acc 0.4322 test loss 1.897271 best test_acc 0.6535
e 47 | malicious users: 6 | test acc 0.4529 test loss 1.647909 best test_acc 0.6535
e 48 | malicious users: 5 | test acc 0.5739 test loss 1.359706 best test_acc 0.6535
e 49 | malicious users: 6 | test acc 0.4808 test loss 1.490975 best test_acc 0.6535
e 50 | malicious users: 5 | test acc 0.5470 test loss 1.163961 best test_acc 0.6535
e 51 | malicious users: 5 | test acc 0.6206 test loss 1.063933 best test_acc 0.6535
e 52 | malicious users: 3 | test acc 0.8273 test loss 0.992845 best test_acc 0.8273
e 53 | malicious users: 4 | test acc 0.7148 test loss 1.000190 best test_acc 0.8273
e 54 | malicious users: 6 | test acc 0.6545 test loss 0.913886 best test_acc 0.8273
e 55 | malicious users: 5 | test acc 0.6361 test loss 1.065398 best test_acc 0.8273
e 56 | malicious users: 7 | test acc 0.4830 test loss 1.637484 best test_acc 0.8273
e 57 | malicious users: 7 | test acc 0.3405 test loss 2.156313 best test_acc 0.8273
e 58 | malicious users: 6 | test acc 0.4605 test loss 1.793826 best test_acc 0.8273
e 59 | malicious users: 6 | test acc 0.5621 test loss 1.412762 best test_acc 0.8273
e 60 | malicious users: 4 | test acc 0.5660 test loss 1.338303 best test_acc 0.8273
e 61 | malicious users: 4 | test acc 0.5806 test loss 1.335908 best test_acc 0.8273
e 62 | malicious users: 8 | test acc 0.0467 test loss 4.246063 best test_acc 0.8273
e 63 | malicious users: 4 | test acc 0.2845 test loss 2.267897 best test_acc 0.8273
e 64 | malicious users: 7 | test acc 0.3763 test loss 1.702051 best test_acc 0.8273
e 65 | malicious users: 8 | test acc 0.1483 test loss 2.271640 best test_acc 0.8273
e 66 | malicious users: 4 | test acc 0.4590 test loss 1.688977 best test_acc 0.8273
e 67 | malicious users: 6 | test acc 0.5053 test loss 1.758466 best test_acc 0.8273
e 68 | malicious users: 6 | test acc 0.4551 test loss 1.611562 best test_acc 0.8273
e 69 | malicious users: 4 | test acc 0.5337 test loss 1.374553 best test_acc 0.8273
e 70 | malicious users: 3 | test acc 0.5616 test loss 1.288412 best test_acc 0.8273
e 71 | malicious users: 10 | test acc 0.4140 test loss 1.952219 best test_acc 0.8273
e 72 | malicious users: 6 | test acc 0.5499 test loss 1.445312 best test_acc 0.8273
e 73 | malicious users: 9 | test acc 0.2165 test loss 2.134545 best test_acc 0.8273
e 74 | malicious users: 5 | test acc 0.4257 test loss 1.803662 best test_acc 0.8273
e 75 | malicious users: 6 | test acc 0.4247 test loss 1.610173 best test_acc 0.8273
e 76 | malicious users: 3 | test acc 0.4510 test loss 1.701115 best test_acc 0.8273
e 77 | malicious users: 10 | test acc 0.2884 test loss 2.031501 best test_acc 0.8273
e 78 | malicious users: 6 | test acc 0.3802 test loss 1.796204 best test_acc 0.8273
e 79 | malicious users: 6 | test acc 0.4700 test loss 1.559903 best test_acc 0.8273
e 80 | malicious users: 8 | test acc 0.1204 test loss 2.296393 best test_acc 0.8273
e 81 | malicious users: 4 | test acc 0.1267 test loss 2.293799 best test_acc 0.8273
e 82 | malicious users: 3 | test acc 0.2017 test loss 2.150063 best test_acc 0.8273
