=> Saving data in Logs/FRL~try=945
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.3966 test loss 2.238366 best test_acc 0.3966
e 1 | malicious users: 5 | test acc 0.6653 test loss 1.853890 best test_acc 0.6653
e 2 | malicious users: 5 | test acc 0.5845 test loss 1.571047 best test_acc 0.6653
e 3 | malicious users: 5 | test acc 0.5526 test loss 1.594894 best test_acc 0.6653
e 4 | malicious users: 5 | test acc 0.6492 test loss 1.264107 best test_acc 0.6653
e 5 | malicious users: 5 | test acc 0.7036 test loss 0.952537 best test_acc 0.7036
e 6 | malicious users: 5 | test acc 0.7281 test loss 0.920891 best test_acc 0.7281
e 7 | malicious users: 5 | test acc 0.7711 test loss 0.784112 best test_acc 0.7711
e 8 | malicious users: 5 | test acc 0.7872 test loss 0.785974 best test_acc 0.7872
e 9 | malicious users: 5 | test acc 0.8115 test loss 0.617160 best test_acc 0.8115
e 10 | malicious users: 5 | test acc 0.8753 test loss 0.594434 best test_acc 0.8753
e 11 | malicious users: 5 | test acc 0.8934 test loss 0.517386 best test_acc 0.8934
e 12 | malicious users: 5 | test acc 0.8098 test loss 0.667555 best test_acc 0.8934
e 13 | malicious users: 5 | test acc 0.8822 test loss 0.527130 best test_acc 0.8934
e 14 | malicious users: 5 | test acc 0.8624 test loss 0.575328 best test_acc 0.8934
e 15 | malicious users: 5 | test acc 0.8804 test loss 0.461700 best test_acc 0.8934
e 16 | malicious users: 5 | test acc 0.8831 test loss 0.492377 best test_acc 0.8934
e 17 | malicious users: 5 | test acc 0.8469 test loss 0.608855 best test_acc 0.8934
e 18 | malicious users: 5 | test acc 0.8545 test loss 0.545277 best test_acc 0.8934
e 19 | malicious users: 5 | test acc 0.9021 test loss 0.495447 best test_acc 0.9021
e 20 | malicious users: 5 | test acc 0.8872 test loss 0.465742 best test_acc 0.9021
e 21 | malicious users: 5 | test acc 0.9036 test loss 0.446153 best test_acc 0.9036
e 22 | malicious users: 5 | test acc 0.9065 test loss 0.467935 best test_acc 0.9065
