=> Saving data in Logs/FRL~try=880
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  Reverse_mid
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.3182 test loss 2.189976 best test_acc 0.3182
e 1 | malicious users: 8 | test acc 0.4717 test loss 2.005477 best test_acc 0.4717
e 2 | malicious users: 4 | test acc 0.5445 test loss 1.767143 best test_acc 0.5445
e 3 | malicious users: 5 | test acc 0.5546 test loss 1.606277 best test_acc 0.5546
e 4 | malicious users: 3 | test acc 0.5255 test loss 1.483281 best test_acc 0.5546
e 5 | malicious users: 7 | test acc 0.7029 test loss 1.249653 best test_acc 0.7029
e 6 | malicious users: 3 | test acc 0.7312 test loss 0.959720 best test_acc 0.7312
e 7 | malicious users: 4 | test acc 0.6905 test loss 0.951377 best test_acc 0.7312
e 8 | malicious users: 4 | test acc 0.7732 test loss 0.785974 best test_acc 0.7732
e 9 | malicious users: 3 | test acc 0.7167 test loss 0.915891 best test_acc 0.7732
e 10 | malicious users: 8 | test acc 0.8433 test loss 0.740828 best test_acc 0.8433
e 11 | malicious users: 7 | test acc 0.7381 test loss 0.804509 best test_acc 0.8433
e 12 | malicious users: 7 | test acc 0.7262 test loss 0.794001 best test_acc 0.8433
e 13 | malicious users: 5 | test acc 0.7871 test loss 0.754068 best test_acc 0.8433
e 14 | malicious users: 5 | test acc 0.8805 test loss 0.628084 best test_acc 0.8805
e 15 | malicious users: 8 | test acc 0.8220 test loss 0.728537 best test_acc 0.8805
e 16 | malicious users: 2 | test acc 0.7689 test loss 0.683096 best test_acc 0.8805
e 17 | malicious users: 3 | test acc 0.8810 test loss 0.530912 best test_acc 0.8810
e 18 | malicious users: 9 | test acc 0.8416 test loss 0.522029 best test_acc 0.8810
e 19 | malicious users: 5 | test acc 0.8259 test loss 0.632972 best test_acc 0.8810
e 20 | malicious users: 6 | test acc 0.8402 test loss 0.628031 best test_acc 0.8810
e 21 | malicious users: 6 | test acc 0.8904 test loss 0.441615 best test_acc 0.8904
e 22 | malicious users: 5 | test acc 0.8895 test loss 0.456594 best test_acc 0.8904
e 23 | malicious users: 4 | test acc 0.8048 test loss 0.689505 best test_acc 0.8904
e 24 | malicious users: 5 | test acc 0.8172 test loss 0.546209 best test_acc 0.8904
e 25 | malicious users: 6 | test acc 0.8592 test loss 0.571611 best test_acc 0.8904
e 26 | malicious users: 5 | test acc 0.9143 test loss 0.471236 best test_acc 0.9143
e 27 | malicious users: 4 | test acc 0.8826 test loss 0.459876 best test_acc 0.9143
e 28 | malicious users: 8 | test acc 0.9087 test loss 0.393163 best test_acc 0.9143
e 29 | malicious users: 4 | test acc 0.8698 test loss 0.587656 best test_acc 0.9143
e 30 | malicious users: 8 | test acc 0.8893 test loss 0.394751 best test_acc 0.9143
e 31 | malicious users: 4 | test acc 0.7936 test loss 0.626784 best test_acc 0.9143
e 32 | malicious users: 3 | test acc 0.8811 test loss 0.385897 best test_acc 0.9143
e 33 | malicious users: 7 | test acc 0.9020 test loss 0.449500 best test_acc 0.9143
