=> Saving data in Logs/FRL~try=952
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1989 test loss 2.283220 best test_acc 0.1989
e 1 | malicious users: 5 | test acc 0.3657 test loss 2.116602 best test_acc 0.3657
e 2 | malicious users: 5 | test acc 0.6420 test loss 1.710274 best test_acc 0.6420
e 3 | malicious users: 5 | test acc 0.5997 test loss 1.839789 best test_acc 0.6420
e 4 | malicious users: 5 | test acc 0.6685 test loss 1.234696 best test_acc 0.6685
e 5 | malicious users: 5 | test acc 0.7186 test loss 1.164211 best test_acc 0.7186
e 6 | malicious users: 5 | test acc 0.7027 test loss 0.906883 best test_acc 0.7186
e 7 | malicious users: 5 | test acc 0.7330 test loss 0.929176 best test_acc 0.7330
e 8 | malicious users: 5 | test acc 0.7433 test loss 0.781954 best test_acc 0.7433
e 9 | malicious users: 5 | test acc 0.8334 test loss 0.690868 best test_acc 0.8334
e 10 | malicious users: 5 | test acc 0.7970 test loss 0.628524 best test_acc 0.8334
e 11 | malicious users: 5 | test acc 0.8235 test loss 0.729163 best test_acc 0.8334
e 12 | malicious users: 5 | test acc 0.8882 test loss 0.487163 best test_acc 0.8882
e 13 | malicious users: 5 | test acc 0.8462 test loss 0.732506 best test_acc 0.8882
e 14 | malicious users: 5 | test acc 0.8030 test loss 0.563585 best test_acc 0.8882
e 15 | malicious users: 5 | test acc 0.8958 test loss 0.468597 best test_acc 0.8958
e 16 | malicious users: 5 | test acc 0.8546 test loss 0.590303 best test_acc 0.8958
e 17 | malicious users: 5 | test acc 0.9026 test loss 0.475886 best test_acc 0.9026
e 18 | malicious users: 5 | test acc 0.8083 test loss 0.537664 best test_acc 0.9026
e 19 | malicious users: 5 | test acc 0.9095 test loss 0.375013 best test_acc 0.9095
