=> Saving data in Logs/FRL~try=570
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 3 | test acc 0.1853 test loss 2.232674 best test_acc 0.1853
e 1 | malicious users: 4 | test acc 0.3465 test loss 2.118412 best test_acc 0.3465
e 2 | malicious users: 11 | test acc 0.4219 test loss 1.671469 best test_acc 0.4219
e 3 | malicious users: 3 | test acc 0.6029 test loss 1.509382 best test_acc 0.6029
e 4 | malicious users: 5 | test acc 0.5982 test loss 1.203421 best test_acc 0.6029
e 5 | malicious users: 7 | test acc 0.6209 test loss 1.270477 best test_acc 0.6209
e 6 | malicious users: 2 | test acc 0.6832 test loss 0.922652 best test_acc 0.6832
e 7 | malicious users: 6 | test acc 0.6385 test loss 1.103516 best test_acc 0.6832
e 8 | malicious users: 5 | test acc 0.6363 test loss 1.098156 best test_acc 0.6832
e 9 | malicious users: 6 | test acc 0.7965 test loss 0.794757 best test_acc 0.7965
e 10 | malicious users: 3 | test acc 0.7898 test loss 0.792022 best test_acc 0.7965
e 11 | malicious users: 5 | test acc 0.7252 test loss 0.858715 best test_acc 0.7965
e 12 | malicious users: 6 | test acc 0.7781 test loss 0.878339 best test_acc 0.7965
e 13 | malicious users: 6 | test acc 0.8149 test loss 0.659207 best test_acc 0.8149
e 14 | malicious users: 8 | test acc 0.7864 test loss 0.673252 best test_acc 0.8149
e 15 | malicious users: 2 | test acc 0.8754 test loss 0.537357 best test_acc 0.8754
e 16 | malicious users: 8 | test acc 0.7220 test loss 0.792082 best test_acc 0.8754
e 17 | malicious users: 4 | test acc 0.7507 test loss 0.753719 best test_acc 0.8754
e 18 | malicious users: 7 | test acc 0.8938 test loss 0.421195 best test_acc 0.8938
e 19 | malicious users: 8 | test acc 0.7573 test loss 0.763682 best test_acc 0.8938
e 20 | malicious users: 4 | test acc 0.8601 test loss 0.589641 best test_acc 0.8938
e 21 | malicious users: 10 | test acc 0.7916 test loss 0.697112 best test_acc 0.8938
e 22 | malicious users: 5 | test acc 0.7764 test loss 0.811463 best test_acc 0.8938
e 23 | malicious users: 5 | test acc 0.8582 test loss 0.509768 best test_acc 0.8938
e 24 | malicious users: 4 | test acc 0.8376 test loss 0.722380 best test_acc 0.8938
e 25 | malicious users: 3 | test acc 0.8355 test loss 0.582586 best test_acc 0.8938
e 26 | malicious users: 4 | test acc 0.9060 test loss 0.494117 best test_acc 0.9060
e 27 | malicious users: 7 | test acc 0.8185 test loss 0.653354 best test_acc 0.9060
e 28 | malicious users: 6 | test acc 0.6622 test loss 0.878671 best test_acc 0.9060
e 29 | malicious users: 3 | test acc 0.7721 test loss 0.724152 best test_acc 0.9060
e 30 | malicious users: 5 | test acc 0.7659 test loss 0.872045 best test_acc 0.9060
e 31 | malicious users: 6 | test acc 0.8402 test loss 0.561558 best test_acc 0.9060
e 32 | malicious users: 3 | test acc 0.7968 test loss 0.548635 best test_acc 0.9060
e 33 | malicious users: 8 | test acc 0.7204 test loss 0.818254 best test_acc 0.9060
e 34 | malicious users: 7 | test acc 0.8328 test loss 0.605033 best test_acc 0.9060
e 35 | malicious users: 4 | test acc 0.8399 test loss 0.603398 best test_acc 0.9060
e 36 | malicious users: 4 | test acc 0.8627 test loss 0.521320 best test_acc 0.9060
e 37 | malicious users: 5 | test acc 0.8754 test loss 0.511620 best test_acc 0.9060
e 38 | malicious users: 6 | test acc 0.6931 test loss 1.038103 best test_acc 0.9060
e 39 | malicious users: 5 | test acc 0.9003 test loss 0.444804 best test_acc 0.9060
e 40 | malicious users: 8 | test acc 0.6842 test loss 0.915155 best test_acc 0.9060
e 41 | malicious users: 6 | test acc 0.8329 test loss 0.538863 best test_acc 0.9060
e 42 | malicious users: 5 | test acc 0.7963 test loss 0.587950 best test_acc 0.9060
e 43 | malicious users: 4 | test acc 0.8258 test loss 0.685648 best test_acc 0.9060
e 44 | malicious users: 4 | test acc 0.9214 test loss 0.368729 best test_acc 0.9214
e 45 | malicious users: 4 | test acc 0.7875 test loss 0.677423 best test_acc 0.9214
e 46 | malicious users: 3 | test acc 0.9107 test loss 0.408425 best test_acc 0.9214
e 47 | malicious users: 4 | test acc 0.9277 test loss 0.343573 best test_acc 0.9277
e 48 | malicious users: 3 | test acc 0.8795 test loss 0.535970 best test_acc 0.9277
e 49 | malicious users: 4 | test acc 0.9025 test loss 0.353894 best test_acc 0.9277
e 50 | malicious users: 2 | test acc 0.8205 test loss 0.623222 best test_acc 0.9277
e 51 | malicious users: 4 | test acc 0.8306 test loss 0.596112 best test_acc 0.9277
e 52 | malicious users: 3 | test acc 0.8559 test loss 0.517199 best test_acc 0.9277
e 53 | malicious users: 3 | test acc 0.9096 test loss 0.421870 best test_acc 0.9277
