=> Saving data in Logs/FRL~try=461
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.0976 test loss 2.240702 best test_acc 0.0976
e 1 | malicious users: 4 | test acc 0.1995 test loss 2.162364 best test_acc 0.1995
e 2 | malicious users: 1 | test acc 0.4811 test loss 1.840976 best test_acc 0.4811
e 3 | malicious users: 6 | test acc 0.4359 test loss 1.875201 best test_acc 0.4811
e 4 | malicious users: 4 | test acc 0.5329 test loss 1.654853 best test_acc 0.5329
e 5 | malicious users: 1 | test acc 0.3473 test loss 1.540153 best test_acc 0.5329
e 6 | malicious users: 2 | test acc 0.6887 test loss 1.191020 best test_acc 0.6887
e 7 | malicious users: 2 | test acc 0.6422 test loss 1.206677 best test_acc 0.6887
e 8 | malicious users: 3 | test acc 0.6023 test loss 1.057338 best test_acc 0.6887
e 9 | malicious users: 4 | test acc 0.5250 test loss 1.307554 best test_acc 0.6887
e 10 | malicious users: 0 | test acc 0.6814 test loss 1.035988 best test_acc 0.6887
e 11 | malicious users: 3 | test acc 0.6204 test loss 1.126224 best test_acc 0.6887
e 12 | malicious users: 1 | test acc 0.7198 test loss 0.945408 best test_acc 0.7198
e 13 | malicious users: 0 | test acc 0.7507 test loss 0.858547 best test_acc 0.7507
e 14 | malicious users: 1 | test acc 0.8243 test loss 0.738032 best test_acc 0.8243
e 15 | malicious users: 2 | test acc 0.8162 test loss 0.618322 best test_acc 0.8243
e 16 | malicious users: 3 | test acc 0.8086 test loss 0.916685 best test_acc 0.8243
e 17 | malicious users: 1 | test acc 0.8030 test loss 0.653689 best test_acc 0.8243
e 18 | malicious users: 4 | test acc 0.8883 test loss 0.606264 best test_acc 0.8883
e 19 | malicious users: 3 | test acc 0.8167 test loss 0.673931 best test_acc 0.8883
e 20 | malicious users: 3 | test acc 0.7970 test loss 0.638387 best test_acc 0.8883
e 21 | malicious users: 2 | test acc 0.7754 test loss 0.821950 best test_acc 0.8883
e 22 | malicious users: 2 | test acc 0.8740 test loss 0.589442 best test_acc 0.8883
e 23 | malicious users: 0 | test acc 0.8204 test loss 0.606616 best test_acc 0.8883
e 24 | malicious users: 3 | test acc 0.7679 test loss 0.676752 best test_acc 0.8883
e 25 | malicious users: 1 | test acc 0.6925 test loss 0.961630 best test_acc 0.8883
e 26 | malicious users: 2 | test acc 0.7923 test loss 0.837561 best test_acc 0.8883
e 27 | malicious users: 4 | test acc 0.8256 test loss 0.660311 best test_acc 0.8883
e 28 | malicious users: 5 | test acc 0.7773 test loss 0.808089 best test_acc 0.8883
e 29 | malicious users: 4 | test acc 0.6884 test loss 0.911836 best test_acc 0.8883
e 30 | malicious users: 1 | test acc 0.7096 test loss 0.881073 best test_acc 0.8883
e 31 | malicious users: 2 | test acc 0.7827 test loss 0.752963 best test_acc 0.8883
e 32 | malicious users: 5 | test acc 0.7779 test loss 0.892598 best test_acc 0.8883
e 33 | malicious users: 1 | test acc 0.8320 test loss 0.658360 best test_acc 0.8883
e 34 | malicious users: 7 | test acc 0.6873 test loss 1.000330 best test_acc 0.8883
e 35 | malicious users: 3 | test acc 0.7707 test loss 0.711413 best test_acc 0.8883
e 36 | malicious users: 4 | test acc 0.8607 test loss 0.587390 best test_acc 0.8883
e 37 | malicious users: 3 | test acc 0.8069 test loss 0.673089 best test_acc 0.8883
e 38 | malicious users: 2 | test acc 0.9020 test loss 0.496038 best test_acc 0.9020
e 39 | malicious users: 0 | test acc 0.8158 test loss 0.573853 best test_acc 0.9020
e 40 | malicious users: 0 | test acc 0.7734 test loss 0.670388 best test_acc 0.9020
e 41 | malicious users: 1 | test acc 0.8144 test loss 0.714034 best test_acc 0.9020
e 42 | malicious users: 2 | test acc 0.9041 test loss 0.430057 best test_acc 0.9041
e 43 | malicious users: 5 | test acc 0.6609 test loss 0.876978 best test_acc 0.9041
e 44 | malicious users: 2 | test acc 0.8742 test loss 0.556758 best test_acc 0.9041
e 45 | malicious users: 2 | test acc 0.8231 test loss 0.583281 best test_acc 0.9041
e 46 | malicious users: 3 | test acc 0.7431 test loss 0.731750 best test_acc 0.9041
e 47 | malicious users: 3 | test acc 0.6958 test loss 0.788102 best test_acc 0.9041
e 48 | malicious users: 2 | test acc 0.8261 test loss 0.651153 best test_acc 0.9041
e 49 | malicious users: 4 | test acc 0.8505 test loss 0.468315 best test_acc 0.9041
e 50 | malicious users: 2 | test acc 0.6067 test loss 1.091749 best test_acc 0.9041
e 51 | malicious users: 4 | test acc 0.8245 test loss 0.544344 best test_acc 0.9041
e 52 | malicious users: 2 | test acc 0.8267 test loss 0.660666 best test_acc 0.9041
e 53 | malicious users: 1 | test acc 0.8146 test loss 0.546507 best test_acc 0.9041
e 54 | malicious users: 2 | test acc 0.8928 test loss 0.579188 best test_acc 0.9041
e 55 | malicious users: 7 | test acc 0.8594 test loss 0.601128 best test_acc 0.9041
e 56 | malicious users: 5 | test acc 0.8825 test loss 0.579437 best test_acc 0.9041
e 57 | malicious users: 2 | test acc 0.9009 test loss 0.518822 best test_acc 0.9041
e 58 | malicious users: 6 | test acc 0.8537 test loss 0.535179 best test_acc 0.9041
e 59 | malicious users: 4 | test acc 0.8463 test loss 0.517886 best test_acc 0.9041
e 60 | malicious users: 5 | test acc 0.7979 test loss 0.643364 best test_acc 0.9041
e 61 | malicious users: 5 | test acc 0.7279 test loss 0.745604 best test_acc 0.9041
e 62 | malicious users: 3 | test acc 0.8717 test loss 0.534190 best test_acc 0.9041
e 63 | malicious users: 2 | test acc 0.8686 test loss 0.534435 best test_acc 0.9041
e 64 | malicious users: 1 | test acc 0.8353 test loss 0.423359 best test_acc 0.9041
