=> Saving data in Logs/FRL~try=494
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 6 | test acc 0.0982 test loss 2.303677 best test_acc 0.0982
e 1 | malicious users: 6 | test acc 0.1132 test loss 2.247743 best test_acc 0.1132
e 2 | malicious users: 4 | test acc 0.3435 test loss 2.122783 best test_acc 0.3435
e 3 | malicious users: 4 | test acc 0.2087 test loss 2.044304 best test_acc 0.3435
e 4 | malicious users: 7 | test acc 0.4234 test loss 1.823116 best test_acc 0.4234
e 5 | malicious users: 7 | test acc 0.3605 test loss 1.744270 best test_acc 0.4234
e 6 | malicious users: 3 | test acc 0.5261 test loss 1.765533 best test_acc 0.5261
e 7 | malicious users: 6 | test acc 0.6108 test loss 1.569988 best test_acc 0.6108
e 8 | malicious users: 3 | test acc 0.6067 test loss 1.627213 best test_acc 0.6108
e 9 | malicious users: 6 | test acc 0.5210 test loss 1.306664 best test_acc 0.6108
e 10 | malicious users: 6 | test acc 0.4931 test loss 1.565268 best test_acc 0.6108
e 11 | malicious users: 2 | test acc 0.7019 test loss 1.193579 best test_acc 0.7019
e 12 | malicious users: 8 | test acc 0.4550 test loss 1.518153 best test_acc 0.7019
e 13 | malicious users: 6 | test acc 0.6492 test loss 1.228058 best test_acc 0.7019
e 14 | malicious users: 2 | test acc 0.6998 test loss 1.136856 best test_acc 0.7019
e 15 | malicious users: 3 | test acc 0.6710 test loss 1.093347 best test_acc 0.7019
e 16 | malicious users: 5 | test acc 0.5830 test loss 1.244795 best test_acc 0.7019
e 17 | malicious users: 4 | test acc 0.6803 test loss 0.969130 best test_acc 0.7019
e 18 | malicious users: 5 | test acc 0.6773 test loss 0.997474 best test_acc 0.7019
e 19 | malicious users: 6 | test acc 0.5418 test loss 1.288561 best test_acc 0.7019
e 20 | malicious users: 5 | test acc 0.7964 test loss 0.967900 best test_acc 0.7964
e 21 | malicious users: 8 | test acc 0.7382 test loss 0.950404 best test_acc 0.7964
e 22 | malicious users: 5 | test acc 0.8032 test loss 0.722254 best test_acc 0.8032
e 23 | malicious users: 3 | test acc 0.7845 test loss 1.043429 best test_acc 0.8032
e 24 | malicious users: 2 | test acc 0.7705 test loss 0.725410 best test_acc 0.8032
e 25 | malicious users: 6 | test acc 0.7602 test loss 0.807603 best test_acc 0.8032
e 26 | malicious users: 5 | test acc 0.7852 test loss 0.822474 best test_acc 0.8032
e 27 | malicious users: 5 | test acc 0.6556 test loss 1.032945 best test_acc 0.8032
e 28 | malicious users: 4 | test acc 0.7732 test loss 0.807513 best test_acc 0.8032
e 29 | malicious users: 5 | test acc 0.6334 test loss 0.974334 best test_acc 0.8032
