
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 1 | test acc 0.5194 test loss 2.056253 best test_acc 0.5194
e 1 | malicious users: 1 | test acc 0.7506 test loss 1.067590 best test_acc 0.7506
e 2 | malicious users: 2 | test acc 0.7547 test loss 0.957121 best test_acc 0.7547
e 3 | malicious users: 1 | test acc 0.8743 test loss 0.437069 best test_acc 0.8743
e 4 | malicious users: 2 | test acc 0.8896 test loss 0.443289 best test_acc 0.8896
e 5 | malicious users: 3 | test acc 0.8927 test loss 0.380586 best test_acc 0.8927
e 6 | malicious users: 1 | test acc 0.9220 test loss 0.277316 best test_acc 0.9220
e 7 | malicious users: 0 | test acc 0.9255 test loss 0.261631 best test_acc 0.9255
e 8 | malicious users: 1 | test acc 0.9365 test loss 0.237266 best test_acc 0.9365
e 9 | malicious users: 2 | test acc 0.9396 test loss 0.216661 best test_acc 0.9396
e 10 | malicious users: 3 | test acc 0.9450 test loss 0.200608 best test_acc 0.9450
e 11 | malicious users: 4 | test acc 0.9485 test loss 0.191878 best test_acc 0.9485
e 12 | malicious users: 2 | test acc 0.9500 test loss 0.170293 best test_acc 0.9500
e 13 | malicious users: 4 | test acc 0.9535 test loss 0.162603 best test_acc 0.9535
e 14 | malicious users: 2 | test acc 0.9524 test loss 0.156858 best test_acc 0.9535
e 15 | malicious users: 4 | test acc 0.9521 test loss 0.180418 best test_acc 0.9535
e 16 | malicious users: 0 | test acc 0.9604 test loss 0.137604 best test_acc 0.9604
e 17 | malicious users: 2 | test acc 0.9515 test loss 0.163310 best test_acc 0.9604
e 18 | malicious users: 2 | test acc 0.9597 test loss 0.147279 best test_acc 0.9604
e 19 | malicious users: 4 | test acc 0.9609 test loss 0.144163 best test_acc 0.9609
e 20 | malicious users: 4 | test acc 0.9514 test loss 0.178645 best test_acc 0.9609
e 21 | malicious users: 1 | test acc 0.9448 test loss 0.183041 best test_acc 0.9609
e 22 | malicious users: 4 | test acc 0.9598 test loss 0.170664 best test_acc 0.9609
e 23 | malicious users: 4 | test acc 0.9598 test loss 0.163953 best test_acc 0.9609
e 24 | malicious users: 5 | test acc 0.9608 test loss 0.212596 best test_acc 0.9609
e 25 | malicious users: 1 | test acc 0.9574 test loss 0.161971 best test_acc 0.9609
e 26 | malicious users: 3 | test acc 0.9598 test loss 0.186023 best test_acc 0.9609
e 27 | malicious users: 6 | test acc 0.9491 test loss 0.293367 best test_acc 0.9609
e 28 | malicious users: 3 | test acc 0.9490 test loss 0.225131 best test_acc 0.9609
e 29 | malicious users: 3 | test acc 0.9524 test loss 0.184430 best test_acc 0.9609
e 30 | malicious users: 2 | test acc 0.9487 test loss 0.202662 best test_acc 0.9609
e 31 | malicious users: 4 | test acc 0.9494 test loss 0.212616 best test_acc 0.9609
e 32 | malicious users: 2 | test acc 0.9532 test loss 0.213929 best test_acc 0.9609
e 33 | malicious users: 2 | test acc 0.9438 test loss 0.222608 best test_acc 0.9609
e 34 | malicious users: 1 | test acc 0.9517 test loss 0.180563 best test_acc 0.9609
e 35 | malicious users: 0 | test acc 0.9606 test loss 0.149404 best test_acc 0.9609
e 36 | malicious users: 2 | test acc 0.9526 test loss 0.195550 best test_acc 0.9609
e 37 | malicious users: 2 | test acc 0.9522 test loss 0.164719 best test_acc 0.9609
e 38 | malicious users: 5 | test acc 0.9548 test loss 0.213308 best test_acc 0.9609
e 39 | malicious users: 4 | test acc 0.9429 test loss 0.281963 best test_acc 0.9609
e 40 | malicious users: 0 | test acc 0.9507 test loss 0.195408 best test_acc 0.9609
e 41 | malicious users: 3 | test acc 0.9491 test loss 0.195863 best test_acc 0.9609
e 42 | malicious users: 4 | test acc 0.9512 test loss 0.206495 best test_acc 0.9609
e 43 | malicious users: 3 | test acc 0.9526 test loss 0.236710 best test_acc 0.9609
e 44 | malicious users: 1 | test acc 0.9497 test loss 0.207677 best test_acc 0.9609
e 45 | malicious users: 4 | test acc 0.9563 test loss 0.185796 best test_acc 0.9609
e 46 | malicious users: 3 | test acc 0.9534 test loss 0.229381 best test_acc 0.9609
e 47 | malicious users: 0 | test acc 0.9532 test loss 0.165304 best test_acc 0.9609
e 48 | malicious users: 2 | test acc 0.9520 test loss 0.197954 best test_acc 0.9609
e 49 | malicious users: 3 | test acc 0.9536 test loss 0.191807 best test_acc 0.9609
e 50 | malicious users: 4 | test acc 0.9531 test loss 0.273973 best test_acc 0.9609
e 51 | malicious users: 1 | test acc 0.9438 test loss 0.214755 best test_acc 0.9609
e 52 | malicious users: 3 | test acc 0.9508 test loss 0.204627 best test_acc 0.9609
e 53 | malicious users: 1 | test acc 0.9373 test loss 0.212438 best test_acc 0.9609
e 54 | malicious users: 3 | test acc 0.9558 test loss 0.198238 best test_acc 0.9609
e 55 | malicious users: 0 | test acc 0.9545 test loss 0.164345 best test_acc 0.9609
e 56 | malicious users: 4 | test acc 0.9560 test loss 0.191322 best test_acc 0.9609
e 57 | malicious users: 3 | test acc 0.9582 test loss 0.161329 best test_acc 0.9609
e 58 | malicious users: 3 | test acc 0.9560 test loss 0.222856 best test_acc 0.9609
e 59 | malicious users: 2 | test acc 0.9524 test loss 0.195544 best test_acc 0.9609
e 60 | malicious users: 1 | test acc 0.9520 test loss 0.165424 best test_acc 0.9609
e 61 | malicious users: 3 | test acc 0.9560 test loss 0.174154 best test_acc 0.9609
e 62 | malicious users: 7 | test acc 0.9401 test loss 0.306862 best test_acc 0.9609
e 63 | malicious users: 3 | test acc 0.9382 test loss 0.268656 best test_acc 0.9609
e 64 | malicious users: 3 | test acc 0.9477 test loss 0.248590 best test_acc 0.9609
e 65 | malicious users: 2 | test acc 0.9541 test loss 0.185085 best test_acc 0.9609
e 66 | malicious users: 1 | test acc 0.9547 test loss 0.158469 best test_acc 0.9609
e 67 | malicious users: 1 | test acc 0.9516 test loss 0.167993 best test_acc 0.9609
e 68 | malicious users: 1 | test acc 0.9546 test loss 0.160970 best test_acc 0.9609
e 69 | malicious users: 4 | test acc 0.9528 test loss 0.194719 best test_acc 0.9609
e 70 | malicious users: 2 | test acc 0.9577 test loss 0.169927 best test_acc 0.9609
e 71 | malicious users: 3 | test acc 0.9595 test loss 0.169063 best test_acc 0.9609
e 72 | malicious users: 2 | test acc 0.9575 test loss 0.193364 best test_acc 0.9609
e 73 | malicious users: 2 | test acc 0.9608 test loss 0.149755 best test_acc 0.9609
e 74 | malicious users: 4 | test acc 0.9583 test loss 0.201047 best test_acc 0.9609
e 75 | malicious users: 4 | test acc 0.9493 test loss 0.231090 best test_acc 0.9609
e 76 | malicious users: 2 | test acc 0.9527 test loss 0.229908 best test_acc 0.9609
e 77 | malicious users: 3 | test acc 0.9522 test loss 0.186772 best test_acc 0.9609
e 78 | malicious users: 2 | test acc 0.9536 test loss 0.180821 best test_acc 0.9609
e 79 | malicious users: 6 | test acc 0.9369 test loss 0.337070 best test_acc 0.9609
