=> Saving data in Logs/FRL~try=914
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.7
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.2293 test loss 2.260512 best test_acc 0.2293
e 1 | malicious users: 5 | test acc 0.4287 test loss 2.200956 best test_acc 0.4287
e 2 | malicious users: 5 | test acc 0.3790 test loss 1.999945 best test_acc 0.4287
e 3 | malicious users: 5 | test acc 0.4798 test loss 2.003158 best test_acc 0.4798
e 4 | malicious users: 5 | test acc 0.4781 test loss 1.864995 best test_acc 0.4798
e 5 | malicious users: 5 | test acc 0.6153 test loss 1.723640 best test_acc 0.6153
e 6 | malicious users: 5 | test acc 0.5087 test loss 1.792283 best test_acc 0.6153
e 7 | malicious users: 5 | test acc 0.6083 test loss 1.580779 best test_acc 0.6153
e 8 | malicious users: 5 | test acc 0.6331 test loss 1.685109 best test_acc 0.6331
e 9 | malicious users: 5 | test acc 0.6276 test loss 1.395250 best test_acc 0.6331
e 10 | malicious users: 5 | test acc 0.7388 test loss 1.415665 best test_acc 0.7388
e 11 | malicious users: 5 | test acc 0.6428 test loss 1.161212 best test_acc 0.7388
e 12 | malicious users: 5 | test acc 0.6717 test loss 1.332858 best test_acc 0.7388
e 13 | malicious users: 5 | test acc 0.7092 test loss 1.078969 best test_acc 0.7388
e 14 | malicious users: 5 | test acc 0.7952 test loss 1.089766 best test_acc 0.7952
e 15 | malicious users: 5 | test acc 0.7097 test loss 1.129702 best test_acc 0.7952
e 16 | malicious users: 5 | test acc 0.7340 test loss 1.249568 best test_acc 0.7952
e 17 | malicious users: 5 | test acc 0.7276 test loss 1.270566 best test_acc 0.7952
e 18 | malicious users: 5 | test acc 0.8051 test loss 0.917859 best test_acc 0.8051
e 19 | malicious users: 5 | test acc 0.7982 test loss 1.002805 best test_acc 0.8051
e 20 | malicious users: 5 | test acc 0.8214 test loss 0.975888 best test_acc 0.8214
e 21 | malicious users: 5 | test acc 0.8112 test loss 0.939661 best test_acc 0.8214
e 22 | malicious users: 5 | test acc 0.7222 test loss 0.905214 best test_acc 0.8214
e 23 | malicious users: 5 | test acc 0.6959 test loss 1.055905 best test_acc 0.8214
e 24 | malicious users: 5 | test acc 0.7721 test loss 0.888531 best test_acc 0.8214
e 25 | malicious users: 5 | test acc 0.8671 test loss 0.857775 best test_acc 0.8671
e 26 | malicious users: 5 | test acc 0.7791 test loss 1.166567 best test_acc 0.8671
e 27 | malicious users: 5 | test acc 0.8143 test loss 0.997301 best test_acc 0.8671
e 28 | malicious users: 5 | test acc 0.8390 test loss 0.873516 best test_acc 0.8671
e 29 | malicious users: 5 | test acc 0.7331 test loss 1.054097 best test_acc 0.8671
e 30 | malicious users: 5 | test acc 0.7561 test loss 0.847287 best test_acc 0.8671
e 31 | malicious users: 5 | test acc 0.7455 test loss 0.907214 best test_acc 0.8671
e 32 | malicious users: 5 | test acc 0.8465 test loss 0.840384 best test_acc 0.8671
e 33 | malicious users: 5 | test acc 0.8554 test loss 0.886641 best test_acc 0.8671
e 34 | malicious users: 5 | test acc 0.8666 test loss 0.745859 best test_acc 0.8671
e 35 | malicious users: 5 | test acc 0.8844 test loss 0.745586 best test_acc 0.8844
e 36 | malicious users: 5 | test acc 0.8941 test loss 0.749753 best test_acc 0.8941
e 37 | malicious users: 5 | test acc 0.8863 test loss 0.806731 best test_acc 0.8941
e 38 | malicious users: 5 | test acc 0.8419 test loss 1.047762 best test_acc 0.8941
e 39 | malicious users: 5 | test acc 0.8930 test loss 0.842322 best test_acc 0.8941
e 40 | malicious users: 5 | test acc 0.7641 test loss 1.038701 best test_acc 0.8941
e 41 | malicious users: 5 | test acc 0.8827 test loss 0.715646 best test_acc 0.8941
e 42 | malicious users: 5 | test acc 0.8814 test loss 0.855501 best test_acc 0.8941
e 43 | malicious users: 5 | test acc 0.8992 test loss 0.591346 best test_acc 0.8992
e 44 | malicious users: 5 | test acc 0.8843 test loss 0.725880 best test_acc 0.8992
e 45 | malicious users: 5 | test acc 0.8633 test loss 0.992967 best test_acc 0.8992
e 46 | malicious users: 5 | test acc 0.8632 test loss 0.821173 best test_acc 0.8992
e 47 | malicious users: 5 | test acc 0.8639 test loss 0.791972 best test_acc 0.8992
e 48 | malicious users: 5 | test acc 0.8470 test loss 0.787678 best test_acc 0.8992
e 49 | malicious users: 5 | test acc 0.8255 test loss 0.744015 best test_acc 0.8992
e 50 | malicious users: 5 | test acc 0.8194 test loss 0.763421 best test_acc 0.8992
e 51 | malicious users: 5 | test acc 0.8263 test loss 0.879271 best test_acc 0.8992
e 52 | malicious users: 5 | test acc 0.8150 test loss 0.751720 best test_acc 0.8992
e 53 | malicious users: 5 | test acc 0.8675 test loss 0.743766 best test_acc 0.8992
e 54 | malicious users: 5 | test acc 0.9085 test loss 0.586453 best test_acc 0.9085
e 55 | malicious users: 5 | test acc 0.8236 test loss 0.842323 best test_acc 0.9085
e 56 | malicious users: 5 | test acc 0.8232 test loss 0.779888 best test_acc 0.9085
e 57 | malicious users: 5 | test acc 0.8236 test loss 0.886870 best test_acc 0.9085
e 58 | malicious users: 5 | test acc 0.8743 test loss 0.721793 best test_acc 0.9085
e 59 | malicious users: 5 | test acc 0.8108 test loss 0.729843 best test_acc 0.9085
e 60 | malicious users: 5 | test acc 0.8367 test loss 0.781757 best test_acc 0.9085
e 61 | malicious users: 5 | test acc 0.8376 test loss 0.955419 best test_acc 0.9085
e 62 | malicious users: 5 | test acc 0.9079 test loss 0.667608 best test_acc 0.9085
e 63 | malicious users: 5 | test acc 0.9098 test loss 0.652137 best test_acc 0.9098
e 64 | malicious users: 5 | test acc 0.8986 test loss 0.930892 best test_acc 0.9098
e 65 | malicious users: 5 | test acc 0.8386 test loss 0.660478 best test_acc 0.9098
e 66 | malicious users: 5 | test acc 0.8342 test loss 0.676853 best test_acc 0.9098
e 67 | malicious users: 5 | test acc 0.8434 test loss 0.850456 best test_acc 0.9098
e 68 | malicious users: 5 | test acc 0.8817 test loss 0.656409 best test_acc 0.9098
e 69 | malicious users: 5 | test acc 0.8754 test loss 0.619207 best test_acc 0.9098
e 70 | malicious users: 5 | test acc 0.8723 test loss 0.808691 best test_acc 0.9098
e 71 | malicious users: 5 | test acc 0.8361 test loss 0.660498 best test_acc 0.9098
e 72 | malicious users: 5 | test acc 0.7745 test loss 0.889792 best test_acc 0.9098
e 73 | malicious users: 5 | test acc 0.8893 test loss 0.896682 best test_acc 0.9098
