#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 3 | test acc 0.5768 test loss 2.180939 best test_acc 0.5768
e 1 | malicious users: 2 | test acc 0.6582 test loss 1.486438 best test_acc 0.6582
e 2 | malicious users: 4 | test acc 0.6152 test loss 1.945101 best test_acc 0.6582
e 3 | malicious users: 2 | test acc 0.7641 test loss 1.170618 best test_acc 0.7641
e 4 | malicious users: 9 | test acc 0.7125 test loss 1.262748 best test_acc 0.7641
e 5 | malicious users: 2 | test acc 0.7574 test loss 0.815674 best test_acc 0.7641
e 6 | malicious users: 0 | test acc 0.8139 test loss 0.745385 best test_acc 0.8139
e 7 | malicious users: 4 | test acc 0.8195 test loss 0.616578 best test_acc 0.8195
e 8 | malicious users: 1 | test acc 0.8674 test loss 0.672818 best test_acc 0.8674
e 9 | malicious users: 1 | test acc 0.8755 test loss 0.543566 best test_acc 0.8755
e 10 | malicious users: 5 | test acc 0.8661 test loss 0.602085 best test_acc 0.8755
e 11 | malicious users: 3 | test acc 0.8007 test loss 0.645022 best test_acc 0.8755
e 12 | malicious users: 3 | test acc 0.8678 test loss 0.498125 best test_acc 0.8755
e 13 | malicious users: 2 | test acc 0.8710 test loss 0.498096 best test_acc 0.8755
e 14 | malicious users: 1 | test acc 0.8858 test loss 0.435426 best test_acc 0.8858
e 15 | malicious users: 2 | test acc 0.8902 test loss 0.448849 best test_acc 0.8902
e 16 | malicious users: 4 | test acc 0.8524 test loss 0.469349 best test_acc 0.8902
e 17 | malicious users: 4 | test acc 0.9125 test loss 0.352385 best test_acc 0.9125
e 18 | malicious users: 0 | test acc 0.7950 test loss 0.531301 best test_acc 0.9125
e 19 | malicious users: 4 | test acc 0.9222 test loss 0.333088 best test_acc 0.9222
e 20 | malicious users: 2 | test acc 0.8765 test loss 0.452033 best test_acc 0.9222
e 21 | malicious users: 1 | test acc 0.9241 test loss 0.274499 best test_acc 0.9241
e 22 | malicious users: 0 | test acc 0.8896 test loss 0.360319 best test_acc 0.9241
e 23 | malicious users: 3 | test acc 0.9112 test loss 0.334899 best test_acc 0.9241
e 24 | malicious users: 5 | test acc 0.9298 test loss 0.317789 best test_acc 0.9298
e 25 | malicious users: 2 | test acc 0.9345 test loss 0.279539 best test_acc 0.9345
e 26 | malicious users: 1 | test acc 0.9402 test loss 0.231119 best test_acc 0.9402
e 27 | malicious users: 6 | test acc 0.9301 test loss 0.322045 best test_acc 0.9402
e 28 | malicious users: 2 | test acc 0.9395 test loss 0.240579 best test_acc 0.9402
e 29 | malicious users: 4 | test acc 0.9056 test loss 0.335133 best test_acc 0.9402
e 30 | malicious users: 1 | test acc 0.9174 test loss 0.299714 best test_acc 0.9402
e 31 | malicious users: 2 | test acc 0.9323 test loss 0.276537 best test_acc 0.9402
e 32 | malicious users: 1 | test acc 0.9365 test loss 0.238352 best test_acc 0.9402
e 33 | malicious users: 1 | test acc 0.9440 test loss 0.260582 best test_acc 0.9440
e 34 | malicious users: 1 | test acc 0.9383 test loss 0.228781 best test_acc 0.9440
e 35 | malicious users: 3 | test acc 0.9440 test loss 0.216943 best test_acc 0.9440
e 36 | malicious users: 1 | test acc 0.9318 test loss 0.253452 best test_acc 0.9440
e 37 | malicious users: 1 | test acc 0.9403 test loss 0.271872 best test_acc 0.9440
e 38 | malicious users: 1 | test acc 0.9418 test loss 0.210888 best test_acc 0.9440
e 39 | malicious users: 4 | test acc 0.9283 test loss 0.271316 best test_acc 0.9440
e 40 | malicious users: 0 | test acc 0.9482 test loss 0.197095 best test_acc 0.9482
e 41 | malicious users: 4 | test acc 0.9309 test loss 0.290716 best test_acc 0.9482
e 42 | malicious users: 3 | test acc 0.8866 test loss 0.331666 best test_acc 0.9482
e 43 | malicious users: 2 | test acc 0.9354 test loss 0.248441 best test_acc 0.9482
e 44 | malicious users: 1 | test acc 0.9462 test loss 0.215700 best test_acc 0.9482
