=> Saving data in Logs/FRL~try=829
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 6 | test acc 0.1764 test loss 2.250933 best test_acc 0.1764
e 1 | malicious users: 5 | test acc 0.3626 test loss 2.126592 best test_acc 0.3626
e 2 | malicious users: 5 | test acc 0.5345 test loss 1.784174 best test_acc 0.5345
e 3 | malicious users: 5 | test acc 0.5139 test loss 1.940419 best test_acc 0.5345
e 4 | malicious users: 6 | test acc 0.5651 test loss 1.362798 best test_acc 0.5651
e 5 | malicious users: 4 | test acc 0.6419 test loss 1.308201 best test_acc 0.6419
e 6 | malicious users: 7 | test acc 0.6903 test loss 1.017350 best test_acc 0.6903
e 7 | malicious users: 8 | test acc 0.6649 test loss 1.441744 best test_acc 0.6903
e 8 | malicious users: 3 | test acc 0.7264 test loss 0.881582 best test_acc 0.7264
e 9 | malicious users: 7 | test acc 0.5959 test loss 1.397244 best test_acc 0.7264
e 10 | malicious users: 6 | test acc 0.6412 test loss 0.979099 best test_acc 0.7264
e 11 | malicious users: 5 | test acc 0.8228 test loss 0.627980 best test_acc 0.8228
e 12 | malicious users: 3 | test acc 0.7881 test loss 0.717778 best test_acc 0.8228
e 13 | malicious users: 6 | test acc 0.7919 test loss 0.723052 best test_acc 0.8228
e 14 | malicious users: 4 | test acc 0.8078 test loss 0.658468 best test_acc 0.8228
e 15 | malicious users: 5 | test acc 0.8869 test loss 0.537426 best test_acc 0.8869
e 16 | malicious users: 4 | test acc 0.7481 test loss 0.718594 best test_acc 0.8869
e 17 | malicious users: 6 | test acc 0.7867 test loss 1.127341 best test_acc 0.8869
e 18 | malicious users: 4 | test acc 0.8692 test loss 0.445277 best test_acc 0.8869
e 19 | malicious users: 7 | test acc 0.7031 test loss 1.115583 best test_acc 0.8869
e 20 | malicious users: 3 | test acc 0.8848 test loss 0.436942 best test_acc 0.8869
e 21 | malicious users: 6 | test acc 0.6696 test loss 0.997862 best test_acc 0.8869
e 22 | malicious users: 4 | test acc 0.8275 test loss 0.527972 best test_acc 0.8869
e 23 | malicious users: 7 | test acc 0.6669 test loss 1.254363 best test_acc 0.8869
e 24 | malicious users: 6 | test acc 0.8588 test loss 0.477340 best test_acc 0.8869
e 25 | malicious users: 4 | test acc 0.8210 test loss 0.556890 best test_acc 0.8869
e 26 | malicious users: 7 | test acc 0.8032 test loss 0.954849 best test_acc 0.8869
e 27 | malicious users: 6 | test acc 0.7221 test loss 0.821917 best test_acc 0.8869
e 28 | malicious users: 3 | test acc 0.8334 test loss 0.554676 best test_acc 0.8869
e 29 | malicious users: 1 | test acc 0.7808 test loss 0.657230 best test_acc 0.8869
e 30 | malicious users: 5 | test acc 0.8094 test loss 0.609909 best test_acc 0.8869
e 31 | malicious users: 7 | test acc 0.7390 test loss 1.130984 best test_acc 0.8869
e 32 | malicious users: 2 | test acc 0.9189 test loss 0.371567 best test_acc 0.9189
e 33 | malicious users: 5 | test acc 0.8545 test loss 0.533261 best test_acc 0.9189
e 34 | malicious users: 3 | test acc 0.8943 test loss 0.445518 best test_acc 0.9189
e 35 | malicious users: 5 | test acc 0.9318 test loss 0.337326 best test_acc 0.9318
e 36 | malicious users: 6 | test acc 0.7893 test loss 0.782175 best test_acc 0.9318
