=> Saving data in Logs/FRL~try=465
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.05 | total number of malicious clients: 50
e 0 | malicious users: 4 | test acc 0.2137 test loss 2.231529 best test_acc 0.2137
e 1 | malicious users: 0 | test acc 0.4094 test loss 2.061867 best test_acc 0.4094
e 2 | malicious users: 1 | test acc 0.5030 test loss 1.950490 best test_acc 0.5030
e 3 | malicious users: 2 | test acc 0.5658 test loss 1.688658 best test_acc 0.5658
e 4 | malicious users: 3 | test acc 0.5693 test loss 1.355837 best test_acc 0.5693
e 5 | malicious users: 1 | test acc 0.6516 test loss 1.277210 best test_acc 0.6516
e 6 | malicious users: 2 | test acc 0.6841 test loss 1.154994 best test_acc 0.6841
e 7 | malicious users: 1 | test acc 0.6425 test loss 1.123879 best test_acc 0.6841
e 8 | malicious users: 2 | test acc 0.7110 test loss 0.992379 best test_acc 0.7110
e 9 | malicious users: 1 | test acc 0.6622 test loss 1.080604 best test_acc 0.7110
e 10 | malicious users: 1 | test acc 0.7373 test loss 0.872871 best test_acc 0.7373
e 11 | malicious users: 2 | test acc 0.7766 test loss 0.785443 best test_acc 0.7766
e 12 | malicious users: 0 | test acc 0.7699 test loss 0.780789 best test_acc 0.7766
e 13 | malicious users: 1 | test acc 0.8179 test loss 0.827111 best test_acc 0.8179
e 14 | malicious users: 0 | test acc 0.8361 test loss 0.652219 best test_acc 0.8361
e 15 | malicious users: 1 | test acc 0.6970 test loss 0.965336 best test_acc 0.8361
e 16 | malicious users: 2 | test acc 0.7613 test loss 0.721259 best test_acc 0.8361
e 17 | malicious users: 1 | test acc 0.7959 test loss 0.857042 best test_acc 0.8361
e 18 | malicious users: 0 | test acc 0.8001 test loss 0.710585 best test_acc 0.8361
e 19 | malicious users: 0 | test acc 0.8666 test loss 0.587286 best test_acc 0.8666
e 20 | malicious users: 2 | test acc 0.7713 test loss 0.727908 best test_acc 0.8666
e 21 | malicious users: 0 | test acc 0.7832 test loss 0.800150 best test_acc 0.8666
e 22 | malicious users: 1 | test acc 0.7548 test loss 0.721082 best test_acc 0.8666
e 23 | malicious users: 2 | test acc 0.7372 test loss 0.756791 best test_acc 0.8666
