
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 8 | test acc 0.1098 test loss 2.302267 best test_acc 0.1098
e 1 | malicious users: 11 | test acc 0.1000 test loss 2.331520 best test_acc 0.1098
e 2 | malicious users: 8 | test acc 0.1000 test loss 2.302259 best test_acc 0.1098
e 3 | malicious users: 6 | test acc 0.1000 test loss 2.301619 best test_acc 0.1098
e 4 | malicious users: 6 | test acc 0.1000 test loss 2.299198 best test_acc 0.1098
e 5 | malicious users: 10 | test acc 0.1058 test loss 3.683860 best test_acc 0.1098
e 6 | malicious users: 10 | test acc 0.1000 test loss 2.301892 best test_acc 0.1098
e 7 | malicious users: 5 | test acc 0.1000 test loss 2.296582 best test_acc 0.1098
e 8 | malicious users: 10 | test acc 0.1000 test loss 2.302763 best test_acc 0.1098
e 9 | malicious users: 5 | test acc 0.1000 test loss 2.302745 best test_acc 0.1098
e 10 | malicious users: 11 | test acc 0.1000 test loss 2.314608 best test_acc 0.1098
e 11 | malicious users: 9 | test acc 0.1000 test loss 2.322498 best test_acc 0.1098
e 12 | malicious users: 9 | test acc 0.1000 test loss 2.316895 best test_acc 0.1098
e 13 | malicious users: 5 | test acc 0.1000 test loss 2.302188 best test_acc 0.1098
e 14 | malicious users: 7 | test acc 0.1039 test loss 2.319396 best test_acc 0.1098
e 15 | malicious users: 8 | test acc 0.1000 test loss 2.321934 best test_acc 0.1098
e 16 | malicious users: 2 | test acc 0.1000 test loss 2.302293 best test_acc 0.1098
e 17 | malicious users: 5 | test acc 0.1000 test loss 2.304401 best test_acc 0.1098
e 18 | malicious users: 7 | test acc 0.1000 test loss 2.342016 best test_acc 0.1098
e 19 | malicious users: 4 | test acc 0.1000 test loss 2.310100 best test_acc 0.1098
e 20 | malicious users: 7 | test acc 0.1000 test loss 2.374265 best test_acc 0.1098
e 21 | malicious users: 6 | test acc 0.1076 test loss 2.302271 best test_acc 0.1098
e 22 | malicious users: 8 | test acc 0.1000 test loss 2.289296 best test_acc 0.1098
e 23 | malicious users: 10 | test acc 0.1025 test loss 2.321863 best test_acc 0.1098
e 24 | malicious users: 9 | test acc 0.1000 test loss 2.490891 best test_acc 0.1098
e 25 | malicious users: 5 | test acc 0.1000 test loss 2.304202 best test_acc 0.1098
e 26 | malicious users: 5 | test acc 0.1389 test loss 2.288308 best test_acc 0.1389
e 27 | malicious users: 6 | test acc 0.1269 test loss 2.303725 best test_acc 0.1389
e 28 | malicious users: 7 | test acc 0.1343 test loss 2.298170 best test_acc 0.1389
e 29 | malicious users: 10 | test acc 0.1000 test loss 2.780228 best test_acc 0.1389
e 30 | malicious users: 9 | test acc 0.1086 test loss 2.302488 best test_acc 0.1389
e 31 | malicious users: 6 | test acc 0.1025 test loss 2.302456 best test_acc 0.1389
e 32 | malicious users: 12 | test acc 0.0961 test loss 2.302552 best test_acc 0.1389
e 33 | malicious users: 5 | test acc 0.0996 test loss 2.302532 best test_acc 0.1389
e 34 | malicious users: 9 | test acc 0.0989 test loss 2.302529 best test_acc 0.1389
e 35 | malicious users: 7 | test acc 0.0997 test loss 2.302471 best test_acc 0.1389
e 36 | malicious users: 4 | test acc 0.1027 test loss 2.302388 best test_acc 0.1389
e 37 | malicious users: 9 | test acc 0.1000 test loss 2.302132 best test_acc 0.1389
e 38 | malicious users: 10 | test acc 0.1000 test loss 2.300541 best test_acc 0.1389
e 39 | malicious users: 9 | test acc 0.0948 test loss 2.300241 best test_acc 0.1389
e 40 | malicious users: 8 | test acc 0.1000 test loss 2.313211 best test_acc 0.1389
e 41 | malicious users: 7 | test acc 0.1000 test loss 2.301798 best test_acc 0.1389
e 42 | malicious users: 8 | test acc 0.1074 test loss 2.300574 best test_acc 0.1389
e 43 | malicious users: 8 | test acc 0.1000 test loss 2.770825 best test_acc 0.1389
e 44 | malicious users: 5 | test acc 0.1174 test loss 2.302606 best test_acc 0.1389
e 45 | malicious users: 8 | test acc 0.1135 test loss 2.302566 best test_acc 0.1389
e 46 | malicious users: 8 | test acc 0.1167 test loss 2.302525 best test_acc 0.1389
e 47 | malicious users: 6 | test acc 0.1233 test loss 2.302284 best test_acc 0.1389
