=> Saving data in Logs/FRL~try=782
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.05 | total number of malicious clients: 50
e 0 | malicious users: 0 | test acc 0.1744 test loss 2.229638 best test_acc 0.1744
e 1 | malicious users: 1 | test acc 0.4925 test loss 2.019046 best test_acc 0.4925
e 2 | malicious users: 0 | test acc 0.6301 test loss 1.671019 best test_acc 0.6301
e 3 | malicious users: 2 | test acc 0.6353 test loss 1.584123 best test_acc 0.6353
e 4 | malicious users: 0 | test acc 0.6651 test loss 1.097705 best test_acc 0.6651
e 5 | malicious users: 1 | test acc 0.7369 test loss 0.907107 best test_acc 0.7369
e 6 | malicious users: 1 | test acc 0.6513 test loss 1.070578 best test_acc 0.7369
e 7 | malicious users: 1 | test acc 0.7524 test loss 0.779484 best test_acc 0.7524
e 8 | malicious users: 0 | test acc 0.8275 test loss 0.762054 best test_acc 0.8275
e 9 | malicious users: 1 | test acc 0.7851 test loss 0.680118 best test_acc 0.8275
e 10 | malicious users: 1 | test acc 0.8767 test loss 0.613982 best test_acc 0.8767
e 11 | malicious users: 3 | test acc 0.8148 test loss 0.572342 best test_acc 0.8767
e 12 | malicious users: 0 | test acc 0.8844 test loss 0.571248 best test_acc 0.8844
e 13 | malicious users: 3 | test acc 0.8785 test loss 0.544811 best test_acc 0.8844
e 14 | malicious users: 1 | test acc 0.8504 test loss 0.462000 best test_acc 0.8844
e 15 | malicious users: 0 | test acc 0.8474 test loss 0.538687 best test_acc 0.8844
e 16 | malicious users: 1 | test acc 0.8749 test loss 0.566664 best test_acc 0.8844
e 17 | malicious users: 0 | test acc 0.9026 test loss 0.454644 best test_acc 0.9026
e 18 | malicious users: 3 | test acc 0.8803 test loss 0.545040 best test_acc 0.9026
e 19 | malicious users: 0 | test acc 0.8624 test loss 0.465772 best test_acc 0.9026
e 20 | malicious users: 0 | test acc 0.7706 test loss 0.692345 best test_acc 0.9026
e 21 | malicious users: 1 | test acc 0.8552 test loss 0.507315 best test_acc 0.9026
e 22 | malicious users: 0 | test acc 0.7579 test loss 0.659446 best test_acc 0.9026
e 23 | malicious users: 3 | test acc 0.8635 test loss 0.545943 best test_acc 0.9026
e 24 | malicious users: 1 | test acc 0.8312 test loss 0.589356 best test_acc 0.9026
e 25 | malicious users: 0 | test acc 0.9078 test loss 0.339071 best test_acc 0.9078
