=> Saving data in Logs/FRL~try=642
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.15 | total number of malicious clients: 150
e 0 | malicious users: 5 | test acc 0.1658 test loss 2.207155 best test_acc 0.1658
e 1 | malicious users: 3 | test acc 0.5809 test loss 1.912577 best test_acc 0.5809
e 2 | malicious users: 5 | test acc 0.5436 test loss 1.595252 best test_acc 0.5809
e 3 | malicious users: 4 | test acc 0.5512 test loss 1.424327 best test_acc 0.5809
e 4 | malicious users: 5 | test acc 0.5553 test loss 1.247567 best test_acc 0.5809
e 5 | malicious users: 1 | test acc 0.6394 test loss 1.204625 best test_acc 0.6394
e 6 | malicious users: 5 | test acc 0.6968 test loss 1.044040 best test_acc 0.6968
e 7 | malicious users: 2 | test acc 0.7316 test loss 1.009075 best test_acc 0.7316
e 8 | malicious users: 2 | test acc 0.8023 test loss 0.734138 best test_acc 0.8023
e 9 | malicious users: 6 | test acc 0.7573 test loss 0.808880 best test_acc 0.8023
e 10 | malicious users: 6 | test acc 0.7421 test loss 0.915147 best test_acc 0.8023
e 11 | malicious users: 4 | test acc 0.6985 test loss 0.893629 best test_acc 0.8023
e 12 | malicious users: 4 | test acc 0.8145 test loss 0.737964 best test_acc 0.8145
e 13 | malicious users: 4 | test acc 0.8904 test loss 0.456530 best test_acc 0.8904
e 14 | malicious users: 2 | test acc 0.8540 test loss 0.631560 best test_acc 0.8904
e 15 | malicious users: 5 | test acc 0.7672 test loss 0.685605 best test_acc 0.8904
e 16 | malicious users: 0 | test acc 0.8571 test loss 0.578538 best test_acc 0.8904
e 17 | malicious users: 2 | test acc 0.8756 test loss 0.520015 best test_acc 0.8904
e 18 | malicious users: 3 | test acc 0.8602 test loss 0.548792 best test_acc 0.8904
e 19 | malicious users: 4 | test acc 0.8908 test loss 0.614189 best test_acc 0.8908
e 20 | malicious users: 8 | test acc 0.8275 test loss 0.696963 best test_acc 0.8908
e 21 | malicious users: 0 | test acc 0.9097 test loss 0.348694 best test_acc 0.9097
e 22 | malicious users: 4 | test acc 0.7984 test loss 0.695684 best test_acc 0.9097
e 23 | malicious users: 4 | test acc 0.7486 test loss 0.725725 best test_acc 0.9097
e 24 | malicious users: 5 | test acc 0.8570 test loss 0.647904 best test_acc 0.9097
e 25 | malicious users: 4 | test acc 0.8049 test loss 0.627081 best test_acc 0.9097
e 26 | malicious users: 4 | test acc 0.7576 test loss 0.721517 best test_acc 0.9097
e 27 | malicious users: 4 | test acc 0.8157 test loss 0.553208 best test_acc 0.9097
e 28 | malicious users: 5 | test acc 0.8352 test loss 0.515747 best test_acc 0.9097
e 29 | malicious users: 8 | test acc 0.8191 test loss 0.598254 best test_acc 0.9097
e 30 | malicious users: 5 | test acc 0.7999 test loss 0.629449 best test_acc 0.9097
e 31 | malicious users: 4 | test acc 0.9185 test loss 0.381805 best test_acc 0.9185
e 32 | malicious users: 4 | test acc 0.7738 test loss 0.734682 best test_acc 0.9185
e 33 | malicious users: 4 | test acc 0.8468 test loss 0.465583 best test_acc 0.9185
e 34 | malicious users: 5 | test acc 0.8833 test loss 0.454305 best test_acc 0.9185
e 35 | malicious users: 4 | test acc 0.9249 test loss 0.308445 best test_acc 0.9249
e 36 | malicious users: 7 | test acc 0.9003 test loss 0.423001 best test_acc 0.9249
e 37 | malicious users: 3 | test acc 0.8593 test loss 0.440919 best test_acc 0.9249
e 38 | malicious users: 4 | test acc 0.9075 test loss 0.484197 best test_acc 0.9249
e 39 | malicious users: 6 | test acc 0.9107 test loss 0.355341 best test_acc 0.9249
e 40 | malicious users: 6 | test acc 0.8815 test loss 0.436238 best test_acc 0.9249
e 41 | malicious users: 3 | test acc 0.8293 test loss 0.561062 best test_acc 0.9249
e 42 | malicious users: 5 | test acc 0.7832 test loss 0.657103 best test_acc 0.9249
e 43 | malicious users: 5 | test acc 0.8427 test loss 0.644352 best test_acc 0.9249
e 44 | malicious users: 2 | test acc 0.9101 test loss 0.385339 best test_acc 0.9249
