=> Saving data in Logs/FRL~try=993
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  my_attack_defense
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1161 test loss 2.368315 best test_acc 0.1161
e 1 | malicious users: 5 | test acc 0.0819 test loss 2.304214 best test_acc 0.1161
e 2 | malicious users: 5 | test acc 0.0995 test loss 2.302830 best test_acc 0.1161
e 3 | malicious users: 5 | test acc 0.0971 test loss 2.303440 best test_acc 0.1161
e 4 | malicious users: 5 | test acc 0.1235 test loss 2.437505 best test_acc 0.1235
e 5 | malicious users: 5 | test acc 0.1009 test loss 2.362235 best test_acc 0.1235
e 6 | malicious users: 5 | test acc 0.1866 test loss 2.685970 best test_acc 0.1866
e 7 | malicious users: 5 | test acc 0.0962 test loss 2.300212 best test_acc 0.1866
e 8 | malicious users: 5 | test acc 0.0965 test loss 2.564997 best test_acc 0.1866
e 9 | malicious users: 5 | test acc 0.0846 test loss 2.305819 best test_acc 0.1866
e 10 | malicious users: 5 | test acc 0.2647 test loss 2.283998 best test_acc 0.2647
e 11 | malicious users: 5 | test acc 0.1010 test loss 2.460997 best test_acc 0.2647
e 12 | malicious users: 5 | test acc 0.1010 test loss 2.331018 best test_acc 0.2647
e 13 | malicious users: 5 | test acc 0.1394 test loss 2.299821 best test_acc 0.2647
e 14 | malicious users: 5 | test acc 0.2566 test loss 2.699420 best test_acc 0.2647
e 15 | malicious users: 5 | test acc 0.2040 test loss 2.442182 best test_acc 0.2647
e 16 | malicious users: 5 | test acc 0.2066 test loss 2.384890 best test_acc 0.2647
e 17 | malicious users: 5 | test acc 0.4131 test loss 2.327405 best test_acc 0.4131
e 18 | malicious users: 5 | test acc 0.1364 test loss 2.277017 best test_acc 0.4131
e 19 | malicious users: 5 | test acc 0.1824 test loss 2.143442 best test_acc 0.4131
e 20 | malicious users: 5 | test acc 0.2081 test loss 2.623593 best test_acc 0.4131
e 21 | malicious users: 5 | test acc 0.2760 test loss 2.188346 best test_acc 0.4131
e 22 | malicious users: 5 | test acc 0.3221 test loss 2.104057 best test_acc 0.4131
e 23 | malicious users: 5 | test acc 0.0944 test loss 2.303915 best test_acc 0.4131
e 24 | malicious users: 5 | test acc 0.1010 test loss 2.529151 best test_acc 0.4131
e 25 | malicious users: 5 | test acc 0.1022 test loss 2.299973 best test_acc 0.4131
e 26 | malicious users: 5 | test acc 0.1135 test loss 2.484748 best test_acc 0.4131
e 27 | malicious users: 5 | test acc 0.1361 test loss 2.302048 best test_acc 0.4131
e 28 | malicious users: 5 | test acc 0.1325 test loss 2.300757 best test_acc 0.4131
e 29 | malicious users: 5 | test acc 0.1009 test loss 2.301487 best test_acc 0.4131
e 30 | malicious users: 5 | test acc 0.2726 test loss 2.358448 best test_acc 0.4131
e 31 | malicious users: 5 | test acc 0.2783 test loss 2.584861 best test_acc 0.4131
e 32 | malicious users: 5 | test acc 0.1984 test loss 2.568069 best test_acc 0.4131
e 33 | malicious users: 5 | test acc 0.0805 test loss 2.304056 best test_acc 0.4131
e 34 | malicious users: 5 | test acc 0.0836 test loss 2.302000 best test_acc 0.4131
e 35 | malicious users: 5 | test acc 0.0958 test loss 2.304379 best test_acc 0.4131
e 36 | malicious users: 5 | test acc 0.1009 test loss 2.398771 best test_acc 0.4131
e 37 | malicious users: 5 | test acc 0.0956 test loss 2.301444 best test_acc 0.4131
e 38 | malicious users: 5 | test acc 0.1536 test loss 2.301672 best test_acc 0.4131
e 39 | malicious users: 5 | test acc 0.1163 test loss 2.589577 best test_acc 0.4131
e 40 | malicious users: 5 | test acc 0.0746 test loss 2.302639 best test_acc 0.4131
e 41 | malicious users: 5 | test acc 0.1022 test loss 2.301607 best test_acc 0.4131
e 42 | malicious users: 5 | test acc 0.1135 test loss 3.061406 best test_acc 0.4131
e 43 | malicious users: 5 | test acc 0.1009 test loss 2.587430 best test_acc 0.4131
e 44 | malicious users: 5 | test acc 0.1058 test loss 2.302352 best test_acc 0.4131
e 45 | malicious users: 5 | test acc 0.1258 test loss 2.584624 best test_acc 0.4131
e 46 | malicious users: 5 | test acc 0.0892 test loss 2.883520 best test_acc 0.4131
e 47 | malicious users: 5 | test acc 0.1028 test loss 2.428991 best test_acc 0.4131
e 48 | malicious users: 5 | test acc 0.1054 test loss 2.729356 best test_acc 0.4131
e 49 | malicious users: 5 | test acc 0.1260 test loss 2.301297 best test_acc 0.4131
e 50 | malicious users: 5 | test acc 0.0892 test loss 3.175827 best test_acc 0.4131
e 51 | malicious users: 5 | test acc 0.1041 test loss 2.292439 best test_acc 0.4131
e 52 | malicious users: 5 | test acc 0.1713 test loss 2.284183 best test_acc 0.4131
e 53 | malicious users: 5 | test acc 0.1009 test loss 2.272449 best test_acc 0.4131
e 54 | malicious users: 5 | test acc 0.1134 test loss 2.303347 best test_acc 0.4131
e 55 | malicious users: 5 | test acc 0.1010 test loss 2.444967 best test_acc 0.4131
e 56 | malicious users: 5 | test acc 0.1325 test loss 2.417244 best test_acc 0.4131
e 57 | malicious users: 5 | test acc 0.0949 test loss 2.301996 best test_acc 0.4131
e 58 | malicious users: 5 | test acc 0.0958 test loss 2.466731 best test_acc 0.4131
e 59 | malicious users: 5 | test acc 0.1605 test loss 2.300151 best test_acc 0.4131
e 60 | malicious users: 5 | test acc 0.0931 test loss 2.303185 best test_acc 0.4131
e 61 | malicious users: 5 | test acc 0.1144 test loss 2.607607 best test_acc 0.4131
e 62 | malicious users: 5 | test acc 0.0892 test loss 2.634007 best test_acc 0.4131
e 63 | malicious users: 5 | test acc 0.1199 test loss 2.790376 best test_acc 0.4131
e 64 | malicious users: 5 | test acc 0.1068 test loss 2.303203 best test_acc 0.4131
e 65 | malicious users: 5 | test acc 0.1874 test loss 2.366692 best test_acc 0.4131
e 66 | malicious users: 5 | test acc 0.1029 test loss 2.301591 best test_acc 0.4131
e 67 | malicious users: 5 | test acc 0.0892 test loss 2.571737 best test_acc 0.4131
e 68 | malicious users: 5 | test acc 0.0980 test loss 2.486096 best test_acc 0.4131
e 69 | malicious users: 5 | test acc 0.1928 test loss 2.488852 best test_acc 0.4131
e 70 | malicious users: 5 | test acc 0.1467 test loss 2.410221 best test_acc 0.4131
e 71 | malicious users: 5 | test acc 0.1028 test loss 2.453224 best test_acc 0.4131
e 72 | malicious users: 5 | test acc 0.2064 test loss 2.288993 best test_acc 0.4131
e 73 | malicious users: 5 | test acc 0.1283 test loss 2.299311 best test_acc 0.4131
e 74 | malicious users: 5 | test acc 0.0892 test loss 2.346500 best test_acc 0.4131
e 75 | malicious users: 5 | test acc 0.1997 test loss 2.425185 best test_acc 0.4131
e 76 | malicious users: 5 | test acc 0.3135 test loss 2.292532 best test_acc 0.4131
e 77 | malicious users: 5 | test acc 0.1899 test loss 2.205456 best test_acc 0.4131
e 78 | malicious users: 5 | test acc 0.1787 test loss 2.260290 best test_acc 0.4131
e 79 | malicious users: 5 | test acc 0.3981 test loss 1.783178 best test_acc 0.4131
e 80 | malicious users: 5 | test acc 0.2671 test loss 2.381661 best test_acc 0.4131
e 81 | malicious users: 5 | test acc 0.1186 test loss 2.300278 best test_acc 0.4131
e 82 | malicious users: 5 | test acc 0.2493 test loss 2.676612 best test_acc 0.4131
e 83 | malicious users: 5 | test acc 0.1026 test loss 2.304506 best test_acc 0.4131
e 84 | malicious users: 5 | test acc 0.0386 test loss 2.302873 best test_acc 0.4131
e 85 | malicious users: 5 | test acc 0.1523 test loss 2.298264 best test_acc 0.4131
e 86 | malicious users: 5 | test acc 0.1287 test loss 2.299914 best test_acc 0.4131
e 87 | malicious users: 5 | test acc 0.0736 test loss 2.306591 best test_acc 0.4131
e 88 | malicious users: 5 | test acc 0.0980 test loss 2.496353 best test_acc 0.4131
e 89 | malicious users: 5 | test acc 0.1009 test loss 2.304487 best test_acc 0.4131
e 90 | malicious users: 5 | test acc 0.0958 test loss 2.661540 best test_acc 0.4131
e 91 | malicious users: 5 | test acc 0.0979 test loss 2.302436 best test_acc 0.4131
e 92 | malicious users: 5 | test acc 0.1010 test loss 2.403281 best test_acc 0.4131
e 93 | malicious users: 5 | test acc 0.0958 test loss 3.457745 best test_acc 0.4131
e 94 | malicious users: 5 | test acc 0.1135 test loss 2.687670 best test_acc 0.4131
e 95 | malicious users: 5 | test acc 0.0953 test loss 2.300584 best test_acc 0.4131
e 96 | malicious users: 5 | test acc 0.2098 test loss 2.602570 best test_acc 0.4131
e 97 | malicious users: 5 | test acc 0.0974 test loss 2.341724 best test_acc 0.4131
e 98 | malicious users: 5 | test acc 0.1010 test loss 2.292074 best test_acc 0.4131
e 99 | malicious users: 5 | test acc 0.1010 test loss 2.354367 best test_acc 0.4131
e 100 | malicious users: 5 | test acc 0.1153 test loss 2.643424 best test_acc 0.4131
e 101 | malicious users: 5 | test acc 0.0974 test loss 2.570995 best test_acc 0.4131
e 102 | malicious users: 5 | test acc 0.1189 test loss 2.295362 best test_acc 0.4131
e 103 | malicious users: 5 | test acc 0.1824 test loss 2.290205 best test_acc 0.4131
e 104 | malicious users: 5 | test acc 0.0892 test loss 2.294246 best test_acc 0.4131
e 105 | malicious users: 5 | test acc 0.1503 test loss 2.386636 best test_acc 0.4131
e 106 | malicious users: 5 | test acc 0.1104 test loss 2.301057 best test_acc 0.4131
e 107 | malicious users: 5 | test acc 0.0927 test loss 2.306169 best test_acc 0.4131
e 108 | malicious users: 5 | test acc 0.1011 test loss 2.467618 best test_acc 0.4131
e 109 | malicious users: 5 | test acc 0.1032 test loss 2.403445 best test_acc 0.4131
e 110 | malicious users: 5 | test acc 0.1854 test loss 2.308886 best test_acc 0.4131
e 111 | malicious users: 5 | test acc 0.1037 test loss 2.358207 best test_acc 0.4131
e 112 | malicious users: 5 | test acc 0.0980 test loss 2.292504 best test_acc 0.4131
e 113 | malicious users: 5 | test acc 0.2999 test loss 2.280835 best test_acc 0.4131
e 114 | malicious users: 5 | test acc 0.1168 test loss 2.305039 best test_acc 0.4131
e 115 | malicious users: 5 | test acc 0.1123 test loss 2.302059 best test_acc 0.4131
e 116 | malicious users: 5 | test acc 0.0892 test loss 2.535326 best test_acc 0.4131
e 117 | malicious users: 5 | test acc 0.0982 test loss 2.752216 best test_acc 0.4131
e 118 | malicious users: 5 | test acc 0.0772 test loss 2.303279 best test_acc 0.4131
e 119 | malicious users: 5 | test acc 0.1732 test loss 2.506228 best test_acc 0.4131
e 120 | malicious users: 5 | test acc 0.2564 test loss 2.516510 best test_acc 0.4131
e 121 | malicious users: 5 | test acc 0.0834 test loss 2.305214 best test_acc 0.4131
e 122 | malicious users: 5 | test acc 0.1030 test loss 2.301247 best test_acc 0.4131
e 123 | malicious users: 5 | test acc 0.1611 test loss 2.328018 best test_acc 0.4131
e 124 | malicious users: 5 | test acc 0.1086 test loss 2.303481 best test_acc 0.4131
e 125 | malicious users: 5 | test acc 0.1135 test loss 2.558300 best test_acc 0.4131
e 126 | malicious users: 5 | test acc 0.0974 test loss 2.459034 best test_acc 0.4131
e 127 | malicious users: 5 | test acc 0.0982 test loss 2.433893 best test_acc 0.4131
e 128 | malicious users: 5 | test acc 0.0982 test loss 2.298101 best test_acc 0.4131
e 129 | malicious users: 5 | test acc 0.1670 test loss 2.998688 best test_acc 0.4131
e 130 | malicious users: 5 | test acc 0.1310 test loss 2.308320 best test_acc 0.4131
e 131 | malicious users: 5 | test acc 0.0614 test loss 2.305714 best test_acc 0.4131
e 132 | malicious users: 5 | test acc 0.0892 test loss 2.389834 best test_acc 0.4131
e 133 | malicious users: 5 | test acc 0.0958 test loss 3.836317 best test_acc 0.4131
e 134 | malicious users: 5 | test acc 0.1033 test loss 2.301585 best test_acc 0.4131
e 135 | malicious users: 5 | test acc 0.0918 test loss 2.303576 best test_acc 0.4131
e 136 | malicious users: 5 | test acc 0.1034 test loss 2.500639 best test_acc 0.4131
e 137 | malicious users: 5 | test acc 0.0710 test loss 2.302679 best test_acc 0.4131
e 138 | malicious users: 5 | test acc 0.1186 test loss 2.323606 best test_acc 0.4131
e 139 | malicious users: 5 | test acc 0.1066 test loss 2.464580 best test_acc 0.4131
e 140 | malicious users: 5 | test acc 0.1278 test loss 2.579144 best test_acc 0.4131
e 141 | malicious users: 5 | test acc 0.1745 test loss 2.311560 best test_acc 0.4131
e 142 | malicious users: 5 | test acc 0.1021 test loss 2.302593 best test_acc 0.4131
e 143 | malicious users: 5 | test acc 0.0982 test loss 2.591354 best test_acc 0.4131
e 144 | malicious users: 5 | test acc 0.0852 test loss 2.301597 best test_acc 0.4131
e 145 | malicious users: 5 | test acc 0.1244 test loss 2.303696 best test_acc 0.4131
e 146 | malicious users: 5 | test acc 0.1293 test loss 2.304202 best test_acc 0.4131
e 147 | malicious users: 5 | test acc 0.1302 test loss 2.301466 best test_acc 0.4131
e 148 | malicious users: 5 | test acc 0.1010 test loss 2.563542 best test_acc 0.4131
e 149 | malicious users: 5 | test acc 0.1432 test loss 2.342757 best test_acc 0.4131
e 150 | malicious users: 5 | test acc 0.0974 test loss 2.302271 best test_acc 0.4131
e 151 | malicious users: 5 | test acc 0.1379 test loss 2.302211 best test_acc 0.4131
e 152 | malicious users: 5 | test acc 0.0964 test loss 2.303547 best test_acc 0.4131
e 153 | malicious users: 5 | test acc 0.0982 test loss 2.319503 best test_acc 0.4131
e 154 | malicious users: 5 | test acc 0.0887 test loss 2.300024 best test_acc 0.4131
e 155 | malicious users: 5 | test acc 0.1043 test loss 2.500074 best test_acc 0.4131
