=> Saving data in Logs/FRL~try=853
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 9 | test acc 0.1399 test loss 2.275523 best test_acc 0.1399
e 1 | malicious users: 6 | test acc 0.2875 test loss 2.176728 best test_acc 0.2875
e 2 | malicious users: 3 | test acc 0.5254 test loss 2.117197 best test_acc 0.5254
e 3 | malicious users: 6 | test acc 0.5244 test loss 1.951284 best test_acc 0.5254
e 4 | malicious users: 5 | test acc 0.4872 test loss 1.665944 best test_acc 0.5254
e 5 | malicious users: 2 | test acc 0.6245 test loss 1.420980 best test_acc 0.6245
e 6 | malicious users: 4 | test acc 0.6112 test loss 1.597786 best test_acc 0.6245
e 7 | malicious users: 4 | test acc 0.5641 test loss 1.288201 best test_acc 0.6245
e 8 | malicious users: 9 | test acc 0.6306 test loss 1.478822 best test_acc 0.6306
e 9 | malicious users: 1 | test acc 0.6011 test loss 1.234867 best test_acc 0.6306
e 10 | malicious users: 6 | test acc 0.6610 test loss 1.350395 best test_acc 0.6610
e 11 | malicious users: 4 | test acc 0.7104 test loss 1.028504 best test_acc 0.7104
e 12 | malicious users: 2 | test acc 0.6861 test loss 1.044740 best test_acc 0.7104
e 13 | malicious users: 7 | test acc 0.7014 test loss 1.133843 best test_acc 0.7104
e 14 | malicious users: 2 | test acc 0.7880 test loss 0.958444 best test_acc 0.7880
e 15 | malicious users: 4 | test acc 0.7733 test loss 1.007511 best test_acc 0.7880
e 16 | malicious users: 8 | test acc 0.7607 test loss 1.129973 best test_acc 0.7880
e 17 | malicious users: 3 | test acc 0.7671 test loss 0.841101 best test_acc 0.7880
e 18 | malicious users: 7 | test acc 0.7128 test loss 1.107164 best test_acc 0.7880
e 19 | malicious users: 5 | test acc 0.7576 test loss 0.953745 best test_acc 0.7880
e 20 | malicious users: 7 | test acc 0.7456 test loss 0.939483 best test_acc 0.7880
e 21 | malicious users: 6 | test acc 0.7939 test loss 0.911436 best test_acc 0.7939
e 22 | malicious users: 5 | test acc 0.7829 test loss 0.755331 best test_acc 0.7939
e 23 | malicious users: 4 | test acc 0.7635 test loss 0.755298 best test_acc 0.7939
e 24 | malicious users: 6 | test acc 0.6556 test loss 1.209334 best test_acc 0.7939
e 25 | malicious users: 4 | test acc 0.7938 test loss 0.700690 best test_acc 0.7939
e 26 | malicious users: 2 | test acc 0.8369 test loss 0.726284 best test_acc 0.8369
e 27 | malicious users: 8 | test acc 0.8751 test loss 0.773323 best test_acc 0.8751
e 28 | malicious users: 7 | test acc 0.5785 test loss 1.114478 best test_acc 0.8751
e 29 | malicious users: 7 | test acc 0.7238 test loss 0.948599 best test_acc 0.8751
e 30 | malicious users: 9 | test acc 0.7064 test loss 1.054913 best test_acc 0.8751
e 31 | malicious users: 4 | test acc 0.8416 test loss 0.815490 best test_acc 0.8751
e 32 | malicious users: 5 | test acc 0.9067 test loss 0.515471 best test_acc 0.9067
e 33 | malicious users: 3 | test acc 0.7685 test loss 0.706061 best test_acc 0.9067
e 34 | malicious users: 5 | test acc 0.8875 test loss 0.628459 best test_acc 0.9067
e 35 | malicious users: 4 | test acc 0.9103 test loss 0.617947 best test_acc 0.9103
e 36 | malicious users: 5 | test acc 0.8752 test loss 0.639603 best test_acc 0.9103
e 37 | malicious users: 9 | test acc 0.7511 test loss 1.171735 best test_acc 0.9103
e 38 | malicious users: 6 | test acc 0.8877 test loss 0.845470 best test_acc 0.9103
e 39 | malicious users: 5 | test acc 0.8377 test loss 0.679009 best test_acc 0.9103
e 40 | malicious users: 4 | test acc 0.7659 test loss 0.940725 best test_acc 0.9103
e 41 | malicious users: 6 | test acc 0.7437 test loss 0.881602 best test_acc 0.9103
e 42 | malicious users: 6 | test acc 0.8236 test loss 0.682223 best test_acc 0.9103
e 43 | malicious users: 6 | test acc 0.8325 test loss 0.674400 best test_acc 0.9103
e 44 | malicious users: 5 | test acc 0.8373 test loss 0.570720 best test_acc 0.9103
e 45 | malicious users: 5 | test acc 0.7558 test loss 0.829805 best test_acc 0.9103
e 46 | malicious users: 3 | test acc 0.7946 test loss 0.642945 best test_acc 0.9103
e 47 | malicious users: 6 | test acc 0.7661 test loss 0.724637 best test_acc 0.9103
e 48 | malicious users: 11 | test acc 0.7216 test loss 1.276328 best test_acc 0.9103
e 49 | malicious users: 8 | test acc 0.8847 test loss 0.864380 best test_acc 0.9103
e 50 | malicious users: 6 | test acc 0.8785 test loss 0.882165 best test_acc 0.9103
