#########Federated Learning With Noise Mask attack############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 4 | test acc 0.1003 test loss 2.304459 best test_acc 0.1003
e 1 | malicious users: 9 | test acc 0.1000 test loss 2.307321 best test_acc 0.1003
e 2 | malicious users: 7 | test acc 0.1000 test loss 2.302538 best test_acc 0.1003
e 3 | malicious users: 11 | test acc 0.1000 test loss 2.301994 best test_acc 0.1003
e 4 | malicious users: 4 | test acc 0.0934 test loss 2.300744 best test_acc 0.1003
e 5 | malicious users: 8 | test acc 0.0976 test loss 2.304173 best test_acc 0.1003
e 6 | malicious users: 6 | test acc 0.1000 test loss 2.301993 best test_acc 0.1003
e 7 | malicious users: 4 | test acc 0.1000 test loss 2.299480 best test_acc 0.1003
e 8 | malicious users: 7 | test acc 0.1000 test loss 2.302447 best test_acc 0.1003
e 9 | malicious users: 8 | test acc 0.1000 test loss 2.301502 best test_acc 0.1003
e 10 | malicious users: 10 | test acc 0.1000 test loss 2.317337 best test_acc 0.1003
e 11 | malicious users: 7 | test acc 0.1000 test loss 2.302548 best test_acc 0.1003
e 12 | malicious users: 10 | test acc 0.1000 test loss 2.301480 best test_acc 0.1003
e 13 | malicious users: 8 | test acc 0.1099 test loss 2.300566 best test_acc 0.1099
e 14 | malicious users: 10 | test acc 0.1000 test loss 2.303287 best test_acc 0.1099
e 15 | malicious users: 11 | test acc 0.1113 test loss 2.331554 best test_acc 0.1113
e 16 | malicious users: 7 | test acc 0.1007 test loss 2.302574 best test_acc 0.1113
e 17 | malicious users: 8 | test acc 0.1001 test loss 2.303059 best test_acc 0.1113
e 18 | malicious users: 4 | test acc 0.1000 test loss 2.301767 best test_acc 0.1113
e 19 | malicious users: 4 | test acc 0.1000 test loss 2.302246 best test_acc 0.1113
e 20 | malicious users: 8 | test acc 0.1000 test loss 2.851704 best test_acc 0.1113
e 21 | malicious users: 10 | test acc 0.1000 test loss 2.302819 best test_acc 0.1113
e 22 | malicious users: 8 | test acc 0.0998 test loss 2.302899 best test_acc 0.1113
e 23 | malicious users: 9 | test acc 0.1000 test loss 2.303251 best test_acc 0.1113
e 24 | malicious users: 11 | test acc 0.0997 test loss 2.302984 best test_acc 0.1113
e 25 | malicious users: 5 | test acc 0.1000 test loss 2.332289 best test_acc 0.1113
e 26 | malicious users: 10 | test acc 0.0981 test loss 2.302658 best test_acc 0.1113
e 27 | malicious users: 4 | test acc 0.1000 test loss 2.302682 best test_acc 0.1113
e 28 | malicious users: 7 | test acc 0.0933 test loss 2.302584 best test_acc 0.1113
e 29 | malicious users: 6 | test acc 0.0998 test loss 2.302723 best test_acc 0.1113
e 30 | malicious users: 5 | test acc 0.0961 test loss 2.302694 best test_acc 0.1113
e 31 | malicious users: 6 | test acc 0.0988 test loss 2.302669 best test_acc 0.1113
e 32 | malicious users: 8 | test acc 0.0968 test loss 2.302689 best test_acc 0.1113
e 33 | malicious users: 8 | test acc 0.1000 test loss 2.302524 best test_acc 0.1113
e 34 | malicious users: 7 | test acc 0.0985 test loss 2.302626 best test_acc 0.1113
e 35 | malicious users: 6 | test acc 0.1087 test loss 2.302508 best test_acc 0.1113
e 36 | malicious users: 6 | test acc 0.1014 test loss 2.302327 best test_acc 0.1113
e 37 | malicious users: 7 | test acc 0.1000 test loss 2.302561 best test_acc 0.1113
e 38 | malicious users: 11 | test acc 0.1002 test loss 2.302169 best test_acc 0.1113
e 39 | malicious users: 7 | test acc 0.1000 test loss 2.302060 best test_acc 0.1113
e 40 | malicious users: 8 | test acc 0.1097 test loss 2.301717 best test_acc 0.1113
e 41 | malicious users: 9 | test acc 0.1000 test loss 2.307532 best test_acc 0.1113
e 42 | malicious users: 7 | test acc 0.1011 test loss 2.302509 best test_acc 0.1113
e 43 | malicious users: 7 | test acc 0.1000 test loss 2.302496 best test_acc 0.1113
e 44 | malicious users: 3 | test acc 0.1000 test loss 2.302248 best test_acc 0.1113
e 45 | malicious users: 6 | test acc 0.1000 test loss 2.301846 best test_acc 0.1113
e 46 | malicious users: 7 | test acc 0.1000 test loss 2.300984 best test_acc 0.1113
e 47 | malicious users: 11 | test acc 0.1000 test loss 2.302191 best test_acc 0.1113
e 48 | malicious users: 8 | test acc 0.1000 test loss 2.300773 best test_acc 0.1113
e 49 | malicious users: 7 | test acc 0.1000 test loss 2.304336 best test_acc 0.1113
e 50 | malicious users: 8 | test acc 0.1041 test loss 2.303987 best test_acc 0.1113
e 51 | malicious users: 10 | test acc 0.1000 test loss 2.302930 best test_acc 0.1113
e 52 | malicious users: 5 | test acc 0.0960 test loss 2.296553 best test_acc 0.1113
e 53 | malicious users: 11 | test acc 0.1000 test loss 2.300898 best test_acc 0.1113
e 54 | malicious users: 10 | test acc 0.1000 test loss 2.298015 best test_acc 0.1113
e 55 | malicious users: 8 | test acc 0.1010 test loss 2.298006 best test_acc 0.1113
e 56 | malicious users: 8 | test acc 0.1000 test loss 2.289236 best test_acc 0.1113
e 57 | malicious users: 6 | test acc 0.1000 test loss 2.256423 best test_acc 0.1113
e 58 | malicious users: 8 | test acc 0.1000 test loss 2.295006 best test_acc 0.1113
