2024-04-09 20:47:59,902 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Configure stats pid to 164418
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Loading settings from /home/test/.config/wandb/settings
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Loading settings from /home/test/FRL/wandb/settings
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'my-FRL-attack-sweep', 'entity': 'griffith', 'root_dir': '/home/test/FRL', 'sweep_id': '96i2xcih', 'run_id': 'jq06bwz2', 'sweep_param_path': '/home/test/FRL/wandb/sweep-96i2xcih/config-jq06bwz2.yaml'}
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/test/FRL/main.py', 'program': '/home/test/FRL/main.py'}
2024-04-09 20:47:59,903 INFO    Thread-2 (_run_job):164418 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:_log_setup():521] Logging user logs to /home/test/FRL/wandb/run-20240409_204759-jq06bwz2/logs/debug.log
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:_log_setup():522] Logging internal logs to /home/test/FRL/wandb/run-20240409_204759-jq06bwz2/logs/debug-internal.log
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():561] calling init triggers
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():568] wandb.init called with sweep_config: {'k_s': 10, 'lr': 0.02686674519843987, 'n_s': 30, 'α': 0.2}
config: {}
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():611] starting backend
2024-04-09 20:47:59,904 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():615] setting up manager
2024-04-09 20:47:59,924 INFO    Thread-2 (_run_job):164418 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-04-09 20:47:59,926 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():623] backend started and connected
2024-04-09 20:47:59,942 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_config_callback():1347] config_cb None None {'k_s': 10, 'lr': 0.02686674519843987, 'n_s': 30, 'α': 0.2}
2024-04-09 20:47:59,943 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():715] updated telemetry
2024-04-09 20:47:59,949 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-04-09 20:48:00,452 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_on_init():2357] communicating current version
2024-04-09 20:48:00,522 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_on_init():2366] got version response 
2024-04-09 20:48:00,523 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():799] starting run threads in backend
2024-04-09 20:48:02,061 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_console_start():2335] atexit reg
2024-04-09 20:48:02,061 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-04-09 20:48:02,061 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-04-09 20:48:02,061 INFO    Thread-2 (_run_job):164418 [wandb_run.py:_redirect():2280] Redirects installed.
2024-04-09 20:48:02,062 INFO    Thread-2 (_run_job):164418 [wandb_init.py:init():842] run started, returning control to user process
