=> Saving data in Logs/FRL~try=448
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.05 | total number of malicious clients: 50
e 0 | malicious users: 2 | test acc 0.1028 test loss 2.266067 best test_acc 0.1028
e 1 | malicious users: 1 | test acc 0.3219 test loss 2.166604 best test_acc 0.3219
e 2 | malicious users: 1 | test acc 0.4153 test loss 2.015644 best test_acc 0.4153
e 3 | malicious users: 0 | test acc 0.5265 test loss 1.722833 best test_acc 0.5265
e 4 | malicious users: 0 | test acc 0.5496 test loss 2.048954 best test_acc 0.5496
e 5 | malicious users: 0 | test acc 0.5618 test loss 1.423872 best test_acc 0.5618
e 6 | malicious users: 1 | test acc 0.6352 test loss 1.345702 best test_acc 0.6352
e 7 | malicious users: 1 | test acc 0.6640 test loss 1.248628 best test_acc 0.6640
e 8 | malicious users: 0 | test acc 0.7023 test loss 0.895902 best test_acc 0.7023
e 9 | malicious users: 2 | test acc 0.6837 test loss 1.080481 best test_acc 0.7023
e 10 | malicious users: 4 | test acc 0.6035 test loss 1.041239 best test_acc 0.7023
e 11 | malicious users: 2 | test acc 0.6100 test loss 1.307299 best test_acc 0.7023
e 12 | malicious users: 2 | test acc 0.6617 test loss 1.110084 best test_acc 0.7023
e 13 | malicious users: 2 | test acc 0.6882 test loss 0.898866 best test_acc 0.7023
e 14 | malicious users: 1 | test acc 0.7042 test loss 0.822398 best test_acc 0.7042
e 15 | malicious users: 0 | test acc 0.7876 test loss 0.726118 best test_acc 0.7876
e 16 | malicious users: 1 | test acc 0.7724 test loss 0.899285 best test_acc 0.7876
e 17 | malicious users: 0 | test acc 0.7477 test loss 0.705490 best test_acc 0.7876
e 18 | malicious users: 1 | test acc 0.7423 test loss 0.778224 best test_acc 0.7876
e 19 | malicious users: 4 | test acc 0.6902 test loss 0.930749 best test_acc 0.7876
e 20 | malicious users: 0 | test acc 0.8038 test loss 0.664678 best test_acc 0.8038
e 21 | malicious users: 1 | test acc 0.7851 test loss 0.927461 best test_acc 0.8038
e 22 | malicious users: 1 | test acc 0.8303 test loss 0.769200 best test_acc 0.8303
e 23 | malicious users: 2 | test acc 0.8292 test loss 0.610114 best test_acc 0.8303
e 24 | malicious users: 1 | test acc 0.7628 test loss 0.756825 best test_acc 0.8303
e 25 | malicious users: 4 | test acc 0.7319 test loss 0.892342 best test_acc 0.8303
e 26 | malicious users: 1 | test acc 0.8806 test loss 0.480191 best test_acc 0.8806
e 27 | malicious users: 0 | test acc 0.8333 test loss 0.611964 best test_acc 0.8806
e 28 | malicious users: 2 | test acc 0.7550 test loss 0.734224 best test_acc 0.8806
e 29 | malicious users: 3 | test acc 0.7946 test loss 0.595299 best test_acc 0.8806
e 30 | malicious users: 0 | test acc 0.7189 test loss 0.711259 best test_acc 0.8806
e 31 | malicious users: 1 | test acc 0.9082 test loss 0.457713 best test_acc 0.9082
e 32 | malicious users: 0 | test acc 0.8547 test loss 0.438972 best test_acc 0.9082
e 33 | malicious users: 0 | test acc 0.7944 test loss 0.626821 best test_acc 0.9082
e 34 | malicious users: 2 | test acc 0.8328 test loss 0.645855 best test_acc 0.9082
e 35 | malicious users: 3 | test acc 0.8468 test loss 0.482109 best test_acc 0.9082
e 36 | malicious users: 0 | test acc 0.7777 test loss 0.666252 best test_acc 0.9082
e 37 | malicious users: 1 | test acc 0.7697 test loss 0.637794 best test_acc 0.9082
e 38 | malicious users: 0 | test acc 0.8412 test loss 0.559130 best test_acc 0.9082
e 39 | malicious users: 2 | test acc 0.7852 test loss 0.609756 best test_acc 0.9082
e 40 | malicious users: 2 | test acc 0.7983 test loss 0.635015 best test_acc 0.9082
e 41 | malicious users: 2 | test acc 0.9121 test loss 0.374456 best test_acc 0.9121
e 42 | malicious users: 1 | test acc 0.8555 test loss 0.480098 best test_acc 0.9121
e 43 | malicious users: 2 | test acc 0.7905 test loss 0.605909 best test_acc 0.9121
e 44 | malicious users: 0 | test acc 0.7369 test loss 0.705656 best test_acc 0.9121
e 45 | malicious users: 0 | test acc 0.7638 test loss 0.683528 best test_acc 0.9121
e 46 | malicious users: 1 | test acc 0.7675 test loss 0.588607 best test_acc 0.9121
