=> Saving data in Logs/FRL~try=669
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 5 | test acc 0.2125 test loss 2.218034 best test_acc 0.2125
e 1 | malicious users: 1 | test acc 0.4818 test loss 2.008207 best test_acc 0.4818
e 2 | malicious users: 2 | test acc 0.4732 test loss 1.649431 best test_acc 0.4818
e 3 | malicious users: 2 | test acc 0.5613 test loss 1.505411 best test_acc 0.5613
e 4 | malicious users: 4 | test acc 0.6292 test loss 1.125387 best test_acc 0.6292
e 5 | malicious users: 4 | test acc 0.5739 test loss 1.358113 best test_acc 0.6292
e 6 | malicious users: 1 | test acc 0.7613 test loss 0.897878 best test_acc 0.7613
e 7 | malicious users: 0 | test acc 0.7616 test loss 0.792462 best test_acc 0.7616
e 8 | malicious users: 1 | test acc 0.7270 test loss 0.979745 best test_acc 0.7616
e 9 | malicious users: 2 | test acc 0.8363 test loss 0.698352 best test_acc 0.8363
e 10 | malicious users: 2 | test acc 0.7531 test loss 0.793190 best test_acc 0.8363
e 11 | malicious users: 2 | test acc 0.8470 test loss 0.625263 best test_acc 0.8470
e 12 | malicious users: 2 | test acc 0.7697 test loss 0.663701 best test_acc 0.8470
e 13 | malicious users: 2 | test acc 0.7681 test loss 0.720858 best test_acc 0.8470
e 14 | malicious users: 4 | test acc 0.8051 test loss 0.595936 best test_acc 0.8470
e 15 | malicious users: 2 | test acc 0.8321 test loss 0.632667 best test_acc 0.8470
e 16 | malicious users: 6 | test acc 0.8030 test loss 0.656803 best test_acc 0.8470
e 17 | malicious users: 2 | test acc 0.7985 test loss 0.694907 best test_acc 0.8470
e 18 | malicious users: 2 | test acc 0.8968 test loss 0.451854 best test_acc 0.8968
e 19 | malicious users: 3 | test acc 0.8367 test loss 0.592688 best test_acc 0.8968
e 20 | malicious users: 2 | test acc 0.8343 test loss 0.536773 best test_acc 0.8968
e 21 | malicious users: 0 | test acc 0.8909 test loss 0.390621 best test_acc 0.8968
e 22 | malicious users: 1 | test acc 0.7674 test loss 0.736886 best test_acc 0.8968
e 23 | malicious users: 2 | test acc 0.8366 test loss 0.533386 best test_acc 0.8968
e 24 | malicious users: 2 | test acc 0.9149 test loss 0.357182 best test_acc 0.9149
e 25 | malicious users: 4 | test acc 0.7968 test loss 0.601079 best test_acc 0.9149
e 26 | malicious users: 2 | test acc 0.8785 test loss 0.506285 best test_acc 0.9149
e 27 | malicious users: 4 | test acc 0.8045 test loss 0.630002 best test_acc 0.9149
e 28 | malicious users: 1 | test acc 0.7322 test loss 0.701511 best test_acc 0.9149
e 29 | malicious users: 2 | test acc 0.8607 test loss 0.569785 best test_acc 0.9149
e 30 | malicious users: 5 | test acc 0.8543 test loss 0.561311 best test_acc 0.9149
e 31 | malicious users: 3 | test acc 0.9139 test loss 0.353811 best test_acc 0.9149
e 32 | malicious users: 3 | test acc 0.7883 test loss 0.667846 best test_acc 0.9149
e 33 | malicious users: 4 | test acc 0.7660 test loss 0.722929 best test_acc 0.9149
e 34 | malicious users: 4 | test acc 0.7421 test loss 0.878411 best test_acc 0.9149
e 35 | malicious users: 2 | test acc 0.9010 test loss 0.422229 best test_acc 0.9149
e 36 | malicious users: 2 | test acc 0.8644 test loss 0.603878 best test_acc 0.9149
e 37 | malicious users: 4 | test acc 0.9090 test loss 0.374287 best test_acc 0.9149
e 38 | malicious users: 3 | test acc 0.8360 test loss 0.521924 best test_acc 0.9149
e 39 | malicious users: 1 | test acc 0.8197 test loss 0.572514 best test_acc 0.9149
e 40 | malicious users: 3 | test acc 0.7722 test loss 0.747908 best test_acc 0.9149
e 41 | malicious users: 2 | test acc 0.8741 test loss 0.577036 best test_acc 0.9149
e 42 | malicious users: 4 | test acc 0.8474 test loss 0.462571 best test_acc 0.9149
e 43 | malicious users: 3 | test acc 0.8858 test loss 0.552697 best test_acc 0.9149
e 44 | malicious users: 6 | test acc 0.9142 test loss 0.362805 best test_acc 0.9149
e 45 | malicious users: 4 | test acc 0.7486 test loss 0.667449 best test_acc 0.9149
e 46 | malicious users: 1 | test acc 0.9090 test loss 0.403645 best test_acc 0.9149
e 47 | malicious users: 4 | test acc 0.7717 test loss 0.695359 best test_acc 0.9149
e 48 | malicious users: 1 | test acc 0.8739 test loss 0.449931 best test_acc 0.9149
e 49 | malicious users: 2 | test acc 0.9065 test loss 0.488498 best test_acc 0.9149
e 50 | malicious users: 0 | test acc 0.9342 test loss 0.282026 best test_acc 0.9342
e 51 | malicious users: 2 | test acc 0.9146 test loss 0.368988 best test_acc 0.9342
e 52 | malicious users: 1 | test acc 0.8325 test loss 0.503807 best test_acc 0.9342
e 53 | malicious users: 1 | test acc 0.7562 test loss 0.622445 best test_acc 0.9342
e 54 | malicious users: 2 | test acc 0.9455 test loss 0.249399 best test_acc 0.9455
e 55 | malicious users: 5 | test acc 0.8048 test loss 0.604984 best test_acc 0.9455
e 56 | malicious users: 4 | test acc 0.7380 test loss 0.755512 best test_acc 0.9455
e 57 | malicious users: 2 | test acc 0.8999 test loss 0.424539 best test_acc 0.9455
e 58 | malicious users: 2 | test acc 0.8220 test loss 0.621060 best test_acc 0.9455
e 59 | malicious users: 1 | test acc 0.8870 test loss 0.368597 best test_acc 0.9455
e 60 | malicious users: 4 | test acc 0.8882 test loss 0.483060 best test_acc 0.9455
e 61 | malicious users: 2 | test acc 0.9185 test loss 0.366154 best test_acc 0.9455
e 62 | malicious users: 1 | test acc 0.8283 test loss 0.571583 best test_acc 0.9455
e 63 | malicious users: 2 | test acc 0.8815 test loss 0.366517 best test_acc 0.9455
e 64 | malicious users: 2 | test acc 0.7743 test loss 0.686518 best test_acc 0.9455
e 65 | malicious users: 2 | test acc 0.9304 test loss 0.333303 best test_acc 0.9455
e 66 | malicious users: 4 | test acc 0.8801 test loss 0.394652 best test_acc 0.9455
e 67 | malicious users: 4 | test acc 0.8185 test loss 0.553499 best test_acc 0.9455
e 68 | malicious users: 2 | test acc 0.8735 test loss 0.340666 best test_acc 0.9455
e 69 | malicious users: 1 | test acc 0.8315 test loss 0.620961 best test_acc 0.9455
e 70 | malicious users: 0 | test acc 0.8500 test loss 0.418136 best test_acc 0.9455
e 71 | malicious users: 2 | test acc 0.8249 test loss 0.552800 best test_acc 0.9455
e 72 | malicious users: 2 | test acc 0.9210 test loss 0.312000 best test_acc 0.9455
e 73 | malicious users: 4 | test acc 0.8480 test loss 0.564808 best test_acc 0.9455
e 74 | malicious users: 4 | test acc 0.8800 test loss 0.339894 best test_acc 0.9455
e 75 | malicious users: 2 | test acc 0.7197 test loss 0.870765 best test_acc 0.9455
e 76 | malicious users: 2 | test acc 0.8863 test loss 0.362162 best test_acc 0.9455
e 77 | malicious users: 4 | test acc 0.9162 test loss 0.497128 best test_acc 0.9455
e 78 | malicious users: 3 | test acc 0.8503 test loss 0.510927 best test_acc 0.9455
e 79 | malicious users: 3 | test acc 0.8439 test loss 0.453799 best test_acc 0.9455
e 80 | malicious users: 1 | test acc 0.9055 test loss 0.345785 best test_acc 0.9455
e 81 | malicious users: 3 | test acc 0.8828 test loss 0.422694 best test_acc 0.9455
e 82 | malicious users: 1 | test acc 0.9421 test loss 0.365751 best test_acc 0.9455
e 83 | malicious users: 0 | test acc 0.8904 test loss 0.539939 best test_acc 0.9455
e 84 | malicious users: 4 | test acc 0.9263 test loss 0.279353 best test_acc 0.9455
e 85 | malicious users: 4 | test acc 0.9092 test loss 0.409836 best test_acc 0.9455
e 86 | malicious users: 1 | test acc 0.9268 test loss 0.301188 best test_acc 0.9455
e 87 | malicious users: 7 | test acc 0.8211 test loss 0.823839 best test_acc 0.9455
e 88 | malicious users: 3 | test acc 0.8294 test loss 0.503558 best test_acc 0.9455
e 89 | malicious users: 3 | test acc 0.9215 test loss 0.315064 best test_acc 0.9455
e 90 | malicious users: 4 | test acc 0.7501 test loss 0.688502 best test_acc 0.9455
e 91 | malicious users: 1 | test acc 0.8307 test loss 0.474900 best test_acc 0.9455
e 92 | malicious users: 5 | test acc 0.8967 test loss 0.370838 best test_acc 0.9455
e 93 | malicious users: 2 | test acc 0.7711 test loss 0.561355 best test_acc 0.9455
e 94 | malicious users: 2 | test acc 0.7189 test loss 0.757032 best test_acc 0.9455
e 95 | malicious users: 1 | test acc 0.8270 test loss 0.593190 best test_acc 0.9455
e 96 | malicious users: 2 | test acc 0.8677 test loss 0.482672 best test_acc 0.9455
e 97 | malicious users: 6 | test acc 0.8294 test loss 0.485342 best test_acc 0.9455
e 98 | malicious users: 1 | test acc 0.8134 test loss 0.530845 best test_acc 0.9455
e 99 | malicious users: 0 | test acc 0.9317 test loss 0.271748 best test_acc 0.9455
e 100 | malicious users: 1 | test acc 0.8669 test loss 0.493428 best test_acc 0.9455
e 101 | malicious users: 4 | test acc 0.8844 test loss 0.485545 best test_acc 0.9455
e 102 | malicious users: 5 | test acc 0.9323 test loss 0.238189 best test_acc 0.9455
e 103 | malicious users: 2 | test acc 0.8517 test loss 0.484305 best test_acc 0.9455
e 104 | malicious users: 2 | test acc 0.8979 test loss 0.423016 best test_acc 0.9455
e 105 | malicious users: 2 | test acc 0.7975 test loss 0.570517 best test_acc 0.9455
e 106 | malicious users: 3 | test acc 0.8513 test loss 0.588006 best test_acc 0.9455
e 107 | malicious users: 5 | test acc 0.9199 test loss 0.315443 best test_acc 0.9455
e 108 | malicious users: 3 | test acc 0.8601 test loss 0.640757 best test_acc 0.9455
e 109 | malicious users: 5 | test acc 0.8923 test loss 0.370596 best test_acc 0.9455
e 110 | malicious users: 1 | test acc 0.8140 test loss 0.717668 best test_acc 0.9455
e 111 | malicious users: 2 | test acc 0.8855 test loss 0.469726 best test_acc 0.9455
e 112 | malicious users: 4 | test acc 0.9126 test loss 0.299241 best test_acc 0.9455
e 113 | malicious users: 0 | test acc 0.9099 test loss 0.486236 best test_acc 0.9455
e 114 | malicious users: 2 | test acc 0.8401 test loss 0.478202 best test_acc 0.9455
e 115 | malicious users: 3 | test acc 0.9340 test loss 0.324896 best test_acc 0.9455
e 116 | malicious users: 1 | test acc 0.9097 test loss 0.324952 best test_acc 0.9455
e 117 | malicious users: 2 | test acc 0.8406 test loss 0.442407 best test_acc 0.9455
e 118 | malicious users: 4 | test acc 0.9386 test loss 0.300429 best test_acc 0.9455
e 119 | malicious users: 3 | test acc 0.9362 test loss 0.278346 best test_acc 0.9455
e 120 | malicious users: 1 | test acc 0.9191 test loss 0.305206 best test_acc 0.9455
e 121 | malicious users: 3 | test acc 0.8819 test loss 0.489648 best test_acc 0.9455
e 122 | malicious users: 4 | test acc 0.9111 test loss 0.407221 best test_acc 0.9455
e 123 | malicious users: 0 | test acc 0.9451 test loss 0.353108 best test_acc 0.9455
e 124 | malicious users: 6 | test acc 0.8334 test loss 0.505986 best test_acc 0.9455
e 125 | malicious users: 2 | test acc 0.9226 test loss 0.338387 best test_acc 0.9455
e 126 | malicious users: 1 | test acc 0.8496 test loss 0.557571 best test_acc 0.9455
e 127 | malicious users: 2 | test acc 0.8412 test loss 0.461441 best test_acc 0.9455
e 128 | malicious users: 2 | test acc 0.8396 test loss 0.547672 best test_acc 0.9455
e 129 | malicious users: 1 | test acc 0.8115 test loss 0.513860 best test_acc 0.9455
e 130 | malicious users: 1 | test acc 0.8790 test loss 0.381858 best test_acc 0.9455
e 131 | malicious users: 2 | test acc 0.8628 test loss 0.404634 best test_acc 0.9455
e 132 | malicious users: 3 | test acc 0.8399 test loss 0.588138 best test_acc 0.9455
e 133 | malicious users: 2 | test acc 0.9241 test loss 0.382890 best test_acc 0.9455
e 134 | malicious users: 3 | test acc 0.9102 test loss 0.340260 best test_acc 0.9455
e 135 | malicious users: 2 | test acc 0.8380 test loss 0.441931 best test_acc 0.9455
e 136 | malicious users: 3 | test acc 0.9129 test loss 0.393535 best test_acc 0.9455
e 137 | malicious users: 1 | test acc 0.9477 test loss 0.203775 best test_acc 0.9477
e 138 | malicious users: 5 | test acc 0.7730 test loss 0.590136 best test_acc 0.9477
e 139 | malicious users: 2 | test acc 0.9264 test loss 0.310208 best test_acc 0.9477
e 140 | malicious users: 2 | test acc 0.9257 test loss 0.606444 best test_acc 0.9477
e 141 | malicious users: 2 | test acc 0.9165 test loss 0.261645 best test_acc 0.9477
e 142 | malicious users: 4 | test acc 0.8207 test loss 0.615966 best test_acc 0.9477
e 143 | malicious users: 3 | test acc 0.9091 test loss 0.430984 best test_acc 0.9477
e 144 | malicious users: 2 | test acc 0.8317 test loss 0.538618 best test_acc 0.9477
e 145 | malicious users: 4 | test acc 0.8457 test loss 0.485729 best test_acc 0.9477
e 146 | malicious users: 3 | test acc 0.9056 test loss 0.399547 best test_acc 0.9477
e 147 | malicious users: 2 | test acc 0.8503 test loss 0.576426 best test_acc 0.9477
e 148 | malicious users: 2 | test acc 0.8717 test loss 0.345941 best test_acc 0.9477
e 149 | malicious users: 4 | test acc 0.7497 test loss 0.772700 best test_acc 0.9477
e 150 | malicious users: 4 | test acc 0.7346 test loss 0.723617 best test_acc 0.9477
e 151 | malicious users: 3 | test acc 0.8916 test loss 0.461423 best test_acc 0.9477
e 152 | malicious users: 5 | test acc 0.8622 test loss 0.457305 best test_acc 0.9477
e 153 | malicious users: 1 | test acc 0.8040 test loss 0.664730 best test_acc 0.9477
e 154 | malicious users: 2 | test acc 0.8238 test loss 0.488902 best test_acc 0.9477
e 155 | malicious users: 2 | test acc 0.8299 test loss 0.539198 best test_acc 0.9477
e 156 | malicious users: 3 | test acc 0.8548 test loss 0.384353 best test_acc 0.9477
e 157 | malicious users: 4 | test acc 0.7090 test loss 0.752730 best test_acc 0.9477
e 158 | malicious users: 4 | test acc 0.8346 test loss 0.493615 best test_acc 0.9477
e 159 | malicious users: 3 | test acc 0.7793 test loss 0.617943 best test_acc 0.9477
e 160 | malicious users: 5 | test acc 0.8031 test loss 0.557293 best test_acc 0.9477
e 161 | malicious users: 3 | test acc 0.7585 test loss 0.694109 best test_acc 0.9477
e 162 | malicious users: 2 | test acc 0.8407 test loss 0.565719 best test_acc 0.9477
e 163 | malicious users: 2 | test acc 0.8773 test loss 0.478205 best test_acc 0.9477
e 164 | malicious users: 0 | test acc 0.9265 test loss 0.417441 best test_acc 0.9477
e 165 | malicious users: 3 | test acc 0.8676 test loss 0.391383 best test_acc 0.9477
e 166 | malicious users: 2 | test acc 0.9245 test loss 0.554973 best test_acc 0.9477
e 167 | malicious users: 1 | test acc 0.8906 test loss 0.366865 best test_acc 0.9477
e 168 | malicious users: 2 | test acc 0.9276 test loss 0.330498 best test_acc 0.9477
e 169 | malicious users: 4 | test acc 0.9226 test loss 0.284492 best test_acc 0.9477
e 170 | malicious users: 1 | test acc 0.9107 test loss 0.350813 best test_acc 0.9477
e 171 | malicious users: 4 | test acc 0.8259 test loss 0.485838 best test_acc 0.9477
e 172 | malicious users: 1 | test acc 0.8468 test loss 0.516323 best test_acc 0.9477
e 173 | malicious users: 0 | test acc 0.9288 test loss 0.267276 best test_acc 0.9477
e 174 | malicious users: 0 | test acc 0.9104 test loss 0.385164 best test_acc 0.9477
e 175 | malicious users: 4 | test acc 0.9277 test loss 0.263873 best test_acc 0.9477
e 176 | malicious users: 1 | test acc 0.9538 test loss 0.343344 best test_acc 0.9538
e 177 | malicious users: 3 | test acc 0.9535 test loss 0.200149 best test_acc 0.9538
e 178 | malicious users: 3 | test acc 0.9201 test loss 0.366528 best test_acc 0.9538
e 179 | malicious users: 4 | test acc 0.9237 test loss 0.319076 best test_acc 0.9538
e 180 | malicious users: 2 | test acc 0.8435 test loss 0.509696 best test_acc 0.9538
e 181 | malicious users: 1 | test acc 0.8554 test loss 0.460200 best test_acc 0.9538
e 182 | malicious users: 3 | test acc 0.7982 test loss 0.541225 best test_acc 0.9538
e 183 | malicious users: 2 | test acc 0.8218 test loss 0.472081 best test_acc 0.9538
e 184 | malicious users: 3 | test acc 0.8825 test loss 0.306323 best test_acc 0.9538
e 185 | malicious users: 4 | test acc 0.9324 test loss 0.353200 best test_acc 0.9538
e 186 | malicious users: 3 | test acc 0.8316 test loss 0.511312 best test_acc 0.9538
e 187 | malicious users: 4 | test acc 0.9255 test loss 0.294987 best test_acc 0.9538
e 188 | malicious users: 3 | test acc 0.9332 test loss 0.285376 best test_acc 0.9538
e 189 | malicious users: 4 | test acc 0.8584 test loss 0.384229 best test_acc 0.9538
e 190 | malicious users: 1 | test acc 0.7776 test loss 0.556974 best test_acc 0.9538
e 191 | malicious users: 4 | test acc 0.8297 test loss 0.610299 best test_acc 0.9538
e 192 | malicious users: 0 | test acc 0.9381 test loss 0.237976 best test_acc 0.9538
e 193 | malicious users: 3 | test acc 0.9022 test loss 0.403392 best test_acc 0.9538
e 194 | malicious users: 4 | test acc 0.9322 test loss 0.277880 best test_acc 0.9538
e 195 | malicious users: 0 | test acc 0.9215 test loss 0.394868 best test_acc 0.9538
e 196 | malicious users: 1 | test acc 0.9160 test loss 0.281433 best test_acc 0.9538
e 197 | malicious users: 3 | test acc 0.9104 test loss 0.512798 best test_acc 0.9538
e 198 | malicious users: 2 | test acc 0.9322 test loss 0.253804 best test_acc 0.9538
e 199 | malicious users: 5 | test acc 0.7898 test loss 0.592997 best test_acc 0.9538
e 200 | malicious users: 1 | test acc 0.9459 test loss 0.235990 best test_acc 0.9538
e 201 | malicious users: 2 | test acc 0.8628 test loss 0.404447 best test_acc 0.9538
e 202 | malicious users: 1 | test acc 0.8420 test loss 0.491442 best test_acc 0.9538
e 203 | malicious users: 1 | test acc 0.8824 test loss 0.327204 best test_acc 0.9538
e 204 | malicious users: 4 | test acc 0.8477 test loss 0.460301 best test_acc 0.9538
e 205 | malicious users: 7 | test acc 0.7023 test loss 0.922324 best test_acc 0.9538
e 206 | malicious users: 3 | test acc 0.8328 test loss 0.528271 best test_acc 0.9538
e 207 | malicious users: 1 | test acc 0.7978 test loss 0.496493 best test_acc 0.9538
e 208 | malicious users: 6 | test acc 0.7795 test loss 0.553618 best test_acc 0.9538
e 209 | malicious users: 2 | test acc 0.8636 test loss 0.459639 best test_acc 0.9538
e 210 | malicious users: 3 | test acc 0.9051 test loss 0.370981 best test_acc 0.9538
e 211 | malicious users: 4 | test acc 0.8890 test loss 0.447776 best test_acc 0.9538
e 212 | malicious users: 2 | test acc 0.8855 test loss 0.367700 best test_acc 0.9538
e 213 | malicious users: 5 | test acc 0.9060 test loss 0.342407 best test_acc 0.9538
e 214 | malicious users: 4 | test acc 0.8905 test loss 0.465657 best test_acc 0.9538
e 215 | malicious users: 3 | test acc 0.8398 test loss 0.518788 best test_acc 0.9538
e 216 | malicious users: 3 | test acc 0.9378 test loss 0.291630 best test_acc 0.9538
e 217 | malicious users: 4 | test acc 0.9158 test loss 0.288849 best test_acc 0.9538
e 218 | malicious users: 4 | test acc 0.9318 test loss 0.441553 best test_acc 0.9538
e 219 | malicious users: 3 | test acc 0.9093 test loss 0.295553 best test_acc 0.9538
e 220 | malicious users: 3 | test acc 0.8465 test loss 0.551181 best test_acc 0.9538
e 221 | malicious users: 3 | test acc 0.8728 test loss 0.423778 best test_acc 0.9538
e 222 | malicious users: 2 | test acc 0.9462 test loss 0.293740 best test_acc 0.9538
e 223 | malicious users: 2 | test acc 0.9373 test loss 0.275076 best test_acc 0.9538
e 224 | malicious users: 1 | test acc 0.8186 test loss 0.565593 best test_acc 0.9538
e 225 | malicious users: 1 | test acc 0.9528 test loss 0.205946 best test_acc 0.9538
e 226 | malicious users: 3 | test acc 0.8736 test loss 0.541884 best test_acc 0.9538
e 227 | malicious users: 0 | test acc 0.9381 test loss 0.266388 best test_acc 0.9538
e 228 | malicious users: 2 | test acc 0.8798 test loss 0.537032 best test_acc 0.9538
e 229 | malicious users: 2 | test acc 0.8893 test loss 0.399882 best test_acc 0.9538
e 230 | malicious users: 4 | test acc 0.7977 test loss 0.578333 best test_acc 0.9538
e 231 | malicious users: 1 | test acc 0.9191 test loss 0.322815 best test_acc 0.9538
e 232 | malicious users: 4 | test acc 0.8854 test loss 0.492761 best test_acc 0.9538
e 233 | malicious users: 3 | test acc 0.9043 test loss 0.290568 best test_acc 0.9538
e 234 | malicious users: 1 | test acc 0.9399 test loss 0.438677 best test_acc 0.9538
