=> Saving data in Logs/FRL~try=759
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.10 | total number of malicious clients: 100
e 0 | malicious users: 2 | test acc 0.1934 test loss 2.228793 best test_acc 0.1934
e 1 | malicious users: 2 | test acc 0.4538 test loss 2.009581 best test_acc 0.4538
e 2 | malicious users: 2 | test acc 0.4689 test loss 1.852421 best test_acc 0.4689
e 3 | malicious users: 2 | test acc 0.4864 test loss 1.537347 best test_acc 0.4864
e 4 | malicious users: 2 | test acc 0.6567 test loss 1.294845 best test_acc 0.6567
e 5 | malicious users: 2 | test acc 0.6515 test loss 1.141125 best test_acc 0.6567
e 6 | malicious users: 2 | test acc 0.7382 test loss 0.838487 best test_acc 0.7382
e 7 | malicious users: 2 | test acc 0.6749 test loss 1.090678 best test_acc 0.7382
e 8 | malicious users: 2 | test acc 0.8362 test loss 0.709522 best test_acc 0.8362
e 9 | malicious users: 2 | test acc 0.7646 test loss 0.874358 best test_acc 0.8362
e 10 | malicious users: 2 | test acc 0.7942 test loss 0.643469 best test_acc 0.8362
e 11 | malicious users: 2 | test acc 0.8191 test loss 0.669042 best test_acc 0.8362
e 12 | malicious users: 2 | test acc 0.7840 test loss 0.739403 best test_acc 0.8362
e 13 | malicious users: 2 | test acc 0.8749 test loss 0.518385 best test_acc 0.8749
e 14 | malicious users: 2 | test acc 0.8304 test loss 0.521579 best test_acc 0.8749
e 15 | malicious users: 2 | test acc 0.9042 test loss 0.495829 best test_acc 0.9042
e 16 | malicious users: 2 | test acc 0.9066 test loss 0.435662 best test_acc 0.9066
e 17 | malicious users: 2 | test acc 0.8208 test loss 0.657233 best test_acc 0.9066
e 18 | malicious users: 2 | test acc 0.9143 test loss 0.342719 best test_acc 0.9143
e 19 | malicious users: 2 | test acc 0.8757 test loss 0.555304 best test_acc 0.9143
e 20 | malicious users: 2 | test acc 0.8199 test loss 0.575218 best test_acc 0.9143
e 21 | malicious users: 2 | test acc 0.9087 test loss 0.381031 best test_acc 0.9143
e 22 | malicious users: 2 | test acc 0.8434 test loss 0.474905 best test_acc 0.9143
e 23 | malicious users: 2 | test acc 0.8862 test loss 0.421406 best test_acc 0.9143
e 24 | malicious users: 2 | test acc 0.7728 test loss 0.648756 best test_acc 0.9143
e 25 | malicious users: 2 | test acc 0.8284 test loss 0.499405 best test_acc 0.9143
e 26 | malicious users: 2 | test acc 0.8493 test loss 0.541825 best test_acc 0.9143
e 27 | malicious users: 2 | test acc 0.8704 test loss 0.415457 best test_acc 0.9143
e 28 | malicious users: 2 | test acc 0.7551 test loss 0.730210 best test_acc 0.9143
e 29 | malicious users: 2 | test acc 0.8829 test loss 0.410442 best test_acc 0.9143
e 30 | malicious users: 2 | test acc 0.8905 test loss 0.505531 best test_acc 0.9143
e 31 | malicious users: 2 | test acc 0.8675 test loss 0.478686 best test_acc 0.9143
e 32 | malicious users: 2 | test acc 0.8313 test loss 0.523041 best test_acc 0.9143
e 33 | malicious users: 2 | test acc 0.8448 test loss 0.508098 best test_acc 0.9143
e 34 | malicious users: 2 | test acc 0.8903 test loss 0.382194 best test_acc 0.9143
e 35 | malicious users: 2 | test acc 0.7697 test loss 0.590109 best test_acc 0.9143
e 36 | malicious users: 2 | test acc 0.7343 test loss 0.784081 best test_acc 0.9143
e 37 | malicious users: 2 | test acc 0.8786 test loss 0.478525 best test_acc 0.9143
e 38 | malicious users: 2 | test acc 0.9278 test loss 0.336791 best test_acc 0.9278
e 39 | malicious users: 2 | test acc 0.8451 test loss 0.403584 best test_acc 0.9278
e 40 | malicious users: 2 | test acc 0.8993 test loss 0.353584 best test_acc 0.9278
e 41 | malicious users: 2 | test acc 0.8338 test loss 0.505683 best test_acc 0.9278
e 42 | malicious users: 2 | test acc 0.8146 test loss 0.700427 best test_acc 0.9278
e 43 | malicious users: 2 | test acc 0.9365 test loss 0.251652 best test_acc 0.9365
e 44 | malicious users: 2 | test acc 0.8372 test loss 0.598105 best test_acc 0.9365
e 45 | malicious users: 2 | test acc 0.9024 test loss 0.363092 best test_acc 0.9365
e 46 | malicious users: 2 | test acc 0.7717 test loss 0.626626 best test_acc 0.9365
e 47 | malicious users: 2 | test acc 0.9344 test loss 0.309953 best test_acc 0.9365
e 48 | malicious users: 2 | test acc 0.9010 test loss 0.427907 best test_acc 0.9365
e 49 | malicious users: 2 | test acc 0.8540 test loss 0.398169 best test_acc 0.9365
e 50 | malicious users: 2 | test acc 0.8887 test loss 0.410307 best test_acc 0.9365
e 51 | malicious users: 2 | test acc 0.8837 test loss 0.529967 best test_acc 0.9365
e 52 | malicious users: 2 | test acc 0.9143 test loss 0.402074 best test_acc 0.9365
e 53 | malicious users: 2 | test acc 0.9451 test loss 0.233456 best test_acc 0.9451
e 54 | malicious users: 2 | test acc 0.7712 test loss 0.733828 best test_acc 0.9451
e 55 | malicious users: 2 | test acc 0.9143 test loss 0.309739 best test_acc 0.9451
e 56 | malicious users: 2 | test acc 0.8715 test loss 0.382012 best test_acc 0.9451
e 57 | malicious users: 2 | test acc 0.7992 test loss 0.647943 best test_acc 0.9451
e 58 | malicious users: 2 | test acc 0.9353 test loss 0.301728 best test_acc 0.9451
e 59 | malicious users: 2 | test acc 0.8526 test loss 0.471787 best test_acc 0.9451
e 60 | malicious users: 2 | test acc 0.9334 test loss 0.323822 best test_acc 0.9451
e 61 | malicious users: 2 | test acc 0.9340 test loss 0.299318 best test_acc 0.9451
e 62 | malicious users: 2 | test acc 0.8828 test loss 0.314771 best test_acc 0.9451
e 63 | malicious users: 2 | test acc 0.9379 test loss 0.273208 best test_acc 0.9451
e 64 | malicious users: 2 | test acc 0.8556 test loss 0.488795 best test_acc 0.9451
e 65 | malicious users: 2 | test acc 0.7656 test loss 0.707003 best test_acc 0.9451
e 66 | malicious users: 2 | test acc 0.9121 test loss 0.315639 best test_acc 0.9451
e 67 | malicious users: 2 | test acc 0.8059 test loss 0.688887 best test_acc 0.9451
e 68 | malicious users: 2 | test acc 0.7974 test loss 0.578915 best test_acc 0.9451
e 69 | malicious users: 2 | test acc 0.8832 test loss 0.414089 best test_acc 0.9451
e 70 | malicious users: 2 | test acc 0.6773 test loss 0.793053 best test_acc 0.9451
e 71 | malicious users: 2 | test acc 0.9174 test loss 0.423083 best test_acc 0.9451
e 72 | malicious users: 2 | test acc 0.8833 test loss 0.431083 best test_acc 0.9451
e 73 | malicious users: 2 | test acc 0.9262 test loss 0.360276 best test_acc 0.9451
e 74 | malicious users: 2 | test acc 0.8768 test loss 0.418542 best test_acc 0.9451
e 75 | malicious users: 2 | test acc 0.9181 test loss 0.313419 best test_acc 0.9451
e 76 | malicious users: 2 | test acc 0.8303 test loss 0.499048 best test_acc 0.9451
e 77 | malicious users: 2 | test acc 0.8798 test loss 0.470988 best test_acc 0.9451
e 78 | malicious users: 2 | test acc 0.8841 test loss 0.326327 best test_acc 0.9451
e 79 | malicious users: 2 | test acc 0.9406 test loss 0.307459 best test_acc 0.9451
e 80 | malicious users: 2 | test acc 0.8477 test loss 0.443576 best test_acc 0.9451
