=> Saving data in Logs/FRL~try=518
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.05 | total number of malicious clients: 50
e 0 | malicious users: 1 | test acc 0.0975 test loss 2.215830 best test_acc 0.0975
e 1 | malicious users: 0 | test acc 0.4484 test loss 2.065511 best test_acc 0.4484
e 2 | malicious users: 1 | test acc 0.5089 test loss 1.763137 best test_acc 0.5089
e 3 | malicious users: 1 | test acc 0.5164 test loss 1.722572 best test_acc 0.5164
e 4 | malicious users: 1 | test acc 0.5965 test loss 1.340024 best test_acc 0.5965
e 5 | malicious users: 0 | test acc 0.6211 test loss 1.250800 best test_acc 0.6211
e 6 | malicious users: 2 | test acc 0.6500 test loss 1.170840 best test_acc 0.6500
e 7 | malicious users: 3 | test acc 0.4984 test loss 1.509686 best test_acc 0.6500
e 8 | malicious users: 2 | test acc 0.6126 test loss 1.134848 best test_acc 0.6500
e 9 | malicious users: 1 | test acc 0.7179 test loss 1.044884 best test_acc 0.7179
e 10 | malicious users: 0 | test acc 0.7452 test loss 0.809625 best test_acc 0.7452
e 11 | malicious users: 2 | test acc 0.7949 test loss 0.858482 best test_acc 0.7949
e 12 | malicious users: 2 | test acc 0.6415 test loss 1.140758 best test_acc 0.7949
e 13 | malicious users: 1 | test acc 0.7313 test loss 0.863500 best test_acc 0.7949
e 14 | malicious users: 3 | test acc 0.6644 test loss 1.182463 best test_acc 0.7949
e 15 | malicious users: 0 | test acc 0.8090 test loss 0.650439 best test_acc 0.8090
e 16 | malicious users: 0 | test acc 0.7540 test loss 0.821041 best test_acc 0.8090
e 17 | malicious users: 0 | test acc 0.7889 test loss 0.634891 best test_acc 0.8090
e 18 | malicious users: 1 | test acc 0.8289 test loss 0.594232 best test_acc 0.8289
e 19 | malicious users: 1 | test acc 0.7636 test loss 0.858538 best test_acc 0.8289
e 20 | malicious users: 0 | test acc 0.9030 test loss 0.392734 best test_acc 0.9030
e 21 | malicious users: 0 | test acc 0.8452 test loss 0.612443 best test_acc 0.9030
e 22 | malicious users: 0 | test acc 0.7950 test loss 0.629811 best test_acc 0.9030
e 23 | malicious users: 2 | test acc 0.8839 test loss 0.683928 best test_acc 0.9030
e 24 | malicious users: 1 | test acc 0.8747 test loss 0.626706 best test_acc 0.9030
e 25 | malicious users: 0 | test acc 0.8162 test loss 0.512740 best test_acc 0.9030
e 26 | malicious users: 1 | test acc 0.8249 test loss 0.686999 best test_acc 0.9030
e 27 | malicious users: 1 | test acc 0.8479 test loss 0.473274 best test_acc 0.9030
e 28 | malicious users: 0 | test acc 0.9161 test loss 0.427937 best test_acc 0.9161
e 29 | malicious users: 2 | test acc 0.8571 test loss 0.569009 best test_acc 0.9161
e 30 | malicious users: 0 | test acc 0.9044 test loss 0.388082 best test_acc 0.9161
e 31 | malicious users: 1 | test acc 0.7918 test loss 0.754296 best test_acc 0.9161
e 32 | malicious users: 1 | test acc 0.8923 test loss 0.399315 best test_acc 0.9161
e 33 | malicious users: 2 | test acc 0.7498 test loss 0.827587 best test_acc 0.9161
e 34 | malicious users: 0 | test acc 0.9302 test loss 0.294966 best test_acc 0.9302
e 35 | malicious users: 1 | test acc 0.8521 test loss 0.490058 best test_acc 0.9302
e 36 | malicious users: 0 | test acc 0.8361 test loss 0.499226 best test_acc 0.9302
e 37 | malicious users: 1 | test acc 0.8617 test loss 0.394319 best test_acc 0.9302
e 38 | malicious users: 1 | test acc 0.7108 test loss 0.905650 best test_acc 0.9302
e 39 | malicious users: 2 | test acc 0.9322 test loss 0.275440 best test_acc 0.9322
e 40 | malicious users: 1 | test acc 0.9071 test loss 0.451647 best test_acc 0.9322
e 41 | malicious users: 2 | test acc 0.9087 test loss 0.377044 best test_acc 0.9322
e 42 | malicious users: 1 | test acc 0.7680 test loss 0.573211 best test_acc 0.9322
e 43 | malicious users: 0 | test acc 0.8798 test loss 0.471615 best test_acc 0.9322
e 44 | malicious users: 1 | test acc 0.8322 test loss 0.710218 best test_acc 0.9322
e 45 | malicious users: 0 | test acc 0.9104 test loss 0.339285 best test_acc 0.9322
e 46 | malicious users: 1 | test acc 0.8383 test loss 0.774376 best test_acc 0.9322
e 47 | malicious users: 0 | test acc 0.9356 test loss 0.284878 best test_acc 0.9356
e 48 | malicious users: 0 | test acc 0.9053 test loss 0.371678 best test_acc 0.9356
e 49 | malicious users: 1 | test acc 0.8735 test loss 0.410932 best test_acc 0.9356
e 50 | malicious users: 2 | test acc 0.9170 test loss 0.357580 best test_acc 0.9356
e 51 | malicious users: 2 | test acc 0.7983 test loss 0.618523 best test_acc 0.9356
e 52 | malicious users: 0 | test acc 0.9094 test loss 0.396641 best test_acc 0.9356
e 53 | malicious users: 1 | test acc 0.8975 test loss 0.447203 best test_acc 0.9356
e 54 | malicious users: 0 | test acc 0.8192 test loss 0.535203 best test_acc 0.9356
e 55 | malicious users: 2 | test acc 0.8043 test loss 0.767573 best test_acc 0.9356
e 56 | malicious users: 1 | test acc 0.9193 test loss 0.302027 best test_acc 0.9356
e 57 | malicious users: 1 | test acc 0.8151 test loss 0.587752 best test_acc 0.9356
e 58 | malicious users: 3 | test acc 0.6932 test loss 0.812675 best test_acc 0.9356
e 59 | malicious users: 1 | test acc 0.8612 test loss 0.396165 best test_acc 0.9356
e 60 | malicious users: 1 | test acc 0.8529 test loss 0.451361 best test_acc 0.9356
e 61 | malicious users: 2 | test acc 0.9056 test loss 0.324650 best test_acc 0.9356
e 62 | malicious users: 2 | test acc 0.7653 test loss 0.830462 best test_acc 0.9356
e 63 | malicious users: 4 | test acc 0.7583 test loss 0.900237 best test_acc 0.9356
e 64 | malicious users: 3 | test acc 0.8564 test loss 0.517241 best test_acc 0.9356
e 65 | malicious users: 0 | test acc 0.9064 test loss 0.406620 best test_acc 0.9356
e 66 | malicious users: 3 | test acc 0.9323 test loss 0.330142 best test_acc 0.9356
e 67 | malicious users: 2 | test acc 0.6363 test loss 1.136706 best test_acc 0.9356
e 68 | malicious users: 1 | test acc 0.9258 test loss 0.328360 best test_acc 0.9356
e 69 | malicious users: 2 | test acc 0.8676 test loss 0.489472 best test_acc 0.9356
e 70 | malicious users: 2 | test acc 0.8409 test loss 0.675913 best test_acc 0.9356
e 71 | malicious users: 2 | test acc 0.9340 test loss 0.251216 best test_acc 0.9356
e 72 | malicious users: 1 | test acc 0.9135 test loss 0.346290 best test_acc 0.9356
e 73 | malicious users: 2 | test acc 0.9260 test loss 0.592597 best test_acc 0.9356
e 74 | malicious users: 0 | test acc 0.9423 test loss 0.231836 best test_acc 0.9423
e 75 | malicious users: 0 | test acc 0.9315 test loss 0.367825 best test_acc 0.9423
e 76 | malicious users: 1 | test acc 0.9250 test loss 0.334939 best test_acc 0.9423
e 77 | malicious users: 1 | test acc 0.9475 test loss 0.195116 best test_acc 0.9475
e 78 | malicious users: 1 | test acc 0.9216 test loss 0.362014 best test_acc 0.9475
e 79 | malicious users: 3 | test acc 0.6156 test loss 1.476761 best test_acc 0.9475
e 80 | malicious users: 0 | test acc 0.8944 test loss 0.318815 best test_acc 0.9475
e 81 | malicious users: 1 | test acc 0.7367 test loss 0.946039 best test_acc 0.9475
e 82 | malicious users: 0 | test acc 0.9321 test loss 0.265157 best test_acc 0.9475
e 83 | malicious users: 0 | test acc 0.8696 test loss 0.501405 best test_acc 0.9475
e 84 | malicious users: 0 | test acc 0.9086 test loss 0.312850 best test_acc 0.9475
e 85 | malicious users: 3 | test acc 0.6951 test loss 0.864863 best test_acc 0.9475
e 86 | malicious users: 3 | test acc 0.8509 test loss 0.804293 best test_acc 0.9475
e 87 | malicious users: 0 | test acc 0.9349 test loss 0.225686 best test_acc 0.9475
e 88 | malicious users: 1 | test acc 0.8659 test loss 0.534220 best test_acc 0.9475
e 89 | malicious users: 2 | test acc 0.8135 test loss 0.746731 best test_acc 0.9475
e 90 | malicious users: 1 | test acc 0.8924 test loss 0.362297 best test_acc 0.9475
e 91 | malicious users: 2 | test acc 0.8654 test loss 0.595231 best test_acc 0.9475
e 92 | malicious users: 1 | test acc 0.8449 test loss 0.421706 best test_acc 0.9475
e 93 | malicious users: 0 | test acc 0.9028 test loss 0.351801 best test_acc 0.9475
e 94 | malicious users: 0 | test acc 0.9204 test loss 0.410775 best test_acc 0.9475
e 95 | malicious users: 2 | test acc 0.8557 test loss 0.458552 best test_acc 0.9475
e 96 | malicious users: 3 | test acc 0.8777 test loss 0.576830 best test_acc 0.9475
e 97 | malicious users: 1 | test acc 0.9328 test loss 0.382874 best test_acc 0.9475
e 98 | malicious users: 2 | test acc 0.7703 test loss 1.031602 best test_acc 0.9475
e 99 | malicious users: 1 | test acc 0.9468 test loss 0.184227 best test_acc 0.9475
