
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 4 | test acc 0.4478 test loss 2.047268 best test_acc 0.4478
e 1 | malicious users: 8 | test acc 0.6947 test loss 1.078539 best test_acc 0.6947
e 2 | malicious users: 6 | test acc 0.6976 test loss 1.024063 best test_acc 0.6976
e 3 | malicious users: 4 | test acc 0.8735 test loss 0.497324 best test_acc 0.8735
e 4 | malicious users: 8 | test acc 0.8709 test loss 0.470064 best test_acc 0.8735
e 5 | malicious users: 7 | test acc 0.8013 test loss 0.583524 best test_acc 0.8735
e 6 | malicious users: 7 | test acc 0.9018 test loss 0.456274 best test_acc 0.9018
e 7 | malicious users: 3 | test acc 0.9211 test loss 0.364201 best test_acc 0.9211
e 8 | malicious users: 2 | test acc 0.9232 test loss 0.268921 best test_acc 0.9232
e 9 | malicious users: 3 | test acc 0.9314 test loss 0.332717 best test_acc 0.9314
e 10 | malicious users: 4 | test acc 0.9283 test loss 0.297266 best test_acc 0.9314
e 11 | malicious users: 6 | test acc 0.8814 test loss 0.433560 best test_acc 0.9314
e 12 | malicious users: 2 | test acc 0.9337 test loss 0.265983 best test_acc 0.9337
e 13 | malicious users: 9 | test acc 0.8984 test loss 0.721242 best test_acc 0.9337
e 14 | malicious users: 6 | test acc 0.9139 test loss 0.535837 best test_acc 0.9337
e 15 | malicious users: 6 | test acc 0.8982 test loss 0.551407 best test_acc 0.9337
e 16 | malicious users: 4 | test acc 0.9281 test loss 0.390902 best test_acc 0.9337
e 17 | malicious users: 7 | test acc 0.9230 test loss 0.390035 best test_acc 0.9337
e 18 | malicious users: 10 | test acc 0.8907 test loss 0.728766 best test_acc 0.9337
e 19 | malicious users: 5 | test acc 0.8759 test loss 0.801336 best test_acc 0.9337
e 20 | malicious users: 5 | test acc 0.9059 test loss 0.343660 best test_acc 0.9337
e 21 | malicious users: 4 | test acc 0.9177 test loss 0.410246 best test_acc 0.9337
e 22 | malicious users: 0 | test acc 0.9381 test loss 0.222729 best test_acc 0.9381
e 23 | malicious users: 6 | test acc 0.9391 test loss 0.364894 best test_acc 0.9391
e 24 | malicious users: 8 | test acc 0.9293 test loss 0.400950 best test_acc 0.9391
e 25 | malicious users: 7 | test acc 0.8941 test loss 0.544457 best test_acc 0.9391
e 26 | malicious users: 2 | test acc 0.9234 test loss 0.273296 best test_acc 0.9391
e 27 | malicious users: 10 | test acc 0.9219 test loss 0.515492 best test_acc 0.9391
e 28 | malicious users: 3 | test acc 0.9139 test loss 0.370730 best test_acc 0.9391
e 29 | malicious users: 7 | test acc 0.9208 test loss 0.392322 best test_acc 0.9391
e 30 | malicious users: 1 | test acc 0.9227 test loss 0.291919 best test_acc 0.9391
e 31 | malicious users: 3 | test acc 0.9301 test loss 0.267866 best test_acc 0.9391
e 32 | malicious users: 4 | test acc 0.9409 test loss 0.256910 best test_acc 0.9409
e 33 | malicious users: 4 | test acc 0.9342 test loss 0.286992 best test_acc 0.9409
e 34 | malicious users: 7 | test acc 0.9335 test loss 0.359603 best test_acc 0.9409
e 35 | malicious users: 6 | test acc 0.8933 test loss 0.452868 best test_acc 0.9409
e 36 | malicious users: 5 | test acc 0.9220 test loss 0.424406 best test_acc 0.9409
e 37 | malicious users: 2 | test acc 0.9356 test loss 0.229281 best test_acc 0.9409
e 38 | malicious users: 5 | test acc 0.9418 test loss 0.332153 best test_acc 0.9418
e 39 | malicious users: 7 | test acc 0.9334 test loss 0.419676 best test_acc 0.9418
e 40 | malicious users: 4 | test acc 0.9400 test loss 0.313731 best test_acc 0.9418
e 41 | malicious users: 7 | test acc 0.9283 test loss 0.330284 best test_acc 0.9418
e 42 | malicious users: 6 | test acc 0.9400 test loss 0.345930 best test_acc 0.9418
e 43 | malicious users: 2 | test acc 0.9310 test loss 0.262775 best test_acc 0.9418
e 44 | malicious users: 1 | test acc 0.9490 test loss 0.201493 best test_acc 0.9490
e 45 | malicious users: 5 | test acc 0.9445 test loss 0.225347 best test_acc 0.9490
e 46 | malicious users: 6 | test acc 0.9380 test loss 0.310644 best test_acc 0.9490
e 47 | malicious users: 4 | test acc 0.9301 test loss 0.333731 best test_acc 0.9490
e 48 | malicious users: 5 | test acc 0.9427 test loss 0.244594 best test_acc 0.9490
e 49 | malicious users: 5 | test acc 0.9380 test loss 0.328738 best test_acc 0.9490
e 50 | malicious users: 6 | test acc 0.9355 test loss 0.276527 best test_acc 0.9490
e 51 | malicious users: 8 | test acc 0.9224 test loss 0.616997 best test_acc 0.9490
e 52 | malicious users: 7 | test acc 0.9327 test loss 0.353086 best test_acc 0.9490
e 53 | malicious users: 7 | test acc 0.9116 test loss 0.419703 best test_acc 0.9490
e 54 | malicious users: 7 | test acc 0.9101 test loss 0.566735 best test_acc 0.9490
e 55 | malicious users: 4 | test acc 0.9266 test loss 0.276749 best test_acc 0.9490
e 56 | malicious users: 4 | test acc 0.9326 test loss 0.277057 best test_acc 0.9490
e 57 | malicious users: 3 | test acc 0.9440 test loss 0.246154 best test_acc 0.9490
e 58 | malicious users: 5 | test acc 0.9337 test loss 0.369468 best test_acc 0.9490
e 59 | malicious users: 6 | test acc 0.9272 test loss 0.303105 best test_acc 0.9490
e 60 | malicious users: 4 | test acc 0.9393 test loss 0.344341 best test_acc 0.9490
e 61 | malicious users: 6 | test acc 0.9322 test loss 0.407343 best test_acc 0.9490
e 62 | malicious users: 5 | test acc 0.9355 test loss 0.290543 best test_acc 0.9490
e 63 | malicious users: 8 | test acc 0.9295 test loss 0.477617 best test_acc 0.9490
e 64 | malicious users: 6 | test acc 0.9321 test loss 0.328717 best test_acc 0.9490
e 65 | malicious users: 3 | test acc 0.9280 test loss 0.274689 best test_acc 0.9490
e 66 | malicious users: 4 | test acc 0.9378 test loss 0.259071 best test_acc 0.9490
