#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 6 | test acc 0.5507 test loss 1.785638 best test_acc 0.5507
e 1 | malicious users: 4 | test acc 0.6295 test loss 1.860503 best test_acc 0.6295
e 2 | malicious users: 4 | test acc 0.7326 test loss 0.770703 best test_acc 0.7326
e 3 | malicious users: 7 | test acc 0.4807 test loss 3.774899 best test_acc 0.7326
e 4 | malicious users: 6 | test acc 0.5358 test loss 1.456114 best test_acc 0.7326
e 5 | malicious users: 4 | test acc 0.7232 test loss 0.851210 best test_acc 0.7326
e 6 | malicious users: 4 | test acc 0.6258 test loss 1.116154 best test_acc 0.7326
e 7 | malicious users: 4 | test acc 0.7583 test loss 0.701589 best test_acc 0.7583
e 8 | malicious users: 6 | test acc 0.7077 test loss 1.350684 best test_acc 0.7583
e 9 | malicious users: 3 | test acc 0.5057 test loss 1.483478 best test_acc 0.7583
e 10 | malicious users: 1 | test acc 0.7396 test loss 0.772094 best test_acc 0.7583
e 11 | malicious users: 5 | test acc 0.7441 test loss 0.848134 best test_acc 0.7583
e 12 | malicious users: 4 | test acc 0.5111 test loss 1.842959 best test_acc 0.7583
e 13 | malicious users: 6 | test acc 0.6543 test loss 1.569462 best test_acc 0.7583
e 14 | malicious users: 4 | test acc 0.6485 test loss 1.067013 best test_acc 0.7583
e 15 | malicious users: 6 | test acc 0.8073 test loss 0.810978 best test_acc 0.8073
e 16 | malicious users: 4 | test acc 0.4747 test loss 1.346491 best test_acc 0.8073
e 17 | malicious users: 4 | test acc 0.8022 test loss 0.626079 best test_acc 0.8073
e 18 | malicious users: 9 | test acc 0.4293 test loss 5.158206 best test_acc 0.8073
e 19 | malicious users: 6 | test acc 0.5594 test loss 1.415261 best test_acc 0.8073
e 20 | malicious users: 6 | test acc 0.5710 test loss 1.706197 best test_acc 0.8073
e 21 | malicious users: 7 | test acc 0.6467 test loss 1.386325 best test_acc 0.8073
e 22 | malicious users: 4 | test acc 0.5202 test loss 1.361483 best test_acc 0.8073
