=> Saving data in Logs/FRL~try=847
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.3
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_label_flip_fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1041 test loss 2.261751 best test_acc 0.1041
e 1 | malicious users: 6 | test acc 0.2910 test loss 2.197558 best test_acc 0.2910
e 2 | malicious users: 8 | test acc 0.4026 test loss 2.102032 best test_acc 0.4026
e 3 | malicious users: 8 | test acc 0.3079 test loss 2.162430 best test_acc 0.4026
e 4 | malicious users: 5 | test acc 0.4905 test loss 1.984237 best test_acc 0.4905
e 5 | malicious users: 2 | test acc 0.5732 test loss 1.753057 best test_acc 0.5732
e 6 | malicious users: 5 | test acc 0.5599 test loss 1.765533 best test_acc 0.5732
e 7 | malicious users: 9 | test acc 0.5960 test loss 1.744630 best test_acc 0.5960
e 8 | malicious users: 8 | test acc 0.6047 test loss 1.821889 best test_acc 0.6047
e 9 | malicious users: 3 | test acc 0.7151 test loss 1.415980 best test_acc 0.7151
e 10 | malicious users: 3 | test acc 0.7154 test loss 1.378000 best test_acc 0.7154
e 11 | malicious users: 7 | test acc 0.6399 test loss 1.548074 best test_acc 0.7154
e 12 | malicious users: 3 | test acc 0.6214 test loss 1.151292 best test_acc 0.7154
e 13 | malicious users: 2 | test acc 0.6313 test loss 1.110731 best test_acc 0.7154
e 14 | malicious users: 3 | test acc 0.7925 test loss 0.974005 best test_acc 0.7925
e 15 | malicious users: 7 | test acc 0.6395 test loss 1.444011 best test_acc 0.7925
e 16 | malicious users: 5 | test acc 0.6856 test loss 1.092087 best test_acc 0.7925
e 17 | malicious users: 4 | test acc 0.7554 test loss 1.059662 best test_acc 0.7925
e 18 | malicious users: 2 | test acc 0.8264 test loss 0.839279 best test_acc 0.8264
e 19 | malicious users: 4 | test acc 0.8233 test loss 0.929379 best test_acc 0.8264
e 20 | malicious users: 5 | test acc 0.7957 test loss 0.924913 best test_acc 0.8264
e 21 | malicious users: 5 | test acc 0.8269 test loss 0.766022 best test_acc 0.8269
e 22 | malicious users: 3 | test acc 0.7369 test loss 0.978940 best test_acc 0.8269
e 23 | malicious users: 7 | test acc 0.7073 test loss 1.044137 best test_acc 0.8269
e 24 | malicious users: 6 | test acc 0.7736 test loss 1.118758 best test_acc 0.8269
e 25 | malicious users: 7 | test acc 0.8792 test loss 1.005509 best test_acc 0.8792
e 26 | malicious users: 4 | test acc 0.7412 test loss 0.930276 best test_acc 0.8792
e 27 | malicious users: 6 | test acc 0.8016 test loss 1.027217 best test_acc 0.8792
e 28 | malicious users: 6 | test acc 0.8034 test loss 0.870959 best test_acc 0.8792
e 29 | malicious users: 8 | test acc 0.6144 test loss 1.497351 best test_acc 0.8792
e 30 | malicious users: 5 | test acc 0.8042 test loss 0.878199 best test_acc 0.8792
e 31 | malicious users: 6 | test acc 0.7048 test loss 1.180688 best test_acc 0.8792
e 32 | malicious users: 4 | test acc 0.8774 test loss 0.617215 best test_acc 0.8792
