=> Saving data in Logs/MNISTmy_attack_defense~try=30
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  iid
batch size is :  32
test batch size is:  128
use_cuda:  True
type of FL:  my_attack_defense
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.1498 test loss 2.301707 best test_acc 0.1498
e 1 | malicious users: 5 | test acc 0.2178 test loss 2.296298 best test_acc 0.2178
e 2 | malicious users: 5 | test acc 0.2258 test loss 2.292800 best test_acc 0.2258
e 3 | malicious users: 5 | test acc 0.1837 test loss 2.288425 best test_acc 0.2258
e 4 | malicious users: 5 | test acc 0.3559 test loss 2.284339 best test_acc 0.3559
e 5 | malicious users: 5 | test acc 0.2120 test loss 2.284238 best test_acc 0.3559
e 6 | malicious users: 5 | test acc 0.2906 test loss 2.280881 best test_acc 0.3559
e 7 | malicious users: 5 | test acc 0.2931 test loss 2.274860 best test_acc 0.3559
e 8 | malicious users: 5 | test acc 0.3554 test loss 2.270316 best test_acc 0.3559
e 9 | malicious users: 5 | test acc 0.3352 test loss 2.265907 best test_acc 0.3559
e 10 | malicious users: 5 | test acc 0.3099 test loss 2.262456 best test_acc 0.3559
e 11 | malicious users: 5 | test acc 0.3101 test loss 2.253545 best test_acc 0.3559
e 12 | malicious users: 5 | test acc 0.2981 test loss 2.254651 best test_acc 0.3559
e 13 | malicious users: 5 | test acc 0.3513 test loss 2.246959 best test_acc 0.3559
e 14 | malicious users: 5 | test acc 0.2912 test loss 2.247527 best test_acc 0.3559
e 15 | malicious users: 5 | test acc 0.3910 test loss 2.247012 best test_acc 0.3910
e 16 | malicious users: 5 | test acc 0.5387 test loss 2.240048 best test_acc 0.5387
e 17 | malicious users: 5 | test acc 0.4096 test loss 2.233310 best test_acc 0.5387
e 18 | malicious users: 5 | test acc 0.2990 test loss 2.234568 best test_acc 0.5387
e 19 | malicious users: 5 | test acc 0.3903 test loss 2.225677 best test_acc 0.5387
e 20 | malicious users: 5 | test acc 0.3748 test loss 2.217917 best test_acc 0.5387
e 21 | malicious users: 5 | test acc 0.3853 test loss 2.214702 best test_acc 0.5387
e 22 | malicious users: 5 | test acc 0.3642 test loss 2.201784 best test_acc 0.5387
e 23 | malicious users: 5 | test acc 0.4670 test loss 2.196392 best test_acc 0.5387
e 24 | malicious users: 5 | test acc 0.4957 test loss 2.189412 best test_acc 0.5387
e 25 | malicious users: 5 | test acc 0.4342 test loss 2.181632 best test_acc 0.5387
e 26 | malicious users: 5 | test acc 0.5021 test loss 2.173150 best test_acc 0.5387
e 27 | malicious users: 5 | test acc 0.4877 test loss 2.161833 best test_acc 0.5387
e 28 | malicious users: 5 | test acc 0.4194 test loss 2.150306 best test_acc 0.5387
e 29 | malicious users: 5 | test acc 0.5270 test loss 2.132300 best test_acc 0.5387
e 30 | malicious users: 5 | test acc 0.5103 test loss 2.116555 best test_acc 0.5387
e 31 | malicious users: 5 | test acc 0.4085 test loss 2.096215 best test_acc 0.5387
e 32 | malicious users: 5 | test acc 0.4625 test loss 2.089827 best test_acc 0.5387
e 33 | malicious users: 5 | test acc 0.5440 test loss 2.061368 best test_acc 0.5440
