#########Federated Learning using Rankings############
fraction of maliciou clients: 0.30 | total number of malicious clients: 300
e 0 | malicious users: 8 | test acc 0.1086 test loss 2.302479 best test_acc 0.1086
e 1 | malicious users: 8 | test acc 0.1024 test loss 2.300783 best test_acc 0.1086
e 2 | malicious users: 5 | test acc 0.1196 test loss 2.302268 best test_acc 0.1196
e 3 | malicious users: 8 | test acc 0.1039 test loss 2.301700 best test_acc 0.1196
e 4 | malicious users: 5 | test acc 0.1486 test loss 2.300893 best test_acc 0.1486
e 5 | malicious users: 10 | test acc 0.1166 test loss 2.292765 best test_acc 0.1486
e 6 | malicious users: 7 | test acc 0.1338 test loss 2.295507 best test_acc 0.1486
e 7 | malicious users: 7 | test acc 0.1277 test loss 2.300514 best test_acc 0.1486
e 8 | malicious users: 8 | test acc 0.1058 test loss 2.291393 best test_acc 0.1486
e 9 | malicious users: 7 | test acc 0.1603 test loss 2.262816 best test_acc 0.1603
e 10 | malicious users: 9 | test acc 0.1035 test loss 2.291348 best test_acc 0.1603
e 11 | malicious users: 8 | test acc 0.1132 test loss 2.279224 best test_acc 0.1603
e 12 | malicious users: 10 | test acc 0.1958 test loss 2.208801 best test_acc 0.1958
e 13 | malicious users: 6 | test acc 0.2033 test loss 2.275491 best test_acc 0.2033
e 14 | malicious users: 6 | test acc 0.1607 test loss 2.240033 best test_acc 0.2033
e 15 | malicious users: 5 | test acc 0.1811 test loss 2.210706 best test_acc 0.2033
e 16 | malicious users: 9 | test acc 0.1367 test loss 2.290699 best test_acc 0.2033
e 17 | malicious users: 9 | test acc 0.1814 test loss 2.253356 best test_acc 0.2033
e 18 | malicious users: 4 | test acc 0.1977 test loss 2.160455 best test_acc 0.2033
e 19 | malicious users: 9 | test acc 0.2004 test loss 2.243175 best test_acc 0.2033
e 20 | malicious users: 8 | test acc 0.1554 test loss 2.262203 best test_acc 0.2033
e 21 | malicious users: 5 | test acc 0.1783 test loss 2.187576 best test_acc 0.2033
e 22 | malicious users: 7 | test acc 0.1590 test loss 2.217593 best test_acc 0.2033
e 23 | malicious users: 10 | test acc 0.1945 test loss 2.262705 best test_acc 0.2033
e 24 | malicious users: 5 | test acc 0.2003 test loss 2.113595 best test_acc 0.2033
e 25 | malicious users: 8 | test acc 0.1838 test loss 2.201502 best test_acc 0.2033
e 26 | malicious users: 5 | test acc 0.2457 test loss 2.112345 best test_acc 0.2457
e 27 | malicious users: 9 | test acc 0.2183 test loss 2.204634 best test_acc 0.2457
e 28 | malicious users: 5 | test acc 0.2187 test loss 2.108934 best test_acc 0.2457
e 29 | malicious users: 8 | test acc 0.1972 test loss 2.127608 best test_acc 0.2457
e 30 | malicious users: 5 | test acc 0.1900 test loss 2.176189 best test_acc 0.2457
e 31 | malicious users: 4 | test acc 0.1991 test loss 2.061867 best test_acc 0.2457
e 32 | malicious users: 5 | test acc 0.1902 test loss 2.136524 best test_acc 0.2457
e 33 | malicious users: 8 | test acc 0.2316 test loss 2.046346 best test_acc 0.2457
e 34 | malicious users: 8 | test acc 0.1892 test loss 2.110905 best test_acc 0.2457
e 35 | malicious users: 5 | test acc 0.2462 test loss 2.013860 best test_acc 0.2462
e 36 | malicious users: 12 | test acc 0.2598 test loss 2.100366 best test_acc 0.2598
e 37 | malicious users: 9 | test acc 0.2052 test loss 2.083972 best test_acc 0.2598
e 38 | malicious users: 6 | test acc 0.2376 test loss 2.054125 best test_acc 0.2598
e 39 | malicious users: 9 | test acc 0.2276 test loss 2.083875 best test_acc 0.2598
e 40 | malicious users: 10 | test acc 0.2480 test loss 2.119940 best test_acc 0.2598
e 41 | malicious users: 11 | test acc 0.2519 test loss 2.038237 best test_acc 0.2598
e 42 | malicious users: 8 | test acc 0.2276 test loss 2.049875 best test_acc 0.2598
e 43 | malicious users: 5 | test acc 0.2289 test loss 2.072402 best test_acc 0.2598
e 44 | malicious users: 8 | test acc 0.2379 test loss 2.098960 best test_acc 0.2598
e 45 | malicious users: 2 | test acc 0.2651 test loss 1.986308 best test_acc 0.2651
e 46 | malicious users: 8 | test acc 0.2412 test loss 2.147754 best test_acc 0.2651
e 47 | malicious users: 7 | test acc 0.2565 test loss 2.077949 best test_acc 0.2651
e 48 | malicious users: 6 | test acc 0.2172 test loss 2.106956 best test_acc 0.2651
e 49 | malicious users: 7 | test acc 0.2517 test loss 2.067201 best test_acc 0.2651
e 50 | malicious users: 10 | test acc 0.2671 test loss 1.980803 best test_acc 0.2671
e 51 | malicious users: 3 | test acc 0.2646 test loss 1.989227 best test_acc 0.2671
e 52 | malicious users: 8 | test acc 0.2325 test loss 1.972909 best test_acc 0.2671
e 53 | malicious users: 7 | test acc 0.2655 test loss 1.954059 best test_acc 0.2671
e 54 | malicious users: 6 | test acc 0.2571 test loss 1.938600 best test_acc 0.2671
e 55 | malicious users: 4 | test acc 0.2829 test loss 2.034792 best test_acc 0.2829
e 56 | malicious users: 6 | test acc 0.2946 test loss 1.988601 best test_acc 0.2946
e 57 | malicious users: 8 | test acc 0.2738 test loss 1.864444 best test_acc 0.2946
e 58 | malicious users: 4 | test acc 0.2382 test loss 2.083286 best test_acc 0.2946
e 59 | malicious users: 11 | test acc 0.3034 test loss 1.894284 best test_acc 0.3034
e 60 | malicious users: 6 | test acc 0.2776 test loss 1.938668 best test_acc 0.3034
e 61 | malicious users: 4 | test acc 0.2792 test loss 1.893996 best test_acc 0.3034
e 62 | malicious users: 5 | test acc 0.2943 test loss 1.988893 best test_acc 0.3034
e 63 | malicious users: 6 | test acc 0.2867 test loss 1.987139 best test_acc 0.3034
e 64 | malicious users: 10 | test acc 0.2721 test loss 1.932241 best test_acc 0.3034
e 65 | malicious users: 5 | test acc 0.2392 test loss 1.954008 best test_acc 0.3034
e 66 | malicious users: 10 | test acc 0.2577 test loss 1.953026 best test_acc 0.3034
e 67 | malicious users: 6 | test acc 0.2776 test loss 1.918608 best test_acc 0.3034
e 68 | malicious users: 7 | test acc 0.3218 test loss 1.925561 best test_acc 0.3218
e 69 | malicious users: 6 | test acc 0.3008 test loss 1.910727 best test_acc 0.3218
e 70 | malicious users: 6 | test acc 0.3015 test loss 1.905521 best test_acc 0.3218
e 71 | malicious users: 7 | test acc 0.2789 test loss 1.867949 best test_acc 0.3218
e 72 | malicious users: 10 | test acc 0.2754 test loss 2.014701 best test_acc 0.3218
e 73 | malicious users: 9 | test acc 0.2836 test loss 1.876009 best test_acc 0.3218
e 74 | malicious users: 5 | test acc 0.2770 test loss 1.923759 best test_acc 0.3218
e 75 | malicious users: 7 | test acc 0.3124 test loss 1.899848 best test_acc 0.3218
