=> Saving data in Logs/FRL~try=362
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.5
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  FRL_defense_Eud
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 5 | test acc 0.2658 test loss 2.255782 best test_acc 0.2658
e 1 | malicious users: 5 | test acc 0.2230 test loss 2.124106 best test_acc 0.2658
e 2 | malicious users: 5 | test acc 0.3331 test loss 2.091085 best test_acc 0.3331
e 3 | malicious users: 5 | test acc 0.3596 test loss 1.823788 best test_acc 0.3596
e 4 | malicious users: 5 | test acc 0.4149 test loss 1.588258 best test_acc 0.4149
e 5 | malicious users: 5 | test acc 0.4016 test loss 1.632506 best test_acc 0.4149
e 6 | malicious users: 5 | test acc 0.4363 test loss 1.575996 best test_acc 0.4363
e 7 | malicious users: 5 | test acc 0.5795 test loss 1.515325 best test_acc 0.5795
e 8 | malicious users: 5 | test acc 0.6017 test loss 1.244228 best test_acc 0.6017
e 9 | malicious users: 5 | test acc 0.5719 test loss 1.209235 best test_acc 0.6017
e 10 | malicious users: 5 | test acc 0.4998 test loss 1.218151 best test_acc 0.6017
e 11 | malicious users: 5 | test acc 0.6706 test loss 1.062126 best test_acc 0.6706
e 12 | malicious users: 5 | test acc 0.5213 test loss 1.207619 best test_acc 0.6706
e 13 | malicious users: 5 | test acc 0.6397 test loss 1.050788 best test_acc 0.6706
e 14 | malicious users: 5 | test acc 0.7072 test loss 0.934352 best test_acc 0.7072
e 15 | malicious users: 5 | test acc 0.7573 test loss 1.044493 best test_acc 0.7573
e 16 | malicious users: 5 | test acc 0.7479 test loss 0.784651 best test_acc 0.7573
e 17 | malicious users: 5 | test acc 0.6660 test loss 0.988808 best test_acc 0.7573
e 18 | malicious users: 5 | test acc 0.6864 test loss 0.975609 best test_acc 0.7573
e 19 | malicious users: 5 | test acc 0.7096 test loss 0.846121 best test_acc 0.7573
e 20 | malicious users: 5 | test acc 0.7380 test loss 1.021968 best test_acc 0.7573
e 21 | malicious users: 5 | test acc 0.7124 test loss 1.017477 best test_acc 0.7573
e 22 | malicious users: 5 | test acc 0.8019 test loss 0.820609 best test_acc 0.8019
