=> Saving data in Logs/FRL~try=648
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks_Fang
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.25 | total number of malicious clients: 250
e 0 | malicious users: 8 | test acc 0.2662 test loss 2.262112 best test_acc 0.2662
e 1 | malicious users: 0 | test acc 0.1688 test loss 2.154997 best test_acc 0.2662
e 2 | malicious users: 7 | test acc 0.4108 test loss 1.785147 best test_acc 0.4108
e 3 | malicious users: 4 | test acc 0.5936 test loss 1.786064 best test_acc 0.5936
e 4 | malicious users: 6 | test acc 0.6206 test loss 1.129339 best test_acc 0.6206
e 5 | malicious users: 5 | test acc 0.5858 test loss 1.313189 best test_acc 0.6206
e 6 | malicious users: 5 | test acc 0.7094 test loss 1.103547 best test_acc 0.7094
e 7 | malicious users: 6 | test acc 0.7209 test loss 0.921049 best test_acc 0.7209
e 8 | malicious users: 3 | test acc 0.6783 test loss 0.928223 best test_acc 0.7209
e 9 | malicious users: 5 | test acc 0.7324 test loss 0.861408 best test_acc 0.7324
e 10 | malicious users: 7 | test acc 0.6926 test loss 0.915427 best test_acc 0.7324
e 11 | malicious users: 10 | test acc 0.6906 test loss 1.027321 best test_acc 0.7324
e 12 | malicious users: 3 | test acc 0.7303 test loss 0.837960 best test_acc 0.7324
e 13 | malicious users: 7 | test acc 0.7984 test loss 0.645882 best test_acc 0.7984
e 14 | malicious users: 7 | test acc 0.8078 test loss 0.709545 best test_acc 0.8078
e 15 | malicious users: 9 | test acc 0.8083 test loss 0.712896 best test_acc 0.8083
e 16 | malicious users: 6 | test acc 0.8079 test loss 0.639518 best test_acc 0.8083
e 17 | malicious users: 10 | test acc 0.8199 test loss 0.646010 best test_acc 0.8199
e 18 | malicious users: 8 | test acc 0.8105 test loss 0.679915 best test_acc 0.8199
e 19 | malicious users: 7 | test acc 0.8988 test loss 0.487101 best test_acc 0.8988
e 20 | malicious users: 4 | test acc 0.8630 test loss 0.659976 best test_acc 0.8988
e 21 | malicious users: 4 | test acc 0.8773 test loss 0.554359 best test_acc 0.8988
e 22 | malicious users: 8 | test acc 0.7561 test loss 0.777707 best test_acc 0.8988
e 23 | malicious users: 3 | test acc 0.8188 test loss 0.682674 best test_acc 0.8988
e 24 | malicious users: 7 | test acc 0.8372 test loss 0.659958 best test_acc 0.8988
e 25 | malicious users: 4 | test acc 0.8618 test loss 0.566410 best test_acc 0.8988
e 26 | malicious users: 3 | test acc 0.8612 test loss 0.520540 best test_acc 0.8988
e 27 | malicious users: 7 | test acc 0.7762 test loss 0.750174 best test_acc 0.8988
e 28 | malicious users: 5 | test acc 0.8268 test loss 0.490419 best test_acc 0.8988
e 29 | malicious users: 5 | test acc 0.8590 test loss 0.654313 best test_acc 0.8988
e 30 | malicious users: 5 | test acc 0.8380 test loss 0.462433 best test_acc 0.8988
e 31 | malicious users: 8 | test acc 0.7618 test loss 0.728706 best test_acc 0.8988
e 32 | malicious users: 2 | test acc 0.9252 test loss 0.350781 best test_acc 0.9252
e 33 | malicious users: 7 | test acc 0.8924 test loss 0.598006 best test_acc 0.9252
e 34 | malicious users: 5 | test acc 0.9046 test loss 0.365204 best test_acc 0.9252
e 35 | malicious users: 7 | test acc 0.8030 test loss 0.606220 best test_acc 0.9252
e 36 | malicious users: 6 | test acc 0.8896 test loss 0.496769 best test_acc 0.9252
e 37 | malicious users: 7 | test acc 0.8479 test loss 0.442255 best test_acc 0.9252
e 38 | malicious users: 6 | test acc 0.8345 test loss 0.538948 best test_acc 0.9252
e 39 | malicious users: 8 | test acc 0.8187 test loss 0.634119 best test_acc 0.9252
e 40 | malicious users: 5 | test acc 0.9058 test loss 0.567355 best test_acc 0.9252
e 41 | malicious users: 6 | test acc 0.8863 test loss 0.444581 best test_acc 0.9252
e 42 | malicious users: 5 | test acc 0.8800 test loss 0.419427 best test_acc 0.9252
e 43 | malicious users: 8 | test acc 0.8646 test loss 0.552084 best test_acc 0.9252
e 44 | malicious users: 5 | test acc 0.8657 test loss 0.534128 best test_acc 0.9252
e 45 | malicious users: 3 | test acc 0.8094 test loss 0.590332 best test_acc 0.9252
e 46 | malicious users: 6 | test acc 0.8177 test loss 0.668693 best test_acc 0.9252
e 47 | malicious users: 3 | test acc 0.8495 test loss 0.567844 best test_acc 0.9252
e 48 | malicious users: 8 | test acc 0.8846 test loss 0.475522 best test_acc 0.9252
e 49 | malicious users: 7 | test acc 0.8625 test loss 0.445584 best test_acc 0.9252
e 50 | malicious users: 7 | test acc 0.8184 test loss 0.593961 best test_acc 0.9252
e 51 | malicious users: 5 | test acc 0.8254 test loss 0.546885 best test_acc 0.9252
e 52 | malicious users: 6 | test acc 0.8512 test loss 0.509962 best test_acc 0.9252
e 53 | malicious users: 1 | test acc 0.8393 test loss 0.551874 best test_acc 0.9252
e 54 | malicious users: 8 | test acc 0.8555 test loss 0.416566 best test_acc 0.9252
e 55 | malicious users: 7 | test acc 0.8661 test loss 0.458732 best test_acc 0.9252
e 56 | malicious users: 9 | test acc 0.8880 test loss 0.425268 best test_acc 0.9252
e 57 | malicious users: 7 | test acc 0.8356 test loss 0.613386 best test_acc 0.9252
e 58 | malicious users: 8 | test acc 0.8168 test loss 0.598022 best test_acc 0.9252
e 59 | malicious users: 7 | test acc 0.9067 test loss 0.396802 best test_acc 0.9252
e 60 | malicious users: 7 | test acc 0.8316 test loss 0.553326 best test_acc 0.9252
e 61 | malicious users: 5 | test acc 0.8497 test loss 0.565222 best test_acc 0.9252
e 62 | malicious users: 4 | test acc 0.9285 test loss 0.446867 best test_acc 0.9285
e 63 | malicious users: 6 | test acc 0.8314 test loss 0.502802 best test_acc 0.9285
