2024-06-14 15:50:59,379 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Current SDK version is 0.16.6
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Configure stats pid to 906341
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Loading settings from /home/test/.config/wandb/settings
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Loading settings from /home/test/FRL/wandb/settings
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'test', 'entity': 'griffith', 'root_dir': '/home/test/FRL', 'run_id': '7kc0viiq', 'sweep_param_path': '/home/test/FRL/wandb/sweep-iftqum7q/config-7kc0viiq.yaml', 'sweep_id': 'iftqum7q'}
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/home/test/FRL/main.py', 'program': '/home/test/FRL/main.py'}
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:_log_setup():521] Logging user logs to /home/test/FRL/wandb/run-20240614_155059-7kc0viiq/logs/debug.log
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:_log_setup():522] Logging internal logs to /home/test/FRL/wandb/run-20240614_155059-7kc0viiq/logs/debug-internal.log
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():561] calling init triggers
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():568] wandb.init called with sweep_config: {'attacks': 'min_max', 'defense': 'FRL', 'k': 0.1, 'm_r': 0.2, 'non_iid': 0.5}
config: {}
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():611] starting backend
2024-06-14 15:50:59,380 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():615] setting up manager
2024-06-14 15:50:59,392 INFO    Thread-11 (_run_job):906341 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-06-14 15:50:59,393 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():623] backend started and connected
2024-06-14 15:50:59,414 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_config_callback():1347] config_cb None None {'attacks': 'min_max', 'defense': 'FRL', 'k': 0.1, 'm_r': 0.2, 'non_iid': 0.5}
2024-06-14 15:50:59,415 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():715] updated telemetry
2024-06-14 15:50:59,422 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():748] communicating run to backend with 90.0 second timeout
2024-06-14 15:50:59,962 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_on_init():2357] communicating current version
2024-06-14 15:51:00,075 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_on_init():2366] got version response upgrade_message: "wandb version 0.17.1 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-06-14 15:51:00,075 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():799] starting run threads in backend
2024-06-14 15:51:04,357 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_console_start():2335] atexit reg
2024-06-14 15:51:04,357 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_redirect():2190] redirect: wrap_raw
2024-06-14 15:51:04,357 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_redirect():2255] Wrapping output streams.
2024-06-14 15:51:04,357 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_redirect():2280] Redirects installed.
2024-06-14 15:51:04,359 INFO    Thread-11 (_run_job):906341 [wandb_init.py:init():842] run started, returning control to user process
2024-06-14 15:51:10,911 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_finish():2064] finishing run griffith/test/7kc0viiq
2024-06-14 15:51:10,911 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_atexit_cleanup():2304] got exitcode: 1
2024-06-14 15:51:10,911 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_restore():2287] restore
2024-06-14 15:51:10,911 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_restore():2293] restore done
2024-06-14 15:51:16,133 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_footer_history_summary_info():3936] rendering history
2024-06-14 15:51:16,134 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_footer_history_summary_info():3968] rendering summary
2024-06-14 15:51:16,152 INFO    Thread-11 (_run_job):906341 [wandb_run.py:_footer_sync_info():3895] logging synced files
