
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.6691 test loss 2.125400 best test_acc 0.6691
e 1 | malicious users: 0 | test acc 0.6794 test loss 1.522458 best test_acc 0.6794
e 2 | malicious users: 0 | test acc 0.6717 test loss 1.443511 best test_acc 0.6794
e 3 | malicious users: 0 | test acc 0.7618 test loss 1.044066 best test_acc 0.7618
e 4 | malicious users: 0 | test acc 0.8027 test loss 0.697634 best test_acc 0.8027
e 5 | malicious users: 0 | test acc 0.7870 test loss 0.632715 best test_acc 0.8027
e 6 | malicious users: 0 | test acc 0.8423 test loss 0.591731 best test_acc 0.8423
e 7 | malicious users: 0 | test acc 0.9000 test loss 0.430068 best test_acc 0.9000
e 8 | malicious users: 0 | test acc 0.8811 test loss 0.449044 best test_acc 0.9000
e 9 | malicious users: 0 | test acc 0.7773 test loss 0.659070 best test_acc 0.9000
e 10 | malicious users: 0 | test acc 0.8844 test loss 0.403995 best test_acc 0.9000
e 11 | malicious users: 0 | test acc 0.8541 test loss 0.486627 best test_acc 0.9000
e 12 | malicious users: 0 | test acc 0.8611 test loss 0.431891 best test_acc 0.9000
e 13 | malicious users: 0 | test acc 0.8988 test loss 0.376277 best test_acc 0.9000
e 14 | malicious users: 0 | test acc 0.9307 test loss 0.262751 best test_acc 0.9307
e 15 | malicious users: 0 | test acc 0.9103 test loss 0.332317 best test_acc 0.9307
e 16 | malicious users: 0 | test acc 0.9307 test loss 0.289646 best test_acc 0.9307
e 17 | malicious users: 0 | test acc 0.9287 test loss 0.256837 best test_acc 0.9307
e 18 | malicious users: 0 | test acc 0.9234 test loss 0.306333 best test_acc 0.9307
e 19 | malicious users: 0 | test acc 0.9382 test loss 0.221663 best test_acc 0.9382
e 20 | malicious users: 0 | test acc 0.9323 test loss 0.256642 best test_acc 0.9382
e 21 | malicious users: 0 | test acc 0.9450 test loss 0.225940 best test_acc 0.9450
e 22 | malicious users: 0 | test acc 0.9377 test loss 0.240713 best test_acc 0.9450
e 23 | malicious users: 0 | test acc 0.9394 test loss 0.225129 best test_acc 0.9450
e 24 | malicious users: 0 | test acc 0.9470 test loss 0.200583 best test_acc 0.9470
e 25 | malicious users: 0 | test acc 0.9318 test loss 0.261093 best test_acc 0.9470
e 26 | malicious users: 0 | test acc 0.9337 test loss 0.244593 best test_acc 0.9470
e 27 | malicious users: 0 | test acc 0.9237 test loss 0.233575 best test_acc 0.9470
e 28 | malicious users: 0 | test acc 0.9163 test loss 0.297459 best test_acc 0.9470
e 29 | malicious users: 0 | test acc 0.9480 test loss 0.193242 best test_acc 0.9480
e 30 | malicious users: 0 | test acc 0.9326 test loss 0.221996 best test_acc 0.9480
e 31 | malicious users: 0 | test acc 0.8595 test loss 0.406061 best test_acc 0.9480
e 32 | malicious users: 0 | test acc 0.9444 test loss 0.224945 best test_acc 0.9480
e 33 | malicious users: 0 | test acc 0.9525 test loss 0.181824 best test_acc 0.9525
e 34 | malicious users: 0 | test acc 0.9080 test loss 0.313553 best test_acc 0.9525
e 35 | malicious users: 0 | test acc 0.9394 test loss 0.216913 best test_acc 0.9525
e 36 | malicious users: 0 | test acc 0.9412 test loss 0.256593 best test_acc 0.9525
e 37 | malicious users: 0 | test acc 0.9446 test loss 0.198628 best test_acc 0.9525
e 38 | malicious users: 0 | test acc 0.9515 test loss 0.173003 best test_acc 0.9525
e 39 | malicious users: 0 | test acc 0.9405 test loss 0.253025 best test_acc 0.9525
e 40 | malicious users: 0 | test acc 0.9522 test loss 0.176372 best test_acc 0.9525
e 41 | malicious users: 0 | test acc 0.9533 test loss 0.169145 best test_acc 0.9533
e 42 | malicious users: 0 | test acc 0.9216 test loss 0.271810 best test_acc 0.9533
e 43 | malicious users: 0 | test acc 0.9533 test loss 0.166295 best test_acc 0.9533
e 44 | malicious users: 0 | test acc 0.9503 test loss 0.195686 best test_acc 0.9533
e 45 | malicious users: 0 | test acc 0.9449 test loss 0.181011 best test_acc 0.9533
e 46 | malicious users: 0 | test acc 0.9557 test loss 0.154421 best test_acc 0.9557
e 47 | malicious users: 0 | test acc 0.9555 test loss 0.150187 best test_acc 0.9557
e 48 | malicious users: 0 | test acc 0.9550 test loss 0.179967 best test_acc 0.9557
e 49 | malicious users: 0 | test acc 0.9611 test loss 0.138933 best test_acc 0.9611
e 50 | malicious users: 0 | test acc 0.9366 test loss 0.222825 best test_acc 0.9611
e 51 | malicious users: 0 | test acc 0.9538 test loss 0.169154 best test_acc 0.9611
e 52 | malicious users: 0 | test acc 0.9594 test loss 0.149491 best test_acc 0.9611
e 53 | malicious users: 0 | test acc 0.9573 test loss 0.165225 best test_acc 0.9611
e 54 | malicious users: 0 | test acc 0.9608 test loss 0.129979 best test_acc 0.9611
e 55 | malicious users: 0 | test acc 0.9431 test loss 0.203760 best test_acc 0.9611
e 56 | malicious users: 0 | test acc 0.9619 test loss 0.139307 best test_acc 0.9619
e 57 | malicious users: 0 | test acc 0.9539 test loss 0.163041 best test_acc 0.9619
e 58 | malicious users: 0 | test acc 0.9599 test loss 0.136740 best test_acc 0.9619
e 59 | malicious users: 0 | test acc 0.9620 test loss 0.141618 best test_acc 0.9620
e 60 | malicious users: 0 | test acc 0.9629 test loss 0.127226 best test_acc 0.9629
e 61 | malicious users: 0 | test acc 0.9594 test loss 0.143700 best test_acc 0.9629
e 62 | malicious users: 0 | test acc 0.9645 test loss 0.125324 best test_acc 0.9645
e 63 | malicious users: 0 | test acc 0.9621 test loss 0.126009 best test_acc 0.9645
