=> Saving data in Logs/FRL~try=447
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  1
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.00 | total number of malicious clients: 0
e 0 | malicious users: 0 | test acc 0.2324 test loss 2.202025 best test_acc 0.2324
e 1 | malicious users: 0 | test acc 0.6673 test loss 2.085026 best test_acc 0.6673
e 2 | malicious users: 0 | test acc 0.5136 test loss 1.870287 best test_acc 0.6673
e 3 | malicious users: 0 | test acc 0.6601 test loss 1.365734 best test_acc 0.6673
e 4 | malicious users: 0 | test acc 0.5705 test loss 1.428620 best test_acc 0.6673
e 5 | malicious users: 0 | test acc 0.7458 test loss 0.922975 best test_acc 0.7458
e 6 | malicious users: 0 | test acc 0.7029 test loss 1.041062 best test_acc 0.7458
e 7 | malicious users: 0 | test acc 0.7184 test loss 0.881490 best test_acc 0.7458
e 8 | malicious users: 0 | test acc 0.7748 test loss 0.831273 best test_acc 0.7748
e 9 | malicious users: 0 | test acc 0.6977 test loss 0.985761 best test_acc 0.7748
e 10 | malicious users: 0 | test acc 0.8702 test loss 0.556628 best test_acc 0.8702
e 11 | malicious users: 0 | test acc 0.8690 test loss 0.634462 best test_acc 0.8702
e 12 | malicious users: 0 | test acc 0.7998 test loss 0.628557 best test_acc 0.8702
e 13 | malicious users: 0 | test acc 0.7303 test loss 0.805301 best test_acc 0.8702
e 14 | malicious users: 0 | test acc 0.8128 test loss 0.626511 best test_acc 0.8702
e 15 | malicious users: 0 | test acc 0.8405 test loss 0.587730 best test_acc 0.8702
e 16 | malicious users: 0 | test acc 0.8216 test loss 0.578003 best test_acc 0.8702
e 17 | malicious users: 0 | test acc 0.8283 test loss 0.665493 best test_acc 0.8702
e 18 | malicious users: 0 | test acc 0.7688 test loss 0.678526 best test_acc 0.8702
e 19 | malicious users: 0 | test acc 0.8849 test loss 0.473020 best test_acc 0.8849
e 20 | malicious users: 0 | test acc 0.7350 test loss 0.691352 best test_acc 0.8849
e 21 | malicious users: 0 | test acc 0.8102 test loss 0.709208 best test_acc 0.8849
e 22 | malicious users: 0 | test acc 0.9083 test loss 0.433103 best test_acc 0.9083
e 23 | malicious users: 0 | test acc 0.9149 test loss 0.398174 best test_acc 0.9149
e 24 | malicious users: 0 | test acc 0.8042 test loss 0.582237 best test_acc 0.9149
e 25 | malicious users: 0 | test acc 0.7853 test loss 0.646720 best test_acc 0.9149
e 26 | malicious users: 0 | test acc 0.8517 test loss 0.489817 best test_acc 0.9149
e 27 | malicious users: 0 | test acc 0.8800 test loss 0.604627 best test_acc 0.9149
e 28 | malicious users: 0 | test acc 0.9234 test loss 0.312450 best test_acc 0.9234
e 29 | malicious users: 0 | test acc 0.9003 test loss 0.426991 best test_acc 0.9234
e 30 | malicious users: 0 | test acc 0.8011 test loss 0.563530 best test_acc 0.9234
e 31 | malicious users: 0 | test acc 0.6915 test loss 0.758785 best test_acc 0.9234
e 32 | malicious users: 0 | test acc 0.8392 test loss 0.499139 best test_acc 0.9234
e 33 | malicious users: 0 | test acc 0.8806 test loss 0.441750 best test_acc 0.9234
e 34 | malicious users: 0 | test acc 0.9244 test loss 0.396930 best test_acc 0.9244
e 35 | malicious users: 0 | test acc 0.8565 test loss 0.526740 best test_acc 0.9244
e 36 | malicious users: 0 | test acc 0.9119 test loss 0.329844 best test_acc 0.9244
e 37 | malicious users: 0 | test acc 0.8581 test loss 0.537737 best test_acc 0.9244
e 38 | malicious users: 0 | test acc 0.8234 test loss 0.622303 best test_acc 0.9244
e 39 | malicious users: 0 | test acc 0.9037 test loss 0.362543 best test_acc 0.9244
e 40 | malicious users: 0 | test acc 0.7757 test loss 0.555929 best test_acc 0.9244
e 41 | malicious users: 0 | test acc 0.8923 test loss 0.409302 best test_acc 0.9244
e 42 | malicious users: 0 | test acc 0.8883 test loss 0.361583 best test_acc 0.9244
e 43 | malicious users: 0 | test acc 0.7543 test loss 0.733896 best test_acc 0.9244
e 44 | malicious users: 0 | test acc 0.8797 test loss 0.438657 best test_acc 0.9244
e 45 | malicious users: 0 | test acc 0.8760 test loss 0.505418 best test_acc 0.9244
e 46 | malicious users: 0 | test acc 0.9258 test loss 0.323628 best test_acc 0.9258
e 47 | malicious users: 0 | test acc 0.9269 test loss 0.359038 best test_acc 0.9269
e 48 | malicious users: 0 | test acc 0.8854 test loss 0.508953 best test_acc 0.9269
e 49 | malicious users: 0 | test acc 0.9248 test loss 0.281742 best test_acc 0.9269
e 50 | malicious users: 0 | test acc 0.8457 test loss 0.574743 best test_acc 0.9269
e 51 | malicious users: 0 | test acc 0.9143 test loss 0.414905 best test_acc 0.9269
e 52 | malicious users: 0 | test acc 0.8438 test loss 0.494794 best test_acc 0.9269
e 53 | malicious users: 0 | test acc 0.9038 test loss 0.349075 best test_acc 0.9269
e 54 | malicious users: 0 | test acc 0.8910 test loss 0.369769 best test_acc 0.9269
