=> Saving data in Logs/FRL~try=496
dataset to use is:  MNIST
number of FL clients:  1000
non-iid degree data distribution:  0.9
batch size is :  8
test batch size is:  128
use_cuda:  True
type of FL:  other_attacks
#########Federated Learning using Rankings############
fraction of maliciou clients: 0.20 | total number of malicious clients: 200
e 0 | malicious users: 9 | test acc 0.2029 test loss 2.213252 best test_acc 0.2029
e 1 | malicious users: 2 | test acc 0.4471 test loss 1.974513 best test_acc 0.4471
e 2 | malicious users: 4 | test acc 0.4539 test loss 1.630111 best test_acc 0.4539
e 3 | malicious users: 9 | test acc 0.4243 test loss 1.544491 best test_acc 0.4539
e 4 | malicious users: 3 | test acc 0.5562 test loss 1.490736 best test_acc 0.5562
e 5 | malicious users: 6 | test acc 0.5819 test loss 1.484540 best test_acc 0.5819
e 6 | malicious users: 3 | test acc 0.7254 test loss 1.074940 best test_acc 0.7254
e 7 | malicious users: 2 | test acc 0.7156 test loss 0.955695 best test_acc 0.7254
e 8 | malicious users: 5 | test acc 0.8105 test loss 0.844405 best test_acc 0.8105
e 9 | malicious users: 8 | test acc 0.8004 test loss 0.763162 best test_acc 0.8105
e 10 | malicious users: 5 | test acc 0.7704 test loss 0.825708 best test_acc 0.8105
e 11 | malicious users: 6 | test acc 0.8409 test loss 0.630542 best test_acc 0.8409
e 12 | malicious users: 4 | test acc 0.7559 test loss 0.822149 best test_acc 0.8409
e 13 | malicious users: 4 | test acc 0.7391 test loss 0.848482 best test_acc 0.8409
e 14 | malicious users: 5 | test acc 0.7479 test loss 0.854235 best test_acc 0.8409
e 15 | malicious users: 3 | test acc 0.8215 test loss 0.608661 best test_acc 0.8409
e 16 | malicious users: 6 | test acc 0.6235 test loss 1.042598 best test_acc 0.8409
e 17 | malicious users: 4 | test acc 0.8913 test loss 0.471430 best test_acc 0.8913
e 18 | malicious users: 7 | test acc 0.7313 test loss 0.767503 best test_acc 0.8913
e 19 | malicious users: 1 | test acc 0.7585 test loss 0.777694 best test_acc 0.8913
e 20 | malicious users: 3 | test acc 0.8643 test loss 0.596032 best test_acc 0.8913
e 21 | malicious users: 9 | test acc 0.7415 test loss 0.721727 best test_acc 0.8913
e 22 | malicious users: 3 | test acc 0.7666 test loss 0.796232 best test_acc 0.8913
e 23 | malicious users: 6 | test acc 0.7888 test loss 0.624391 best test_acc 0.8913
e 24 | malicious users: 4 | test acc 0.7864 test loss 0.775490 best test_acc 0.8913
e 25 | malicious users: 7 | test acc 0.8731 test loss 0.450815 best test_acc 0.8913
e 26 | malicious users: 7 | test acc 0.8964 test loss 0.581028 best test_acc 0.8964
e 27 | malicious users: 8 | test acc 0.7571 test loss 0.657041 best test_acc 0.8964
e 28 | malicious users: 4 | test acc 0.7801 test loss 0.657351 best test_acc 0.8964
e 29 | malicious users: 6 | test acc 0.7531 test loss 0.793861 best test_acc 0.8964
e 30 | malicious users: 4 | test acc 0.8153 test loss 0.589375 best test_acc 0.8964
e 31 | malicious users: 2 | test acc 0.8412 test loss 0.661046 best test_acc 0.8964
e 32 | malicious users: 4 | test acc 0.7722 test loss 0.845681 best test_acc 0.8964
e 33 | malicious users: 4 | test acc 0.8383 test loss 0.533362 best test_acc 0.8964
e 34 | malicious users: 5 | test acc 0.7843 test loss 0.699201 best test_acc 0.8964
e 35 | malicious users: 6 | test acc 0.7592 test loss 0.712924 best test_acc 0.8964
e 36 | malicious users: 5 | test acc 0.8298 test loss 0.571283 best test_acc 0.8964
e 37 | malicious users: 5 | test acc 0.8381 test loss 0.563275 best test_acc 0.8964
e 38 | malicious users: 6 | test acc 0.7987 test loss 0.594512 best test_acc 0.8964
e 39 | malicious users: 3 | test acc 0.8667 test loss 0.551385 best test_acc 0.8964
e 40 | malicious users: 7 | test acc 0.8370 test loss 0.583961 best test_acc 0.8964
e 41 | malicious users: 3 | test acc 0.7548 test loss 0.656666 best test_acc 0.8964
e 42 | malicious users: 7 | test acc 0.9231 test loss 0.325520 best test_acc 0.9231
e 43 | malicious users: 3 | test acc 0.7787 test loss 0.777591 best test_acc 0.9231
e 44 | malicious users: 7 | test acc 0.8216 test loss 0.494395 best test_acc 0.9231
e 45 | malicious users: 5 | test acc 0.7401 test loss 0.782354 best test_acc 0.9231
e 46 | malicious users: 4 | test acc 0.7616 test loss 0.676370 best test_acc 0.9231
e 47 | malicious users: 5 | test acc 0.8605 test loss 0.548526 best test_acc 0.9231
e 48 | malicious users: 6 | test acc 0.8361 test loss 0.606029 best test_acc 0.9231
e 49 | malicious users: 3 | test acc 0.8283 test loss 0.634732 best test_acc 0.9231
e 50 | malicious users: 2 | test acc 0.8992 test loss 0.461029 best test_acc 0.9231
e 51 | malicious users: 6 | test acc 0.8251 test loss 0.580162 best test_acc 0.9231
e 52 | malicious users: 2 | test acc 0.8191 test loss 0.661614 best test_acc 0.9231
e 53 | malicious users: 3 | test acc 0.7730 test loss 0.624734 best test_acc 0.9231
e 54 | malicious users: 4 | test acc 0.7336 test loss 0.778312 best test_acc 0.9231
e 55 | malicious users: 6 | test acc 0.7568 test loss 0.745020 best test_acc 0.9231
e 56 | malicious users: 6 | test acc 0.8246 test loss 0.554164 best test_acc 0.9231
e 57 | malicious users: 4 | test acc 0.8404 test loss 0.543634 best test_acc 0.9231
e 58 | malicious users: 5 | test acc 0.8519 test loss 0.539319 best test_acc 0.9231
e 59 | malicious users: 7 | test acc 0.7909 test loss 0.719774 best test_acc 0.9231
e 60 | malicious users: 3 | test acc 0.8477 test loss 0.467747 best test_acc 0.9231
e 61 | malicious users: 6 | test acc 0.7709 test loss 0.927084 best test_acc 0.9231
e 62 | malicious users: 5 | test acc 0.8302 test loss 0.553507 best test_acc 0.9231
e 63 | malicious users: 6 | test acc 0.8667 test loss 0.651026 best test_acc 0.9231
e 64 | malicious users: 3 | test acc 0.8357 test loss 0.532968 best test_acc 0.9231
e 65 | malicious users: 6 | test acc 0.6873 test loss 0.996062 best test_acc 0.9231
e 66 | malicious users: 4 | test acc 0.7197 test loss 0.782468 best test_acc 0.9231
e 67 | malicious users: 2 | test acc 0.7912 test loss 0.644021 best test_acc 0.9231
e 68 | malicious users: 9 | test acc 0.7237 test loss 0.815532 best test_acc 0.9231
e 69 | malicious users: 8 | test acc 0.7887 test loss 0.790266 best test_acc 0.9231
e 70 | malicious users: 5 | test acc 0.8892 test loss 0.580126 best test_acc 0.9231
e 71 | malicious users: 6 | test acc 0.8791 test loss 0.586338 best test_acc 0.9231
e 72 | malicious users: 7 | test acc 0.8293 test loss 0.517778 best test_acc 0.9231
e 73 | malicious users: 2 | test acc 0.7588 test loss 0.788388 best test_acc 0.9231
e 74 | malicious users: 5 | test acc 0.8703 test loss 0.624427 best test_acc 0.9231
